;Code;;Gender;Age;Mobile;Trial_number;Angle;distance_ratio;xtarget;ytarget;sd;nsamples;color_nube1;color_nube2;color_nube3;color_buttons1;color_buttons2;color_buttons3;correct_color;correct_cloud;Nalternativas;RT_type1;Response;Correct;Confidence;RT_Confidence;Nsujeto;binary_correct
49;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;49;625,259,960,966,201;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;3;3232;2;TRUE;0,885756676557863;1446;1;1
50;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;50;0,271349878621326;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;0;1;0;1;2;2;1;2;1621;2;TRUE;0,888724035608309;1494;1;1
51;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;51;573,399,206,090,752;3;683;256,666,666,666,667;60;375;2;0;1;0;1;2;0;2;3;2344;0;TRUE;0,811572700296736;1052;1;1
52;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;52;164,652,340,649,471;2,5;694;263;60;375;2;0;1;0;1;2;0;2;2;3133;0;TRUE;0,827893175074184;943;1;1
53;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;53;177,614,445,833,353;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;3;6895;2;TRUE;0,851632047477745;1110;1;1
54;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;54;0,206000049976914;2,5;694;263;60;375;2;0;1;0;1;2;0;2;3;1625;0;TRUE;0,897626112759644;1750;1;1
55;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;55;211,033,141,228,796;2,5;727;282;60;375;0;1;2;0;1;2;0;1;2;1764;1;FALSE;0,899109792284866;1688;1;0
56;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;56;412,721,416,699,404;2,5;694;263;60;375;1;2;0;0;1;2;2;2;3;1864;2;TRUE;0,894658753709199;1565;1;1
57;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;57;13,522,452,750,422;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;2;1381;2;TRUE;0,893175074183976;1765;1;1
58;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;58;199,022,046,668,263;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;3;2058;2;TRUE;0,899109792284866;853;1;1
59;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;59;124,535,996,041,747;3;683;256,666,666,666,667;60;375;2;0;1;0;1;2;0;2;2;1493;0;TRUE;0,894658753709199;997;1;1
60;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;60;546,897,340,690,139;2,5;727;282;60;375;0;2;1;0;1;2;0;1;3;2113;0;TRUE;0,759643916913947;750;1;1
61;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;61;162,477,274,310,557;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;1;2;0;1;2;1;2;2;1597;1;TRUE;0,906528189910979;1070;1;1
62;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;62;205,866,886,207,779;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;2;0;0;1;2;2;2;2;2814;1;FALSE;0,899109792284866;1494;1;0
63;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;63;139,276,491,018,234;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;1;0;0;1;2;1;2;2;1533;1;TRUE;0,863501483679525;725;1;1
64;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;64;220,532,487,588,391;2,5;727;282;60;375;2;0;1;0;1;2;2;1;3;1489;2;TRUE;0,827893175074184;1039;1;1
65;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;65;0,340670991246559;3;738;288,333,333,333,333;60;375;1;2;0;0;1;2;1;1;2;1478;1;TRUE;0,909495548961424;780;1;1
66;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;66;504,786,651,284,245;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;0;2;0;1;2;0;2;3;1875;0;TRUE;0,716617210682493;1422;1;1
67;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;67;473,372,710,660,955;2,5;727;282;60;375;0;1;2;0;1;2;0;1;2;1421;0;TRUE;0,79673590504451;1030;1;1
68;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;68;530,680,571,875,029;2,5;727;282;60;375;2;0;1;0;1;2;2;1;3;1633;2;TRUE;0,820474777448071;1085;1;1
69;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;69;200,372,392,047,394;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;1;2;0;1;2;0;1;3;1650;1;FALSE;0,820474777448071;1092;1;0
70;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;70;583,382,127,018,856;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;3;1939;0;TRUE;0,824925816023739;1053;1;1
71;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;71;237,361,263,980,931;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;2;0;0;1;2;2;2;2;1413;2;TRUE;0,802670623145401;1302;1;1
72;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;72;104,485,713,324,034;2,1;714,428,571,428,571;274,761,904,761,905;60;375;1;0;2;0;1;2;1;1;2;1654;1;TRUE;0,649851632047478;949;1;1
73;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;73;625,981,163,530,153;2,1;714,428,571,428,571;274,761,904,761,905;60;375;1;2;0;0;1;2;1;1;3;1329;1;TRUE;0,747774480712166;821;1;1
74;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;74;529,904,159,713,134;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;1;2;0;1;2;0;1;2;3165;1;FALSE;0,256676557863501;973;1;0
75;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;75;170,081,541,317,607;2,5;727;282;60;375;0;2;1;0;1;2;0;1;3;4746;0;TRUE;0,20326409495549;1332;1;1
76;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;76;591,725,785,792,226;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;0;2;0;1;2;0;2;3;5512;0;TRUE;0,0964391691394659;1342;1;1
77;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;77;430,079,951,327,505;2,5;727;282;60;375;0;2;1;0;1;2;0;1;3;1784;0;TRUE;0,408011869436202;1615;1;1
78;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;78;411,678,045,721,788;3;683;256,666,666,666,667;60;375;0;1;2;0;1;2;1;2;2;1685;1;TRUE;0,909495548961424;1581;1;1
79;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;79;502,324,648,393,302;2,5;727;282;60;375;2;1;0;0;1;2;2;1;3;1719;2;TRUE;0,900593471810089;791;1;1
80;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;80;542,804,436,305,946;3;683;256,666,666,666,667;60;375;0;1;2;0;1;2;1;2;3;7801;1;TRUE;0,829376854599407;1806;1;1
81;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;81;400,953,300,075,023;2,5;694;263;60;375;0;1;2;0;1;2;1;2;2;1598;1;TRUE;0,875370919881306;1013;1;1
82;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;82;514,824,485,849,735;3;738;288,333,333,333,333;60;375;2;1;0;0;1;2;2;1;2;1678;2;TRUE;0,873887240356083;1117;1;1
83;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;83;456,056,908,759,102;3;738;288,333,333,333,333;60;375;1;0;2;0;1;2;1;1;3;1498;1;TRUE;0,845697329376855;990;1;1
84;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;84;0,243561055197342;2,5;694;263;60;375;0;1;2;0;1;2;1;2;2;1350;1;TRUE;0,807121661721068;1486;1;1
85;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;85;331,026,301,556,084;3;738;288,333,333,333,333;60;375;0;2;1;0;1;2;0;1;2;1757;0;TRUE;0,838278931750742;823;1;1
86;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;86;0,614468010784766;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;2;1;0;1;2;0;1;2;1956;2;FALSE;0,891691394658754;1630;1;0
87;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;87;438,842,305,830,704;2,5;727;282;60;375;2;1;0;0;1;2;2;1;3;8167;2;TRUE;0,816023738872404;1270;1;1
88;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;88;271,923,333,353,008;2,5;727;282;60;375;1;0;2;0;1;2;1;1;2;3580;1;TRUE;0,798219584569733;1518;1;1
89;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;89;221,039,942,859,724;3;683;256,666,666,666,667;60;375;1;2;0;0;1;2;2;2;2;1461;2;TRUE;0,896142433234421;1334;1;1
90;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;90;395,894,791,527,466;3;738;288,333,333,333,333;60;375;1;0;2;0;1;2;1;1;2;1325;1;TRUE;0,881305637982196;831;1;1
91;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;91;0,0926917958335557;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;2;1;0;1;2;2;2;3;1817;2;TRUE;0,597922848664688;1159;1;1
92;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;92;446,055,090,012,235;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;2;1;0;1;2;2;2;3;1688;0;FALSE;0,597922848664688;654;1;0
93;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;93;242,022,933,914,553;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;2;0;0;1;2;2;2;2;2813;2;TRUE;0,600890207715134;1374;1;1
94;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;94;55,312,044,008,319;2,5;727;282;60;375;2;1;0;0;1;2;2;1;2;1857;2;TRUE;0,388724035608309;1406;1;1
95;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;95;308,713,654,352,804;2,5;727;282;60;375;2;1;0;0;1;2;2;1;2;1751;2;TRUE;0,571216617210683;974;1;1
96;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;96;606,274,007,392,391;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;3;2555;2;TRUE;0,879821958456973;798;1;1
97;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;97;322,716,138,450,335;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;1;2;0;1;2;1;2;2;2126;1;TRUE;0,833827893175074;821;1;1
98;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;98;352,063,769,574,641;3;683;256,666,666,666,667;60;375;0;2;1;0;1;2;2;2;2;1541;2;TRUE;0,884272997032641;949;1;1
99;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;99;0,739551375053135;2,5;727;282;60;375;0;1;2;0;1;2;0;1;2;5207;0;TRUE;0,471810089020772;1550;1;1
100;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;100;278,897,057,532,622;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;0;2;0;1;2;0;2;2;1805;1;FALSE;0,655786350148368;1574;1;0
101;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;101;477,939,082,661,657;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;0;1;0;1;2;2;1;2;1583;2;TRUE;0,719584569732938;1222;1;1
102;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;102;248,339,607,434,358;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;0;1;0;1;2;0;2;2;2157;0;TRUE;0,805637982195846;1462;1;1
103;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;103;343,949,416,899,995;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;1;2;0;1;2;1;2;2;4737;1;TRUE;0,832344213649852;1183;1;1
104;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;104;208,611,289,452,398;3;683;256,666,666,666,667;60;375;2;1;0;0;1;2;1;2;3;1776;1;TRUE;0,894658753709199;1614;1;1
105;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;105;566,658,036,020,102;2,5;727;282;60;375;0;1;2;0;1;2;0;1;3;2064;1;FALSE;0,859050445103858;1396;1;0
106;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;106;0,54751072787292;3;738;288,333,333,333,333;60;375;1;2;0;0;1;2;1;1;3;1595;1;TRUE;0,867952522255193;1302;1;1
107;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;107;354,393,078,071,356;2,1;714,428,571,428,571;274,761,904,761,905;60;375;1;2;0;0;1;2;1;1;3;2179;2;FALSE;0,859050445103858;950;1;0
108;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;108;5,416,991,956,758;2,5;694;263;60;375;2;0;1;0;1;2;0;2;3;2408;0;TRUE;0,623145400593472;1181;1;1
109;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;109;103,818,550,331,636;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;2;1;0;1;2;2;2;3;2793;2;TRUE;0,112759643916914;1006;1;1
110;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;110;574,557,030,931,739;2,5;694;263;60;375;1;2;0;0;1;2;2;2;2;1469;2;TRUE;0,875370919881306;2671;1;1
111;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;111;0,234468262656264;2,5;694;263;60;375;2;1;0;0;1;2;1;2;2;1829;1;TRUE;0,86646884272997;551;1;1
112;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;112;41,302,763,285,229;3;738;288,333,333,333,333;60;375;1;0;2;0;1;2;1;1;3;1521;1;TRUE;0,94213649851632;1358;1;1
113;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;113;207,884,830,323,093;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;3;1632;2;TRUE;0,823442136498516;1334;1;1
114;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;114;272,295,672,218,497;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;1;0;0;1;2;2;1;2;1541;2;TRUE;0,824925816023739;1062;1;1
115;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;115;245,051,520,024,724;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;2;2477;0;TRUE;0,894658753709199;1725;1;1
116;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;116;607,134,174,792,471;2,5;727;282;60;375;0;2;1;0;1;2;0;1;2;1749;0;TRUE;0,897626112759644;1166;1;1
117;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;117;350,289,429,487,295;3;683;256,666,666,666,667;60;375;2;1;0;0;1;2;1;2;3;1481;1;TRUE;0,896142433234421;1324;1;1
118;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;118;537,540,434,929,849;3;683;256,666,666,666,667;60;375;2;0;1;0;1;2;0;2;3;1474;0;TRUE;0,887240356083086;1925;1;1
119;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;119;304,369,383,662,841;2,5;694;263;60;375;0;1;2;0;1;2;1;2;2;1672;1;TRUE;0,961424332344214;1302;1;1
120;edd6dd0b1f1d647652335f32a3aada1b;;f;25;0;120;0,812796698270445;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;3;2035;2;TRUE;0,771513353115727;846;1;1
121;c35a98179953ce681aeb936a6b419b14;;f;23;0;1;217,395,140,351,444;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;1;0;0;1;2;1;2;2;8398;1;TRUE;0,497032640949555;3651;2;1
122;c35a98179953ce681aeb936a6b419b14;;f;23;0;2;521,681,498,313,277;2,5;727;282;60;375;0;1;2;0;1;2;0;1;2;6900;0;TRUE;0,79673590504451;3714;2;1
123;c35a98179953ce681aeb936a6b419b14;;f;23;0;3;329,290,681,504,668;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;3;5556;0;TRUE;0,753709198813056;9287;2;1
124;c35a98179953ce681aeb936a6b419b14;;f;23;0;4;188,023,525,852,956;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;2;1;0;1;2;2;2;2;5368;2;TRUE;0,851632047477745;4266;2;1
125;c35a98179953ce681aeb936a6b419b14;;f;23;0;5;602,656,585,029,321;3;738;288,333,333,333,333;60;375;2;1;0;0;1;2;2;1;3;5370;2;TRUE;0,897626112759644;3865;2;1
126;c35a98179953ce681aeb936a6b419b14;;f;23;0;6;620,450,337,161,325;3;738;288,333,333,333,333;60;375;0;2;1;0;1;2;0;1;2;9678;0;TRUE;0,798219584569733;3452;2;1
127;c35a98179953ce681aeb936a6b419b14;;f;23;0;7;439,052,419,481,018;2,5;727;282;60;375;1;0;2;0;1;2;1;1;2;3171;1;TRUE;0,847181008902077;3547;2;1
128;c35a98179953ce681aeb936a6b419b14;;f;23;0;8;128,402,760,666,044;3;683;256,666,666,666,667;60;375;1;2;0;0;1;2;2;2;2;4206;1;FALSE;0,504451038575668;4872;2;0
129;c35a98179953ce681aeb936a6b419b14;;f;23;0;9;4,328,319,116,909;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;3;6461;0;TRUE;0,596439169139466;3183;2;1
