;Code;;Gender;Age;Mobile;Trial_number;Angle;distance_ratio;xtarget;ytarget;sd;nsamples;color_nube1;color_nube2;color_nube3;color_buttons1;color_buttons2;color_buttons3;correct_color;correct_cloud;Nalternativas;RT_type1;Response;Correct;Confidence;RT_Confidence;Nsujeto;binary_correct
1746;9cca96e87f427d71c3a20223e9769467;;f;27;0;66;0,99965663893663;3;683;256,666,666,666,667;60;375;1;0;2;0;1;2;0;2;2;1850;0;TRUE;0,937685459940653;1294;12;1
1747;9cca96e87f427d71c3a20223e9769467;;f;27;0;67;0,998067287039372;2,5;727;282;60;375;1;2;0;0;1;2;1;1;3;2316;1;TRUE;0,909495548961424;1291;12;1
1748;9cca96e87f427d71c3a20223e9769467;;f;27;0;68;197,674,470,617,378;3;683;256,666,666,666,667;60;375;0;2;1;0;1;2;2;2;3;1876;2;TRUE;0,99406528189911;1764;12;1
1749;9cca96e87f427d71c3a20223e9769467;;f;27;0;69;438,939,886,212,711;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;2;1816;2;TRUE;0,983679525222552;1654;12;1
1750;9cca96e87f427d71c3a20223e9769467;;f;27;0;70;589,459,378,024,685;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;1;0;0;1;2;1;2;3;4176;1;TRUE;0,933234421364985;3388;12;1
1751;9cca96e87f427d71c3a20223e9769467;;f;27;0;71;337,545,489,629,522;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;1;2;0;1;2;0;1;2;2529;0;TRUE;0,93620178041543;2331;12;1
1752;9cca96e87f427d71c3a20223e9769467;;f;27;0;72;283,212,081,042,328;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;0;2;0;1;2;0;2;2;3624;1;FALSE;0,884272997032641;2349;12;0
1753;9cca96e87f427d71c3a20223e9769467;;f;27;0;73;50,223,718,815,058;2,5;694;263;60;375;1;0;2;0;1;2;0;2;3;2839;0;TRUE;0,71513353115727;2012;12;1
1754;9cca96e87f427d71c3a20223e9769467;;f;27;0;74;0,633598677166871;2,5;727;282;60;375;1;2;0;0;1;2;1;1;3;2725;1;TRUE;0,863501483679525;2931;12;1
1755;9cca96e87f427d71c3a20223e9769467;;f;27;0;75;256,822,540,693,039;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;2;1;0;1;2;2;2;2;3584;0;FALSE;0,655786350148368;2197;12;0
1756;9cca96e87f427d71c3a20223e9769467;;f;27;0;76;500,095,875,084,998;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;2;2602;0;TRUE;0,934718100890208;1971;12;1
1757;9cca96e87f427d71c3a20223e9769467;;f;27;0;77;497,077,982,561,336;2,5;727;282;60;375;2;0;1;0;1;2;2;1;3;1609;2;TRUE;0,979228486646884;1604;12;1
1758;9cca96e87f427d71c3a20223e9769467;;f;27;0;78;587,942,283,126,974;3;683;256,666,666,666,667;60;375;0;2;1;0;1;2;2;2;3;2550;2;TRUE;0,980712166172107;1788;12;1
1759;9cca96e87f427d71c3a20223e9769467;;f;27;0;79;0,0989703762289913;3;738;288,333,333,333,333;60;375;2;1;0;0;1;2;2;1;3;1901;2;TRUE;0,965875370919881;1203;12;1
1760;9cca96e87f427d71c3a20223e9769467;;f;27;0;80;286,713,268,941,069;3;683;256,666,666,666,667;60;375;1;2;0;0;1;2;2;2;2;2430;2;TRUE;0,943620178041543;2974;12;1
1761;9cca96e87f427d71c3a20223e9769467;;f;27;0;81;410,073,112,961,869;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;0;2;0;1;2;0;2;2;3562;0;TRUE;0,873887240356083;1942;12;1
1762;9cca96e87f427d71c3a20223e9769467;;f;27;0;82;221,663,078,325,359;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;0;2;0;1;2;0;2;3;3903;0;TRUE;0,689910979228487;2180;12;1
1763;9cca96e87f427d71c3a20223e9769467;;f;27;0;83;295,950,217,711,103;3;683;256,666,666,666,667;60;375;2;1;0;0;1;2;1;2;2;3315;1;TRUE;1;741;12;1
1764;9cca96e87f427d71c3a20223e9769467;;f;27;0;84;511,477,016,658,361;2,5;694;263;60;375;2;1;0;0;1;2;1;2;3;2013;1;TRUE;1;843;12;1
1765;9cca96e87f427d71c3a20223e9769467;;f;27;0;85;253,071,264,560,821;2,5;727;282;60;375;2;1;0;0;1;2;2;1;2;3697;1;FALSE;0,853115727002967;1452;12;0
1766;9cca96e87f427d71c3a20223e9769467;;f;27;0;86;0,119298795339248;2,5;727;282;60;375;0;2;1;0;1;2;0;1;3;1993;0;TRUE;0,946587537091988;1580;12;1
1767;9cca96e87f427d71c3a20223e9769467;;f;27;0;87;262,345,212,871,051;2,5;694;263;60;375;0;2;1;0;1;2;2;2;2;2351;2;TRUE;0,933234421364985;1468;12;1
1768;9cca96e87f427d71c3a20223e9769467;;f;27;0;88;0,596386802142318;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;2;0;0;1;2;2;2;2;2767;1;FALSE;0,897626112759644;1370;12;0
1769;9cca96e87f427d71c3a20223e9769467;;f;27;0;89;589,591,853,109,417;2,1;714,428,571,428,571;274,761,904,761,905;60;375;1;0;2;0;1;2;1;1;3;3110;1;TRUE;0,841246290801187;2796;12;1
1770;9cca96e87f427d71c3a20223e9769467;;f;27;0;90;620,633,355,915,853;2,5;694;263;60;375;1;0;2;0;1;2;0;2;3;3390;0;TRUE;0,725519287833828;2291;12;1
1771;9cca96e87f427d71c3a20223e9769467;;f;27;0;91;494,934,996,411,668;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;0;1;0;1;2;2;1;2;2727;0;FALSE;0,8486646884273;2340;12;0
1772;9cca96e87f427d71c3a20223e9769467;;f;27;0;92;325,040,529,490,848;2,5;727;282;60;375;0;1;2;0;1;2;0;1;2;2533;0;TRUE;0,879821958456973;1764;12;1
1773;9cca96e87f427d71c3a20223e9769467;;f;27;0;93;0,849892874452059;2,5;694;263;60;375;0;1;2;0;1;2;1;2;2;2233;1;TRUE;0,851632047477745;2389;12;1
1774;9cca96e87f427d71c3a20223e9769467;;f;27;0;94;136,732,621,616,667;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;3;2480;0;TRUE;0,949554896142433;1513;12;1
1775;9cca96e87f427d71c3a20223e9769467;;f;27;0;95;580,405,208,456,832;2,5;727;282;60;375;0;2;1;0;1;2;0;1;2;1824;0;TRUE;0,948071216617211;1541;12;1
1776;9cca96e87f427d71c3a20223e9769467;;f;27;0;96;0,357888390986775;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;0;1;0;1;2;0;2;3;2687;0;TRUE;0,937685459940653;2117;12;1
1777;9cca96e87f427d71c3a20223e9769467;;f;27;0;97;605,260,371,470,859;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;1;0;0;1;2;2;1;3;2896;1;FALSE;0,681008902077151;1693;12;0
1778;9cca96e87f427d71c3a20223e9769467;;f;27;0;98;0,204431747709198;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;3;1796;2;TRUE;0,906528189910979;1485;12;1
1779;9cca96e87f427d71c3a20223e9769467;;f;27;0;99;48,950,453,369,671;2,5;727;282;60;375;1;0;2;0;1;2;1;1;2;1758;1;TRUE;0,869436201780415;1604;12;1
1780;9cca96e87f427d71c3a20223e9769467;;f;27;0;100;245,582,647,966,565;3;683;256,666,666,666,667;60;375;2;1;0;0;1;2;1;2;3;1819;1;TRUE;1;572;12;1
1781;9cca96e87f427d71c3a20223e9769467;;f;27;0;101;56,775,080,985,811;3;738;288,333,333,333,333;60;375;2;1;0;0;1;2;2;1;2;1903;2;TRUE;1;789;12;1
1782;9cca96e87f427d71c3a20223e9769467;;f;27;0;102;0,504103630706825;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;2;1982;0;TRUE;0,964391691394659;2085;12;1
1783;9cca96e87f427d71c3a20223e9769467;;f;27;0;103;607,771,319,152,668;2,5;694;263;60;375;2;0;1;0;1;2;0;2;3;2241;0;TRUE;0,851632047477745;1204;12;1
1784;9cca96e87f427d71c3a20223e9769467;;f;27;0;104;139,046,424,854,558;2,5;727;282;60;375;1;0;2;0;1;2;1;1;3;2242;1;TRUE;0,922848664688427;1268;12;1
1785;9cca96e87f427d71c3a20223e9769467;;f;27;0;105;476,074,564,788,707;2,5;727;282;60;375;1;0;2;0;1;2;1;1;2;2799;1;TRUE;0,906528189910979;1605;12;1
1786;9cca96e87f427d71c3a20223e9769467;;f;27;0;106;167,936,417,752,127;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;3;2124;0;TRUE;0,946587537091988;1148;12;1
1787;9cca96e87f427d71c3a20223e9769467;;f;27;0;107;20,066,519,400,718;2,1;714,428,571,428,571;274,761,904,761,905;60;375;1;0;2;0;1;2;1;1;2;1656;1;TRUE;0,885756676557863;1662;12;1
1788;9cca96e87f427d71c3a20223e9769467;;f;27;0;108;158,209,163,550,829;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;0;1;0;1;2;0;2;2;2439;2;FALSE;0,921364985163205;1500;12;0
1789;9cca96e87f427d71c3a20223e9769467;;f;27;0;109;103,596,515,702,429;3;738;288,333,333,333,333;60;375;0;2;1;0;1;2;0;1;3;1824;0;TRUE;0,946587537091988;1127;12;1
1790;9cca96e87f427d71c3a20223e9769467;;f;27;0;110;212,562,943,121,888;2,5;727;282;60;375;0;2;1;0;1;2;0;1;2;1952;0;TRUE;0,954005934718101;908;12;1
1791;9cca96e87f427d71c3a20223e9769467;;f;27;0;111;341,987,254,163,411;3;683;256,666,666,666,667;60;375;0;1;2;0;1;2;1;2;2;1607;1;TRUE;1;580;12;1
1792;9cca96e87f427d71c3a20223e9769467;;f;27;0;112;336,296,223,036,832;2,5;727;282;60;375;1;0;2;0;1;2;1;1;2;1494;1;TRUE;0,979228486646884;1340;12;1
1793;9cca96e87f427d71c3a20223e9769467;;f;27;0;113;389,254,569,762,102;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;0;1;0;1;2;0;2;2;1971;0;TRUE;0,922848664688427;1093;12;1
1794;9cca96e87f427d71c3a20223e9769467;;f;27;0;114;468,067,176,120,732;2,5;727;282;60;375;1;0;2;0;1;2;1;1;2;3964;1;TRUE;0,946587537091988;1943;12;1
1795;9cca96e87f427d71c3a20223e9769467;;f;27;0;115;269,169,645,907,634;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;2;0;0;1;2;2;2;2;2231;1;FALSE;0,787833827893175;1172;12;0
1796;9cca96e87f427d71c3a20223e9769467;;f;27;0;116;32,256,459,451,523;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;0;1;0;1;2;2;1;2;4767;2;TRUE;0,669139465875371;2309;12;1
1797;9cca96e87f427d71c3a20223e9769467;;f;27;0;117;0,772357128416988;2,5;694;263;60;375;0;2;1;0;1;2;2;2;3;2076;2;TRUE;0,77299703264095;5178;12;1
1798;9cca96e87f427d71c3a20223e9769467;;f;27;0;118;512,685,072,159,267;3;683;256,666,666,666,667;60;375;2;0;1;0;1;2;0;2;3;2088;0;TRUE;0,890207715133531;2060;12;1
1799;9cca96e87f427d71c3a20223e9769467;;f;27;0;119;216,171,326,398,843;3;738;288,333,333,333,333;60;375;0;2;1;0;1;2;0;1;3;1973;0;TRUE;0,903560830860534;1275;12;1
1800;9cca96e87f427d71c3a20223e9769467;;f;27;0;120;0,239417290007094;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;1;2;0;1;2;0;1;3;5580;1;FALSE;0,654302670623145;1468;12;0
1801;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;1;354,392,318,665,348;2,5;694;263;60;375;2;0;1;0;1;2;0;2;2;4009;0;TRUE;0,621661721068249;1177;13;1
1802;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;2;250,274,979,718,205;3;738;288,333,333,333,333;60;375;1;2;0;0;1;2;1;1;3;2010;2;FALSE;1;559;13;0
1803;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;3;54,322,678,413,975;3;738;288,333,333,333,333;60;375;1;2;0;0;1;2;1;1;2;2102;1;TRUE;1;945;13;1
1804;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;4;452,789,985,846,283;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;2;1;0;1;2;0;1;3;2348;0;TRUE;0,894658753709199;994;13;1
1805;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;5;407,538,793,966,915;2,5;727;282;60;375;0;2;1;0;1;2;0;1;2;2084;2;FALSE;0,617210682492582;528;13;0
1806;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;6;462,159,254,631,176;2,5;694;263;60;375;1;0;2;0;1;2;0;2;2;2118;0;TRUE;0,955489614243323;826;13;1
1807;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;7;529,559,754,864,158;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;2;1;0;1;2;2;2;2;2258;2;TRUE;1;526;13;1
1808;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;8;388,509,747,280,783;2,5;727;282;60;375;2;0;1;0;1;2;2;1;2;2129;2;TRUE;1;489;13;1
1809;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;9;100,957,324,888,064;2,5;694;263;60;375;2;1;0;0;1;2;1;2;2;2838;2;FALSE;0,8486646884273;463;13;0
1810;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;10;0,103093314132849;2,5;727;282;60;375;0;2;1;0;1;2;0;1;3;3389;0;TRUE;0,968842729970326;979;13;1
1811;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;11;624,865,463,302,404;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;1;0;0;1;2;1;2;2;2323;1;TRUE;1;438;13;1
1812;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;12;0,924957381084548;3;683;256,666,666,666,667;60;375;2;0;1;0;1;2;0;2;2;1931;0;TRUE;0,882789317507418;748;13;1
1813;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;13;465,261,662,379,246;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;0;1;0;1;2;2;1;2;1871;0;FALSE;0,826409495548961;414;13;0
1814;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;14;123,740,425,376,322;2,5;694;263;60;375;1;2;0;0;1;2;2;2;3;2088;2;TRUE;1;641;13;1
1815;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;15;0,437096507998194;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;1;2;0;1;2;1;2;2;3628;1;TRUE;0,216617210682493;1041;13;1
1816;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;16;543,688,246,976,403;2,5;727;282;60;375;0;1;2;0;1;2;0;1;3;1740;0;TRUE;0,461424332344214;1589;13;1
1817;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;17;183,982,177,068,856;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;3;2035;0;TRUE;0,375370919881306;2160;13;1
1818;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;18;42,863,458,903,554;3;683;256,666,666,666,667;60;375;0;2;1;0;1;2;2;2;2;1771;2;TRUE;0,951038575667656;673;13;1
1819;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;19;438,650,882,942,036;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;2;1;0;1;2;2;2;3;4397;0;FALSE;0,106824925816024;760;13;0
1820;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;20;29,713,775,042,966;3;738;288,333,333,333,333;60;375;0;2;1;0;1;2;0;1;2;2627;0;TRUE;1;842;13;1
1821;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;21;0,587129683347145;2,5;727;282;60;375;1;2;0;0;1;2;1;1;2;1974;1;TRUE;0,925816023738872;847;13;1
1822;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;22;516,270,071,581,483;3;683;256,666,666,666,667;60;375;1;2;0;0;1;2;2;2;2;4778;2;TRUE;1;681;13;1
1823;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;23;227,488,468,704,918;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;3;4631;0;TRUE;0,982195845697329;785;13;1
1824;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;24;468,693,782,026,975;3;738;288,333,333,333,333;60;375;1;0;2;0;1;2;1;1;2;2330;1;TRUE;0,887240356083086;1117;13;1
1825;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;25;180,180,586,999,851;2,5;694;263;60;375;1;2;0;0;1;2;2;2;2;2213;2;TRUE;0,497032640949555;1791;13;1
1826;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;26;270,342,582,078,407;2,5;694;263;60;375;0;2;1;0;1;2;2;2;3;2541;2;TRUE;1;692;13;1
1827;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;27;42,478,582,577,692;3;683;256,666,666,666,667;60;375;2;0;1;0;1;2;0;2;3;2504;0;TRUE;0,903560830860534;715;13;1
1828;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;28;331,872,365,365,563;3;738;288,333,333,333,333;60;375;2;1;0;0;1;2;2;1;3;2138;2;TRUE;1;2711;13;1
1829;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;29;272,895,827,546,165;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;0;1;0;1;2;2;1;3;3016;2;TRUE;0,228486646884273;634;13;1
1830;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;30;396,219,196,942,848;2,1;706,571,428,571,429;270,238,095,238,095;60;375;1;2;0;0;1;2;2;2;3;2115;1;FALSE;0,857566765578635;767;13;0
1831;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;31;174,790,397,970,528;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;0;1;0;1;2;2;1;2;3555;0;FALSE;0,280415430267062;1159;13;0
1832;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;32;448,776,402,239,129;3;683;256,666,666,666,667;60;375;0;1;2;0;1;2;1;2;2;2075;1;TRUE;0,741839762611276;545;13;1
1833;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;33;338,755,895,026,891;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;2;1712;2;TRUE;0,956973293768546;801;13;1
1834;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;34;158,169,684,925,033;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;0;1;0;1;2;0;2;3;2458;2;FALSE;0,94213649851632;759;13;0
1835;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;35;157,992,430,305,106;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;1;0;0;1;2;2;1;3;2926;1;FALSE;0,289317507418398;547;13;0
1836;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;36;456,948,727,295,759;2,1;714,428,571,428,571;274,761,904,761,905;60;375;1;2;0;0;1;2;1;1;3;2763;2;FALSE;0,479228486646884;3009;13;0
1837;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;37;213,849,192,292,346;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;2;1;0;1;2;0;1;2;1927;2;FALSE;0,541543026706231;957;13;0
1838;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;38;227,704,448,143,268;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;0;1;0;1;2;0;2;3;1840;0;TRUE;1;664;13;1
1839;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;39;290,746,180,510,111;3;738;288,333,333,333,333;60;375;1;2;0;0;1;2;1;1;3;2094;1;TRUE;1;407;13;1
1840;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;40;0,629452449222175;3;738;288,333,333,333,333;60;375;0;2;1;0;1;2;0;1;3;2155;0;TRUE;1;407;13;1
1841;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;41;104,596,954,449,646;3;683;256,666,666,666,667;60;375;2;0;1;0;1;2;0;2;3;3536;0;TRUE;0,186943620178042;705;13;1
1842;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;42;132,983,420,740,437;3;738;288,333,333,333,333;60;375;0;2;1;0;1;2;0;1;3;2804;0;TRUE;0,906528189910979;709;13;1
1843;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;43;409,879,651,407,669;2,1;706,571,428,571,429;270,238,095,238,095;60;375;0;1;2;0;1;2;1;2;2;6529;1;TRUE;0,0697329376854599;2597;13;1
1844;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;44;373,591,790,718,981;3;683;256,666,666,666,667;60;375;0;1;2;0;1;2;1;2;2;2301;1;TRUE;1;769;13;1
1845;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;45;0,540877699182993;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;1;0;0;1;2;2;1;2;3845;1;FALSE;0,979228486646884;815;13;0
1846;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;46;541,556,444,764,923;2,5;694;263;60;375;2;0;1;0;1;2;0;2;3;1961;0;TRUE;0,434718100890208;585;13;1
1847;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;47;482,309,641,192,651;2,5;727;282;60;375;0;2;1;0;1;2;0;1;2;2242;2;FALSE;0,461424332344214;1249;13;0
1848;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;48;0,924966232986716;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;2;1;0;1;2;0;1;3;2040;2;FALSE;1;393;13;0
1849;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;49;473,254,129,426,697;2,5;727;282;60;375;2;1;0;0;1;2;2;1;3;2526;2;TRUE;1;563;13;1
1850;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;50;182,472,740,661,581;3;683;256,666,666,666,667;60;375;1;2;0;0;1;2;2;2;3;5853;2;TRUE;1;746;13;1
1851;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;51;296,370,904,326,807;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;1;2;0;1;2;0;1;2;3008;0;TRUE;0,299703264094956;1292;13;1
1852;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;52;6,116,787,623,257;2,5;727;282;60;375;1;0;2;0;1;2;1;1;3;2947;1;TRUE;0,611275964391691;785;13;1
1853;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;53;560,562,590,022,011;3;738;288,333,333,333,333;60;375;1;0;2;0;1;2;1;1;2;2160;1;TRUE;0,823442136498516;748;13;1
1854;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;54;619,201,907,335,035;2,5;694;263;60;375;2;0;1;0;1;2;0;2;2;4268;2;FALSE;1;760;13;0
1855;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;55;263,859,670,873,803;3;683;256,666,666,666,667;60;375;2;0;1;0;1;2;0;2;2;1777;0;TRUE;0,98813056379822;846;13;1
1856;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;56;25,997,509,257,476;3;683;256,666,666,666,667;60;375;1;2;0;0;1;2;2;2;3;3580;2;TRUE;1;442;13;1
1857;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;57;341,369,315,776,869;3;738;288,333,333,333,333;60;375;0;1;2;0;1;2;0;1;2;2093;0;TRUE;0,698813056379822;836;13;1
1858;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;58;148,210,943,018,275;2,1;706,571,428,571,429;270,238,095,238,095;60;375;2;1;0;0;1;2;1;2;2;2213;2;FALSE;1;867;13;0
1859;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;59;36,625,767,896,526;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;1;0;0;1;2;2;1;3;2067;2;TRUE;1;536;13;1
1860;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;60;0,442288693094504;2,1;714,428,571,428,571;274,761,904,761,905;60;375;1;0;2;0;1;2;1;1;3;4070;1;TRUE;1;694;13;1
1861;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;61;409,855,462,834,693;2,5;694;263;60;375;2;0;1;0;1;2;0;2;3;3193;2;FALSE;1;1543;13;0
1862;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;62;203,341,564,431,267;2,5;727;282;60;375;2;0;1;0;1;2;2;1;3;3641;2;TRUE;0,609792284866469;399;13;1
1863;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;63;482,961,534,327,124;2,5;727;282;60;375;1;0;2;0;1;2;1;1;3;2871;1;TRUE;1;312;13;1
1864;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;64;357,761,318,881,608;3;683;256,666,666,666,667;60;375;0;1;2;0;1;2;1;2;2;2361;0;FALSE;0,808605341246291;755;13;0
1865;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;65;0,778368499852008;2,5;727;282;60;375;2;0;1;0;1;2;2;1;3;1887;2;TRUE;1;560;13;1
1866;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;66;216,803,615,700,813;3;738;288,333,333,333,333;60;375;1;0;2;0;1;2;1;1;3;5282;1;TRUE;0,927299703264095;1094;13;1
1867;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;67;107,190,238,387,753;2,5;727;282;60;375;1;0;2;0;1;2;1;1;3;3119;1;TRUE;1;809;13;1
1868;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;68;447,455,174,636,822;3;738;288,333,333,333,333;60;375;0;2;1;0;1;2;0;1;3;3244;0;TRUE;0,98813056379822;648;13;1
1869;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;69;420,257,343,485,212;2,5;694;263;60;375;2;0;1;0;1;2;0;2;3;2178;0;TRUE;0,816023738872404;517;13;1
1870;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;70;113,871,035,531,417;2,1;714,428,571,428,571;274,761,904,761,905;60;375;1;0;2;0;1;2;1;1;2;2073;1;TRUE;0,844213649851632;768;13;1
1871;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;71;616,208,768,138,205;2,1;714,428,571,428,571;274,761,904,761,905;60;375;0;2;1;0;1;2;0;1;2;2370;0;TRUE;1;317;13;1
1872;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;72;114,531,606,997,158;3;738;288,333,333,333,333;60;375;2;0;1;0;1;2;2;1;2;3511;2;TRUE;0,970326409495549;449;13;1
1873;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;73;301,976,782,984,535;2,1;714,428,571,428,571;274,761,904,761,905;60;375;2;0;1;0;1;2;2;1;3;3036;2;TRUE;0,912462908011869;825;13;1
1874;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;74;181,270,280,977,316;3;683;256,666,666,666,667;60;375;0;2;1;0;1;2;2;2;2;2359;2;TRUE;1;526;13;1
1875;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;75;363,835,181,057,526;3;738;288,333,333,333,333;60;375;2;1;0;0;1;2;2;1;3;1609;2;TRUE;1;628;13;1
1876;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;76;219,891,105,757,775;2,5;727;282;60;375;1;2;0;0;1;2;1;1;3;1729;1;TRUE;0,836795252225519;1207;13;1
1877;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;77;0,441978943395849;3;738;288,333,333,333,333;60;375;1;0;2;0;1;2;1;1;2;1766;1;TRUE;0,92433234421365;1163;13;1
1878;d16a5f4308c6651d1fb8d9c19509e537;;f;25;0;78;217,517,622,232,402;2,5;727;282;60;375;1;0;2;0;1;2;1;1;3;1996;1;TRUE;0,749258160237389;789;13;1
