"Code","Gender","Age","Mobile","Trial_number","Angle","distance_ratio","xtarget","ytarget","sd","nsamples","color_nube1","color_nube2","color_nube3","color_buttons1","color_buttons2","color_buttons3","correct_color","correct_cloud","Nalternativas","RT_type1","Response","Correct","Confidence","RT_Confidence","Nsujeto","binary_correct"
"69098e4a89a3148bf3de54805dbd9744","f",31,0,12,"343,674,749,773,067",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,2,0,1,0,1,2,0,2,2,1980,0,TRUE,"0.843157895",1391,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,13,"236,564,269,589,303",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,0,1,2,0,1,2,1,2,3,2029,1,TRUE,"0.948421053",769,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,14,"592,629,901,516,419",2.5,"1004","412",60,375,1,0,2,0,1,2,1,1,2,2382,1,TRUE,"0.946315789",710,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,15,"0,612455167758",3,"1015","418,333,333,333,333",60,375,2,0,1,0,1,2,2,1,2,1959,2,TRUE,"0.916842105",965,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,16,"289,018,762,576,927",3,"960","386,666,666,666,667",60,375,1,0,2,0,1,2,0,2,3,2198,0,TRUE,"0.778947368",1215,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,17,"302,258,934,376,157",2.1,"991,428,571,428,571","404,761,904,761,905",60,375,0,2,1,0,1,2,0,1,2,2125,2,FALSE,"0.618947368",1049,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,18,"0,397182812989879",2.5,"971","393",60,375,0,2,1,0,1,2,2,2,3,2104,2,TRUE,"0.836842105",1787,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,19,"244,771,955,526,654",2.1,"991,428,571,428,571","404,761,904,761,905",60,375,2,1,0,0,1,2,2,1,3,2908,2,TRUE,"0.693684211",2254,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,20,"421,845,789,243,221",2.5,"1004","412",60,375,1,2,0,0,1,2,1,1,3,3861,1,TRUE,"0.867368421",1301,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,21,"448,706,675,055,566",2.1,"991,428,571,428,571","404,761,904,761,905",60,375,1,2,0,0,1,2,1,1,3,2350,2,FALSE,"0.54",1078,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,22,"0,83760484649782",3,"960","386,666,666,666,667",60,375,1,2,0,0,1,2,2,2,3,4559,2,TRUE,"0.827368421",1047,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,23,"398,001,343,556,681",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,1,2,0,0,1,2,2,2,3,3520,2,TRUE,"0.872631579",1537,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,24,"214,328,518,474,379",2.5,"971","393",60,375,0,1,2,0,1,2,1,2,2,2320,1,TRUE,"0.475789474",680,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,25,"0,521010575587063",2.5,"1004","412",60,375,1,0,2,0,1,2,1,1,2,2614,1,TRUE,"0.383157895",585,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,26,"628,188,464,201,244",3,"1015","418,333,333,333,333",60,375,1,2,0,0,1,2,1,1,3,2642,1,TRUE,"0.848421053",679,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,27,"390,620,324,327,141",2.5,"971","393",60,375,2,0,1,0,1,2,0,2,2,1959,0,TRUE,"0.637894737",1836,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,28,"250,076,012,566,936",3,"1015","418,333,333,333,333",60,375,2,1,0,0,1,2,2,1,3,2404,2,TRUE,"0.674736842",2035,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,29,"0,355310267487433",2.1,"991,428,571,428,571","404,761,904,761,905",60,375,2,0,1,0,1,2,2,1,2,3470,0,FALSE,"0.774736842",1245,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,30,"431,889,464,226,936",2.5,"1004","412",60,375,2,1,0,0,1,2,2,1,3,2704,2,TRUE,"0.725263158",612,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,31,"614,368,704,451,495",2.5,"971","393",60,375,0,1,2,0,1,2,1,2,2,3522,1,TRUE,"0.765263158",1016,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,32,"379,870,664,636,459",2.5,"1004","412",60,375,2,1,0,0,1,2,2,1,2,5176,2,TRUE,"0.748421053",1036,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,33,"455,654,555,966,387",2.5,"971","393",60,375,0,2,1,0,1,2,2,2,3,2393,0,FALSE,"0.807368421",2626,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,34,"0,84069668261589",2.5,"971","393",60,375,1,2,0,0,1,2,2,2,3,2140,2,TRUE,"0.811578947",7627,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,35,"298,771,584,731,857",3,"960","386,666,666,666,667",60,375,2,0,1,0,1,2,0,2,3,1799,0,TRUE,"0.830526316",1190,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,36,"0,967525358592633",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,2,1,0,0,1,2,1,2,2,3543,1,TRUE,"0.855789474",2892,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,37,"0,25691534475017",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,2,0,1,0,1,2,0,2,2,2787,0,TRUE,"0.821052632",1091,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,38,"0,662873460437169",3,"1015","418,333,333,333,333",60,375,0,1,2,0,1,2,0,1,2,2484,0,TRUE,"0.623157895",792,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,39,"460,420,931,686,865",3,"960","386,666,666,666,667",60,375,0,1,2,0,1,2,1,2,2,3887,1,TRUE,"0.955789474",1471,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,40,"0,418416066831031",3,"960","386,666,666,666,667",60,375,0,2,1,0,1,2,2,2,2,2470,0,FALSE,"0.885263158",1259,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,41,"128,129,030,014,359",2.5,"1004","412",60,375,2,1,0,0,1,2,2,1,3,2274,2,TRUE,"0.821052632",1065,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,42,"0,531187986599046",2.1,"991,428,571,428,571","404,761,904,761,905",60,375,0,1,2,0,1,2,0,1,3,1760,1,FALSE,"0.976842105",602,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,43,"271,322,742,398,662",2.5,"971","393",60,375,0,1,2,0,1,2,1,2,3,1793,1,TRUE,"0.913684211",1374,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,44,"159,691,497,199,051",2.5,"971","393",60,375,2,0,1,0,1,2,0,2,3,1939,0,TRUE,"0.871578947",939,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,45,"312,432,796,108,133",3,"1015","418,333,333,333,333",60,375,1,2,0,0,1,2,1,1,3,1591,1,TRUE,"0.835789474",1636,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,46,"575,325,522,994,242",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,0,1,2,0,1,2,1,2,3,2183,1,TRUE,"0.890526316",3355,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,47,"105,006,287,548,362",3,"960","386,666,666,666,667",60,375,2,0,1,0,1,2,0,2,3,1961,1,FALSE,"0",2475,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,48,"261,645,794,326,134",2.5,"1004","412",60,375,1,2,0,0,1,2,1,1,3,1887,1,TRUE,"0.983157895",1147,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,49,"453,455,296,881,253",2.5,"1004","412",60,375,2,1,0,0,1,2,2,1,2,2332,2,TRUE,"0.741052632",1541,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,50,"428,499,525,703,949",3,"1015","418,333,333,333,333",60,375,0,1,2,0,1,2,0,1,2,2437,0,TRUE,"0.863157895",1371,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,51,"301,459,075,411,417",2.5,"971","393",60,375,2,0,1,0,1,2,0,2,2,1846,0,TRUE,"0.852631579",653,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,52,"0,887911900462145",3,"960","386,666,666,666,667",60,375,2,0,1,0,1,2,0,2,2,1858,2,FALSE,"0.906315789",1153,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,53,"0,94801867339665",3,"1015","418,333,333,333,333",60,375,2,1,0,0,1,2,2,1,3,2576,2,TRUE,"0.876842105",1877,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,54,"507,260,199,554,927",2.5,"1004","412",60,375,1,2,0,0,1,2,1,1,3,2381,1,TRUE,"0.964210526",797,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,55,"389,808,390,973,059",2.5,"1004","412",60,375,2,0,1,0,1,2,2,1,2,2194,2,TRUE,"0.884210526",1341,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,56,"0,875469994986598",2.1,"991,428,571,428,571","404,761,904,761,905",60,375,1,2,0,0,1,2,1,1,3,1849,1,TRUE,"0.967368421",810,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,57,"162,549,421,151,979",3,"1015","418,333,333,333,333",60,375,0,2,1,0,1,2,0,1,3,1920,0,TRUE,"0.897894737",911,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,59,"340,681,148,564,269",3,"960","386,666,666,666,667",60,375,2,0,1,0,1,2,0,2,2,9297,0,TRUE,"0.017910448",737,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,60,"207,899,333,983,711",2.5,"724","282",60,375,1,2,0,0,1,2,1,1,2,1518,1,TRUE,"0.931343284",1577,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,61,"0,954381393985142",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,1,2,0,0,1,2,2,2,2,4848,1,FALSE,"0.797014925",1695,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,62,"59,789,243,757,397",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,1,2,0,0,1,2,1,1,2,2525,2,FALSE,"0.673134328",3597,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,63,"525,977,634,605,951",3,"680","256,666,666,666,667",60,375,0,1,2,0,1,2,1,2,3,1883,1,TRUE,"0.964179104",2284,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,64,"142,698,728,731,347",2.5,"724","282",60,375,2,0,1,0,1,2,2,1,2,2215,2,TRUE,"0.968656716",3250,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,65,"357,826,157,929,627",2.5,"724","282",60,375,2,0,1,0,1,2,2,1,3,2055,2,TRUE,"1",753,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,66,"554,146,226,791,101",3,"735","288,333,333,333,333",60,375,0,1,2,0,1,2,0,1,2,2533,0,TRUE,"0.91641791",1308,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,67,"628,160,673,606,004",3,"680","256,666,666,666,667",60,375,0,1,2,0,1,2,1,2,2,2300,1,TRUE,"0.873134328",929,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,68,"121,400,616,475,205",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,0,1,2,0,1,2,1,2,2,2897,1,TRUE,"0.850746269",1524,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,69,"0,533441027001839",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,1,2,0,0,1,2,1,1,2,3167,1,TRUE,"0.856716418",1136,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,70,"34,065,787,559,594",3,"680","256,666,666,666,667",60,375,1,2,0,0,1,2,2,2,2,3791,2,TRUE,"0.674626866",2659,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,71,"227,740,110,193,067",3,"735","288,333,333,333,333",60,375,0,2,1,0,1,2,0,1,2,2547,0,TRUE,"0.970149254",625,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,72,"10,152,755,870,175",2.5,"724","282",60,375,2,0,1,0,1,2,2,1,3,4756,2,TRUE,"0.965671642",953,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,73,"257,180,612,652,071",3,"735","288,333,333,333,333",60,375,2,0,1,0,1,2,2,1,2,4307,2,TRUE,"0.967164179",1089,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,74,"615,310,164,681,996",3,"735","288,333,333,333,333",60,375,2,0,1,0,1,2,2,1,2,1862,2,TRUE,"0.96119403",914,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,75,"304,597,684,890,271",3,"735","288,333,333,333,333",60,375,2,0,1,0,1,2,2,1,2,1996,2,TRUE,"0.926865672",1265,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,76,"0,444571604909376",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,0,2,1,0,1,2,0,1,2,2409,0,TRUE,"0.958208955",2440,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,77,"414,879,116,556,193",2.5,"691","263",60,375,0,2,1,0,1,2,2,2,2,2172,2,TRUE,"0.920895522",1877,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,78,"11,370,475,754,148",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,0,1,2,0,1,2,1,2,3,2245,1,TRUE,"0.973134328",1453,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,79,"148,170,303,386,927",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,0,2,1,0,1,2,2,2,2,3488,2,TRUE,"0.940298507",1117,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,80,"217,228,570,204,705",2.5,"691","263",60,375,2,0,1,0,1,2,0,2,2,2527,0,TRUE,"0.880597015",1160,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,81,"502,916,711,337,357",3,"680","256,666,666,666,667",60,375,2,1,0,0,1,2,1,2,3,1951,1,TRUE,"0.944776119",4448,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,82,"0,7522208670929",2.5,"724","282",60,375,0,2,1,0,1,2,0,1,2,2183,0,TRUE,"0.520895522",804,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,83,"0,0703481893038472",3,"680","256,666,666,666,667",60,375,0,1,2,0,1,2,1,2,3,2226,1,TRUE,"0.885074627",1570,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,84,"0,616884975228293",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,1,2,0,0,1,2,1,1,3,1574,1,TRUE,"0.932835821",2038,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,85,"0,285819524793185",2.5,"724","282",60,375,0,2,1,0,1,2,0,1,3,1701,0,TRUE,"0.843283582",1453,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,86,"235,987,015,182,546",2.5,"691","263",60,375,1,0,2,0,1,2,0,2,2,1992,0,TRUE,"0.989552239",1412,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,87,"11,198,917,652,016",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,0,1,2,0,1,2,1,2,2,2774,1,TRUE,"0.986567164",2860,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,88,"194,248,277,314,712",2.5,"724","282",60,375,2,1,0,0,1,2,2,1,2,5611,2,TRUE,"0.962686567",1381,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,89,"517,658,511,320,615",3,"735","288,333,333,333,333",60,375,2,0,1,0,1,2,2,1,2,4716,2,TRUE,"0.949253731",1384,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,90,"539,808,103,515,074",3,"735","288,333,333,333,333",60,375,1,2,0,0,1,2,1,1,3,1844,1,TRUE,"0.955223881",1714,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,91,"500,192,966,615,547",2.5,"691","263",60,375,0,1,2,0,1,2,1,2,3,2028,1,TRUE,"0.898507463",4006,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,92,"605,016,069,458,077",3,"680","256,666,666,666,667",60,375,1,2,0,0,1,2,2,2,3,2280,2,TRUE,"0.994029851",1109,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,93,"482,704,951,166,065",2.5,"724","282",60,375,1,2,0,0,1,2,1,1,3,2047,1,TRUE,"0.989552239",3292,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,94,"28,278,961,631,498",2.5,"691","263",60,375,2,1,0,0,1,2,1,2,3,2348,1,TRUE,"0.976119403",1715,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,95,"105,931,160,050,268",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,2,1,0,0,1,2,2,1,2,1989,1,FALSE,"0.991044776",2331,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,96,"52,474,707,559,689",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,2,0,1,0,1,2,0,2,2,2450,2,FALSE,"0.855223881",1277,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,97,"379,735,947,839,291",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,1,2,0,0,1,2,1,1,3,2221,1,TRUE,"0.982089552",3686,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,98,"0,0973652034456328",2.5,"691","263",60,375,1,2,0,0,1,2,2,2,2,2600,2,TRUE,"0.756716418",938,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,99,"455,697,014,434,135",3,"680","256,666,666,666,667",60,375,0,2,1,0,1,2,2,2,2,2423,2,TRUE,"0.971641791",1503,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,100,"584,678,921,931,016",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,2,0,1,0,1,2,2,1,3,2451,0,FALSE,"0.895522388",1420,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,101,"625,166,343,798,819",3,"735","288,333,333,333,333",60,375,0,1,2,0,1,2,0,1,3,2073,0,TRUE,"0.980597015",1650,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,102,"425,019,686,949,702",3,"680","256,666,666,666,667",60,375,1,0,2,0,1,2,0,2,3,2428,0,TRUE,"0.976119403",2028,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,103,"229,333,446,714,983",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,1,0,2,0,1,2,0,2,3,1983,1,FALSE,"0.985074627",2058,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,104,"579,370,414,635,573",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,0,2,1,0,1,2,2,2,2,2014,2,TRUE,"0.970149254",2111,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,105,"321,719,795,942,802",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,2,0,1,0,1,2,0,2,3,2316,2,FALSE,"0.974626866",1662,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,106,"150,467,100,060,131",3,"735","288,333,333,333,333",60,375,2,1,0,0,1,2,2,1,3,2173,2,TRUE,"0.717910448",903,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,107,"246,526,258,010,839",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,1,2,0,0,1,2,1,1,3,2334,1,TRUE,"0.701492537",575,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,108,"113,208,927,815,707",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,1,0,2,0,1,2,1,1,2,2216,1,TRUE,"0.689552239",1759,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,109,"183,930,397,091,744",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,2,0,1,0,1,2,0,2,2,2639,0,TRUE,"0.83880597",860,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,110,"0,191408168963971",3,"680","256,666,666,666,667",60,375,0,2,1,0,1,2,2,2,2,2639,2,TRUE,"0.876119403",1354,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,111,"441,784,068,871,602",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,1,2,0,0,1,2,2,2,3,3046,2,TRUE,"0.88358209",2615,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,112,"53,796,424,696,165",3,"680","256,666,666,666,667",60,375,2,1,0,0,1,2,1,2,3,2314,1,TRUE,"0.880597015",1060,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,113,"375,999,615,454,181",3,"680","256,666,666,666,667",60,375,0,1,2,0,1,2,1,2,3,2282,1,TRUE,"0.992537313",1600,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,114,"255,726,359,634",2.1,"711,428,571,428,571","274,761,904,761,905",60,375,2,0,1,0,1,2,2,1,2,3060,0,FALSE,"0.598507463",726,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,115,"166,885,898,387,412",2.5,"691","263",60,375,0,1,2,0,1,2,1,2,2,2550,1,TRUE,"0.943283582",3020,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,116,"596,574,740,219,278",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,0,2,1,0,1,2,2,2,3,2675,2,TRUE,"0.792537313",2595,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,117,"568,166,383,969,278",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,0,1,2,0,1,2,1,2,3,1811,1,TRUE,"0.985074627",1683,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,118,"0,848063396955697",2.5,"724","282",60,375,0,1,2,0,1,2,0,1,3,2708,1,FALSE,"0.98358209",2966,1,0
"69098e4a89a3148bf3de54805dbd9744","f",31,0,119,"250,434,030,312,865",2.5,"691","263",60,375,0,1,2,0,1,2,1,2,3,2407,1,TRUE,"0.979104478",2653,1,1
"69098e4a89a3148bf3de54805dbd9744","f",31,0,120,"125,392,431,099,468",2.1,"703,571,428,571,429","270,238,095,238,095",60,375,0,1,2,0,1,2,1,2,3,2800,1,TRUE,"0.973134328",2226,1,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,1,"213,077,229,682,558",2.5,"1004","412",60,375,1,2,0,0,1,2,1,1,2,3199,1,TRUE,"0.774736842",4205,2,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,2,"188,885,051,573,221",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,1,2,0,0,1,2,2,2,2,2848,1,FALSE,"0.784210526",1822,2,0
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,3,"0,0958764068662948",3,"1015","418,333,333,333,333",60,375,2,0,1,0,1,2,2,1,3,2380,2,TRUE,"0.802105263",1158,2,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,4,"0,900661272258183",3,"1015","418,333,333,333,333",60,375,0,1,2,0,1,2,0,1,2,5543,0,TRUE,"0.755789474",2710,2,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,5,"0,734038488588073",2.5,"1004","412",60,375,1,0,2,0,1,2,1,1,2,3464,1,TRUE,"0.501052632",3085,2,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,6,"518,130,856,786,221",2.5,"1004","412",60,375,1,2,0,0,1,2,1,1,2,3512,1,TRUE,"0.663157895",1832,2,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,7,"304,030,749,609,023",2.5,"1004","412",60,375,0,1,2,0,1,2,0,1,2,4633,1,FALSE,"0.503157895",2862,2,0
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,8,"0,463113510430247",3,"960","386,666,666,666,667",60,375,1,0,2,0,1,2,0,2,2,2284,0,TRUE,"1",1173,2,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,9,"379,882,339,957,686",3,"1015","418,333,333,333,333",60,375,0,2,1,0,1,2,0,1,2,3306,2,FALSE,"0.407368421",718,2,0
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,10,"161,888,049,399,572",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,2,0,1,0,1,2,0,2,2,2619,2,FALSE,"0.541052632",1623,2,0
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,11,"274,990,055,434,303",3,"1015","418,333,333,333,333",60,375,2,1,0,0,1,2,2,1,3,3339,2,TRUE,"0.484210526",1290,2,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,12,"348,021,764,407,625",3,"1015","418,333,333,333,333",60,375,0,2,1,0,1,2,0,1,3,4409,0,TRUE,"0.709473684",1575,2,1
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,13,"628,116,736,752,263",2.1,"983,571,428,571,429","400,238,095,238,095",60,375,1,0,2,0,1,2,0,2,3,2449,1,FALSE,"0.691578947",751,2,0
"eaee3e0502579afc7f8c8e7e561cc9b7","f",22,0,14,"222,835,045,859,122",2.1,"991,428,571,428,571","404,761,904,761,905",60,375,1,0,2,0,1,2,1,1,2,2439,1,TRUE,"0.658947368",1342,2,1
