"Code","Gender","Age","Mobile","Trial_number","Angle","Step_Angle","Area1","Area2","Area3","n3SquareOrCircle","BiggerCircleOrSquare","PosBig","StimVal","StimVal3","Nalternativas","RT_type1","Response","Correct","Confidence","RT_Confidence","Nsujeto","binary_correct","squareResp","circleResp"
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,24,6.04946708364826,2.0943951023932,9438.78050396699,8494.90245357029,1698.98049071406,0,2,2,0.9,0,2,9325,2,TRUE,0.560830860534125,4477,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,25,5.0997318551468,2.0943951023932,10664.865514494,8531.89241159517,3412.75696463807,1,2,2,0.8,0.4,3,2160,2,TRUE,1,1131,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,26,0.102935901081468,2.0943951023932,7850.49274512826,5495.34492158978,549.534492158978,0,2,2,0.7,0,2,1658,2,TRUE,1,2117,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,27,5.23970838159308,-2.0943951023932,6680.63937839095,6212.99462190358,621.299462190358,1,1,1,0.93,0.1,3,2624,1,TRUE,1,1478,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,28,5.69593041298481,2.0943951023932,7725.21014889336,7338.9496414487,2201.68489243461,1,1,1,0.95,0.3,3,7883,1,TRUE,0.445103857566766,5410,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,29,1.32462559251557,-2.0943951023932,6480.96198813188,6156.91388872529,1231.38277774506,0,1,1,0.95,0,2,6356,2,FALSE,0.397626112759644,3299,1,0,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,30,6.22176904691945,2.0943951023932,9326.72221500433,7461.37777200346,4476.82666320208,0,2,2,0.8,0,2,1906,2,TRUE,0.801186943620178,5812,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,31,0.286039725642151,-2.0943951023932,9470.88659211437,8523.79793290293,3409.51917316117,2,1,1,0.9,0.4,3,4718,1,TRUE,0.853115727002967,3337,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,32,0.0297670144900077,-2.0943951023932,5665.90578805038,5269.29238288685,526.929238288685,0,2,2,0.93,0,2,3308,2,TRUE,0.676557863501484,3532,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,33,2.61807325774337,2.0943951023932,7035.89694110544,6543.38415522806,3926.03049313684,2,1,1,0.93,0.6,3,2841,1,TRUE,0.704747774480712,3844,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,34,2.43252726793703,-2.0943951023932,8622.60767653201,6898.08614122561,2759.23445649024,2,1,1,0.8,0.4,3,2124,1,TRUE,0.698813056379822,9164,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,35,2.87987283049291,2.0943951023932,8415.88501464414,5891.1195102509,589.11195102509,0,1,1,0.7,0,2,2579,1,TRUE,0.799703264094956,3324,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,36,5.98164209444944,-2.0943951023932,5635.14513210232,3944.60159247162,2366.76095548297,0,1,1,0.7,0,2,1008,1,TRUE,0.902077151335312,6379,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,37,1.06228509089316,2.0943951023932,5455.55665243788,4910.00098719409,491.000098719409,0,1,1,0.9,0,2,5008,2,FALSE,1,2665,1,0,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,38,4.17674976212474,-2.0943951023932,9294.74814700146,8365.27333230131,1673.05466646026,2,1,1,0.9,0.2,3,1805,1,TRUE,1,2844,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,39,3.85347683011112,-2.0943951023932,3652.61771061407,3287.35593955266,657.471187910533,1,2,2,0.9,0.2,3,8557,2,TRUE,0.685459940652819,3715,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,40,4.92943733287914,-2.0943951023932,6971.20446819106,6483.22015541769,3241.61007770884,0,2,2,0.93,0,2,8311,1,FALSE,0.489614243323442,3514,1,0,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,41,4.36265043840879,2.0943951023932,9884.23503003154,9390.02327852996,3756.00931141198,1,2,2,0.95,0.4,3,1687,1,FALSE,1,1394,1,0,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,42,5.68844045689905,-2.0943951023932,8875.20517635995,6212.64362345196,1242.52872469039,0,2,2,0.7,0,2,1741,2,TRUE,1,1081,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,43,1.00800209973645,-2.0943951023932,9327.37412432457,8674.45793562185,2602.33738068655,2,1,1,0.93,0.3,3,9160,1,TRUE,0.712166172106825,2445,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,44,6.10550293971142,2.0943951023932,7838.4074065932,5486.88518461524,548.688518461524,1,2,2,0.7,0.1,3,2120,2,TRUE,1,1413,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,45,0.609644685865029,2.0943951023932,9679.79899088038,7743.8391927043,1548.76783854086,0,1,1,0.8,0,2,3008,1,TRUE,1,1395,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,46,2.72440808852014,2.0943951023932,10792.5297259707,10037.0526451528,6022.23158709166,0,2,2,0.93,0,2,2226,2,TRUE,0.799703264094956,7045,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,47,0.708756441550473,-2.0943951023932,9421.07931445949,8761.60376244733,2628.4811287342,0,2,2,0.93,0,2,2392,2,TRUE,0.425816023738872,2845,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,48,4.32753570270897,-2.0943951023932,8333.82884901356,7917.13740656288,791.713740656288,2,2,2,0.95,0.1,3,2074,2,TRUE,0.163204747774481,5931,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,49,6.04204477945662,2.0943951023932,7956.90256457774,7161.21230811996,2148.36369243599,2,1,1,0.9,0.3,3,2993,1,TRUE,0.5,2780,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,50,6.23622570249444,2.0943951023932,8733.84890875107,6113.69423612575,1222.73884722515,0,1,1,0.7,0,2,2225,1,TRUE,0.615727002967359,2713,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,51,6.00195073556878,-2.0943951023932,7777.39732501886,7388.52745876792,2955.41098350717,0,2,2,0.95,0,2,8613,2,TRUE,0,1935,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,52,0.855927489762912,-2.0943951023932,6659.98921961411,6193.78997424112,1238.75799484822,1,1,1,0.93,0.2,3,2455,1,TRUE,0.304154302670623,4551,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,53,4.92395993883628,-2.0943951023932,7096.83260968483,6741.99097920059,4045.19458752035,0,2,2,0.95,0,2,1643,2,TRUE,0.102373887240356,6296,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,54,2.90961294095821,-2.0943951023932,5844.73211040336,5260.25889936302,526.025889936302,0,2,2,0.9,0,2,2392,2,TRUE,0.0905044510385757,2265,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,55,2.60611984112748,-2.0943951023932,6906.21439372566,6560.90367403938,656.090367403938,0,2,2,0.95,0,2,8456,2,TRUE,0,1096,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,56,2.70649321453276,2.0943951023932,5805.13988567193,5224.62589710474,1567.38776913142,1,2,2,0.9,0.3,3,2548,2,TRUE,0.14540059347181,5156,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,57,0.287224291632625,-2.0943951023932,6286.30662663252,5971.99129530089,1791.59738859027,0,2,2,0.95,0,2,2642,2,TRUE,0,929,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,58,3.87501294334474,2.0943951023932,3047.28494405943,2437.82795524754,243.782795524754,0,1,1,0.8,0,2,3017,1,TRUE,0.295252225519288,2614,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,59,5.91896717352634,-2.0943951023932,8997.57052108631,8097.81346897768,3239.12538759107,0,2,2,0.9,0,2,1309,2,TRUE,0.897626112759644,2546,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,60,4.81481164612721,-2.0943951023932,8148.08502695307,6518.46802156245,3911.08081293747,0,1,1,0.8,0,2,2158,1,TRUE,0.498516320474777,2812,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,61,2.59183350965515,2.0943951023932,8852.08873131736,7081.67098505389,2124.50129551617,2,2,2,0.8,0.3,3,2225,2,TRUE,0.701780415430267,11628,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,62,6.00827075386129,2.0943951023932,4708.30807886804,4378.72651334728,875.745302669456,2,2,2,0.93,0.2,3,2124,2,TRUE,0,6464,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,63,3.40643052067082,2.0943951023932,8063.96409653624,7499.4866097787,749.94866097787,2,2,2,0.93,0.1,3,1531,2,TRUE,0.399109792284866,9397,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,64,0.289423129156001,-2.0943951023932,5721.2014369577,4576.96114956616,1830.78445982646,0,1,1,0.8,0,2,4375,1,TRUE,0.597922848664688,7263,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,65,1.30257090313374,-2.0943951023932,5909.32412395475,4136.52688676832,2068.26344338416,1,1,1,0.7,0.5,3,2027,1,TRUE,0.704747774480712,5459,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,66,4.15041249788547,2.0943951023932,8285.05580276514,7870.80301262688,3935.40150631344,0,2,2,0.95,0,2,4275,2,TRUE,0.704747774480712,7913,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,67,4.57931878152754,2.0943951023932,7845.38466966016,5491.76926876211,1647.53078062863,1,1,1,0.7,0.3,3,1742,1,TRUE,1,3347,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,68,0.224819234150261,-2.0943951023932,5894.75787563878,4715.80630051102,2357.90315025551,2,2,2,0.8,0.5,3,3835,2,TRUE,0.70326409495549,2747,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,69,2.29770973830302,-2.0943951023932,10479.2404777772,7335.46833444401,2934.1873337776,2,1,1,0.7,0.4,3,1622,1,TRUE,1,1162,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,70,1.97661948997701,-2.0943951023932,7470.39360304309,7096.87392289094,2838.74956915637,0,1,1,0.95,0,2,1841,1,TRUE,0.79673590504451,3813,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,71,4.46173438910297,-2.0943951023932,5143.03190985482,4885.88031436208,2931.52818861725,0,1,1,0.95,0,2,5007,1,TRUE,0.0252225519287834,4414,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,72,0.127232563332759,-2.0943951023932,5810.74392482317,5229.66953234085,1045.93390646817,0,1,1,0.9,0,2,2024,1,TRUE,0,912,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,73,3.05072609044809,2.0943951023932,8366.98078536297,6693.58462829038,2008.07538848711,0,1,1,0.8,0,2,1776,1,TRUE,0.201780415430267,1596,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,74,4.25797222064434,-2.0943951023932,5796.77801845786,4637.42241476629,2318.71120738315,0,2,2,0.8,0,2,1656,2,TRUE,0.879821958456973,3930,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,75,6.2636107354619,2.0943951023932,6518.17191086787,4562.72033760751,1825.088135043,1,2,2,0.7,0.4,3,2042,2,TRUE,0.986646884272997,7725,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,76,3.57680590753928,-2.0943951023932,3326.78294895188,3093.90814252525,1237.5632570101,1,1,1,0.93,0.4,3,2572,1,TRUE,0.201780415430267,5242,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,77,5.41655430732696,-2.0943951023932,7351.64349348453,5881.31479478762,2940.65739739381,2,1,1,0.8,0.5,3,2076,1,TRUE,0.301186943620178,2910,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,78,1.90654999110165,2.0943951023932,4600.43744688129,3680.34995750503,1104.10498725151,0,2,2,0.8,0,2,2907,2,TRUE,1,2277,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,79,4.59954423639021,-2.0943951023932,7266.67513332538,6540.00761999284,3924.0045719957,1,1,1,0.9,0.6,3,2141,1,TRUE,0.50593471810089,2846,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,80,1.64446878981346,-2.0943951023932,7939.62369670733,7145.6613270366,714.56613270366,1,1,1,0.9,0.1,3,2343,1,TRUE,0.301186943620178,6297,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,81,1.07464022599898,-2.0943951023932,5960.45402611737,5543.22224428915,2217.28889771566,1,2,2,0.93,0.4,3,2485,2,TRUE,0,1368,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,82,3.65856883202829,-2.0943951023932,6104.06937200472,4883.25549760378,488.325549760378,2,2,2,0.8,0.1,3,1909,2,TRUE,0.0964391691394659,2862,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,83,5.89361359300134,2.0943951023932,10393.0801941205,7275.15613588433,2182.5468407653,0,1,1,0.7,0,2,1710,1,TRUE,1,1145,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,84,4.19739956698342,-2.0943951023932,6117.39668637311,5811.52685205446,2905.76342602723,1,1,1,0.95,0.5,3,2291,1,TRUE,0,1064,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,85,0.921253851864449,-2.0943951023932,8054.63068122041,6443.70454497633,3866.2227269858,1,1,1,0.8,0.6,3,2257,1,TRUE,0.0489614243323442,2614,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,86,0.0682810686306813,2.0943951023932,7991.97021021392,7432.53229549895,4459.51937729937,0,1,1,0.93,0,2,2125,2,FALSE,0,1114,1,0,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,87,2.36936563521782,2.0943951023932,7238.39357461157,6514.55421715042,2605.82168686017,1,2,2,0.9,0.4,3,4711,2,TRUE,0,3527,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,88,4.96984688259735,2.0943951023932,8381.16872421768,5866.81810695238,2933.40905347619,2,2,2,0.7,0.5,3,1294,2,TRUE,1,910,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,89,2.07450180763261,2.0943951023932,10411.1753177404,8328.94025419235,832.894025419235,0,2,2,0.8,0,2,1860,2,TRUE,1,1280,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,90,0.0116125518413323,-2.0943951023932,8079.74482447099,5655.82137712969,565.582137712969,1,1,1,0.7,0.1,3,1791,1,TRUE,1,912,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,91,5.1844105331439,2.0943951023932,9493.32112248223,6645.32478573756,3322.66239286878,0,1,1,0.7,0,2,2058,1,TRUE,1,1262,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,92,4.19954780833415,-2.0943951023932,7020.14439700018,6318.12995730017,3159.06497865008,2,1,1,0.9,0.5,3,3092,2,FALSE,0.896142433234421,7345,1,0,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,93,0.464870187321468,2.0943951023932,5280.93682535968,3696.65577775177,1478.66231110071,0,2,2,0.7,0,2,1840,2,TRUE,1,1112,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,94,0.269935646308591,-2.0943951023932,3774.23128964916,2641.96190275441,1585.17714165265,1,2,2,0.7,0.6,3,2210,2,TRUE,1,1411,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,95,1.40330884363314,-2.0943951023932,8275.98323144681,6620.78658515745,1324.15731703149,1,2,2,0.8,0.2,3,1475,2,TRUE,1,994,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,96,2.13602056092297,-2.0943951023932,9419.58572718942,7535.66858175153,753.566858175153,1,1,1,0.8,0.1,3,1759,1,TRUE,1,1342,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,97,3.20476440804836,-2.0943951023932,7471.35838815016,7097.79046874265,2839.11618749706,2,1,1,0.95,0.4,3,1676,1,TRUE,1,2196,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,98,0.455807993450992,2.0943951023932,8820.40299403925,8202.9747844565,4101.48739222825,2,2,2,0.93,0.5,3,1657,2,TRUE,1,1446,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,99,5.39870422522265,2.0943951023932,8827.029971031,8385.67847247945,1677.13569449589,0,2,2,0.95,0,2,2741,2,TRUE,0.599406528189911,3230,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,100,5.48390098145235,-2.0943951023932,7068.41245582294,6573.62358391533,2629.44943356613,0,2,2,0.93,0,2,2424,2,TRUE,0,2380,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,101,4.08251858327251,2.0943951023932,7511.22081931468,7135.65977834894,4281.39586700937,1,1,1,0.95,0.6,3,1658,1,TRUE,1,897,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,102,0.98408654529045,2.0943951023932,8988.01800287694,8358.85674267556,2507.65702280267,1,2,2,0.93,0.3,3,2107,2,TRUE,1,1197,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,103,5.73142415482639,-2.0943951023932,8852.50384144704,7967.25345730234,3983.62672865117,0,2,2,0.9,0,2,1797,2,TRUE,0.78486646884273,6259,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,104,0.3056617969543,-2.0943951023932,8763.98486464286,7887.58637817858,2366.27591345357,0,1,1,0.9,0,2,2876,1,TRUE,0.600890207715134,3497,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,105,4.38399098044453,2.0943951023932,8831.69156122076,7948.52240509868,3974.26120254934,1,2,2,0.9,0.5,3,2042,1,FALSE,0.553412462908012,3855,1,0,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,106,1.65130823014786,2.0943951023932,7561.96341882717,7032.62597950927,3516.31298975463,0,1,1,0.93,0,2,4905,2,FALSE,0.551928783382789,1628,1,0,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,107,5.85703771216954,-2.0943951023932,7697.23021030125,5388.06114721088,3232.83668832653,0,2,2,0.7,0,2,1626,2,TRUE,1,862,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,108,1.34004069189555,2.0943951023932,7435.21694063307,6914.75175478876,4148.85105287325,2,2,2,0.93,0.6,3,2043,2,TRUE,1,1212,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,109,3.9508745086702,2.0943951023932,10470.135024374,9946.62827315531,5967.97696389318,2,2,2,0.95,0.6,3,2058,1,FALSE,1,1248,1,0,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,110,4.65238832900543,-2.0943951023932,9907.8758047531,9214.32449842038,1842.86489968408,0,2,2,0.93,0,2,1819,2,TRUE,0.79673590504451,1968,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,111,2.20947604410366,2.0943951023932,7779.45462468795,7390.48189345355,2217.14456803606,1,2,2,0.95,0.3,3,2025,2,TRUE,0.562314540059347,2429,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,112,0.258665843811097,2.0943951023932,4210.38643810716,2947.27050667501,589.454101335002,2,1,1,0.7,0.2,3,1808,1,TRUE,1,1346,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,113,4.84321603847671,-2.0943951023932,8169.84803370358,7352.86323033322,4411.71793819993,0,1,1,0.9,0,2,1475,1,TRUE,0.850148367952522,4260,1,1,0,1
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,114,2.22368982002488,2.0943951023932,9112.14027778226,8474.29045833751,2542.28713750125,0,1,1,0.93,0,2,2258,2,FALSE,0.78486646884273,2745,1,0,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,115,6.23623295308092,2.0943951023932,7545.92322054709,7168.62705951973,1433.72541190395,1,2,2,0.95,0.2,3,1804,2,TRUE,1,832,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,116,1.7137530593013,2.0943951023932,10425.4835673089,9382.93521057799,5629.7611263468,1,2,2,0.9,0.6,3,1974,2,TRUE,1,1097,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,117,1.58367246365409,-2.0943951023932,10686.5104488545,9617.85940396909,2885.35782119073,0,2,2,0.9,0,2,3658,2,TRUE,0.844213649851632,3080,1,1,1,0
"41a7b3f9312c7ebd5aaf7a21adda70ac","f",22,0,118,1.85675803605228,-2.0943951023932,9031.15585001299,6321.80909500909,3160.90454750455,0,2,2,0.7,0,2,1243,2,TRUE,1,754,1,1,1,0
