;Code;Gender;Age;Mobile;Trial_number;Angle;Step_Angle;Area1;Area2;Area3;n3SquareOrCircle;BiggerCircleOrSquare;PosBig;StimVal;StimVal3;Nalternativas;RT_type1;Response;Correct;Confidence;RT_Confidence;Nsujeto;binary_correct
2823;04e31b74f198861493982c197e3a541b;f;28;1;63;0,136571851660652;-20,943,951,023,932;449,446,435,542,989;426,974,113,765,839;128,092,234,129,752;0;2;2;0,95;0;2;1807;2;TRUE;0,312023891491836;1210;23;1
2824;04e31b74f198861493982c197e3a541b;f;28;1;64;572,316,613,172,599;20,943,951,023,932;695,151,015,128,505;660,393,464,372,079;396,236,078,623,248;0;1;1;0,95;0;2;1425;1;TRUE;0,639436100306136;1059;23;1
2825;04e31b74f198861493982c197e3a541b;f;28;1;65;43,729,280,551;20,943,951,023,932;54,827,424,004,962;383,791,968,034,734;153,516,787,213,894;0;2;2;0,7;0;2;1082;2;TRUE;0,882656483168013;663;23;1
2826;04e31b74f198861493982c197e3a541b;f;28;1;66;410,244,115,382,467;20,943,951,023,932;320,041,466,690,918;304,039,393,356,372;182,423,636,013,823;2;1;1;0,95;0,6;3;1495;1;TRUE;0,48040728622608;1060;23;1
2827;04e31b74f198861493982c197e3a541b;f;28;1;67;244,963,435,185,444;-20,943,951,023,932;637,402,831,952,801;44,618,198,236,696;133,854,594,710,088;2;1;1;0,7;0,3;3;1361;1;TRUE;1;506;23;1
2828;04e31b74f198861493982c197e3a541b;f;28;1;68;334,443,338,523,172;20,943,951,023,932;283,247,094,180,478;198,272,965,926,335;594,818,897,779,004;0;1;1;0,7;0;2;1360;1;TRUE;1;501;23;1
2829;04e31b74f198861493982c197e3a541b;f;28;1;69;381,253,361,767,383;-20,943,951,023,932;562,673,328,004,732;534,539,661,604,495;106,907,932,320,899;2;1;1;0,95;0,2;3;1460;1;TRUE;1;453;23;1
2830;04e31b74f198861493982c197e3a541b;f;28;1;70;127,097,184,200,593;20,943,951,023,932;691,291,950,557,021;483,904,365,389,915;483,904,365,389,915;0;2;2;0,7;0;2;1425;2;TRUE;1;475;23;1
2831;04e31b74f198861493982c197e3a541b;f;28;1;71;371,147,027,430,916;-20,943,951,023,932;546,780,728,123,027;437,424,582,498,422;131,227,374,749,527;2;2;2;0,8;0,3;3;1431;2;TRUE;1;462;23;1
2832;04e31b74f198861493982c197e3a541b;f;28;1;72;0,140585939680072;-20,943,951,023,932;621,113,505,210,251;590,057,829,949,739;118,011,565,989,948;0;1;1;0,95;0;2;1491;1;TRUE;0,560857108469759;672;23;1
2833;04e31b74f198861493982c197e3a541b;f;28;1;73;257,781,005,687,641;20,943,951,023,932;649,068,797,808,627;616,615,357,918,196;308,307,678,959,098;0;2;2;0,95;0;2;1450;2;TRUE;0,641306930713439;612;23;1
2834;04e31b74f198861493982c197e3a541b;f;28;1;74;474,405,315,630,369;-20,943,951,023,932;645,652,638,075,951;581,087,374,268,356;116,217,474,853,671;0;2;2;0,9;0;2;1664;2;TRUE;0,416795709159937;542;23;1
2835;04e31b74f198861493982c197e3a541b;f;28;1;75;313,609,759,087,754;20,943,951,023,932;777,401,211,026,354;544,180,847,718,448;272,090,423,859,224;2;1;1;0,7;0,5;3;1452;1;TRUE;1;432;23;1
2836;04e31b74f198861493982c197e3a541b;f;28;1;76;424,862,341,542,778;-20,943,951,023,932;277,527,932,845,294;263,651,536,203,029;263,651,536,203,029;0;2;2;0,95;0;2;1644;2;TRUE;0,0949963344616836;375;23;1
2837;04e31b74f198861493982c197e3a541b;f;28;1;77;0,81086741053094;20,943,951,023,932;749,103,432,469,129;69,666,619,219,629;139,333,238,439,258;0;2;2;0,93;0;2;1677;2;TRUE;0,115576540486196;455;23;1
2838;04e31b74f198861493982c197e3a541b;f;28;1;78;193,465,223,107,127;-20,943,951,023,932;301,974,651,424,801;241,579,721,139,841;483,159,442,279,682;1;2;2;0,8;0,2;3;1372;2;TRUE;0,551502527815572;517;23;1
2839;04e31b74f198861493982c197e3a541b;f;28;1;79;167,685,008,734,706;20,943,951,023,932;514,611,166,214,099;41,168,893,297,128;247,013,359,782,768;1;1;1;0,8;0,6;3;1447;1;TRUE;0,534664111190967;577;23;1
2840;04e31b74f198861493982c197e3a541b;f;28;1;80;345,699,660,925,194;20,943,951,023,932;754,148,986,897,347;678,734,088,207,613;339,367,044,103,806;0;2;2;0,9;0;2;1405;2;TRUE;0,635694182320927;479;23;1
2841;04e31b74f198861493982c197e3a541b;f;28;1;81;62,553,734,335,212;-20,943,951,023,932;405,730,920,115,336;324,584,736,092,269;194,750,841,655,361;0;2;2;0,8;0;2;1506;2;TRUE;0,594533770271901;684;23;1
2842;04e31b74f198861493982c197e3a541b;f;28;1;82;146,173,025,896,144;20,943,951,023,932;583,334,336,620,717;408,334,035,634,502;204,167,017,817,251;0;2;2;0,7;0;2;1091;2;TRUE;1;808;23;1
2843;04e31b74f198861493982c197e3a541b;f;28;1;83;444,395,135,353,755;-20,943,951,023,932;576,785,656,951,446;536,410,660,964,844;107,282,132,192,969;1;1;1;0,93;0,2;3;1468;1;TRUE;0,596404686402739;504;23;1
2844;04e31b74f198861493982c197e3a541b;f;28;1;84;374,112,507,999,705;-20,943,951,023,932;697,409,368,857,949;557,927,495,086,359;167,378,248,525,908;0;1;1;0,8;0;2;1490;1;TRUE;0,736724167727352;483;23;1
2845;04e31b74f198861493982c197e3a541b;f;28;1;85;315,620,234,548,548;20,943,951,023,932;576,892,330,524,003;461,513,864,419,203;461,513,864,419,203;0;2;2;0,8;0;2;954;2;TRUE;0,618855851419856;896;23;1
2846;04e31b74f198861493982c197e3a541b;f;28;1;86;202,036,588,670,296;-20,943,951,023,932;390,866,948,890,409;371,323,601,445,889;371,323,601,445,889;1;2;2;0,95;0,1;3;1902;2;TRUE;0,216606568754389;528;23;1
2847;04e31b74f198861493982c197e3a541b;f;28;1;87;503,957,597,599,679;-20,943,951,023,932;483,473,873,856,525;435,126,486,470,872;217,563,243,235,436;2;2;2;0,9;0,5;3;1416;2;TRUE;0,471052705571893;850;23;1
2848;04e31b74f198861493982c197e3a541b;f;28;1;88;514,031,526,926,928;20,943,951,023,932;620,004,451,194,292;589,004,228,634,577;117,800,845,726,915;0;2;2;0,95;0;2;1390;2;TRUE;0,272734395573648;527;23;1
2849;04e31b74f198861493982c197e3a541b;f;28;1;89;22,784,494,016,197;20,943,951,023,932;483,262,830,778,173;449,434,432,623,701;269,660,659,574,221;0;1;1;0,93;0;2;1522;1;TRUE;0,0762870445680082;448;23;1
2850;04e31b74f198861493982c197e3a541b;f;28;1;90;219,571,486,880,647;20,943,951,023,932;594,970,555,177,822;565,222,027,418,931;226,088,810,967,572;1;1;1;0,95;0,4;3;1380;1;TRUE;0,147382243295734;512;23;1
2851;04e31b74f198861493982c197e3a541b;f;28;1;91;624,035,849,633,991;-20,943,951,023,932;395,483,995,163,849;355,935,595,647,464;142,374,238,258,986;1;2;2;0,9;0,4;3;1866;1;FALSE;0,0762870445680082;468;23;0
2852;04e31b74f198861493982c197e3a541b;f;28;1;92;0,500978887158961;-20,943,951,023,932;554,042,448,750,423;498,638,203,875,381;997,276,407,750,762;2;1;1;0,9;0,2;3;1261;1;TRUE;0,30641105737579;646;23;1
2853;04e31b74f198861493982c197e3a541b;f;28;1;93;403,278,924,526,792;-20,943,951,023,932;384,743,972,754,121;365,506,774,116,415;146,202,709,646,566;1;2;2;0,95;0,4;3;1326;2;TRUE;0,199768237853318;474;23;1
2854;04e31b74f198861493982c197e3a541b;f;28;1;94;260,325,999,919,562;-20,943,951,023,932;526,292,804,609,378;499,978,164,378,909;249,989,082,189,454;1;1;1;0,95;0,5;3;1409;2;FALSE;0,152995034550013;423;23;0
2855;04e31b74f198861493982c197e3a541b;f;28;1;95;392,911,561,929,476;20,943,951,023,932;372,690,434,956,081;346,602,104,509,156;207,961,262,705,493;1;1;1;0,93;0,6;3;1544;2;FALSE;0,190413571475597;474;23;0
2856;04e31b74f198861493982c197e3a541b;f;28;1;96;279,485,426,712,967;-20,943,951,023,932;635,641,193,160,395;444,948,835,212,276;889,897,670,424,552;1;2;2;0,7;0,2;3;1382;2;TRUE;0,710531341895628;407;23;1
2857;04e31b74f198861493982c197e3a541b;f;28;1;97;306,901,492,380,612;20,943,951,023,932;59,070,380,044,792;472,563,040,358,336;472,563,040,358,336;0;1;1;0,8;0;2;1088;1;TRUE;0,75169166822112;634;23;1
2858;04e31b74f198861493982c197e3a541b;f;28;1;98;515,666,758,899,299;-20,943,951,023,932;547,254,735,785,822;383,078,315,050,075;191,539,157,525,038;0;1;1;0,7;0;2;766;1;TRUE;0,893882065676571;533;23;1
2859;04e31b74f198861493982c197e3a541b;f;28;1;99;427,782,077,809,001;-20,943,951,023,932;726,644,546,093,452;653,980,091,484,107;653,980,091,484,107;1;1;1;0,9;0,1;3;1266;1;TRUE;0,607630268911297;429;23;1
2860;04e31b74f198861493982c197e3a541b;f;28;1;100;0,235422168356579;20,943,951,023,932;827,882,228,390,503;662,305,782,712,403;264,922,313,084,961;0;1;1;0,8;0;2;616;1;TRUE;0,75169166822112;976;23;1
2861;04e31b74f198861493982c197e3a541b;f;28;1;101;0,473145383469016;20,943,951,023,932;740,785,553,298,497;592,628,442,638,797;118,525,688,527,759;0;2;2;0,8;0;2;1317;2;TRUE;0,886398401153222;826;23;1
2862;04e31b74f198861493982c197e3a541b;f;28;1;102;219,154,070,172,575;20,943,951,023,932;307,360,115,294,883;276,624,103,765,395;55,324,820,753,079;2;2;2;0,9;0,2;3;1611;2;TRUE;0,351313387410025;319;23;1
2863;04e31b74f198861493982c197e3a541b;f;28;1;103;468,211,067,316,829;-20,943,951,023,932;472,050,314,183,176;424,845,282,764,858;254,907,169,658,915;2;2;2;0,9;0,6;3;1513;2;TRUE;0,323249388276861;503;23;1
2864;04e31b74f198861493982c197e3a541b;f;28;1;104;0,723292557025677;-20,943,951,023,932;663,082,739,145,303;596,774,465,230,773;596,774,465,230,773;2;2;2;0,9;0,1;3;1465;2;TRUE;0,609501185042135;406;23;1
2865;04e31b74f198861493982c197e3a541b;f;28;1;105;436,439,122,534,654;20,943,951,023,932;514,565,577,233,396;360,195,904,063,377;360,195,904,063,377;2;1;1;0,7;0,1;3;1429;1;TRUE;1;330;23;1
2866;04e31b74f198861493982c197e3a541b;f;28;1;106;48,997,374,742,569;20,943,951,023,932;534,085,346,085,874;496,699,371,859,863;496,699,371,859,863;1;1;1;0,93;0,1;3;1433;1;TRUE;0,540276945307014;376;23;1
2867;04e31b74f198861493982c197e3a541b;f;28;1;107;523,859,313,476,612;-20,943,951,023,932;523,427,450,643,318;471,084,705,578,986;471,084,705,578,986;0;2;2;0,9;0;2;1044;2;TRUE;0,585179275341248;857;23;1
2868;04e31b74f198861493982c197e3a541b;f;28;1;108;360,572,847,308,496;-20,943,951,023,932;450,817,526,191,192;428,276,649,881,632;12,848,299,496,449;2;2;2;0,95;0,3;3;1446;2;TRUE;0,287701810343882;497;23;1
2869;04e31b74f198861493982c197e3a541b;f;28;1;109;610,598,543,281,707;20,943,951,023,932;724,919,516,934,308;579,935,613,547,447;173,980,684,064,234;0;2;2;0,8;0;2;1064;2;TRUE;0,676854508646418;483;23;1
2870;04e31b74f198861493982c197e3a541b;f;28;1;110;376,183,611,371,175;-20,943,951,023,932;50,992,745,200,984;474,232,530,369,151;948,465,060,738,302;1;2;2;0,93;0,2;3;1194;2;TRUE;0,602017520518785;1344;23;1
2871;04e31b74f198861493982c197e3a541b;f;28;1;111;595,785,452,381,709;-20,943,951,023,932;439,208,048,310,943;417,247,645,895,395;125,174,293,768,619;1;1;1;0,95;0,3;3;1814;2;FALSE;0,167962492182014;434;23;0
2872;04e31b74f198861493982c197e3a541b;f;28;1;112;361,774,956,848,438;20,943,951,023,932;671,139,207,015,561;624,159,462,524,472;624,159,462,524,472;2;2;2;0,93;0,1;3;1468;2;TRUE;0,424279545130355;479;23;1
2873;04e31b74f198861493982c197e3a541b;f;28;1;113;484,917,613,852,331;20,943,951,023,932;559,763,613,059,923;391,834,529,141,946;235,100,717,485,168;0;2;2;0,7;0;2;1441;2;TRUE;0,732982421189212;441;23;1
2874;04e31b74f198861493982c197e3a541b;f;28;1;114;356,470,159,339,321;-20,943,951,023,932;672,233,341,727,346;537,786,673,381,877;107,557,334,676,375;0;1;1;0,8;0;2;1601;1;TRUE;0,860205403874429;522;23;1
2875;04e31b74f198861493982c197e3a541b;f;28;1;115;582,425,016,869,185;-20,943,951,023,932;51,841,497,850,186;492,494,229,576,767;984,988,459,153,535;1;2;2;0,95;0,2;3;1501;2;TRUE;0,558986278062456;823;23;1
2876;04e31b74f198861493982c197e3a541b;f;28;1;116;196,959,557,718,619;20,943,951,023,932;494,067,819,647,534;469,364,428,665,157;234,682,214,332,579;2;2;2;0,95;0,5;3;1707;2;TRUE;0,111834708224522;325;23;1
2877;04e31b74f198861493982c197e3a541b;f;28;1;117;391,652,403,117,057;20,943,951,023,932;535,785,689,232,779;482,207,120,309,501;14,466,213,609,285;1;2;2;0,9;0,3;3;1486;2;TRUE;0,280218060096998;443;23;1
2878;04e31b74f198861493982c197e3a541b;f;28;1;118;0,0250537497913097;-20,943,951,023,932;49,359,572,213,381;459,044,021,584,443;275,426,412,950,666;2;2;2;0,93;0,6;3;1734;2;TRUE;0;556;23;1
2879;04e31b74f198861493982c197e3a541b;f;28;1;119;173,223,202,777,868;20,943,951,023,932;690,279,377,640,287;655,765,408,758,273;393,459,245,254,964;2;2;2;0,95;0,6;3;1444;2;TRUE;0,69930575938707;445;23;1
2880;04e31b74f198861493982c197e3a541b;f;28;1;120;0,895835086031913;-20,943,951,023,932;674,842,969,535,333;6,073,586,725,818;3,036,793,362,909;0;1;1;0,9;0;2;1563;1;TRUE;0,115576540486196;452;23;1
2881;359eca6c8550326df59f2cd3e9a258d1;f;44;0;1;563,228,608,650,374;-20,943,951,023,932;784,375,264,796,207;627,500,211,836,966;18,825,006,355,109;0;1;1;0,8;0;2;2467;1;TRUE;0,703157894736842;2081;24;1
2882;359eca6c8550326df59f2cd3e9a258d1;f;44;0;2;263,543,733,130,872;20,943,951,023,932;101,778,857,885,425;916,009,720,968,828;366,403,888,387,531;2;1;1;0,9;0,4;3;1996;1;TRUE;0,413684210526316;3572;24;1
2883;359eca6c8550326df59f2cd3e9a258d1;f;44;0;3;0,393572397342722;-20,943,951,023,932;56,997,544,584,461;512,977,901,260,149;512,977,901,260,149;1;1;1;0,9;0,1;3;3132;2;FALSE;0,211578947368421;1356;24;0
2884;359eca6c8550326df59f2cd3e9a258d1;f;44;0;4;471,285,152,372,882;-20,943,951,023,932;611,924,517,182,298;550,732,065,464,068;110,146,413,092,814;1;1;1;0,9;0,2;3;1959;1;TRUE;0,672631578947368;1199;24;1
2885;359eca6c8550326df59f2cd3e9a258d1;f;44;0;5;235,365,656,155,111;20,943,951,023,932;376,444,343,573,718;357,622,126,395,033;715,244,252,790,065;1;2;2;0,95;0,2;3;1905;2;TRUE;0,613684210526316;2748;24;1
2886;359eca6c8550326df59f2cd3e9a258d1;f;44;0;6;59,441,764,772,756;20,943,951,023,932;739,945,825,891,967;66,595,124,330,277;332,975,621,651,385;0;1;1;0,9;0;2;2474;1;TRUE;0,345263157894737;2274;24;1
2887;359eca6c8550326df59f2cd3e9a258d1;f;44;0;7;601,789,682,556,952;-20,943,951,023,932;702,400,901,115,399;561,920,720,892,319;112,384,144,178,464;2;1;1;0,8;0,2;3;2160;1;TRUE;0,390526315789474;1545;24;1
2888;359eca6c8550326df59f2cd3e9a258d1;f;44;0;8;0,831559470520524;-20,943,951,023,932;853,695,754,929,751;597,587,028,450,826;597,587,028,450,826;1;2;2;0,7;0,1;3;2138;2;TRUE;0,729473684210526;1448;24;1
2889;359eca6c8550326df59f2cd3e9a258d1;f;44;0;9;224,667,665,843,287;20,943,951,023,932;921,037,957,772,782;828,934,161,995,504;497,360,497,197,302;2;2;2;0,9;0,6;3;3003;2;TRUE;0,498947368421053;1610;24;1
2890;359eca6c8550326df59f2cd3e9a258d1;f;44;0;10;359,021,539,803,075;-20,943,951,023,932;104,088,820,759,799;936,799,386,838,187;562,079,632,102,912;0;2;2;0,9;0;2;2559;2;TRUE;0,463157894736842;1995;24;1
2891;359eca6c8550326df59f2cd3e9a258d1;f;44;0;11;387,683,241,851,024;20,943,951,023,932;805,585,600,411,142;644,468,480,328,914;193,340,544,098,674;2;1;1;0,8;0,3;3;2096;1;TRUE;0,697894736842105;2364;24;1
2892;359eca6c8550326df59f2cd3e9a258d1;f;44;0;12;372,517,561,747,091;20,943,951,023,932;608,871,643,231,132;578,428,061,069,576;578,428,061,069,576;1;1;1;0,95;0,1;3;2624;1;TRUE;0,303157894736842;1791;24;1
2893;359eca6c8550326df59f2cd3e9a258d1;f;44;0;13;449,489,514,931,821;20,943,951,023,932;481,786,808,173,427;385,429,446,538,742;154,171,778,615,497;0;2;2;0,8;0;2;2041;2;TRUE;0,735789473684211;3063;24;1
2894;359eca6c8550326df59f2cd3e9a258d1;f;44;0;14;439,909,125,662,642;-20,943,951,023,932;949,702,947,568,251;902,217,800,189,838;451,108,900,094,919;2;1;1;0,95;0,5;3;3390;2;FALSE;0,351578947368421;3642;24;0
2895;359eca6c8550326df59f2cd3e9a258d1;f;44;0;15;210,635,170,457,802;-20,943,951,023,932;635,937,983,035,453;60,414,108,388,368;362,484,650,330,208;1;2;2;0,95;0,6;3;8927;2;TRUE;0,314736842105263;2175;24;1
2896;359eca6c8550326df59f2cd3e9a258d1;f;44;0;16;191,997,193,291,732;-20,943,951,023,932;843,035,606,223,665;800,883,825,912,482;240,265,147,773,745;0;2;2;0,95;0;2;3819;1;FALSE;0,445263157894737;3127;24;0
2897;359eca6c8550326df59f2cd3e9a258d1;f;44;0;17;208,433,926,742,976;-20,943,951,023,932;8,234,989,291,716;57,644,925,042,012;345,869,550,252,072;1;1;1;0,7;0,6;3;2202;1;TRUE;0,927368421052632;3880;24;1
2898;359eca6c8550326df59f2cd3e9a258d1;f;44;0;18;507,680,043,647,066;20,943,951,023,932;646,042,821,751,505;516,834,257,401,204;155,050,277,220,361;1;2;2;0,8;0,3;3;2045;2;TRUE;0,461052631578947;1740;24;1
2899;359eca6c8550326df59f2cd3e9a258d1;f;44;0;19;360,328,804,036,412;20,943,951,023,932;725,517,941,965,987;58,041,435,357,279;174,124,306,071,837;0;2;2;0,8;0;2;4576;2;TRUE;0,688421052631579;1384;24;1
2900;359eca6c8550326df59f2cd3e9a258d1;f;44;0;20;536,489,287,047,256;-20,943,951,023,932;582,865,502,432,404;553,722,227,310,784;166,116,668,193,235;2;2;2;0,95;0,3;3;3025;2;TRUE;0,574736842105263;1675;24;1
2901;359eca6c8550326df59f2cd3e9a258d1;f;44;0;21;104,593,476,653,399;20,943,951,023,932;612,640,621,180,684;428,848,434,826,479;214,424,217,413,239;2;2;2;0,7;0,5;3;2119;2;TRUE;0,804210526315789;3340;24;1
2902;359eca6c8550326df59f2cd3e9a258d1;f;44;0;22;474,740,536,759,177;-20,943,951,023,932;648,535,136,865,406;518,828,109,492,325;20,753,124,379,693;0;1;1;0,8;0;2;3284;1;TRUE;0,78;5837;24;1
2903;359eca6c8550326df59f2cd3e9a258d1;f;44;0;23;352,008,207,317,817;-20,943,951,023,932;678,589,799,436,322;644,660,309,464,506;644,660,309,464,506;0;2;2;0,95;0;2;3362;2;TRUE;0,267368421052632;4232;24;1
2904;359eca6c8550326df59f2cd3e9a258d1;f;44;0;24;166,104,638,630,659;20,943,951,023,932;511,232,317,384,658;357,862,622,169,261;143,145,048,867,704;2;2;2;0,7;0,4;3;1975;2;TRUE;0,94;2605;24;1
2905;359eca6c8550326df59f2cd3e9a258d1;f;44;0;25;429,509,047,158,101;-20,943,951,023,932;784,486,511,701,859;729,572,455,882,729;291,828,982,353,092;1;2;2;0,93;0,4;3;2650;2;TRUE;0,629473684210526;4454;24;1
2906;359eca6c8550326df59f2cd3e9a258d1;f;44;0;26;582,148,521,948,325;20,943,951,023,932;601,079,549,578,009;480,863,639,662,407;961,727,279,324,815;0;1;1;0,8;0;2;2354;1;TRUE;1;2876;24;1
2907;359eca6c8550326df59f2cd3e9a258d1;f;44;0;27;0,177744459591992;-20,943,951,023,932;63,721,746,488,011;446,052,225,416,077;133,815,667,624,823;2;1;1;0,7;0,3;3;2094;1;TRUE;0,971578947368421;5316;24;1
2908;359eca6c8550326df59f2cd3e9a258d1;f;44;0;28;537,969,495,766,362;20,943,951,023,932;719,768,574,896,477;683,780,146,151,653;273,512,058,460,661;2;1;1;0,95;0,4;3;5541;1;TRUE;0,311578947368421;4708;24;1
2909;359eca6c8550326df59f2cd3e9a258d1;f;44;0;29;589,102,814,655,817;20,943,951,023,932;558,363,472,540,586;502,527,125,286,528;301,516,275,171,917;1;1;1;0,9;0,6;3;4412;1;TRUE;0,374736842105263;2391;24;1
2910;359eca6c8550326df59f2cd3e9a258d1;f;44;0;30;587,055,246,660,053;20,943,951,023,932;70,344,897,535,868;492,414,282,751,076;19,696,571,310,043;2;1;1;0,7;0,4;3;2345;1;TRUE;0,909473684210526;4488;24;1
2911;359eca6c8550326df59f2cd3e9a258d1;f;44;0;31;30,199,872,597,218;20,943,951,023,932;99,716,457,301,698;927,363,052,905,791;370,945,221,162,317;0;2;2;0,93;0;2;4307;2;TRUE;0,277894736842105;1588;24;1
2912;359eca6c8550326df59f2cd3e9a258d1;f;44;0;32;306,459,122,053,594;-20,943,951,023,932;784,812,317,690,802;627,849,854,152,642;376,709,912,491,585;1;1;1;0,8;0,6;3;1487;1;TRUE;0,987368421052632;1300;24;1
2913;359eca6c8550326df59f2cd3e9a258d1;f;44;0;33;616,446,800,402,151;-20,943,951,023,932;820,336,111,690,683;762,912,583,872,335;305,165,033,548,934;2;1;1;0,93;0,4;3;4204;2;FALSE;0,313684210526316;6263;24;0
2914;359eca6c8550326df59f2cd3e9a258d1;f;44;0;34;103,408,530,968,742;-20,943,951,023,932;558,891,717,414,564;530,947,131,543,836;265,473,565,771,918;0;2;2;0,95;0;2;2674;2;TRUE;0,2;1937;24;1
2915;359eca6c8550326df59f2cd3e9a258d1;f;44;0;35;0,934686302832232;20,943,951,023,932;855,219,382,775,315;598,653,567,942,721;29,932,678,397,136;2;1;1;0,7;0,5;3;1877;1;TRUE;1;1618;24;1
2916;359eca6c8550326df59f2cd3e9a258d1;f;44;0;36;520,749,394,765,643;20,943,951,023,932;879,986,399,075,552;615,990,479,352,886;123,198,095,870,577;0;2;2;0,7;0;2;1781;2;TRUE;0,849473684210526;1347;24;1
2917;359eca6c8550326df59f2cd3e9a258d1;f;44;0;37;60,440,929,791,432;-20,943,951,023,932;468,694,331,109,065;421,824,897,998,159;421,824,897,998,159;0;2;2;0,9;0;2;3342;2;TRUE;0,290526315789474;2448;24;1
2918;359eca6c8550326df59f2cd3e9a258d1;f;44;0;38;453,595,019,384,508;20,943,951,023,932;558,720,418,739,189;50,284,837,686,527;251,424,188,432,635;1;2;2;0,9;0,5;3;2493;2;TRUE;0,305263157894737;5938;24;1
2919;359eca6c8550326df59f2cd3e9a258d1;f;44;0;39;463,313,400,012,884;-20,943,951,023,932;840,912,241,673,108;782,048,384,755,991;469,229,030,853,594;0;1;1;0,93;0;2;2983;1;TRUE;0,648421052631579;4016;24;1
2920;359eca6c8550326df59f2cd3e9a258d1;f;44;0;40;18,318,554,225,019;-20,943,951,023,932;727,125,689,066,307;654,413,120,159,676;196,323,936,047,903;1;2;2;0,9;0,3;3;4401;2;TRUE;0,489473684210526;4120;24;1
2921;359eca6c8550326df59f2cd3e9a258d1;f;44;0;41;245,094,963,401,106;20,943,951,023,932;958,617,262,376,051;766,893,809,900,841;153,378,761,980,168;0;2;2;0,8;0;2;2272;2;TRUE;0,748421052631579;2912;24;1
2922;359eca6c8550326df59f2cd3e9a258d1;f;44;0;42;436,685,841,187,565;20,943,951,023,932;100,137,068,453,097;901,233,616,077,869;901,233,616,077,869;1;2;2;0,9;0,1;3;3201;2;TRUE;0,678947368421053;2271;24;1
2923;359eca6c8550326df59f2cd3e9a258d1;f;44;0;43;414,303,900,318,807;20,943,951,023,932;660,658,229,276,559;594,592,406,348,903;118,918,481,269,781;1;2;2;0,9;0,2;3;5809;2;TRUE;0,154736842105263;2264;24;1
2924;359eca6c8550326df59f2cd3e9a258d1;f;44;0;44;160,460,728,468,931;-20,943,951,023,932;119,782,573,583,107;11,139,779,343,229;33,419,338,029,687;1;1;1;0,93;0,3;3;2808;1;TRUE;0,278947368421053;1701;24;1
2925;359eca6c8550326df59f2cd3e9a258d1;f;44;0;45;0,539536896750324;-20,943,951,023,932;936,632,971,651,872;65,564,308,015,631;196,692,924,046,893;2;2;2;0,7;0,3;3;2439;2;TRUE;0,822105263157895;7143;24;1
2926;359eca6c8550326df59f2cd3e9a258d1;f;44;0;46;0,179703664602684;20,943,951,023,932;789,370,293,832,413;63,149,623,506,593;378,897,741,039,558;1;2;2;0,8;0,6;3;2006;2;TRUE;0,863157894736842;2304;24;1
2927;359eca6c8550326df59f2cd3e9a258d1;f;44;0;47;130,318,185,775,062;-20,943,951,023,932;453,585,377,448,225;408,226,839,703,402;163,290,735,881,361;1;2;2;0,9;0,4;3;2668;2;TRUE;0,67578947368421;2664;24;1
2928;359eca6c8550326df59f2cd3e9a258d1;f;44;0;48;284,792,436,110,819;20,943,951,023,932;97,183,656,200,706;680,285,593,404,942;136,057,118,680,988;2;2;2;0,7;0,2;3;1888;2;TRUE;0,458947368421053;1166;24;1
2929;359eca6c8550326df59f2cd3e9a258d1;f;44;0;49;331,268,193,569,496;-20,943,951,023,932;775,636,530,934,451;721,341,973,769,039;216,402,592,130,712;0;2;2;0,93;0;2;4042;2;TRUE;0,409473684210526;2492;24;1
2930;359eca6c8550326df59f2cd3e9a258d1;f;44;0;50;0,632654429588866;-20,943,951,023,932;617,057,440,876,962;586,204,568,833,113;175,861,370,649,934;0;1;1;0,95;0;2;3411;1;TRUE;0,243157894736842;1815;24;1
2931;359eca6c8550326df59f2cd3e9a258d1;f;44;0;51;0,721825501258434;-20,943,951,023,932;925,962,828,548,748;861,145,430,550,336;861,145,430,550,336;0;2;2;0,93;0;2;3073;2;TRUE;0,366315789473684;6492;24;1
2932;359eca6c8550326df59f2cd3e9a258d1;f;44;0;52;0,860945258154154;-20,943,951,023,932;633,579,149,086,943;589,228,608,650,857;294,614,304,325,429;1;2;2;0,93;0,5;3;2455;2;TRUE;0,315789473684211;1803;24;1
2933;359eca6c8550326df59f2cd3e9a258d1;f;44;0;53;569,356,448,401,953;20,943,951,023,932;936,984,655,787,234;843,286,190,208,511;337,314,476,083,404;0;2;2;0,9;0;2;2153;2;TRUE;0,556842105263158;1274;24;1
2934;359eca6c8550326df59f2cd3e9a258d1;f;44;0;54;380,116,034,096,781;-20,943,951,023,932;931,229,769,470,353;866,043,685,607,428;519,626,211,364,457;1;2;2;0,93;0,6;3;3807;1;FALSE;0,289473684210526;1396;24;0
2935;359eca6c8550326df59f2cd3e9a258d1;f;44;0;55;342,023,700,791,192;-20,943,951,023,932;546,210,147,007,341;507,975,436,716,827;203,190,174,686,731;0;1;1;0,93;0;2;2233;1;TRUE;0,262105263157895;1659;24;1
2936;359eca6c8550326df59f2cd3e9a258d1;f;44;0;56;251,735,996,078,095;20,943,951,023,932;102,208,701,720,426;95,054,092,599,996;285,162,277,799,988;0;1;1;0,93;0;2;8306;2;FALSE;0,0631578947368421;1098;24;0
2937;359eca6c8550326df59f2cd3e9a258d1;f;44;0;57;597,323,148,879,892;20,943,951,023,932;669,547,946,110,997;602,593,151,499,897;120,518,630,299,979;0;1;1;0,9;0;2;2539;1;TRUE;0,14;4122;24;1
