;Code;Gender;Age;Mobile;Trial_number;Angle;Step_Angle;Area1;Area2;Area3;n3SquareOrCircle;BiggerCircleOrSquare;PosBig;StimVal;StimVal3;Nalternativas;RT_type1;Response;Correct;Confidence;RT_Confidence;Nsujeto;binary_correct
5091;68f45e67316d8d8916e1092d49d4c441;f;26;0;51;0,00635076085147002;20,943,951,023,932;612,971,418,540,428;551,674,276,686,385;165,502,283,005,916;2;1;1;0,9;0,3;3;2097;1;TRUE;0,870919881305638;1227;42;1
5092;68f45e67316d8d8916e1092d49d4c441;f;26;0;52;596,048,247,792,983;-20,943,951,023,932;650,850,331,590,177;618,307,815,010,668;309,153,907,505,334;0;2;2;0,95;0;2;3267;2;TRUE;0,508902077151335;1670;42;1
5093;68f45e67316d8d8916e1092d49d4c441;f;26;0;53;500,605,177,110,707;-20,943,951,023,932;648,794,478,935,273;616,354,754,988,509;369,812,852,993,106;1;2;2;0,95;0,6;3;1890;2;TRUE;0,528189910979229;2424;42;1
5094;68f45e67316d8d8916e1092d49d4c441;f;26;0;54;361,865,561,040,964;20,943,951,023,932;924,206,354,342,081;739,365,083,473,665;739,365,083,473,665;0;1;1;0,8;0;2;1496;1;TRUE;0,525222551928783;1490;42;1
5095;68f45e67316d8d8916e1092d49d4c441;f;26;0;55;34,713,468,659,024;20,943,951,023,932;62,737,816,102,929;501,902,528,823,432;100,380,505,764,686;1;1;1;0,8;0,2;3;2008;1;TRUE;0,516320474777448;860;42;1
5096;68f45e67316d8d8916e1092d49d4c441;f;26;0;56;507,138,005,725,918;-20,943,951,023,932;944,212,382,693,445;897,001,763,558,772;448,500,881,779,386;0;1;1;0,95;0;2;1580;2;FALSE;0,416913946587537;1288;42;0
5097;68f45e67316d8d8916e1092d49d4c441;f;26;0;57;437,806,096,750,202;20,943,951,023,932;750,688,452,824,731;713,154,030,183,494;356,577,015,091,747;2;1;1;0,95;0,5;3;2118;1;TRUE;0,394658753709199;694;42;1
5098;68f45e67316d8d8916e1092d49d4c441;f;26;0;58;359,433,185,806,786;20,943,951,023,932;106,882,526,489,653;855,060,211,917,224;427,530,105,958,612;2;1;1;0,8;0,5;3;1493;1;TRUE;0,44213649851632;668;42;1
5099;68f45e67316d8d8916e1092d49d4c441;f;26;0;59;323,202,477,280,792;-20,943,951,023,932;822,507,351,155,996;740,256,616,040,396;370,128,308,020,198;0;2;2;0,9;0;2;1512;2;TRUE;0,725519287833828;462;42;1
5100;68f45e67316d8d8916e1092d49d4c441;f;26;0;60;236,025,851,271,894;-20,943,951,023,932;667,847,330,980,807;621,098,017,812,151;186,329,405,343,645;2;2;2;0,93;0,3;3;2668;2;TRUE;0,541543026706231;1688;42;1
5101;68f45e67316d8d8916e1092d49d4c441;f;26;0;61;229,181,872,127,733;20,943,951,023,932;778,571,262,644,138;724,071,274,259,049;217,221,382,277,715;0;1;1;0,93;0;2;1679;2;FALSE;0,649851632047478;1059;42;0
5102;68f45e67316d8d8916e1092d49d4c441;f;26;0;62;485,038,564,715,932;-20,943,951,023,932;891,077,898,064,022;623,754,528,644,815;249,501,811,457,926;1;2;2;0,7;0,4;3;1595;2;TRUE;1;532;42;1
5103;68f45e67316d8d8916e1092d49d4c441;f;26;0;63;0,155797276757398;-20,943,951,023,932;92,506,194,119,517;860,307,605,311,508;860,307,605,311,508;2;1;1;0,93;0,1;3;1816;2;FALSE;0,317507418397626;925;42;0
5104;68f45e67316d8d8916e1092d49d4c441;f;26;0;64;358,261,450,310,448;-20,943,951,023,932;878,626,570,021,812;70,290,125,601,745;70,290,125,601,745;1;1;1;0,8;0,1;3;1732;1;TRUE;1;559;42;1
5105;68f45e67316d8d8916e1092d49d4c441;f;26;0;65;160,177,266,594,649;-20,943,951,023,932;118,277,972,069,647;109,998,514,024,772;65,999,108,414,863;1;1;1;0,93;0,6;3;1513;2;FALSE;0,841246290801187;835;42;0
5106;68f45e67316d8d8916e1092d49d4c441;f;26;0;66;126,763,837,791,549;20,943,951,023,932;816,927,722,418,844;759,742,781,849,525;379,871,390,924,763;2;2;2;0,93;0,5;3;1659;2;TRUE;0,823442136498516;1405;42;1
5107;68f45e67316d8d8916e1092d49d4c441;f;26;0;67;0,804887430533625;-20,943,951,023,932;9,925,233,512,687;79,401,868,101,496;158,803,736,202,992;2;2;2;0,8;0,2;3;1433;2;TRUE;0,983679525222552;589;42;1
5108;68f45e67316d8d8916e1092d49d4c441;f;26;0;68;193,196,050,744,396;-20,943,951,023,932;700,469,905,196,445;560,375,924,157,156;560,375,924,157,156;1;2;2;0,8;0,1;3;1573;2;TRUE;0,844213649851632;422;42;1
5109;68f45e67316d8d8916e1092d49d4c441;f;26;0;69;185,264,282,937,274;20,943,951,023,932;755,760,601,174,579;529,032,420,822,206;211,612,968,328,882;0;2;2;0,7;0;2;1361;2;TRUE;1;424;42;1
5110;68f45e67316d8d8916e1092d49d4c441;f;26;0;70;187,048,975,721,261;-20,943,951,023,932;612,215,811,370,812;48,977,264,909,665;29,386,358,945,799;2;1;1;0,8;0,6;3;1571;1;TRUE;0,813056379821958;1302;42;1
5111;68f45e67316d8d8916e1092d49d4c441;f;26;0;71;450,093,821,120,958;20,943,951,023,932;523,300,012,564,624;486,669,011,685,101;19,466,760,467,404;0;1;1;0,93;0;2;2150;1;TRUE;0,864985163204748;1636;42;1
5112;68f45e67316d8d8916e1092d49d4c441;f;26;0;72;447,376,911,623,059;20,943,951,023,932;598,327,121,928,525;418,828,985,349,968;251,297,391,209,981;0;1;1;0,7;0;2;1566;1;TRUE;1;448;42;1
5113;68f45e67316d8d8916e1092d49d4c441;f;26;0;73;474,460,180,452,208;-20,943,951,023,932;469,387,088,618,028;445,917,734,187,127;267,550,640,512,276;0;2;2;0,95;0;2;1851;2;TRUE;0,548961424332344;1079;42;1
5114;68f45e67316d8d8916e1092d49d4c441;f;26;0;74;269,058,983,829,067;-20,943,951,023,932;701,399,637,502,425;652,301,662,877,255;652,301,662,877,255;0;2;2;0,93;0;2;1794;2;TRUE;1;554;42;1
5115;68f45e67316d8d8916e1092d49d4c441;f;26;0;75;386,703,671,401,844;20,943,951,023,932;825,368,842,673,565;577,758,189,871,496;577,758,189,871,496;1;2;2;0,7;0,1;3;1426;2;TRUE;1;497;42;1
5116;68f45e67316d8d8916e1092d49d4c441;f;26;0;76;581,622,404,840,895;-20,943,951,023,932;632,819,313,646,288;569,537,382,281,659;170,861,214,684,498;0;2;2;0,9;0;2;1452;2;TRUE;0,722551928783383;1253;42;1
5117;68f45e67316d8d8916e1092d49d4c441;f;26;0;77;604,920,243,975,532;-20,943,951,023,932;753,674,326,663,918;678,306,893,997,526;27,132,275,759,901;1;1;1;0,9;0,4;3;1825;2;FALSE;0,648367952522255;1296;42;0
5118;68f45e67316d8d8916e1092d49d4c441;f;26;0;78;571,350,323,273,361;20,943,951,023,932;757,133,080,344,957;52,999,315,624,147;211,997,262,496,588;0;1;1;0,7;0;2;1317;1;TRUE;1;480;42;1
5119;68f45e67316d8d8916e1092d49d4c441;f;26;0;79;398,721,329,965,213;-20,943,951,023,932;91,490,945,666,288;850,865,794,696,478;850,865,794,696,478;0;1;1;0,93;0;2;1453;1;TRUE;0,755192878338279;985;42;1
5120;68f45e67316d8d8916e1092d49d4c441;f;26;0;80;0,63866722921652;-20,943,951,023,932;84,440,626,752,196;591,084,387,265,372;354,650,632,359,223;1;2;2;0,7;0,6;3;1416;2;TRUE;0,770029673590504;773;42;1
5121;68f45e67316d8d8916e1092d49d4c441;f;26;0;81;0,575310052274684;-20,943,951,023,932;646,372,578,864,725;614,053,949,921,488;614,053,949,921,488;0;2;2;0,95;0;2;1391;2;TRUE;0,750741839762611;543;42;1
5122;68f45e67316d8d8916e1092d49d4c441;f;26;0;82;144,662,655,142,359;20,943,951,023,932;887,176,867,487,192;825,074,486,763,088;330,029,794,705,235;2;2;2;0,93;0,4;3;1542;2;TRUE;0,818991097922849;451;42;1
5123;68f45e67316d8d8916e1092d49d4c441;f;26;0;83;480,338,226,724,956;20,943,951,023,932;847,247,788,564,149;593,073,451,994,905;296,536,725,997,452;1;2;2;0,7;0,5;3;1371;2;TRUE;0,94213649851632;373;42;1
5124;68f45e67316d8d8916e1092d49d4c441;f;26;0;84;0,703563188187;20,943,951,023,932;656,007,698,243,451;610,087,159,366,409;305,043,579,683,205;0;2;2;0,93;0;2;1431;2;TRUE;0,513353115727003;1869;42;1
5125;68f45e67316d8d8916e1092d49d4c441;f;26;0;85;463,027,634,405,969;20,943,951,023,932;101,423,065,364,121;963,519,120,959,152;192,703,824,191,831;0;1;1;0,95;0;2;1752;1;TRUE;0,394658753709199;1955;42;1
5126;68f45e67316d8d8916e1092d49d4c441;f;26;0;86;374,121,254,670,985;-20,943,951,023,932;624,566,803,538,276;499,653,442,830,621;999,306,885,661,242;0;2;2;0,8;0;2;1406;2;TRUE;0,767062314540059;3079;42;1
5127;68f45e67316d8d8916e1092d49d4c441;f;26;0;87;148,857,429,134,646;-20,943,951,023,932;937,434,755,688,796;890,563,017,904,356;356,225,207,161,743;1;2;2;0,95;0,4;3;1344;2;TRUE;0,574183976261128;1194;42;1
5128;68f45e67316d8d8916e1092d49d4c441;f;26;0;88;0,994082025677975;20,943,951,023,932;846,440,316,633,536;761,796,284,970,183;152,359,256,994,037;2;1;1;0,9;0,2;3;1164;2;FALSE;0,774480712166172;832;42;0
5129;68f45e67316d8d8916e1092d49d4c441;f;26;0;89;372,852,970,940,042;20,943,951,023,932;711,901,331,341,993;569,521,065,073,595;284,760,532,536,797;0;2;2;0,8;0;2;2068;2;TRUE;0,580118694362018;1356;42;1
5130;68f45e67316d8d8916e1092d49d4c441;f;26;0;90;125,067,832,156,685;-20,943,951,023,932;109,154,529,320,501;873,236,234,564,012;523,941,740,738,407;0;1;1;0,8;0;2;2068;1;TRUE;0,5;1360;42;1
5131;68f45e67316d8d8916e1092d49d4c441;f;26;0;91;229,855,790,405,192;20,943,951,023,932;839,660,285,354,384;671,728,228,283,508;403,036,936,970,104;0;2;2;0,8;0;2;1184;2;TRUE;0,519287833827893;963;42;1
5132;68f45e67316d8d8916e1092d49d4c441;f;26;0;92;306,730,200,542,801;-20,943,951,023,932;762,119,467,269,359;685,907,520,542,423;411,544,512,325,454;1;1;1;0,9;0,6;3;1331;1;TRUE;0,851632047477745;854;42;1
5133;68f45e67316d8d8916e1092d49d4c441;f;26;0;93;614,102,724,194,755;-20,943,951,023,932;618,357,313,259,704;556,521,581,933,734;222,608,632,773,493;2;2;2;0,9;0,4;3;1428;2;TRUE;0,811572700296736;876;42;1
5134;68f45e67316d8d8916e1092d49d4c441;f;26;0;94;590,455,757,250,152;-20,943,951,023,932;575,424,800,442,428;402,797,360,309,699;16,111,894,412,388;2;1;1;0,7;0,4;3;1308;1;TRUE;0,762611275964392;1147;42;1
5135;68f45e67316d8d8916e1092d49d4c441;f;26;0;95;518,631,084,478,027;20,943,951,023,932;894,583,026,290,312;849,853,874,975,796;339,941,549,990,319;0;1;1;0,95;0;2;923;1;TRUE;0,820474777448071;807;42;1
5136;68f45e67316d8d8916e1092d49d4c441;f;26;0;96;471,138,987,222,432;20,943,951,023,932;681,195,281,422,811;476,836,696,995,968;286,102,018,197,581;0;2;2;0,7;0;2;3157;2;TRUE;0,338278931750742;788;42;1
5137;68f45e67316d8d8916e1092d49d4c441;f;26;0;97;282,959,021,358,502;-20,943,951,023,932;54,222,412,219,725;488,001,709,977,525;97,600,341,995,505;0;2;2;0,9;0;2;2714;2;TRUE;0,146884272997033;543;42;1
5138;68f45e67316d8d8916e1092d49d4c441;f;26;0;98;487,675,890,493,864;20,943,951,023,932;605,316,047,720,881;575,050,245,334,837;172,515,073,600,451;0;2;2;0,95;0;2;2581;2;TRUE;0,35459940652819;1828;42;1
5139;68f45e67316d8d8916e1092d49d4c441;f;26;0;99;235,712,066,952,654;20,943,951,023,932;646,401,741,745,567;601,153,619,823,377;360,692,171,894,026;0;1;1;0,93;0;2;1185;2;FALSE;0,618694362017804;415;42;0
5140;68f45e67316d8d8916e1092d49d4c441;f;26;0;100;566,742,957,692,312;20,943,951,023,932;106,995,023,130,728;962,955,208,176,555;962,955,208,176,555;0;2;2;0,9;0;2;1859;2;TRUE;0,507418397626113;850;42;1
5141;68f45e67316d8d8916e1092d49d4c441;f;26;0;101;457,529,522,695,719;20,943,951,023,932;498,903,880,961,251;449,013,492,865,126;224,506,746,432,563;0;1;1;0,9;0;2;2564;1;TRUE;0,326409495548961;622;42;1
5142;68f45e67316d8d8916e1092d49d4c441;f;26;0;102;526,321,100,239,081;-20,943,951,023,932;107,502,224,008,286;967,520,016,074,578;967,520,016,074,578;1;1;1;0,9;0,1;3;2552;2;FALSE;0,320474777448071;546;42;0
5143;68f45e67316d8d8916e1092d49d4c441;f;26;0;103;241,288,020,628,721;-20,943,951,023,932;104,178,641,528,633;968,861,366,216,287;290,658,409,864,886;0;2;2;0,93;0;2;1882;2;TRUE;0,629080118694362;833;42;1
5144;68f45e67316d8d8916e1092d49d4c441;f;26;0;104;54,583,178,693,369;20,943,951,023,932;632,294,025,127,704;442,605,817,589,393;221,302,908,794,696;2;1;1;0,7;0,5;3;1107;1;TRUE;0,683976261127596;403;42;1
5145;68f45e67316d8d8916e1092d49d4c441;f;26;0;105;612,073,688,758,108;-20,943,951,023,932;10,419,529,268,591;937,757,634,173,189;562,654,580,503,914;1;2;2;0,9;0,6;3;983;2;TRUE;0,931750741839763;822;42;1
5146;68f45e67316d8d8916e1092d49d4c441;f;26;0;106;528,958,847,494,362;20,943,951,023,932;510,916,444,614,947;459,824,800,153,452;919,649,600,306,904;1;2;2;0,9;0,2;3;1904;2;TRUE;0,635014836795252;716;42;1
5147;68f45e67316d8d8916e1092d49d4c441;f;26;0;107;374,574,048,151,065;20,943,951,023,932;693,327,683,480,675;623,994,915,132,607;249,597,966,053,043;0;2;2;0,9;0;2;1826;2;TRUE;0,692878338278932;717;42;1
5148;68f45e67316d8d8916e1092d49d4c441;f;26;0;108;32,165,622,384,031;-20,943,951,023,932;621,894,172,080,518;578,361,580,034,882;578,361,580,034,882;1;2;2;0,93;0,1;3;1277;2;TRUE;0,431750741839763;574;42;1
5149;68f45e67316d8d8916e1092d49d4c441;f;26;0;109;459,145,313,730,501;20,943,951,023,932;876,207,529,168,993;832,397,152,710,543;416,198,576,355,272;2;2;2;0,95;0,5;3;3892;1;FALSE;0,376854599406528;5861;42;0
5150;68f45e67316d8d8916e1092d49d4c441;f;26;0;110;0,0465223917369988;20,943,951,023,932;522,692,590,374,827;418,154,072,299,862;167,261,628,919,945;2;1;1;0,8;0,4;3;1640;1;TRUE;0,688427299703264;1446;42;1
5151;68f45e67316d8d8916e1092d49d4c441;f;26;0;111;0,125086921289343;20,943,951,023,932;965,740,198,762,912;676,018,139,134,038;135,203,627,826,808;0;1;1;0,7;0;2;2188;1;TRUE;0,522255192878338;872;42;1
5152;68f45e67316d8d8916e1092d49d4c441;f;26;0;112;25,008,147,750,894;20,943,951,023,932;100,824,021,996,043;9,376,634,045,632;18,753,268,091,264;1;2;2;0,93;0,2;3;1459;2;TRUE;0,729970326409496;476;42;1
5153;68f45e67316d8d8916e1092d49d4c441;f;26;0;113;16,037,165,090,954;20,943,951,023,932;672,613,025,741,694;605,351,723,167,524;302,675,861,583,762;2;2;2;0,9;0,5;3;1675;2;TRUE;0,391691394658754;1669;42;1
5154;68f45e67316d8d8916e1092d49d4c441;f;26;0;114;106,347,544,307,004;20,943,951,023,932;638,067,107,283,655;446,646,975,098,559;893,293,950,197,118;0;2;2;0,7;0;2;1216;2;TRUE;0,375370919881306;848;42;1
5155;68f45e67316d8d8916e1092d49d4c441;f;26;0;115;236,684,813,428,645;-20,943,951,023,932;112,120,439,363,672;106,514,417,395,488;106,514,417,395,488;2;1;1;0,95;0,1;3;1864;2;FALSE;0,507418397626113;1453;42;0
5156;68f45e67316d8d8916e1092d49d4c441;f;26;0;116;128,616,128,450,946;20,943,951,023,932;926,494,308,171,874;741,195,446,537,499;37,059,772,326,875;0;1;1;0,8;0;2;1936;1;TRUE;0,412462908011869;607;42;1
5157;68f45e67316d8d8916e1092d49d4c441;f;26;0;117;16,367,124,861,177;20,943,951,023,932;90,764,098,152,814;635,348,687,069,698;635,348,687,069,698;0;1;1;0,7;0;2;1185;1;TRUE;0,706231454005935;861;42;1
5158;68f45e67316d8d8916e1092d49d4c441;f;26;0;118;221,525,131,380,904;-20,943,951,023,932;893,959,700,992,896;804,563,730,893,606;482,738,238,536,164;0;2;2;0,9;0;2;1297;2;TRUE;0,64540059347181;335;42;1
5159;68f45e67316d8d8916e1092d49d4c441;f;26;0;119;0,760157233043226;20,943,951,023,932;792,372,483,888,186;713,135,235,499,367;21,394,057,064,981;0;1;1;0,9;0;2;2173;1;TRUE;0,330860534124629;462;42;1
5161;789f57295631409aea4b6d9b9d49a09c;f;37;0;1;168,844,795,441,994;-20,943,951,023,932;109,699,547,278,393;102,020,578,968,906;306,061,736,906,717;0;2;2;0,93;0;2;3721;1;FALSE;0,0407523510971787;3047;43;0
5162;789f57295631409aea4b6d9b9d49a09c;f;37;0;2;451,814,983,836,233;-20,943,951,023,932;706,415,152,206,763;565,132,121,765,411;226,052,848,706,164;1;2;2;0,8;0,4;3;1952;2;TRUE;0,909090909090909;1601;43;1
5163;789f57295631409aea4b6d9b9d49a09c;f;37;0;3;0,877155376674762;20,943,951,023,932;551,622,776,301,253;496,460,498,671,128;198,584,199,468,451;0;2;2;0,9;0;2;2130;2;TRUE;0,896551724137931;2205;43;1
5164;789f57295631409aea4b6d9b9d49a09c;f;37;0;4;318,775,097,239,236;20,943,951,023,932;104,919,483,645,752;996,735,094,634,645;199,347,018,926,929;1;2;2;0,95;0,2;3;2418;2;TRUE;0,700626959247649;2123;43;1
5165;789f57295631409aea4b6d9b9d49a09c;f;37;0;5;338,627,107,546,327;-20,943,951,023,932;109,689,753,126,892;104,205,265,470,547;312,615,796,411,642;2;2;2;0,95;0,3;3;2911;2;TRUE;0,699059561128527;3178;43;1
5166;789f57295631409aea4b6d9b9d49a09c;f;37;0;6;229,894,639,659,479;20,943,951,023,932;646,442,445,359,382;581,798,200,823,444;349,078,920,494,066;1;1;1;0,9;0,6;3;2416;1;TRUE;0,697492163009404;2438;43;1
5167;789f57295631409aea4b6d9b9d49a09c;f;37;0;7;330,993,813,278,822;20,943,951,023,932;851,436,769,111,004;596,005,738,377,703;357,603,443,026,622;0;2;2;0,7;0;2;2045;2;TRUE;0,898119122257053;3989;43;1
5168;789f57295631409aea4b6d9b9d49a09c;f;37;0;8;448,942,675,869,093;20,943,951,023,932;598,400,294,481,289;556,512,273,867,599;22,260,490,954,704;1;1;1;0,93;0,4;3;2516;2;FALSE;0,648902821316614;1478;43;0
5169;789f57295631409aea4b6d9b9d49a09c;f;37;0;9;289,021,213,898,095;-20,943,951,023,932;87,451,503,854,433;699,612,030,835,464;349,806,015,417,732;2;1;1;0,8;0,5;3;1961;1;TRUE;0,910658307210031;2546;43;1
5170;789f57295631409aea4b6d9b9d49a09c;f;37;0;10;281,991,271,405,722;-20,943,951,023,932;927,735,086,176,287;74,218,806,894,103;445,312,841,364,618;0;1;1;0,8;0;2;1735;1;TRUE;0,949843260188088;3055;43;1
5171;789f57295631409aea4b6d9b9d49a09c;f;37;0;11;473,604,425,333,127;-20,943,951,023,932;801,671,927,362,549;761,588,330,994,422;152,317,666,198,884;2;1;1;0,95;0,2;3;1743;1;TRUE;0,896551724137931;6729;43;1
5172;789f57295631409aea4b6d9b9d49a09c;f;37;0;12;189,421,727,354,464;20,943,951,023,932;79,825,862,696,594;638,606,901,572,752;638,606,901,572,752;0;2;2;0,8;0;2;1806;2;TRUE;0,956112852664577;915;43;1
5173;789f57295631409aea4b6d9b9d49a09c;f;37;0;13;374,439,798,449,964;20,943,951,023,932;812,973,950,133,746;756,065,773,624,384;45,363,946,417,463;2;2;2;0,93;0,6;3;2055;2;TRUE;0,907523510971787;1717;43;1
5174;789f57295631409aea4b6d9b9d49a09c;f;37;0;14;460,330,253,276,196;20,943,951,023,932;875,549,440,393,584;814,260,979,566,033;814,260,979,566,033;0;1;1;0,93;0;2;3016;1;TRUE;0,601880877742947;2385;43;1
5175;789f57295631409aea4b6d9b9d49a09c;f;37;0;15;480,470,558,185,933;20,943,951,023,932;965,178,973,580,156;897,616,445,429,545;897,616,445,429,545;0;2;2;0,93;0;2;1895;2;TRUE;0,700626959247649;2752;43;1
5176;789f57295631409aea4b6d9b9d49a09c;f;37;0;16;532,704,093,119,325;-20,943,951,023,932;811,402,060,755,715;754,603,916,502,815;377,301,958,251,408;0;1;1;0,93;0;2;2408;2;FALSE;0,741379310344828;2535;43;0
5177;789f57295631409aea4b6d9b9d49a09c;f;37;0;17;569,636,954,557,275;20,943,951,023,932;657,822,528,902,534;460,475,770,231,774;460,475,770,231,774;0;1;1;0,7;0;2;1659;1;TRUE;0,931034482758621;828;43;1
5178;789f57295631409aea4b6d9b9d49a09c;f;37;0;18;480,401,175,115,051;20,943,951,023,932;112,398,693,008,411;10,115,882,370,757;606,952,942,245,419;0;1;1;0,9;0;2;1629;1;TRUE;0,822884012539185;2064;43;1
5179;789f57295631409aea4b6d9b9d49a09c;f;37;0;19;384,679,803,611,384;-20,943,951,023,932;915,702,392,233,724;640,991,674,563,607;320,495,837,281,803;0;2;2;0,7;0;2;1625;2;TRUE;0,88871473354232;1752;43;1
5180;789f57295631409aea4b6d9b9d49a09c;f;37;0;20;431,473,160,470,181;-20,943,951,023,932;895,991,017,648,077;833,271,646,412,712;249,981,493,923,814;2;2;2;0,93;0,3;3;1778;2;TRUE;0,932601880877743;1460;43;1
5181;789f57295631409aea4b6d9b9d49a09c;f;37;0;21;610,356,505,331,275;-20,943,951,023,932;955,140,672,228,411;85,962,660,500,557;429,813,302,502,785;0;2;2;0,9;0;2;1659;2;TRUE;0,800940438871473;3532;43;1
5182;789f57295631409aea4b6d9b9d49a09c;f;37;0;22;141,625,942,498,545;20,943,951,023,932;750,540,983,426,324;675,486,885,083,692;405,292,131,050,215;0;2;2;0,9;0;2;2011;2;TRUE;0,689655172413793;905;43;1
5183;789f57295631409aea4b6d9b9d49a09c;f;37;0;23;230,436,917,545,034;-20,943,951,023,932;706,195,369,255,291;494,336,758,478,704;148,301,027,543,611;0;2;2;0,7;0;2;1536;2;TRUE;0,948275862068966;2593;43;1
5184;789f57295631409aea4b6d9b9d49a09c;f;37;0;24;148,207,595,495,521;20,943,951,023,932;724,479,658,820,027;579,583,727,056,022;289,791,863,528,011;0;2;2;0,8;0;2;2195;2;TRUE;0,804075235109718;1696;43;1
5185;789f57295631409aea4b6d9b9d49a09c;f;37;0;25;221,899,678,332,767;-20,943,951,023,932;36,666,716,795,568;348,333,809,557,896;209,000,285,734,738;0;2;2;0,95;0;2;2079;2;TRUE;0,598746081504702;1908;43;1
5186;789f57295631409aea4b6d9b9d49a09c;f;37;0;26;0,131242572695849;20,943,951,023,932;86,931,900,233,636;695,455,201,869,088;417,273,121,121,453;2;2;2;0,8;0,6;3;1660;2;TRUE;0,88871473354232;1259;43;1
5187;789f57295631409aea4b6d9b9d49a09c;f;37;0;27;2,093,241,907,124;20,943,951,023,932;563,332,434,452,477;50,699,919,100,723;253,499,595,503,615;2;1;1;0,9;0,5;3;1784;1;TRUE;0,852664576802508;1943;43;1
5188;789f57295631409aea4b6d9b9d49a09c;f;37;0;28;582,687,758,506,818;20,943,951,023,932;68,769,307,831,594;653,308,424,400,143;261,323,369,760,057;0;2;2;0,95;0;2;1673;2;TRUE;0,752351097178683;2127;43;1
5189;789f57295631409aea4b6d9b9d49a09c;f;37;0;29;0,988937018815974;-20,943,951,023,932;544,300,513,178,578;506,199,477,256,077;101,239,895,451,215;2;2;2;0,93;0,2;3;2049;2;TRUE;0,695924764890282;1550;43;1
5190;789f57295631409aea4b6d9b9d49a09c;f;37;0;30;238,630,241,057,458;-20,943,951,023,932;864,523,268,503,122;605,166,287,952,186;302,583,143,976,093;1;1;1;0,7;0,5;3;1434;1;TRUE;0,877742946708464;1033;43;1
5191;789f57295631409aea4b6d9b9d49a09c;f;37;0;31;232,669,712,574,166;-20,943,951,023,932;52,684,178,248,258;500,499,693,358,451;150,149,908,007,535;0;1;1;0,95;0;2;2162;2;FALSE;0,498432601880878;2908;43;0
5192;789f57295631409aea4b6d9b9d49a09c;f;37;0;32;48,668,444,902,041;-20,943,951,023,932;830,960,621,937,326;664,768,497,549,861;664,768,497,549,861;2;1;1;0,8;0,1;3;1716;1;TRUE;0,899686520376176;1965;43;1
5193;789f57295631409aea4b6d9b9d49a09c;f;37;0;33;549,125,754,294,427;20,943,951,023,932;655,793,126,433,943;45,905,518,850,376;45,905,518,850,376;0;2;2;0,7;0;2;1637;2;TRUE;0,882445141065831;3014;43;1
5194;789f57295631409aea4b6d9b9d49a09c;f;37;0;34;511,137,302,194,432;20,943,951,023,932;574,284,322,183,253;534,084,419,630,425;534,084,419,630,425;1;2;2;0,93;0,1;3;1844;2;TRUE;0,64576802507837;935;43;1
5195;789f57295631409aea4b6d9b9d49a09c;f;37;0;35;320,490,985,911,681;-20,943,951,023,932;785,463,386,845,089;549,824,370,791,562;274,912,185,395,781;0;1;1;0,7;0;2;1750;1;TRUE;0,915360501567398;1877;43;1
5196;789f57295631409aea4b6d9b9d49a09c;f;37;0;36;362,428,224,805,806;20,943,951,023,932;814,560,426,493,232;757,541,196,638,705;303,016,478,655,482;0;1;1;0,93;0;2;2023;1;TRUE;0,595611285266458;2959;43;1
5197;789f57295631409aea4b6d9b9d49a09c;f;37;0;37;451,372,570,466,596;-20,943,951,023,932;748,723,807,093,761;696,313,140,597,198;348,156,570,298,599;2;2;2;0,93;0,5;3;1648;2;TRUE;0,692789968652038;1622;43;1
5198;789f57295631409aea4b6d9b9d49a09c;f;37;0;38;115,610,139,934,666;20,943,951,023,932;872,779,093,149,103;829,140,138,491,648;16,582,802,769,833;0;2;2;0,95;0;2;1410;2;TRUE;0,605015673981191;2229;43;1
5199;789f57295631409aea4b6d9b9d49a09c;f;37;0;39;0,457061643821991;20,943,951,023,932;906,122,709,289,235;724,898,167,431,388;289,959,266,972,555;0;2;2;0,8;0;2;1610;2;TRUE;0,915360501567398;1681;43;1
5200;789f57295631409aea4b6d9b9d49a09c;f;37;0;40;323,636,251,647,937;20,943,951,023,932;676,516,889,982,519;473,561,822,987,763;142,068,546,896,329;0;1;1;0,7;0;2;1681;1;TRUE;0,96551724137931;1380;43;1
5201;789f57295631409aea4b6d9b9d49a09c;f;37;0;41;372,999,676,857,452;20,943,951,023,932;699,752,652,119,099;62,977,738,690,719;62,977,738,690,719;2;2;2;0,9;0,1;3;1911;1;FALSE;0,749216300940439;1788;43;0
5202;789f57295631409aea4b6d9b9d49a09c;f;37;0;42;229,973,020,636,732;-20,943,951,023,932;120,970,829,052,598;108,873,746,147,338;326,621,238,442,013;0;1;1;0,9;0;2;2081;1;TRUE;0,600313479623824;1575;43;1
5203;789f57295631409aea4b6d9b9d49a09c;f;37;0;43;522,804,166,316,654;20,943,951,023,932;895,068,818,297,247;805,561,936,467,522;805,561,936,467,522;0;1;1;0,9;0;2;1965;2;FALSE;0,603448275862069;3043;43;0
5204;789f57295631409aea4b6d9b9d49a09c;f;37;0;44;543,921,612,426,584;-20,943,951,023,932;611,788,493,505,926;489,430,794,804,741;978,861,589,609,482;2;1;1;0,8;0,2;3;1725;1;TRUE;0,705329153605016;2158;43;1
5205;789f57295631409aea4b6d9b9d49a09c;f;37;0;45;221,030,074,034,064;-20,943,951,023,932;775,884,395,803;73,709,017,601,285;44,225,410,560,771;0;1;1;0,95;0;2;1935;2;FALSE;0,495297805642633;1327;43;0
