0.00e+00 & -2.25e-01 & -1.57e-01 & -1.24e-01 & -3.80e-02 & 3.50e-02 & 1.45e-01 & 1.13e-01 & 1.51e-01 & 1.40e-01 & 1.31e-01 & 1.31e-01 & 1.44e-01 & 1.54e-01 & 2.86e-01 & 2.58e-01 & 1.96e-01 & 1.86e-01 & 3.00e-01 & 4.13e-01 & 1.87e-01 & 2.87e-01 & 2.20e-01 & 3.73e-01 & 4.98e-01 \\
-3.86e-01 & 0.00e+00 & 3.10e-02 & 1.41e-01 & 2.34e-01 & 2.18e-01 & 5.18e-01 & 4.78e-01 & 3.14e-01 & 3.53e-01 & 4.94e-01 & 4.18e-01 & 6.31e-01 & 4.79e-01 & 7.44e-01 & 7.19e-01 & 6.27e-01 & 5.97e-01 & 1.18e+00 & 5.40e-01 & 5.40e-01 & 7.81e-01 & 6.40e-01 & 8.53e-01 & 5.73e-01 \\
-3.98e-01 & -7.40e-02 & 0.00e+00 & 9.90e-02 & 2.34e-01 & 7.90e-02 & 5.04e-01 & 4.49e-01 & 6.93e-01 & 6.36e-01 & 4.80e-01 & 4.80e-01 & 8.17e-01 & 5.03e-01 & 5.81e-01 & 5.50e-01 & 1.02e+00 & 9.11e-01 & 4.95e-01 & 7.76e-01 & 6.36e-01 & 9.82e-01 & 1.04e+00 & 6.07e-01 & 1.17e+00 \\
-4.20e-01 & 7.50e-02 & 5.30e-02 & 0.00e+00 & 2.24e-01 & 5.05e-01 & 2.63e-01 & 3.91e-01 & 6.75e-01 & 3.21e-01 & 5.69e-01 & 6.93e-01 & 4.25e-01 & 4.28e-01 & 8.72e-01 & 5.05e-01 & 4.76e-01 & 7.22e-01 & 1.27e+00 & 3.49e-01 & 7.79e-01 & 6.07e-01 & 9.89e-01 & 9.26e-01 & 9.26e-01 \\
-3.94e-01 & -7.50e-02 & -2.72e-01 & 1.91e-01 & 0.00e+00 & 4.50e-01 & 6.09e-01 & 7.95e-01 & 2.91e-01 & 7.00e-01 & 6.10e-01 & 4.64e-01 & 3.35e-01 & 2.66e-01 & 5.15e-01 & 6.75e-01 & 1.60e+00 & 1.22e+00 & 6.83e-01 & 5.63e-01 & 1.52e+00 & 9.49e-01 & 2.00e-01 & 1.34e+00 & 1.52e+00 \\
-4.19e-01 & -2.00e-02 & 1.08e-01 & 1.15e-01 & 1.91e-01 & 0.00e+00 & 1.92e-01 & 2.60e-01 & 3.84e-01 & 3.13e-01 & 3.85e-01 & 6.33e-01 & 8.46e-01 & 8.92e-01 & 1.02e+00 & 7.79e-01 & 1.35e+00 & 9.55e-01 & 1.56e+00 & 1.80e+00 & 4.63e-01 & 6.73e-01 & 6.73e-01 & 6.40e-01 & 6.40e-01 \\
-4.67e-01 & 8.60e-02 & -4.00e-02 & 1.43e-01 & 6.13e-01 & 3.60e-01 & 0.00e+00 & 6.60e-01 & 1.21e-01 & 5.88e-01 & 1.12e-01 & 8.53e-01 & 5.37e-01 & 9.70e-02 & 1.02e+00 & 3.12e-01 & 8.30e-01 & 9.52e-01 & 1.13e+00 & 1.13e+00 & 1.28e+00 & 8.98e-01 & 1.47e+00 & 2.64e+00 & 5.92e-01 \\
-4.78e-01 & 1.67e-01 & 1.90e-01 & 1.55e-01 & 6.45e-01 & 1.50e-02 & 3.87e-01 & 0.00e+00 & 2.92e-01 & 6.43e-01 & 2.30e-01 & 6.40e-01 & 4.45e-01 & -1.60e-01 & 4.52e-01 & 1.12e+00 & 6.20e-01 & 6.20e-01 & 6.83e-01 & 1.02e+00 & 8.52e-01 & 2.36e+00 & 8.90e-01 & 1.26e+00 & 1.52e+00 \\
-4.30e-01 & -8.00e-03 & -1.24e-01 & 1.13e-01 & 7.39e-01 & 3.52e-01 & 4.35e-01 & 4.41e-01 & 0.00e+00 & 1.00e-03 & 5.09e-01 & 5.60e-02 & 1.25e+00 & 1.34e-01 & 1.96e+00 & 4.79e-01 & 1.09e+00 & 1.39e+00 & 8.59e-01 & 1.04e+00 & 2.16e+00 & 1.59e-01 & 1.59e-01 & 1.22e+00 & 9.45e-01 \\
-4.95e-01 & -2.30e-02 & 9.00e-03 & 3.29e-01 & 3.56e-01 & 1.81e-01 & 8.42e-01 & 2.69e-01 & 4.85e-01 & 0.00e+00 & 1.48e+00 & 7.94e-01 & 3.81e-01 & 1.10e+00 & 5.35e-01 & -2.30e-02 & 8.56e-01 & 3.50e-01 & 6.83e-01 & 1.52e+00 & 2.63e-01 & 1.62e+00 & 8.38e-01 & 1.52e+00 & 1.52e+00 \\
-4.37e-01 & -2.12e-01 & -1.26e-01 & 2.30e-02 & 5.93e-01 & 2.34e-01 & 5.91e-01 & 4.91e-01 & 3.66e-01 & -3.34e-01 & 0.00e+00 & 5.05e-01 & 1.50e+00 & 7.82e-01 & 1.48e-01 & 9.68e-01 & 2.57e+00 & 2.37e+00 & 1.72e+00 & 1.23e+00 & 2.21e+00 & 1.16e+00 & 5.42e-01 & 4.78e-01 & 1.22e+00 \\
-4.92e-01 & -2.46e-01 & 1.19e-01 & 2.38e-01 & 6.59e-01 & 5.59e-01 & 4.32e-01 & 1.11e-01 & 3.36e-01 & 5.47e-01 & 7.67e-01 & 0.00e+00 & 9.90e-02 & 1.15e+00 & 1.89e+00 & 7.65e-01 & 1.52e+00 & 9.39e-01 & 1.18e+00 & 6.93e-01 & 9.35e-01 & 8.10e-01 & 1.41e+00 & 1.89e+00 & 4.46e-01 \\
-4.77e-01 & 1.50e-02 & -2.01e-01 & 1.81e-01 & 9.17e-01 & 4.10e-01 & 7.45e-01 & 1.20e-02 & -1.00e-03 & 1.01e+00 & 3.21e-01 & 1.09e+00 & 0.00e+00 & 1.56e+00 & 1.70e+00 & -1.00e-01 & 1.18e+00 & 9.58e-01 & 8.98e-01 & 3.56e-01 & 3.56e-01 & 1.37e+00 & 6.92e-01 & 6.22e-01 & 6.22e-01 \\
-3.37e-01 & 6.60e-02 & -6.80e-02 & -9.50e-02 & 2.79e-01 & 3.43e-01 & 3.00e-02 & 3.25e-01 & 4.17e-01 & -6.80e-02 & 6.24e-01 & 3.74e-01 & 3.98e-01 & 0.00e+00 & -3.88e-01 & 4.29e-01 & 9.74e-01 & 2.70e+00 & 1.46e+00 & 5.38e-01 & 1.15e+00 & 1.30e+00 & 9.19e-01 & 1.30e+00 & 1.30e+00 \\
-4.35e-01 & -8.90e-02 & -3.60e-02 & 2.93e-01 & 1.46e-01 & 4.11e-01 & 9.20e-02 & 3.40e-01 & 6.92e-01 & 8.56e-01 & 1.07e+00 & -1.39e-01 & 1.57e+00 & 1.82e+00 & 0.00e+00 & 1.25e-01 & 1.04e+00 & 2.06e+00 & -1.52e-01 & -1.52e-01 & -5.76e-01 & 1.65e+00 & -4.71e-01 & 2.81e+00 & 2.68e-01 \\
-3.31e-01 & -3.65e-01 & 1.57e-01 & 2.90e-01 & 7.47e-01 & -2.85e-01 & 3.77e-01 & 9.70e-02 & 6.41e-01 & 1.57e-01 & 3.95e-01 & 5.51e-01 & 5.43e-01 & 4.82e-01 & 2.67e-01 & 0.00e+00 & -3.87e-01 & -6.94e-01 & 5.28e-01 & 1.29e+00 & 2.82e+00 & 9.06e-01 & 1.38e+00 & 5.28e+00 & -4.29e-01 \\
-4.76e-01 & 6.70e-02 & -2.44e-01 & -2.08e-01 & 1.04e+00 & 1.56e-01 & 6.51e-01 & 1.46e+00 & -3.44e-01 & 1.52e-01 & 1.43e+00 & 5.62e-01 & 7.28e-01 & 8.97e-01 & 9.86e-01 & -1.49e-01 & 0.00e+00 & 2.43e+00 & 1.99e+00 & 2.83e-01 & 1.99e+00 & 1.13e+00 & 6.70e-02 & 2.79e-01 & 9.18e-01 \\
-4.97e-01 & -2.92e-01 & 1.05e-01 & 5.90e-02 & 1.12e-01 & -9.00e-02 & 1.00e+00 & 8.15e-01 & 1.94e-01 & 1.13e+00 & 1.17e+00 & 7.77e-01 & 4.73e-01 & 6.18e-01 & 2.90e-01 & -3.55e-01 & 1.70e-01 & 0.00e+00 & 2.89e+00 & -2.70e-02 & 1.43e+00 & 2.03e+00 & 3.85e+00 & 4.09e+00 & 1.91e+00 \\
-4.63e-01 & 4.40e-02 & 7.90e-02 & -8.90e-02 & 3.91e-01 & 1.60e-01 & 2.92e-01 & 1.40e+00 & 5.40e-01 & 6.90e-01 & 5.85e-01 & 1.04e+00 & 1.53e+00 & -7.20e-02 & 1.22e+00 & 1.59e+00 & -1.06e-01 & -5.53e-01 & 0.00e+00 & 6.73e-01 & 1.79e+00 & -3.04e-01 & 3.91e-01 & 6.67e-01 & -1.66e-01 \\
-4.65e-01 & -1.11e-01 & -1.78e-01 & -2.02e-01 & 1.67e+00 & -1.11e-01 & 1.36e+00 & 4.03e-01 & 1.06e+00 & 6.45e-01 & 9.83e-01 & 1.73e+00 & 2.33e-01 & -3.23e-01 & -1.90e-01 & -5.95e-01 & 4.69e-01 & 1.94e+00 & 1.44e+00 & 0.00e+00 & 2.66e+00 & -2.38e-01 & -2.38e-01 & 8.26e-01 & -8.70e-02 \\
-4.29e-01 & -3.20e-02 & 1.26e-01 & -2.40e-01 & 5.72e-01 & 4.51e-01 & 4.97e-01 & -3.32e-01 & 7.85e-01 & 1.15e+00 & 4.17e-01 & 6.53e-01 & 1.75e-01 & 1.26e+00 & 9.29e-01 & 9.29e-01 & 2.27e+00 & 1.33e+00 & 1.63e-01 & 0.00e+00 & 0.00e+00 & 4.51e-01 & -2.74e-01 & 3.35e+00 & -1.30e-01 \\
-5.08e-01 & -3.69e-01 & -2.97e-01 & 2.40e-01 & 8.94e-01 & 5.79e-01 & 9.55e-01 & 9.00e-02 & -6.80e-02 & 5.34e-01 & 1.47e+00 & 2.08e+00 & 1.30e+00 & 2.63e-01 & 1.01e+00 & 4.04e+00 & -3.91e-01 & -3.91e-01 & -2.41e-01 & 1.28e+00 & 5.19e-01 & 0.00e+00 & 0.00e+00 & 2.41e+00 & 3.54e+00 \\
-6.53e-01 & 7.90e-02 & -1.07e-01 & -2.29e-01 & 4.71e-01 & 4.71e-01 & 1.37e+00 & 1.03e+00 & 5.20e-01 & -4.70e-02 & 4.36e-01 & 1.58e+00 & 1.14e+00 & 1.35e+00 & 8.78e-01 & 2.29e+00 & 1.35e-01 & 2.97e+00 & 1.12e+00 & 2.54e+00 & -2.92e-01 & 3.41e+00 & 0.00e+00 & 1.12e+00 & 0.00e+00 \\
-5.61e-01 & -2.36e-01 & 9.60e-02 & -1.80e-02 & 2.50e-01 & 6.67e-01 & 1.58e+00 & -1.37e-01 & 8.45e-01 & 6.87e-01 & 1.85e+00 & 1.85e+00 & -4.94e-01 & 1.78e+00 & -3.35e-01 & -3.35e-01 & 1.41e+00 & 1.41e+00 & 1.00e+00 & 4.01e+00 & 1.00e+00 & 0.00e+00 & 2.50e-01 & 0.00e+00 & 4.98e-01 \\
-4.92e-01 & 6.00e-02 & -1.87e-01 & 5.20e-02 & 3.39e-01 & 6.74e-01 & 4.51e-01 & 1.56e-01 & 7.30e-01 & 3.55e-01 & 3.08e-01 & 3.08e-01 & 1.03e+00 & 1.23e+00 & 2.21e+00 & 2.74e+00 & 0.00e+00 & 2.92e-01 & 6.11e-01 & -1.95e-01 & 3.83e+00 & 3.02e+00 & 0.00e+00 & 2.04e-01 & 0.00e+00 \\
