-3.13e-01 & -3.90e-02 & 1.30e-02 & -7.50e-02 & 2.29e-01 & 2.07e-01 & 3.83e-01 & 4.90e-02 & 3.20e-01 & 5.56e-01 & 0.00e+00 & 5.27e-01 & 9.00e-01 & 8.47e-01 & 5.69e-01 & 7.11e-01 & 6.38e-01 & 4.65e-01 & 5.05e-01 & 1.26e+00 & 1.15e+00 & 4.75e-01 & 1.15e+00 & -3.60e-02 & 6.07e-01 \\
-3.48e-01 & -5.00e-03 & 5.90e-02 & 1.00e-02 & 1.48e-01 & 5.15e-01 & 2.22e-01 & 7.80e-02 & 6.94e-01 & 1.15e-01 & 9.27e-01 & 0.00e+00 & 9.51e-01 & 8.98e-01 & 1.05e+00 & 3.18e-01 & 1.39e+00 & 6.30e-02 & 2.15e-01 & 3.25e-01 & 5.46e-01 & 2.40e-01 & 1.02e-01 & 8.16e-01 & 9.81e-01 \\
-3.00e-01 & -1.04e-01 & -2.06e-01 & 2.80e-02 & 3.18e-01 & 3.98e-01 & 4.98e-01 & 3.37e-01 & 5.08e-01 & 3.06e-01 & 2.60e-01 & 3.65e-01 & 0.00e+00 & 9.36e-01 & 5.44e-01 & 1.32e+00 & 1.49e+00 & 5.56e-01 & 1.07e+00 & 1.33e+00 & -2.24e-01 & 6.13e-01 & -1.93e-01 & 7.40e-01 & 1.60e-01 \\
-3.28e-01 & 1.19e-01 & -5.90e-02 & 2.51e-01 & 2.91e-01 & 5.50e-01 & -4.10e-02 & 5.16e-01 & 4.30e-01 & 4.64e-01 & 4.50e-01 & 6.39e-01 & 9.80e-02 & 0.00e+00 & -7.30e-02 & 6.48e-01 & 6.19e-01 & 4.94e-01 & 1.02e+00 & -6.80e-02 & 8.70e-02 & -6.13e-01 & -3.10e-02 & 1.09e+00 & 8.57e-01 \\
-3.73e-01 & -2.30e-02 & 1.86e-01 & -3.60e-02 & 4.65e-01 & 1.27e-01 & 4.89e-01 & 3.49e-01 & 1.65e-01 & 5.82e-01 & 7.61e-01 & 4.67e-01 & 1.10e+00 & 5.03e-01 & 0.00e+00 & 3.19e-01 & 5.94e-01 & 3.04e-01 & 2.65e-01 & -2.77e-01 & 2.65e-01 & 8.04e-01 & 8.04e-01 & 8.91e-01 & 2.51e+00 \\
-3.76e-01 & 2.50e-02 & 3.20e-02 & -4.28e-01 & 3.75e-01 & 3.35e-01 & 5.53e-01 & 5.08e-01 & 6.12e-01 & 7.03e-01 & 8.96e-01 & 5.01e-01 & 4.74e-01 & 5.10e-01 & 1.06e+00 & 0.00e+00 & 7.16e-01 & 1.03e+00 & 7.51e-01 & 1.33e+00 & 1.67e-01 & 9.42e-01 & -2.90e-02 & 1.04e+00 & 7.45e-01 \\
-3.24e-01 & -9.40e-02 & 4.60e-02 & 4.50e-02 & 1.78e-01 & 3.14e-01 & 1.78e-01 & 1.89e-01 & 4.72e-01 & 1.01e-01 & 5.93e-01 & 6.81e-01 & 9.81e-01 & 5.71e-01 & 8.80e-01 & 4.46e-01 & 0.00e+00 & 5.73e-01 & 1.83e+00 & 9.62e-01 & 5.26e-01 & -1.84e-01 & 6.32e-01 & 3.04e-01 & 9.55e-01 \\
-3.36e-01 & 8.30e-02 & 1.22e-01 & -9.90e-02 & 3.86e-01 & 2.43e-01 & -2.90e-01 & 3.20e-01 & 4.82e-01 & 3.93e-01 & 5.86e-01 & 1.20e-01 & 6.25e-01 & 1.04e+00 & 5.25e-01 & 5.25e-01 & 1.40e+00 & 0.00e+00 & 3.79e-01 & 6.09e-01 & -8.00e-02 & 7.21e-01 & 1.01e+00 & 3.10e-02 & 1.75e+00 \\
-4.93e-01 & 1.76e-01 & 3.00e-02 & 3.64e-01 & 2.15e-01 & 9.67e-01 & 4.33e-01 & 2.78e-01 & 7.08e-01 & 3.11e-01 & 6.94e-01 & 1.70e-02 & 4.05e-01 & 6.97e-01 & 8.46e-01 & 1.08e-01 & 7.85e-01 & 3.39e-01 & 0.00e+00 & 9.48e-01 & 1.13e-01 & 1.08e+00 & -6.53e-01 & 2.74e+00 & 6.64e-01 \\
-3.78e-01 & -6.90e-02 & -2.96e-01 & 1.06e-01 & 3.04e-01 & 2.42e-01 & 6.14e-01 & 3.72e-01 & 6.50e-01 & 8.09e-01 & -3.00e-02 & 2.12e-01 & 8.09e-01 & 9.87e-01 & 1.57e+00 & -1.00e-02 & 1.40e+00 & 2.11e+00 & 7.91e-01 & 0.00e+00 & 1.09e+00 & 8.62e-01 & 1.24e+00 & -5.54e-01 & 7.86e-01 \\
-3.14e-01 & 3.07e-01 & -1.57e-01 & 2.52e-01 & -2.00e-02 & -1.42e-01 & 8.20e-01 & 2.69e-01 & 3.57e-01 & 9.10e-02 & 4.35e-01 & 7.70e-02 & 9.34e-01 & 1.44e-01 & 3.68e-01 & 3.68e-01 & 4.18e-01 & 6.54e-01 & 4.73e-01 & 1.79e-01 & 0.00e+00 & 8.38e-01 & 1.03e-01 & 1.64e+00 & -1.19e-01 \\
-3.78e-01 & 1.47e-01 & -1.59e-01 & -6.10e-02 & -2.83e-01 & 5.77e-01 & 2.43e-01 & 7.82e-01 & 4.82e-01 & 7.41e-01 & 6.80e-01 & 2.60e-01 & 4.50e-02 & 1.68e+00 & 6.01e-01 & 1.06e+00 & -1.70e-01 & 9.36e-01 & 3.40e-02 & 7.24e-01 & 1.07e+00 & 0.00e+00 & 7.20e-01 & 1.58e+00 & 1.06e+00 \\
-3.33e-01 & -1.28e-01 & -7.70e-02 & 1.59e-01 & 4.08e-01 & 4.75e-01 & 6.61e-01 & -1.66e-01 & 5.84e-01 & 3.03e-01 & 7.02e-01 & 1.78e-01 & 7.92e-01 & -1.06e-01 & 4.98e-01 & -1.44e-01 & 8.11e-01 & 8.11e-01 & 6.13e-01 & -3.20e-02 & 2.23e+00 & -1.95e-01 & 0.00e+00 & 2.86e+00 & 9.29e-01 \\
-3.16e-01 & 4.80e-02 & 9.60e-02 & -1.31e-01 & 3.98e-01 & -3.89e-01 & 1.05e+00 & 2.06e-01 & 1.61e-01 & 2.73e-01 & 3.64e-01 & 1.94e-01 & 6.10e-02 & 1.79e+00 & 3.94e-01 & 1.15e-01 & 1.02e+00 & 1.10e-02 & 1.10e+00 & 1.10e+00 & 2.60e-01 & 1.62e+00 & -4.76e-01 & 0.00e+00 & 1.51e+00 \\
-2.81e-01 & -5.20e-02 & -9.60e-02 & 1.10e-02 & 2.19e-01 & 1.17e-01 & 6.00e-03 & 4.02e-01 & 4.90e-02 & 1.51e-01 & 5.86e-01 & 3.88e-01 & 7.26e-01 & 6.25e-01 & -2.80e-02 & 1.27e+00 & -2.17e-01 & 5.67e-01 & 9.54e-01 & 9.54e-01 & 1.93e+00 & 8.28e-01 & 2.05e+00 & 1.19e+00 & 0.00e+00 \\
