0.775,0.153,0.040,0.017,0.004,0.007,0.002,0.002
0.117,0.562,0.182,0.089,0.032,0.009,0.007,0.002
0.020,0.154,0.482,0.186,0.099,0.045,0.011,0.003
0.006,0.047,0.166,0.487,0.199,0.077,0.017,0.001
0.002,0.017,0.050,0.175,0.477,0.212,0.061,0.006
0.002,0.011,0.023,0.068,0.194,0.519,0.166,0.018
0.002,0.002,0.010,0.024,0.069,0.176,0.620,0.098
0.001,0.001,0.006,0.007,0.008,0.027,0.142,0.810
