0.864,0.094,0.024,0.015,0.002,0.001
0.057,0.704,0.168,0.052,0.016,0.003
0.009,0.113,0.684,0.153,0.037,0.004
0.003,0.022,0.135,0.695,0.134,0.011
0.001,0.011,0.044,0.154,0.725,0.066
0.002,0.001,0.011,0.017,0.123,0.847
