x1,x2
16,0
16,4
16,4
32,4
32,1
32,0
32,1
32,3
32,0
32,2
32,4
32,3
32,2
32,0
32,4
32,5
32,2
32,2
32,0
32,5
32,2
32,5
32,0
32,3
32,3
32,3
32,0
32,0
32,2
32,2
32,1
32,2
32,5
31,2
31,0
31,5
31,2
31,0
31,4
31,0
31,0
31,2
31,0
31,2
31,4
31,2
31,3
31,2
31,4
31,0
31,2
31,2
31,2
31,0
31,2
31,5
31,5
31,0
31,5
31,2
31,3
31,3
31,2
31,0
2,0
2,1
2,1
2,0
2,1
2,1
2,0
2,0
2,0
2,0
2,0
2,1
2,0
2,0
2,0
2,0
2,1
2,1
2,1
2,1
2,0
2,0
2,1
2,0
2,0
2,1
2,1
2,0
2,0
2,0
2,0
30,0
30,3
30,3
30,0
30,0
30,1
30,5
30,1
30,4
30,1
30,0
30,4
30,3
30,4
30,3
30,5
30,3
30,5
30,3
30,1
30,3
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,0
3,2
3,2
3,0
3,2
3,2
3,2
3,2
3,2
3,0
3,2
3,2
3,2
29,1
29,5
29,5
29,1
29,5
29,1
29,1
29,1
29,2
29,2
29,1
29,0
29,0
29,0
29,4
29,0
29,2
29,5
29,1
29,2
29,1
29,1
29,2
29,5
29,0
29,2
29,2
29,2
29,5
29,2
29,1
29,0
29,2
29,1
29,0
29,2
29,4
4,3
4,3
4,3
4,0
4,3
4,0
4,3
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,3
4,0
4,3
4,3
4,0
4,0
4,0
4,0
4,0
4,3
4,0
4,3
4,0
4,0
4,3
4,3
4,0
4,3
4,0
4,0
4,0
4,3
4,3
27,2
27,0
27,4
27,2
27,2
27,2
27,3
27,4
27,2
27,2
27,1
27,2
27,2
27,1
27,1
27,3
6,0
6,0
6,5
6,0
6,5
6,0
6,0
6,5
6,0
6,5
6,5
6,5
6,0
6,5
6,5
6,5
26,0
26,3
26,5
26,0
26,3
26,3
26,5
26,3
26,4
26,5
26,4
26,3
26,5
26,3
26,3
26,4
26,0
26,4
26,4
26,5
26,5
26,4
26,0
26,3
26,5
26,4
7,0
7,1
7,2
7,0
7,1
7,1
7,2
7,0
7,2
7,1
7,1
7,1
7,2
7,1
7,2
7,2
7,2
7,2
7,1
7,2
7,2
7,1
7,2
7,2
7,2
7,1
25,0
25,0
25,4
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
8,0
8,0
8,3
8,1
8,0
8,1
8,0
8,1
8,3
8,0
8,1
24,3
24,2
24,2
24,2
24,2
24,5
24,0
24,0
24,5
24,0
24,2
24,5
24,5
24,2
24,5
24,5
24,2
24,0
24,3
24,5
9,1
9,0
9,4
9,4
9,1
9,1
9,0
9,0
9,4
9,4
9,1
9,4
9,4
9,4
9,4
9,4
9,1
9,0
9,4
9,1
23,2
23,3
23,2
23,2
10,0
10,5
10,5
10,5
22,0
22,4
22,0
22,1
22,1
22,0
22,1
22,5
22,5
22,0
22,0
22,4
22,4
22,4
22,1
22,5
22,0
22,4
22,4
22,0
22,5
22,5
22,1
11,0
11,2
11,0
11,0
11,3
11,3
11,2
11,2
11,2
11,2
11,0
11,2
11,3
11,0
11,2
11,3
11,2
11,3
11,2
11,2
11,3
11,2
11,2
21,0
21,1
21,1
21,1
21,3
21,3
21,3
21,0
21,5
21,3
21,0
21,1
21,3
21,3
21,3
21,0
21,0
21,5
21,5
21,5
21,3
21,5
21,3
21,3
21,5
21,1
21,5
21,0
21,3
21,1
21,5
21,0
21,3
21,5
21,0
21,1
12,4
12,4
12,2
12,2
12,4
12,4
12,4
12,0
12,4
12,2
12,0
12,2
12,4
12,4
12,4
12,2
12,2
12,2
12,2
12,4
12,4
12,4
12,4
12,2
12,2
12,2
12,4
12,0
12,2
12,4
12,2
12,0
12,4
12,2
12,2
12,2
19,0
19,0
19,1
19,5
19,2
19,5
19,2
19,2
19,2
19,2
19,1
19,5
19,2
19,5
19,0
19,2
19,2
19,1
19,5
19,5
19,2
19,2
14,0
14,4
14,4
14,3
14,3
14,3
14,4
14,3
14,4
14,3
14,4
14,3
14,0
14,4
14,4
14,3
14,3
14,3
14,4
14,3
14,4
14,0
18,2
18,2
18,2
18,1
18,2
18,0
18,4
18,2
18,4
18,2
18,2
18,4
18,2
18,4
18,1
18,2
18,2
18,1
18,1
18,4
18,2
18,2
18,2
15,5
15,3
15,5
15,5
15,3
15,3
15,5
15,3
15,3
15,5
15,0
15,3
15,5
15,3
15,5
15,0
15,3
15,3
15,5
15,5
15,3
15,3
15,0
17,1
17,1
17,3
17,1
17,2
17,3
17,3
17,0
17,3
17,3
17,1
17,2
17,3
17,2
17,2
16,4
16,4
16,5
16,4
16,5
16,5
16,5
16,4
16,5
16,0
16,0
16,4
16,5
16,5
16,4
