x1,x2
29,2
29,2
29,0
29,4
29,2
29,2
29,0
29,5
29,4
29,2
29,2
29,1
29,2
4,0
4,3
4,0
4,3
4,0
4,0
4,0
4,0
4,3
4,0
4,0
4,3
4,3
4,3
4,0
4,3
4,0
4,0
4,0
4,3
4,0
4,0
4,3
4,3
4,0
4,0
4,3
4,0
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,0
4,3
4,0
4,3
4,3
4,0
4,3
4,0
4,3
4,3
4,3
4,0
4,3
4,0
4,3
4,3
4,0
4,3
4,0
4,3
4,3
4,3
4,0
4,3
4,3
4,3
4,0
4,0
4,0
4,3
4,0
4,3
4,0
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,0
4,3
4,3
4,3
4,0
4,3
4,3
4,0
4,3
4,0
4,0
4,3
4,0
4,3
4,3
4,0
4,0
4,0
4,3
4,3
4,0
4,0
4,3
4,0
4,3
4,3
4,0
4,3
4,0
4,0
4,3
4,3
4,3
4,3
4,3
4,3
28,5
28,1
28,2
28,1
28,1
28,2
28,0
28,2
28,2
28,2
28,0
28,1
28,2
28,3
28,1
28,0
28,0
28,1
28,2
28,2
28,3
28,1
28,2
28,2
28,0
28,2
28,1
28,1
28,2
28,2
28,0
28,2
28,2
28,5
28,2
28,1
28,2
28,5
28,5
28,3
28,2
28,3
28,5
28,2
28,3
28,2
28,0
28,3
28,2
28,3
28,3
28,0
28,1
28,0
28,0
28,5
28,2
28,1
28,2
28,0
28,2
28,3
28,2
28,2
28,1
28,0
28,1
28,1
28,1
28,2
28,5
28,3
28,0
28,2
28,2
28,5
28,5
28,2
28,2
28,1
28,2
28,0
28,0
28,5
28,0
28,3
28,0
28,3
28,0
28,1
28,2
28,2
28,1
28,0
28,5
28,1
28,2
28,5
28,5
28,0
28,5
28,1
28,3
28,0
28,5
28,0
28,2
28,2
28,5
28,2
28,0
28,1
28,0
28,3
28,3
28,0
28,2
28,5
28,1
28,1
28,0
28,0
28,0
28,2
28,5
28,5
28,1
28,0
28,2
28,5
28,1
28,1
28,5
28,3
28,3
28,0
28,0
28,1
28,2
28,1
28,5
28,3
28,1
28,2
28,1
28,1
28,2
28,3
28,0
28,3
28,0
28,2
28,5
28,2
28,5
28,2
5,0
5,4
5,0
5,4
5,4
5,4
5,0
5,0
5,0
5,4
5,0
5,4
5,0
5,4
5,0
5,0
5,0
5,4
5,0
5,0
5,4
5,0
5,4
5,0
5,0
5,4
5,0
5,4
5,0
5,4
5,0
5,4
5,4
5,0
5,4
5,0
5,0
5,4
5,0
5,4
5,4
5,0
5,0
5,0
5,4
5,4
5,0
5,4
5,4
5,4
5,0
5,0
5,0
5,0
5,0
5,4
5,0
5,0
5,0
5,0
5,0
5,4
5,4
5,4
5,4
5,0
5,4
5,0
5,0
5,4
5,4
5,0
5,0
5,0
5,4
5,4
5,4
5,4
5,4
5,0
5,4
5,0
5,0
5,4
5,0
5,4
5,0
5,4
5,4
5,4
5,4
5,4
5,4
5,0
5,0
5,4
5,4
5,4
5,4
5,0
5,4
5,4
5,4
5,0
5,4
5,0
5,0
5,0
5,4
5,0
5,0
5,0
5,0
5,4
5,0
5,0
5,4
5,4
5,4
5,4
5,4
5,4
5,0
5,4
5,0
5,0
5,4
5,0
5,0
5,4
5,0
5,4
5,4
5,4
5,4
5,0
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,0
5,4
5,0
5,0
5,4
5,0
5,4
5,0
5,0
5,4
5,0
5,0
5,4
27,4
27,0
27,4
27,0
27,4
27,4
27,3
27,2
27,0
27,2
27,3
27,2
27,2
27,0
27,4
27,3
27,0
27,2
27,3
27,0
27,3
27,2
27,3
27,1
27,2
27,0
27,3
27,3
27,2
27,0
27,4
27,3
27,1
27,2
27,0
27,3
27,2
27,2
27,0
27,3
27,2
27,1
27,2
27,2
27,2
27,0
27,2
27,2
27,3
27,4
27,2
27,4
27,2
27,2
27,0
27,0
27,2
27,2
27,3
27,0
27,2
27,0
27,2
27,4
27,2
27,3
27,2
27,1
27,3
27,0
27,4
27,0
27,1
27,3
27,2
27,2
27,0
27,2
27,2
27,2
27,2
27,2
27,0
27,2
27,1
27,1
27,2
27,2
27,2
27,2
27,4
27,4
27,4
27,4
27,2
27,3
27,2
27,2
27,3
27,2
27,1
27,2
27,4
27,1
27,3
27,1
27,0
27,2
27,2
27,3
27,2
27,3
27,4
27,3
27,2
27,4
27,2
27,4
27,0
27,4
27,3
27,3
27,4
27,0
27,2
27,0
27,0
6,5
6,5
6,0
6,5
6,5
6,5
6,0
6,5
6,0
6,0
6,5
6,5
6,0
6,0
6,0
6,5
6,5
6,0
6,5
6,0
6,0
6,0
6,5
6,5
6,5
6,5
6,5
6,5
6,0
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,0
6,5
6,0
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,0
6,5
6,5
6,5
6,5
6,5
6,5
6,0
6,5
6,0
6,0
6,5
6,5
6,5
6,5
6,0
6,0
6,5
6,5
6,5
6,5
6,5
6,0
6,0
6,5
6,0
6,5
6,5
6,0
6,5
6,0
6,5
6,5
6,0
6,5
6,5
6,0
6,0
6,5
6,5
6,5
6,0
6,5
6,5
6,5
6,5
6,0
6,5
6,0
6,5
6,5
6,5
6,0
6,0
6,0
6,0
6,5
6,5
6,0
6,5
6,0
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,0
6,5
6,0
6,0
6,0
6,5
6,5
6,5
6,5
6,5
6,5
6,0
6,0
26,5
26,3
26,5
26,5
26,5
26,5
26,0
26,5
26,0
26,5
26,3
26,0
26,4
26,0
26,0
26,3
26,5
26,4
26,0
26,0
26,3
26,3
26,0
26,5
26,0
26,5
26,0
26,0
26,4
26,0
26,5
26,5
26,3
26,5
26,4
26,4
26,5
26,4
26,5
26,0
26,0
26,0
26,3
26,0
26,4
26,0
26,0
26,3
26,3
26,3
26,0
26,5
26,0
26,4
26,0
26,4
26,3
26,3
26,0
26,5
26,3
26,5
26,0
26,5
26,3
26,5
26,3
26,4
26,0
26,5
26,3
26,4
26,5
26,5
26,5
26,5
26,5
26,4
26,4
26,0
26,5
26,4
26,3
26,5
26,5
26,3
26,0
26,5
26,4
26,3
26,4
26,0
26,4
26,4
26,4
26,0
26,5
26,4
26,5
26,3
26,3
26,3
26,3
26,4
26,3
7,1
7,2
7,2
7,2
7,2
7,0
7,2
7,1
7,0
7,2
7,1
7,0
7,1
7,0
7,0
7,2
7,2
7,2
7,0
7,2
7,1
7,2
7,2
7,0
7,2
7,2
7,2
7,1
7,1
7,2
7,2
7,2
7,1
7,1
7,1
7,1
7,2
7,1
7,2
7,2
7,2
7,2
7,2
7,1
7,1
7,0
7,2
7,1
7,1
7,1
7,2
7,2
7,1
7,1
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,1
7,0
7,2
7,2
7,1
7,1
7,2
7,2
7,2
7,2
7,1
7,2
7,2
7,1
7,2
7,2
7,2
7,2
7,0
7,2
7,2
7,1
7,2
7,1
7,1
7,2
7,1
7,2
7,1
7,0
7,2
7,2
7,2
7,2
7,2
7,1
7,1
7,0
7,2
7,1
7,2
7,2
7,2
7,1
25,0
25,2
25,5
25,2
25,2
25,2
25,2
25,2
25,0
25,2
25,2
25,5
25,2
25,5
25,4
25,2
25,2
25,2
25,2
25,4
25,5
25,4
25,0
25,5
25,4
25,5
25,2
25,5
25,2
25,5
25,2
25,0
25,2
25,2
25,2
25,0
25,2
25,0
25,2
25,0
25,2
25,2
25,4
25,2
25,0
25,0
25,5
25,2
25,2
25,2
25,0
25,5
25,4
25,5
25,2
25,2
25,5
25,2
25,0
25,2
25,4
25,2
25,2
25,0
25,4
25,2
25,0
25,2
25,2
25,2
25,4
25,2
25,2
25,2
25,5
25,2
25,4
25,2
25,4
25,5
25,5
25,2
25,4
25,2
25,2
25,4
25,2
25,4
25,0
25,2
25,4
25,2
25,2
25,0
25,2
25,5
25,5
25,2
25,0
25,0
25,4
25,4
25,2
25,4
25,5
25,0
25,4
8,0
8,0
8,1
8,1
8,0
8,0
8,3
8,1
8,0
8,3
8,1
8,3
8,1
8,1
8,1
8,3
8,3
8,3
8,0
8,3
8,0
8,3
8,0
8,3
8,3
8,3
8,0
8,3
8,1
8,1
8,3
8,0
8,1
8,3
8,3
8,0
8,0
8,0
8,0
8,0
8,3
8,0
8,1
8,3
8,0
8,0
8,3
8,1
8,0
8,3
8,0
8,3
8,1
8,3
8,3
8,3
8,0
8,3
8,0
8,3
8,0
8,0
8,0
8,0
8,3
8,1
8,0
8,0
8,1
8,1
8,1
8,1
8,0
8,3
8,3
8,3
8,3
8,0
8,1
8,3
8,3
8,3
8,3
8,0
8,1
8,1
8,3
8,1
8,0
8,1
8,3
8,0
8,3
8,0
8,1
8,0
8,3
8,0
8,0
8,1
8,1
8,0
8,1
8,3
8,1
8,0
8,0
24,2
24,5
24,2
24,2
24,2
24,5
24,3
24,2
24,0
24,2
24,3
24,2
24,2
24,2
24,0
24,2
24,0
24,0
24,3
24,5
24,5
24,2
24,2
24,5
24,0
24,5
24,2
24,3
24,5
24,5
24,3
24,2
24,3
24,5
24,5
24,2
24,0
24,5
24,3
24,5
24,5
24,5
24,2
24,0
24,2
24,2
24,2
24,2
24,0
24,5
24,2
24,2
24,5
24,2
24,5
24,2
24,2
24,2
24,5
24,5
24,3
24,2
24,2
24,3
24,5
24,2
24,5
24,2
24,5
24,2
24,0
24,5
24,5
24,2
24,0
24,2
24,5
24,5
24,0
24,2
24,5
24,2
24,5
24,2
24,5
24,5
24,5
24,2
24,0
24,2
24,5
24,5
24,3
24,3
24,5
24,3
24,0
24,2
24,2
24,3
24,0
24,0
24,3
24,2
24,2
9,0
9,1
9,0
9,0
9,0
9,0
9,0
9,4
9,0
9,4
9,4
9,4
9,1
9,4
9,1
9,1
9,0
9,0
9,4
9,1
9,4
9,4
9,1
9,1
9,0
9,1
9,1
9,1
9,4
9,4
9,0
9,4
9,4
9,4
9,4
9,1
9,0
9,4
9,0
9,4
9,1
9,1
9,1
9,0
9,0
9,4
9,4
9,4
9,0
9,0
9,4
9,4
9,4
9,0
9,4
9,1
9,0
9,4
9,1
9,1
9,1
9,0
9,1
9,4
9,4
9,0
9,4
9,1
9,1
9,1
9,1
9,1
9,1
9,4
9,1
9,0
9,4
9,4
9,0
9,0
9,1
9,0
9,4
9,0
9,4
9,4
9,4
9,0
9,1
9,0
9,4
9,4
9,1
9,1
9,0
9,1
9,0
9,4
9,4
9,4
9,0
9,1
9,0
9,0
9,1
23,4
23,2
23,2
23,2
23,4
23,2
23,4
23,2
23,0
23,2
23,2
23,3
23,0
23,2
23,2
23,2
23,4
23,0
23,0
23,4
23,3
23,2
23,2
23,2
23,4
23,3
23,4
23,2
23,3
23,3
23,2
23,4
23,2
23,2
23,2
23,0
23,2
23,2
23,3
23,3
23,2
23,3
23,4
23,2
23,3
23,2
23,2
23,0
23,3
23,2
23,2
23,3
23,4
23,2
23,2
23,4
23,0
23,0
23,3
23,2
23,0
23,3
23,0
23,3
23,3
23,2
23,2
23,2
23,2
23,2
23,2
23,2
23,3
23,3
23,3
23,2
23,4
23,2
23,4
23,2
23,2
23,4
23,2
23,4
23,2
23,2
23,3
23,3
23,3
23,2
23,3
23,2
23,4
23,2
23,2
23,2
23,3
23,4
23,0
23,4
23,2
23,4
23,2
23,4
23,3
23,2
23,0
23,3
23,4
23,4
23,3
23,2
10,5
10,5
10,5
10,1
10,5
10,0
10,1
10,5
10,5
10,1
10,5
10,5
10,0
10,1
10,1
10,5
10,5
10,0
10,5
10,5
10,5
10,5
10,5
10,5
10,1
10,5
10,5
10,0
10,5
10,5
10,0
10,1
10,0
10,0
10,1
10,5
10,0
10,0
10,1
10,5
10,5
10,5
10,5
10,0
10,5
10,5
10,5
10,0
10,5
10,5
10,1
10,5
10,0
10,5
10,5
10,5
10,1
10,0
10,1
10,5
10,0
10,1
10,1
10,0
10,1
10,0
10,1
10,5
10,1
10,1
10,1
10,1
10,1
10,5
10,0
10,0
10,5
10,0
10,1
10,5
10,0
10,5
10,0
10,1
10,1
10,1
10,1
10,5
10,5
10,5
10,1
10,5
10,5
10,1
10,1
10,0
10,1
10,5
10,0
10,5
10,5
10,5
10,0
10,1
10,5
10,5
10,0
10,5
10,0
10,1
10,5
10,5
22,5
22,1
22,5
22,5
22,0
22,0
22,1
22,4
22,0
22,1
22,5
22,0
22,4
22,0
22,1
22,1
22,1
22,5
22,1
22,5
22,5
22,5
22,5
22,0
22,0
22,1
22,0
22,1
22,1
22,5
22,5
22,5
22,5
22,5
22,0
22,0
22,0
22,4
22,0
22,1
22,5
22,4
22,1
22,0
22,1
22,4
22,0
22,5
22,5
22,0
22,4
22,0
22,1
22,0
22,1
22,0
22,1
22,0
22,5
22,0
22,5
22,0
22,5
22,4
22,0
22,1
22,0
22,5
22,5
22,4
22,4
22,0
22,1
22,0
22,4
22,0
22,5
22,5
22,1
22,5
22,5
22,4
22,0
22,0
22,5
22,0
22,4
22,1
22,1
11,3
11,2
11,2
11,2
11,0
11,2
11,0
11,2
11,0
11,3
11,3
11,2
11,3
11,2
11,2
11,2
11,2
11,3
11,0
11,3
11,2
11,0
11,3
11,2
11,2
11,3
11,0
11,3
11,0
11,3
11,3
11,3
11,2
11,2
11,2
11,2
11,0
11,2
11,2
11,2
11,2
11,2
11,3
11,0
11,2
11,2
11,0
11,2
11,2
11,0
11,2
11,2
11,3
11,3
11,2
11,2
11,0
11,0
11,3
11,0
11,2
11,0
11,2
11,2
11,2
11,3
11,0
11,2
11,3
11,3
11,3
11,0
11,3
11,0
11,2
11,0
11,2
11,2
11,0
11,3
11,3
11,3
11,2
11,2
11,3
11,2
11,3
11,2
11,2
21,0
21,1
21,0
21,1
21,0
21,3
21,1
21,0
21,0
21,1
21,5
21,5
21,0
21,0
21,5
21,3
21,1
21,0
21,0
21,1
21,5
21,5
21,3
21,3
21,1
21,5
21,5
21,1
21,0
21,5
21,5
21,0
21,0
21,1
21,0
21,1
21,3
21,5
21,5
21,0
21,1
21,0
21,1
21,0
21,3
21,1
21,5
21,5
21,5
21,3
21,3
21,3
21,3
21,3
21,0
21,5
21,0
21,1
21,5
21,5
21,1
21,0
21,0
21,0
21,1
21,5
21,3
21,0
21,5
21,3
21,1
21,0
21,1
21,1
21,5
21,5
21,0
21,1
21,1
21,5
21,5
21,0
21,0
21,5
21,0
21,0
21,0
12,2
12,4
12,2
12,4
12,0
12,2
12,2
12,2
12,2
12,4
12,2
12,2
12,2
12,0
12,0
12,4
12,4
12,0
12,0
12,0
12,2
12,2
12,4
12,2
12,4
12,2
12,2
12,4
12,2
12,4
12,4
12,2
12,2
12,2
12,0
12,2
12,2
12,2
12,0
12,0
12,2
12,4
12,2
12,0
12,4
12,2
12,2
12,4
12,2
12,2
12,4
12,4
12,2
12,2
12,2
12,2
12,2
12,2
12,4
12,4
12,2
12,2
12,2
12,2
12,4
12,4
12,4
12,2
12,2
12,4
12,2
12,4
12,2
12,2
12,4
12,2
12,0
12,2
12,4
12,4
12,2
12,4
12,0
12,2
12,2
12,0
12,0
20,0
20,4
20,3
20,1
20,0
20,0
20,1
20,3
20,4
20,4
20,4
20,0
20,0
20,3
20,4
20,0
20,0
20,0
20,3
20,0
20,0
20,3
20,3
20,0
20,0
20,1
20,0
20,1
20,1
20,1
20,4
20,3
20,0
20,4
20,4
20,3
20,0
20,0
20,0
20,3
20,3
20,0
20,3
20,0
20,4
20,1
20,3
20,3
20,1
20,0
20,0
20,4
20,0
20,0
20,3
20,0
20,3
20,3
20,0
20,0
20,1
20,0
20,1
20,0
20,4
20,0
20,3
20,3
20,4
20,3
20,1
20,3
20,0
20,3
20,1
20,1
20,0
20,4
20,4
20,0
20,1
20,3
20,0
20,1
20,4
20,0
20,3
20,0
20,3
20,3
20,0
20,1
20,4
20,3
20,4
20,4
20,1
20,1
20,1
20,3
20,0
20,4
20,3
20,1
20,3
20,4
20,1
20,3
20,3
20,4
20,0
20,4
20,4
20,3
20,0
20,0
20,4
20,3
20,4
20,0
13,0
13,2
13,5
13,2
13,0
13,2
13,5
13,0
13,5
13,5
13,5
13,0
13,0
13,0
13,2
13,0
13,0
13,0
13,5
13,5
13,2
13,5
13,2
13,0
13,0
13,2
13,0
13,5
13,5
13,2
13,2
13,2
13,2
13,2
13,5
13,5
13,0
13,2
13,0
13,5
13,5
13,2
13,2
13,0
13,5
13,5
13,2
13,2
13,2
13,2
13,2
13,0
13,2
13,0
13,2
13,2
13,5
13,5
13,2
13,2
13,2
13,2
13,2
13,0
13,2
13,0
13,2
13,2
13,2
13,5
13,2
13,2
13,0
13,2
13,2
13,5
13,2
13,2
13,2
13,2
13,2
13,2
13,0
13,2
13,5
13,0
13,2
13,2
13,2
13,2
13,2
13,5
13,5
13,5
13,2
13,2
13,2
13,5
13,2
13,5
13,2
13,5
13,2
13,2
13,2
13,2
13,0
13,2
13,2
13,2
13,0
13,5
13,5
13,5
13,0
13,0
13,0
13,2
13,2
13,2
19,5
19,2
19,2
19,0
19,1
19,0
19,2
19,5
19,5
19,2
19,2
19,5
19,2
19,5
19,0
19,2
19,2
19,5
19,2
19,2
19,1
19,2
19,5
19,5
19,2
19,2
19,2
19,2
19,2
19,2
19,5
19,5
19,1
19,1
19,5
19,1
19,2
19,0
19,0
19,2
19,1
19,5
19,2
19,2
19,5
19,2
19,5
19,5
19,2
19,0
19,2
19,0
19,1
19,0
19,5
19,2
19,5
19,5
19,2
19,5
19,5
19,2
19,2
19,0
19,1
19,5
19,1
19,2
19,5
19,5
19,2
19,5
19,1
19,2
19,2
19,2
19,1
19,5
19,2
19,2
19,2
19,2
19,2
19,0
19,0
19,5
19,0
19,2
19,0
19,0
19,1
19,2
19,2
19,5
19,0
19,2
19,2
19,2
19,2
14,3
14,0
14,4
14,0
14,0
14,0
14,3
14,0
14,4
14,0
14,0
14,3
14,0
14,4
14,0
14,3
14,3
14,0
14,0
14,0
14,3
14,0
14,3
14,0
14,0
14,0
14,4
14,0
14,0
14,0
14,3
14,3
14,3
14,3
14,0
14,4
14,0
14,0
14,3
14,3
14,0
14,4
14,4
14,3
14,4
14,0
14,3
14,3
14,3
14,0
14,4
14,3
14,3
14,0
14,0
14,4
14,4
14,3
14,0
14,4
14,3
14,3
14,3
14,0
14,4
14,3
14,3
14,3
14,4
14,4
14,3
14,4
14,3
14,0
14,3
14,0
14,3
14,4
14,3
14,4
14,0
14,4
14,0
14,0
14,4
14,3
14,0
14,3
14,0
14,0
14,4
14,0
14,3
14,4
14,0
14,3
14,3
14,3
14,0
18,1
18,2
18,2
18,2
18,2
18,2
18,1
18,2
18,2
18,2
18,2
18,4
18,1
18,0
18,2
18,2
18,2
18,1
18,0
18,2
18,4
18,0
18,4
18,1
18,0
18,1
18,2
18,4
18,0
18,4
18,2
18,2
18,0
18,0
18,4
18,2
18,2
18,1
18,1
18,0
18,0
18,2
18,4
18,2
18,1
18,2
18,2
18,2
18,4
18,4
18,2
18,2
18,1
18,0
18,2
18,2
18,4
18,1
18,2
18,1
18,0
18,4
18,4
18,1
18,2
18,2
18,4
18,2
18,4
18,0
18,2
18,4
18,4
18,0
18,4
18,2
18,1
18,1
18,2
18,2
18,1
18,2
18,0
18,4
18,2
18,1
18,4
18,4
18,2
18,4
18,0
18,1
18,2
18,4
18,2
18,1
18,4
18,2
18,4
15,3
15,5
15,0
15,0
15,5
15,5
15,3
15,5
15,5
15,0
15,5
15,5
15,3
15,0
15,3
15,5
15,0
15,5
15,3
15,5
15,3
15,0
15,3
15,3
15,3
15,0
15,0
15,5
15,0
15,3
15,0
15,0
15,5
15,5
15,5
15,5
15,5
15,0
15,0
15,0
15,0
15,0
15,0
15,3
15,5
15,5
15,0
15,3
15,3
15,0
15,0
15,0
15,3
15,0
15,0
15,3
15,3
15,3
15,0
15,5
15,0
15,5
15,5
15,3
15,3
15,3
15,3
15,5
15,3
15,0
15,5
15,5
15,3
15,5
15,3
15,3
15,3
15,5
15,5
15,3
15,5
15,5
15,5
15,3
15,5
15,5
15,0
15,3
15,5
15,3
15,0
15,5
15,0
15,3
15,3
15,3
15,5
15,5
15,3
17,2
17,2
17,1
17,2
17,2
17,1
17,2
17,3
17,0
17,2
17,2
17,3
17,1
17,1
17,3
17,0
17,1
17,0
17,3
17,2
17,0
17,0
17,1
17,2
17,0
17,3
17,2
17,2
17,1
17,2
17,2
17,0
17,3
17,0
17,3
17,3
17,3
17,0
17,0
17,0
17,0
17,0
17,1
17,2
17,3
17,2
17,2
17,0
17,2
17,2
17,2
17,3
17,1
17,0
17,1
17,2
17,1
17,2
17,3
17,2
17,3
17,2
17,1
17,2
17,0
17,1
17,3
17,1
17,0
17,3
17,3
17,2
17,2
17,1
17,2
17,2
17,2
17,3
17,2
17,2
17,2
17,3
17,3
17,1
17,1
17,2
17,1
17,1
17,2
17,2
17,2
17,2
17,2
17,3
17,3
17,3
17,2
17,1
17,2
17,2
17,2
17,1
17,3
17,1
16,0
16,5
16,4
16,0
16,5
16,5
16,5
16,4
16,5
16,0
16,0
16,5
16,4
16,0
16,5
16,0
16,5
16,0
16,5
16,0
16,4
16,5
16,4
16,5
16,0
16,4
16,0
16,4
16,4
16,5
16,4
16,0
16,4
16,0
16,5
16,5
16,5
16,0
16,0
16,0
16,0
16,0
16,4
16,0
16,0
16,4
16,4
16,0
16,0
16,5
16,0
16,5
16,4
16,0
16,5
16,4
16,4
16,5
16,4
16,5
16,5
16,0
16,5
16,0
16,0
16,5
16,4
16,5
16,5
16,5
16,4
16,5
16,4
16,4
16,4
16,4
16,4
16,4
16,0
16,5
16,0
16,4
16,5
16,5
16,4
16,4
16,4
16,4
16,0
16,0
16,5
16,5
16,5
16,4
16,5
16,5
16,5
16,0
16,5
16,5
16,5
