ensemble,space,seed,tv,linf,med
spectrum:marchenko_pastur,projected,17,0.012255035538483783,0.002424962631101854,2.93590049111142e-05
spectrum:marchenko_pastur,raw,18,0.01069387699820799,0.0022238286638441435,2.9093158134853032e-05
spectrum:marchenko_pastur,projected,18,0.009900148494616746,0.0014864469885778053,3.2357906593034885e-05
spectrum:marchenko_pastur,raw,19,0.012185993167868876,0.002291580151718514,3.367115165051804e-05
spectrum:marchenko_pastur,projected,19,0.011479695671753077,0.001729853502499934,3.3407852743116734e-05
spectrum:spiked,raw,0,0.013536575783556921,0.0034570818902539685,3.176482707413792e-05
spectrum:spiked,projected,0,0.013391005648701252,0.0035128166447119524,4.006342580257496e-05
spectrum:spiked,raw,1,0.009057460194265272,0.001789284446699374,4.302950260169939e-05
spectrum:spiked,projected,1,0.008590249095998466,0.001771405241619034,5.319880163501267e-05
spectrum:spiked,raw,2,0.010490346954254753,0.0019426854365221582,3.578141108474299e-05
spectrum:spiked,projected,2,0.009570428043658763,0.001873171034410974,4.3361031380517116e-05
spectrum:spiked,raw,3,0.010482944005943648,0.0018113591801702522,3.9342983275916354e-05
spectrum:spiked,projected,3,0.010514324825521565,0.0016986632227369292,3.711320821225535e-05
spectrum:spiked,raw,4,0.00945630395796417,0.0017242279668845326,2.4784528641864575e-05
spectrum:spiked,projected,4,0.008956349533350406,0.0014141888423505056,3.343821530202014e-05
spectrum:spiked,raw,5,0.01132564475007321,0.0020298063233215313,4.534403081613833e-05
spectrum:spiked,projected,5,0.011420015351661332,0.0025667554818612215,4.721490686367363e-05
spectrum:spiked,raw,6,0.010200115847461774,0.002973707549429584,3.249698696019011e-05
spectrum:spiked,projected,6,0.009541106396180924,0.0026555085630044564,3.463451329356306e-05
spectrum:spiked,raw,7,0.008954826963456628,0.001544326792612731,2.8602660046058576e-05
spectrum:spiked,projected,7,0.009046367022844247,0.0014347170548969224,3.081157611106383e-05
spectrum:spiked,raw,8,0.011056949495257273,0.0020941535280146334,4.047277665392211e-05
spectrum:spiked,projected,8,0.01051242688239533,0.0017735235206096378,4.584207200132264e-05
spectrum:spiked,raw,9,0.010843015990250044,0.002385911993394385,4.2080796928662333e-05
spectrum:spiked,projected,9,0.010601698273602007,0.002328562861917266,4.226933185630979e-05
spectrum:spiked,raw,10,0.011758543509043063,0.002942421120638722,2.659923343320314e-05
spectrum:spiked,projected,10,0.011522171284440729,0.0030205139074172827,4.3484834023142804e-05
spectrum:spiked,raw,11,0.011689716966311972,0.002416302862608327,3.613319463731591e-05
spectrum:spiked,projected,11,0.00976622240239486,0.0033668950010461995,3.5709154687780685e-05
spectrum:spiked,raw,12,0.013633991657124542,0.005601973925219522,4.331229577083387e-05
spectrum:spiked,projected,12,0.013109446551908063,0.004769071243843681,3.552158260866005e-05
spectrum:spiked,raw,13,0.010760621112639084,0.002719865166136981,5.040679245344768e-05
spectrum:spiked,projected,13,0.01140113342304777,0.0033346560084867582,5.446130339809517e-05
spectrum:spiked,raw,14,0.010548921027906602,0.0017741741737120967,4.16805659880862e-05
spectrum:spiked,projected,14,0.010903999448763241,0.0022113456585077865,4.1132542686989055e-05
spectrum:spiked,raw,15,0.012818223914713014,0.003971024299469328,4.360840463448878e-05
spectrum:spiked,projected,15,0.012427829432692744,0.004366142636100273,3.701895754550501e-05
spectrum:spiked,raw,16,0.01047072136405271,0.002996789795373961,3.700501516006494e-05
spectrum:spiked,projected,16,0.01108619185311718,0.002851038994186178,4.8951744585442334e-05
spectrum:spiked,raw,17,0.011533873625328001,0.0020561804619830745,2.881742792305812e-05
spectrum:spiked,projected,17,0.011779655931973039,0.0021100833346003323,3.562388659366896e-05
spectrum:spiked,raw,18,0.012232505911625497,0.0027577102834580175,4.7575621677103735e-05
spectrum:spiked,projected,18,0.012133552619350218,0.0034273967744522377,5.188558292655598e-05
spectrum:spiked,raw,19,0.011063788848975655,0.0022001146692881557,4.477319753384997e-05
spectrum:spiked,projected,19,0.011648827807071781,0.0024860876091011425,3.2291776989256185e-05
factor:30,raw,0,0.003934230432085605,0.0009229224002519076,1.9332033347400793e-05
factor:30,projected,0,0.002995125581869734,0.0010048954354096445,1.621627907713786e-05
factor:30,raw,1,0.012938633997104135,0.006664190605128961,2.8152014116464763e-05
factor:30,projected,1,0.012736962556038726,0.006101864947680155,2.7338647529883027e-05
factor:30,raw,2,0.003689636944381371,0.0006667935562546801,2.2088312827961204e-05
factor:30,projected,2,0.002840882861658829,0.000460420125347194,1.9843993250308084e-05
factor:30,raw,3,0.003404607212247613,0.001291425128949586,1.7930206446598948e-05
factor:30,projected,3,0.002957203278921295,0.00102754645241529,1.67363208642006e-05
factor:30,raw,4,0.003421770424562324,0.0007787185516668627,2.2978920158794967e-05
factor:30,projected,4,0.0027061632335241763,0.000550542380570701,1.76866617524155e-05
factor:30,raw,5,0.0031121049028711156,0.000711712694080463,1.8475019671165333e-05
factor:30,projected,5,0.002410157557990391,0.0005314293324527597,1.398562069367364e-05
factor:30,raw,6,0.003074038891356216,0.0006677235976151295,1.4425696599613914e-05
factor:30,projected,6,0.0022783809858916808,0.0006170491901400198,1.4118878913747977e-05
factor:30,raw,7,0.003526770712061183,0.0007352295153021104,1.6310680123320792e-05
factor:30,projected,7,0.002430116887250771,0.0004632532663713662,1.5808760549703587e-05
factor:30,raw,8,0.016686138901756166,0.008099097769853847,3.5174416938767595e-05
factor:30,projected,8,0.015500110674899398,0.007832486774750347,2.3671854423244136e-05
factor:30,raw,9,0.0028817210010640922,0.0005501135891118336,1.7540093876871905e-05
factor:30,projected,9,0.0024115822603076177,0.0005426429599992705,1.5389114913181873e-05
factor:30,raw,10,0.0033271590534604844,0.0006179558868509294,1.7740830701214254e-05
factor:30,projected,10,0.0030941225001371478,0.0005771046217568077,1.7394545327407583e-05
factor:30,raw,11,0.0040276737922821495,0.0005862511765871922,3.109235779922267e-05
factor:30,projected,11,0.002897219205245373,0.0004610833243714474,2.417800923765222e-05
factor:30,raw,12,0.003188191629751321,0.0008770169779984092,1.6728825692552667e-05
factor:30,projected,12,0.002389958742243783,0.0003054134328561893,1.955828444043608e-05
factor:30,raw,13,0.003087704539979916,0.0006496701093981899,2.116842562721415e-05
factor:30,projected,13,0.0031057607109314187,0.0007439134062511288,2.623452448443568e-05
factor:30,raw,14,0.002692484156665727,0.0005243403997550848,1.577425927524166e-05
factor:30,projected,14,0.0022563023208891897,0.0003230146350419044,1.9999366874669136e-05
factor:30,raw,15,0.004563920824499887,0.003140425195849783,1.8007077116014535e-05
factor:30,projected,15,0.003483692384400316,0.0022038138065681168,1.757506333650822e-05
factor:30,raw,16,0.0026054197733342897,0.0008259510345206555,2.6986691551023188e-05
factor:30,projected,16,0.0024458174077191313,0.0006092634030794297,2.292968804532995e-05
factor:30,raw,17,0.006541394913882582,0.0020537653009591594,2.8979002464847928e-05
factor:30,projected,17,0.006049810072559044,0.001735192872795152,2.5777420253963567e-05
factor:30,raw,18,0.0034596696878947393,0.0010827979073336214,1.7430622889428805e-05
factor:30,projected,18,0.0030378697534567535,0.0006889523534002739,1.7301921470942575e-05
factor:30,raw,19,0.0036639495505403955,0.0008820719608801375,2.3835353531891524e-05
factor:30,projected,19,0.0037742051587115436,0.001153292500020886,1.9621771524561463e-05
hierarchical,raw,0,0.005018689550869585,0.0006767723306285861,1.9183715284012883e-05
hierarchical,projected,0,0.004050889912600005,0.0006048136874131295,1.8708800762541004e-05
hierarchical,raw,1,0.007915637257873242,0.0018586354288683965,2.4194067485837345e-05
hierarchical,projected,1,0.006726089507534751,0.0018555222673422508,1.80829423474566e-05
hierarchical,raw,2,0.0055856272986778135,0.0015416571408289198,2.116405035583875e-05
hierarchical,projected,2,0.004370504573816705,0.0005880964712607108,1.823814274328671e-05
hierarchical,raw,3,0.007897361868492802,0.001911609959429557,1.8306931635944894e-05
hierarchical,projected,3,0.0068867293433170045,0.001932502333808934,1.734313874338351e-05
hierarchical,raw,4,0.006450761037263263,0.001189820575967851,1.8999629880190444e-05
hierarchical,projected,4,0.004342395071599479,0.0008155254120198602,1.9935743566513515e-05
hierarchical,raw,5,0.006843223582988454,0.0024614126489437235,1.6564764207646884e-05
hierarchical,projected,5,0.0055843082492528714,0.002476847237317287,1.8099665745437488e-05
hierarchical,raw,6,0.00864932661241941,0.001458191293143174,1.890979381566582e-05
hierarchical,projected,6,0.00677356552299275,0.0011180542111382647,1.7840565764163253e-05
hierarchical,raw,7,0.007442408781295228,0.0015825894238565702,2.6410043774161013e-05
hierarchical,projected,7,0.005931911066520628,0.0009965910350054619,1.99229203626289e-05
hierarchical,raw,8,0.008170826223161258,0.001407183504973479,2.6607231618290734e-05
hierarchical,projected,8,0.006069349501216883,0.0014043393224549769,2.395517589816261e-05
hierarchical,raw,9,0.017433186796908754,0.007460999871053489,2.7897375136854557e-05
hierarchical,projected,9,0.016459945953575826,0.007008322475560727,1.9729768540299347e-05
hierarchical,raw,10,0.004997086682954217,0.0009581312642241713,2.6316786487459465e-05
hierarchical,projected,10,0.004076818930744436,0.0005167333837513416,2.1273631977650514e-05
hierarchical,raw,11,0.006278762253195461,0.0008911085905528582,1.9015939232987412e-05
hierarchical,projected,11,0.006645163486601662,0.0009371968692361058,1.9364627168157495e-05
hierarchical,raw,12,0.005601599152550729,0.0008330113577288828,2.0012284086075652e-05
hierarchical,projected,12,0.005240629671331485,0.0008146077058600563,1.7836631691611532e-05
hierarchical,raw,13,0.0066758440254072035,0.00135491759054919,2.2923605752993268e-05
hierarchical,projected,13,0.0059368051855577236,0.001442785378391112,1.8475699396149775e-05
hierarchical,raw,14,0.005937926521911226,0.0011039128630490475,2.156934072728453e-05
hierarchical,projected,14,0.005035335368156329,0.0009827897982644627,1.7784725004860256e-05
hierarchical,raw,15,0.00619614416524649,0.0012776457049253759,2.414317346051375e-05
hierarchical,projected,15,0.005679098559522866,0.0013351107674516582,1.8684188338094746e-05
hierarchical,raw,16,0.004962442735435718,0.000941903016484248,1.9752429086317336e-05
hierarchical,projected,16,0.004709557224002517,0.0009934187776884434,1.9917133792796902e-05
hierarchical,raw,17,0.004609867296182516,0.000578795039115218,2.2858301146481833e-05
hierarchical,projected,17,0.004210166244883884,0.0006063554406933735,2.1551792947509165e-05
hierarchical,raw,18,0.00583888429179602,0.0010041874559322955,1.8203107841213446e-05
hierarchical,projected,18,0.005030148647633743,0.0007565485570432025,1.7793683135570163e-05
hierarchical,raw,19,0.008017142642463624,0.0010897620980880283,2.152512488537121e-05
hierarchical,projected,19,0.007403263772889954,0.0015519497590308386,1.9581528910359237e-05
block_equicorr,raw,0,0.025459358098289878,0.0070826452200634105,8.535963379185355e-05
block_equicorr,projected,0,0.0023588333686852176,0.000517479703687318,1.2542240982266412e-05
block_equicorr,raw,1,0.00557987840728338,0.0013887670078805425,1.560340104625407e-05
block_equicorr,projected,1,0.002815490821139943,0.00043272186811044167,1.4459020960701143e-05
block_equicorr,raw,2,0.031560649121416304,0.011850822115888338,9.265404824906869e-05
block_equicorr,projected,2,0.002456702122658035,0.0006504642356331691,1.3601393749259381e-05
block_equicorr,raw,3,0.03728058935387202,0.015300118880305358,0.00013445270064654693
block_equicorr,projected,3,0.0026124992629744884,0.0007139832905590782,2.411443978594203e-05
block_equicorr,raw,4,0.006621345952696992,0.0025974481866706534,2.0822738013431656e-05
block_equicorr,projected,4,0.0026770654613087297,0.0009075997643159806,1.1572712719582086e-05
block_equicorr,raw,5,0.026329724645548672,0.005158187503102124,3.872032088379132e-05
block_equicorr,projected,5,0.002647998209442698,0.0003744848901068021,1.6609580313223368e-05
block_equicorr,raw,6,0.05235993740534051,0.019770959125283122,0.00029790360324882033
block_equicorr,projected,6,0.0021019355481056295,0.0008082154632816085,1.2807081806156075e-05
block_equicorr,raw,7,0.00966059811231449,0.002152144470217471,2.3905454517365567e-05
block_equicorr,projected,7,0.00267711175286501,0.0004730672460013796,1.3244594901791691e-05
block_equicorr,raw,8,0.004367600275973948,0.0011745805781528812,1.8492250134651976e-05
block_equicorr,projected,8,0.0022945478044466942,0.00029950481095922243,1.3266092394455969e-05
block_equicorr,raw,9,0.004368624340690218,0.0010000924920413878,2.209946771547634e-05
block_equicorr,projected,9,0.002481824568364748,0.0003382910891589555,1.4054306706244154e-05
block_equicorr,raw,10,0.018433578299062506,0.004972311823151776,8.718814470647573e-05
block_equicorr,projected,10,0.002197560529361644,0.0005771130081994175,1.7638872904929663e-05
block_equicorr,raw,11,0.01223949679802268,0.0032167040211980302,3.342691630757802e-05
block_equicorr,projected,11,0.0026501132607501723,0.0005915279808115237,1.3935135191218105e-05
block_equicorr,raw,12,0.036676456500657345,0.008663897545454075,0.00011096983675884338
block_equicorr,projected,12,0.0024637998964034593,0.0005073937577654702,1.573057619133877e-05
block_equicorr,raw,13,0.009513300134143747,0.0028658774840050333,2.48427436779842e-05
block_equicorr,projected,13,0.002941298563922845,0.0006246573649870413,1.475522624344793e-05
block_equicorr,raw,14,0.0062901040262360415,0.0008782340680886791,1.8333912851792626e-05
block_equicorr,projected,14,0.0025111359920014023,0.00044593806516750323,1.5624459655371598e-05
block_equicorr,raw,15,0.162462350643908,0.05392141703129289,0.00020131163906538405
block_equicorr,projected,15,0.0016803574345148201,0.0005840640723205059,2.035812702905551e-05
block_equicorr,raw,16,0.020974930809422566,0.007031026696996706,5.829624448414674e-05
block_equicorr,projected,16,0.0030695691705224172,0.0005034825355576533,2.055766535470334e-05
block_equicorr,raw,17,0.04348482361598885,0.008569171565118286,0.0001865706713055243
block_equicorr,projected,17,0.0022689559407723563,0.00048320083016289983,1.2375451358168196e-05
block_equicorr,raw,18,0.011707566998422408,0.004749055093468069,3.201432867595101e-05
block_equicorr,projected,18,0.003156093658511055,0.0009009552870818116,1.3221738010490069e-05
block_equicorr,raw,19,0.07028744207058443,0.014453385941832264,0.00028961115761156237
block_equicorr,projected,19,0.0025685384382185417,0.000803053123475117,1.448864705088267e-05
ar1,raw,0,0.07095084649269104,0.023302959413895027,0.00012952593177192483
ar1,projected,0,0.06854156214589142,0.022721711911102796,9.225108250256615e-05
ar1,raw,1,0.08295019047284956,0.026732448383429613,0.0001502918898592994
ar1,projected,1,0.08057394186103406,0.02620557552974591,9.908163391492272e-05
ar1,raw,2,0.05606529589642334,0.01897091051938181,8.883169390297684e-05
ar1,projected,2,0.05547607609367062,0.018634149836668334,7.934760193822015e-05
ar1,raw,3,0.03547938135994261,0.013480032968659253,5.679728099349272e-05
ar1,projected,3,0.033579613092763416,0.012869105902939063,4.6611393783588506e-05
ar1,raw,4,0.019057583293745673,0.007010273427652786,2.8790711668465316e-05
ar1,projected,4,0.018718478178709308,0.00680018918963031,2.6276447553208053e-05
ar1,raw,5,0.025190986094309684,0.009268728935820217,3.98349981354579e-05
ar1,projected,5,0.02398327385507889,0.008889104847670998,3.110617479538854e-05
ar1,raw,6,0.05046762826796091,0.01732891495491383,8.560701863142726e-05
ar1,projected,6,0.05001935028860585,0.017010093111953298,7.394530824111114e-05
ar1,raw,7,0.026028424738295204,0.009449161601882486,4.263994058303824e-05
ar1,projected,7,0.024787830373515216,0.009066321057345172,3.4094802578470726e-05
ar1,raw,8,0.03335342386311771,0.01230984011976903,5.087830450822518e-05
ar1,projected,8,0.03159847183113021,0.011766689440856015,4.931181960741315e-05
ar1,raw,9,0.024298410472508997,0.008846245529605792,3.926273410953728e-05
ar1,projected,9,0.023424673634989582,0.00852104351253978,3.0638002155759824e-05
ar1,raw,10,0.027472472856921143,0.010099330571891385,4.418441640845639e-05
ar1,projected,10,0.02624661175983444,0.009686349455548207,4.1593109601567005e-05
ar1,raw,11,0.04480949120328286,0.01565541064662007,7.311024637880948e-05
ar1,projected,11,0.044607695801929186,0.015346977985334118,6.627198279251251e-05
ar1,raw,12,0.047588690524783116,0.016773561241516008,7.980507844639756e-05
ar1,projected,12,0.04728697476720813,0.01646664646897017,7.58048748834708e-05
ar1,raw,13,0.11313828653144495,0.03337759530691749,0.00017188924141808666
ar1,projected,13,0.10940052793705624,0.03325877821707325,9.850868316549547e-05
ar1,raw,14,0.06085782613984506,0.020767641176290125,0.00011459303863685171
ar1,projected,14,0.05994138667717972,0.02041241559551392,8.759488314167516e-05
ar1,raw,15,0.05343260900668288,0.01848300955888718,9.105891850668378e-05
ar1,projected,15,0.052863693770014604,0.018141293279741705,8.212774524128696e-05
ar1,raw,16,0.03923181791146369,0.014350672994080327,5.788230666644618e-05
ar1,projected,16,0.038227047853042595,0.013903502349884522,5.9171464906871904e-05
ar1,raw,17,0.16501191438784407,0.04822546575422437,0.0001687669363952674
ar1,projected,17,0.15196473419966164,0.04716953831380316,0.00010176151111847867
ar1,raw,18,0.08026993421449656,0.02642098182941409,0.0001379958113698125
ar1,projected,18,0.07815912418180206,0.025947362010729752,0.00010233724827093428
ar1,raw,19,0.03725321857838597,0.013969313390244986,6.956635309323747e-05
ar1,projected,19,0.03618842801498177,0.013525771109773932,6.140699267609157e-05
sparse_precision,raw,0,0.00600868675411011,0.0010913513827077864,1.6248980536993354e-05
sparse_precision,projected,0,0.005967664499659235,0.0010832079851141527,1.5866704822887676e-05
sparse_precision,raw,1,0.006115300978681999,0.0011093743638263265,1.751630157200733e-05
sparse_precision,projected,1,0.00536611419395613,0.0014241992721895358,1.718442679100182e-05
sparse_precision,raw,2,0.0054864005261130245,0.001034419158192787,1.3985211261094816e-05
sparse_precision,projected,2,0.004953458258836131,0.000895561153997762,1.4337430153358159e-05
sparse_precision,raw,3,0.005481827007380945,0.0007753690846055983,1.613416922402694e-05
sparse_precision,projected,3,0.0045579299859292485,0.0006285587814112148,1.6126273272731254e-05
sparse_precision,raw,4,0.0060662952004823375,0.0008868253478605537,1.4873643286166568e-05
sparse_precision,projected,4,0.005548918983076969,0.0007247961442847228,1.458687246856316e-05
sparse_precision,raw,5,0.003727315515342093,0.00032983668201758826,1.619009771053337e-05
sparse_precision,projected,5,0.003518478928998961,0.00038999406245568413,1.5200298060370293e-05
sparse_precision,raw,6,0.004298617614325057,0.0007682862982891017,1.5472927274910113e-05
sparse_precision,projected,6,0.004134803888582824,0.0006517645917203246,1.3512671360588029e-05
sparse_precision,raw,7,0.004654221824102042,0.0007958138902861289,1.5691859402455852e-05
sparse_precision,projected,7,0.004138567488086802,0.0005399343801453238,1.3294323736048668e-05
sparse_precision,raw,8,0.005398064468804784,0.0009978852733601856,1.607066369723587e-05
sparse_precision,projected,8,0.00442576810461972,0.0006525555465462934,1.4155724339111277e-05
sparse_precision,raw,9,0.005171327272766823,0.0009130414775289919,1.701032378814151e-05
sparse_precision,projected,9,0.004592386586381763,0.0009186539866721521,1.6853460312210708e-05
sparse_precision,raw,10,0.0036370176678851554,0.0003885055660426684,1.4808297397616893e-05
sparse_precision,projected,10,0.0036657269023972665,0.00041069368490661423,1.4584647301697751e-05
sparse_precision,raw,11,0.004757462828427547,0.0006690270990066111,1.513359218556288e-05
sparse_precision,projected,11,0.004013061439737819,0.00046559451287410403,1.512726947013646e-05
sparse_precision,raw,12,0.0052539221667763,0.0008468754073639867,1.885398453457686e-05
sparse_precision,projected,12,0.004124233825508105,0.000636085626184911,1.72066128499588e-05
sparse_precision,raw,13,0.004687868497631028,0.0009320618186997864,1.546639578090797e-05
sparse_precision,projected,13,0.004357210107586331,0.0008710354453573821,1.586675353826129e-05
sparse_precision,raw,14,0.004962049256527002,0.0008406329790967559,1.531320098654683e-05
sparse_precision,projected,14,0.004553579229699189,0.0008535514741108557,1.660970746611003e-05
sparse_precision,raw,15,0.0060134682277449905,0.0017488188715742703,1.544884355608782e-05
sparse_precision,projected,15,0.005269759317975604,0.0015023400544239979,1.4864483438972487e-05
sparse_precision,raw,16,0.004589132896140045,0.0005705981809234206,1.673158079629528e-05
sparse_precision,projected,16,0.004471013780192025,0.0006503946664124273,1.457414932251882e-05
sparse_precision,raw,17,0.00450841895739218,0.0006409959263362908,1.4451830583391657e-05
sparse_precision,projected,17,0.004153260810762616,0.000690444462713366,1.2179135565487485e-05
sparse_precision,raw,18,0.00696872982492897,0.0014236109878515146,1.692620780007529e-05
sparse_precision,projected,18,0.005692423373043242,0.0011392163492087437,1.3776909826036273e-05
sparse_precision,raw,19,0.004969413302797256,0.000876013569984388,1.5268192619746193e-05
sparse_precision,projected,19,0.004103082984040961,0.0008262652286191718,1.4154858274132917e-05
kernel-rbf-ls0.08-m5,projected,0,0.03399261698587271,0.004700256195885764,0.00016576945122914418
kernel-rbf-ls0.08-m12,projected,0,0.02769844693249445,0.004388102638543003,0.00012111069834838201
kernel-rbf-ls0.08-m5n14,projected,0,0.03096098008993806,0.00454238319202716,0.00013861336883080238
kernel-rbf-ls0.08-m5,projected,1,0.034710320977288586,0.0038118635574980256,0.00019365536049428765
kernel-rbf-ls0.08-m12,projected,1,0.03196989401669785,0.006040952687919349,0.00015186285307767496
kernel-rbf-ls0.08-m5n14,projected,1,0.034578020116083255,0.005073451853870717,0.00014379984718863731
kernel-rbf-ls0.08-m5,projected,2,0.029543967447616292,0.00399379644195743,0.0001523000847551079
kernel-rbf-ls0.08-m12,projected,2,0.02911289691835991,0.005327677077196211,0.00015948594638205777
kernel-rbf-ls0.08-m5n14,projected,2,0.03029996277517163,0.003340893163684534,0.00013562392703237933
kernel-rbf-ls0.08-m5,projected,3,0.05020781400885759,0.010836696264914014,0.0002789711044771714
kernel-rbf-ls0.08-m12,projected,3,0.04756308352266856,0.0077402084804920335,0.00021756141811330888
kernel-rbf-ls0.08-m5n14,projected,3,0.0472776684191372,0.008635949136107143,0.00018429795887510414
kernel-rbf-ls0.08-m5,projected,4,0.03320625246934697,0.006614531011970397,0.0001773680016271488
kernel-rbf-ls0.08-m12,projected,4,0.031489626765293155,0.005345449386827628,0.00017331364651938403
kernel-rbf-ls0.08-m5n14,projected,4,0.02904703469783313,0.0060034060477090895,0.00016445727299037901
kernel-rbf-ls0.08-m5,projected,5,0.025642893150684055,0.0038545248189182577,0.00014559967773386244
kernel-rbf-ls0.08-m12,projected,5,0.02523853426030431,0.005418713482350221,0.00016178912280258523
kernel-rbf-ls0.08-m5n14,projected,5,0.023269335223694485,0.003403924426663032,0.0001907518390304912
kernel-rbf-ls0.08-m5,projected,6,0.03371249651230106,0.006871902185480434,0.00016275992202056808
kernel-rbf-ls0.08-m12,projected,6,0.031318869508680944,0.005584486012208456,0.00018208472353240033
kernel-rbf-ls0.08-m5n14,projected,6,0.030696624800713234,0.007096905158038465,0.00017335373573617858
kernel-rbf-ls0.08-m5,projected,7,0.02695889307922091,0.00417569014698832,0.00024214393433290976
kernel-rbf-ls0.08-m12,projected,7,0.025007269682007217,0.00490640027823977,0.00020793329942736435
kernel-rbf-ls0.08-m5n14,projected,7,0.024220888772709004,0.004598039635942339,0.00012113920503571338
kernel-rbf-ls0.08-m5,projected,8,0.03922745909751301,0.00630088490051052,0.00016458190571170354
kernel-rbf-ls0.08-m12,projected,8,0.03356849172043162,0.007412467314741059,0.0001892985838538745
kernel-rbf-ls0.08-m5n14,projected,8,0.036133883842896466,0.00653471569647303,0.00014588321616940779
kernel-rbf-ls0.08-m5,projected,9,0.04351958583563004,0.005497614547782826,0.0002648862681788048
kernel-rbf-ls0.08-m12,projected,9,0.03683657143755875,0.005657474967780338,0.00026905778603587165
kernel-rbf-ls0.08-m5n14,projected,9,0.0415388050962848,0.00567814268387859,0.00019814570211964286
kernel-rbf-ls0.08-m5,projected,10,0.03129718495152813,0.004633485582657734,0.0001602302018863904
kernel-rbf-ls0.08-m12,projected,10,0.030762686843231635,0.003568388740734195,0.00020108637633488695
kernel-rbf-ls0.08-m5n14,projected,10,0.029455703305534955,0.004223365752870217,0.00013754574021700367
kernel-rbf-ls0.08-m5,projected,11,0.04842968193124383,0.0073638808050559695,0.0002083992625484151
kernel-rbf-ls0.08-m12,projected,11,0.030371194313424464,0.0044229707474894575,0.000187541257200312
kernel-rbf-ls0.08-m5n14,projected,11,0.04747738603465196,0.0077706683644840485,0.0001821032150700736
kernel-rbf-ls0.08-m5,projected,12,0.02478802585456801,0.002525368916572346,0.00016479226651071582
kernel-rbf-ls0.08-m12,projected,12,0.025821649811675833,0.0033766166567159965,0.00019962486541968538
kernel-rbf-ls0.08-m5n14,projected,12,0.02194569725913807,0.0027621242974280764,0.0002067301821776185
kernel-rbf-ls0.08-m5,projected,13,0.04196248350475453,0.008966926765524044,0.0001304177021168079
kernel-rbf-ls0.08-m12,projected,13,0.036372084560138136,0.007466663436879144,0.0001581783883723044
kernel-rbf-ls0.08-m5n14,projected,13,0.04207767997475341,0.009366594592341522,0.00011000012068099743
kernel-rbf-ls0.08-m5,projected,14,0.037944862725678805,0.007156531478913056,0.00014628592915009813
kernel-rbf-ls0.08-m12,projected,14,0.03180782728183294,0.0055361055898680706,0.00015520620677792428
kernel-rbf-ls0.08-m5n14,projected,14,0.03574159100740191,0.007386310575867708,0.00011009279844980454
kernel-rbf-ls0.08-m5,projected,15,0.03950294524862325,0.0077709351269144465,0.00016857507385503734
kernel-rbf-ls0.08-m12,projected,15,0.03378829510629691,0.006484197190058736,0.00022390078905573305
kernel-rbf-ls0.08-m5n14,projected,15,0.03787092211178272,0.007918346151905009,0.00017237826848854958
kernel-rbf-ls0.08-m5,projected,16,0.029763515654117924,0.006778670290333855,0.00013929503459596184
kernel-rbf-ls0.08-m12,projected,16,0.024455338057199034,0.005587876894236734,0.00015758228698706136
kernel-rbf-ls0.08-m5n14,projected,16,0.027605389512156155,0.006547101047650911,0.0001313892867427811
kernel-rbf-ls0.08-m5,projected,17,0.03310398652500909,0.004951523168775099,0.00014260269977637912
kernel-rbf-ls0.08-m12,projected,17,0.028470065723599548,0.0037797994775413124,0.00019319059326889908
kernel-rbf-ls0.08-m5n14,projected,17,0.028032527610742302,0.004557336600211006,0.00011553270535150095
kernel-rbf-ls0.08-m5,projected,18,0.05748357736263871,0.020979457388027756,0.00020143707260236905
kernel-rbf-ls0.08-m12,projected,18,0.04400447651324123,0.013992683912589655,0.00020694794288541425
kernel-rbf-ls0.08-m5n14,projected,18,0.059084818530218255,0.02112446821904352,0.00022143692718988475
kernel-rbf-ls0.08-m5,projected,19,0.04039501125793724,0.017734432780944845,0.00016633812964483516
kernel-rbf-ls0.08-m12,projected,19,0.035814055223295733,0.017361080118745695,0.0001531044709599163
kernel-rbf-ls0.08-m5n14,projected,19,0.038839817879138074,0.0167358502601088,0.0001696007058787862
kernel-rbf-ls0.2-m5,projected,0,0.021622296559760234,0.0034915432678207722,0.0006038152734642883
kernel-rbf-ls0.2-m12,projected,0,0.033893291033357406,0.010521013439268728,0.0006482543742925011
kernel-rbf-ls0.2-m5n14,projected,0,0.00922382202668277,0.0019405131197120923,0.00020120604546917595
kernel-rbf-ls0.2-m5,projected,1,0.029510753851955077,0.005906405860276576,0.0003833890479399976
kernel-rbf-ls0.2-m12,projected,1,0.030821726439310446,0.014574121139672463,0.0003506138959029119
kernel-rbf-ls0.2-m5n14,projected,1,0.014606692870660385,0.002826390170363624,0.00016297892053399304
kernel-rbf-ls0.2-m5,projected,2,0.02324426899993208,0.004896209359814704,0.00036622399888966927
kernel-rbf-ls0.2-m12,projected,2,0.02466323362501736,0.0077962915977903,0.0006381680353824662
kernel-rbf-ls0.2-m5n14,projected,2,0.011811706017118227,0.002339543609408107,0.00022038760820694342
kernel-rbf-ls0.2-m5,projected,3,0.022200714366245818,0.004812157693042413,0.00043445459421558724
kernel-rbf-ls0.2-m12,projected,3,0.026649569893011912,0.007607610769911274,0.00035261737263507124
kernel-rbf-ls0.2-m5n14,projected,3,0.01230278128774435,0.00374670242618505,0.0001738237772932849
kernel-rbf-ls0.2-m5,projected,4,0.028267731765021998,0.009685587236220233,0.0004297501225679198
kernel-rbf-ls0.2-m12,projected,4,0.020641390972760625,0.005692547898722172,0.0003344600086641267
