ensemble,space,seed,tv,linf,med
animals,projected,0,0.025215563272003437,0.00945217174038629,0.00034579224602241586
animals,raw,1,0.024617520455360354,0.007720767240662146,0.00025287357430685145
animals,projected,1,0.02048922342242785,0.006588803028368645,0.00023372888595413275
animals,raw,2,0.034883577821920975,0.01381353584692762,0.0007818993308929207
animals,projected,2,0.02872905897730584,0.014402792633499008,0.0005750467829490934
animals,raw,3,0.021177637547063213,0.0072157146490281834,0.0003011481315124576
animals,projected,3,0.020923840998186803,0.008273365208774211,0.0003194178232595213
animals,raw,4,0.019072673721537255,0.00987607934133794,0.0002187300856517124
animals,projected,4,0.021635299001368395,0.014642215508979983,0.00027621911220480954
animals,raw,5,0.038458652360252595,0.018196817370753737,0.0002563247607839721
animals,projected,5,0.03038898021574161,0.011200479261507218,0.00040694001451241097
animals,raw,6,0.021197115517074688,0.00846941289422079,0.0004561090518849934
animals,projected,6,0.02543298566837603,0.010324592982562747,0.00037076248830285243
animals,raw,7,0.0356330109188836,0.01227886395018489,0.0005716084896496137
animals,projected,7,0.030600955719055318,0.01197898516276888,0.000403861924954511
animals,raw,8,0.024233426219048924,0.008145503763299672,0.0002850346480614671
animals,projected,8,0.027671760672734615,0.011820779982409046,0.0003197143120986691
animals,raw,9,0.025519016315798032,0.009449880753030104,0.00023458700050715302
animals,projected,9,0.01958954195672678,0.008321198444425748,0.0003273965777126845
animals,raw,10,0.02983663471198548,0.013038311538767694,0.0001661508299081152
animals,projected,10,0.02769069232424408,0.008865189328150322,0.0002829633076180437
animals,raw,11,0.030747557474273025,0.009039139759966619,0.0007603235310669485
animals,projected,11,0.025795315144299308,0.007615494825858493,0.0005907112531709437
animals,raw,12,0.02209761782160289,0.005912686174690096,0.00023892167457593115
animals,projected,12,0.02400056381286394,0.006923250633000942,0.0002791413571712131
animals,raw,13,0.031290783140929604,0.01591910171406185,0.00024363711784371796
animals,projected,13,0.03044535393004385,0.014570046221425804,0.0003338589702196193
animals,raw,14,0.04378657901011781,0.01803584793756348,0.00041169226836439577
animals,projected,14,0.03911428570348306,0.016554661902060355,0.00020443628161215428
animals,raw,15,0.017273618833536397,0.005040015887081611,0.00019908934839956826
animals,projected,15,0.016355843340902787,0.005081576131174298,0.00013727373628795434
animals,raw,16,0.026426938042920897,0.012536123191105308,0.00039603737978128397
animals,projected,16,0.02215578434024846,0.009229635470134279,0.0005588630730563524
animals,raw,17,0.024947607972768158,0.009294308544038211,0.0004312799273681225
animals,projected,17,0.025518455222301516,0.006608942567035467,0.00015419359027791802
animals,raw,18,0.023711872716577938,0.01262029390308636,0.00019410058680231057
animals,projected,18,0.020108173956173897,0.011012275111511483,0.00012106339603654853
animals,raw,19,0.031618061123982695,0.007809191050550314,0.0003479029728216904
animals,projected,19,0.023981409632376556,0.007091930494912677,0.00023537096125747552
onion,raw,0,0.02073177698560782,0.0059632171315040505,3.919808209397398e-05
onion,projected,0,0.020206634369945048,0.006378454250087345,3.403812661655612e-05
onion,raw,1,0.01283936598516619,0.0017364155925076383,3.564526373488361e-05
onion,projected,1,0.011667928423311586,0.0017667257668901384,3.4650389158526776e-05
onion,raw,2,0.013927495478398345,0.0036867335894465447,3.7878122048517836e-05
onion,projected,2,0.014431260048569037,0.003660532618736778,3.735300545588755e-05
onion,raw,3,0.01617771622141711,0.004495149157509246,3.891825587492785e-05
onion,projected,3,0.01578481903400175,0.0047590212628910444,4.003181916535364e-05
onion,raw,4,0.01761680717823133,0.005572729631016779,3.699380812138188e-05
onion,projected,4,0.017559122300173067,0.00664587265714682,3.11858251579538e-05
onion,raw,5,0.016396581592448,0.004091979460450021,4.5327523462167053e-05
onion,projected,5,0.016445224117831267,0.00470928687438367,3.8330142433637036e-05
onion,raw,6,0.0160966445931555,0.0032814334095993547,4.0924735643415124e-05
onion,projected,6,0.016999171912708427,0.003616891635089284,3.759327888029191e-05
onion,raw,7,0.018127793191656145,0.0030207044592654164,4.02611862903613e-05
onion,projected,7,0.016890530032884182,0.0030795715153720676,3.5322339871961803e-05
onion,raw,8,0.01573934611705135,0.0032392390241573754,2.9324843174008714e-05
onion,projected,8,0.01583455956576838,0.003802434714260325,2.920739351381903e-05
onion,raw,9,0.019112369495743357,0.004290203392410125,3.8309832806360456e-05
onion,projected,9,0.01953883686879276,0.00408420500163606,3.8112910937273215e-05
onion,raw,10,0.016576000015848493,0.0039058187712026522,3.778740702640266e-05
onion,projected,10,0.015707325078475297,0.00333574290194448,4.0648237930693635e-05
onion,raw,11,0.014877614205700242,0.002614125535999254,3.5857298082960786e-05
onion,projected,11,0.012592052787457354,0.0019147088314176303,3.311779751407953e-05
onion,raw,12,0.01876587878237468,0.0033941835006962434,3.8458951483472906e-05
onion,projected,12,0.01707769153829087,0.002731587337970409,4.7001498971946666e-05
onion,raw,13,0.015164987362869918,0.003038230220422905,3.1505603567539675e-05
onion,projected,13,0.01438360428674634,0.002919599554179475,3.0750339079413936e-05
onion,raw,14,0.015242540073709631,0.004638664724128785,3.072530751525397e-05
onion,projected,14,0.014489628165130528,0.00419058640156135,3.621703754256111e-05
onion,raw,15,0.015344819327652926,0.002676981593108571,3.491387292806957e-05
onion,projected,15,0.015157226498828637,0.0028204681454068598,3.319020987930268e-05
onion,raw,16,0.015001165385075853,0.0030723246910061702,3.680037888546155e-05
onion,projected,16,0.014409315920700235,0.0022402543655198545,4.0256517907719466e-05
onion,raw,17,0.016574432026320186,0.002008262570471136,3.464499422579578e-05
onion,projected,17,0.01640852630707507,0.0021717843285714022,3.258025720699262e-05
onion,raw,18,0.017437564219340642,0.004215207864328052,3.460205331400676e-05
onion,projected,18,0.017006169280450067,0.0035713951240807923,3.340007370031831e-05
onion,raw,19,0.019137404380886344,0.00528705670926663,3.5770889462852755e-05
onion,projected,19,0.018146210853838076,0.004808065968837746,3.721468601562602e-05
vine,raw,0,0.016506033322392772,0.0027058580203254273,3.304473884404686e-05
vine,projected,0,0.015363499354440438,0.0020221750659542292,3.4007395858088633e-05
vine,raw,1,0.015899797393724997,0.0027483970688107623,3.1307891344254974e-05
vine,projected,1,0.016873750430840686,0.0029581652506062914,3.1230900401110154e-05
vine,raw,2,0.017843646286758795,0.0031812431932942004,3.2633341951220836e-05
vine,projected,2,0.01729488794028977,0.0032432055603288934,3.6405777249705326e-05
vine,raw,3,0.021053207520050785,0.0052298581862631754,2.9116187631720704e-05
vine,projected,3,0.01951293652605005,0.004301981341150729,3.3528200404088406e-05
vine,raw,4,0.017688440917902365,0.0025021607144796176,3.602349843434278e-05
vine,projected,4,0.017581015263171417,0.003114586313651052,3.6569456559501856e-05
vine,raw,5,0.015506865774848298,0.0033617660192989535,3.9298582942625055e-05
vine,projected,5,0.014444279457193896,0.0023095729223459732,4.076408088209259e-05
vine,raw,6,0.019422680744089052,0.003885603206621416,2.878420335616775e-05
vine,projected,6,0.0179983058970223,0.0034612196946188223,4.1946743605177116e-05
vine,raw,7,0.01572340117263755,0.004514240706271738,3.318911323740929e-05
vine,projected,7,0.01450025961100387,0.004346835108560418,3.0705544385205925e-05
vine,raw,8,0.01791101513663647,0.006187917189318368,2.99005492012045e-05
vine,projected,8,0.01832188986660721,0.006174205054609402,3.127632180333355e-05
vine,raw,9,0.018066802101455188,0.0033517975383907384,3.4228006168444145e-05
vine,projected,9,0.017748194482153003,0.00328379253517741,3.897736200686843e-05
vine,raw,10,0.020766147754803743,0.007757289205069545,4.027260043124991e-05
vine,projected,10,0.020803337541579044,0.007915093419677041,4.1826016837813495e-05
vine,raw,11,0.016534055560824785,0.0029254417019594497,3.0122177134329876e-05
vine,projected,11,0.017012970503479583,0.0034700522144076734,2.1833296239944612e-05
vine,raw,12,0.01918655948364056,0.006331637886924049,3.742279125059958e-05
vine,projected,12,0.017747261077107352,0.005742426928395342,3.3336095304720056e-05
vine,raw,13,0.015582420209695816,0.003726740615717747,3.580350652831327e-05
vine,projected,13,0.014949263060953465,0.003275834573893313,3.718340513180598e-05
vine,raw,14,0.01517298091062349,0.002725739396656393,3.965016322713682e-05
vine,projected,14,0.015518433348072883,0.0028424572119632313,3.69985504199591e-05
vine,raw,15,0.015010066388124455,0.0027394412669709822,3.761332088488483e-05
vine,projected,15,0.015284450189130433,0.0031240188395695034,3.6258131823128264e-05
vine,raw,16,0.019074879985523915,0.00405912120170529,3.994083830960102e-05
vine,projected,16,0.01915245830913412,0.0035361352435406,3.752112480422164e-05
vine,raw,17,0.01688798039386462,0.004102336273349216,3.0540835473550195e-05
vine,projected,17,0.0170251731404913,0.004033035329796819,3.303823773970332e-05
vine,raw,18,0.016248097658315027,0.0022646276163230533,3.201087610933337e-05
vine,projected,18,0.01581921343938277,0.0028188237748978107,3.34265325849404e-05
vine,raw,19,0.017198471463268104,0.00447075468602505,3.6551214903669577e-05
vine,projected,19,0.015000865712700007,0.00468535973175703,3.513296498859742e-05
archakov_hansen,raw,0,0.04378385098678296,0.013129267195092997,0.00019027518558735208
archakov_hansen,projected,0,0.049604911975688094,0.01391513104988086,0.00023294243022996242
archakov_hansen,raw,1,0.048178018488583524,0.011363430219798826,0.00023886534117597977
archakov_hansen,projected,1,0.044726948632659864,0.00978794506840805,0.0002556519090746952
archakov_hansen,raw,2,0.05377766076915927,0.011214446199405398,0.0001723144533438475
archakov_hansen,projected,2,0.052308436513378354,0.010094885960162003,0.00016938450172364377
archakov_hansen,raw,3,0.057279626777692966,0.016275901678013557,0.0002077659992273898
archakov_hansen,projected,3,0.05201837977701943,0.012469890985623622,0.00018473897498354273
archakov_hansen,raw,4,0.04289607808665014,0.014512656699036286,0.00014232042482302897
archakov_hansen,projected,4,0.04324220447971338,0.010772825760748825,0.00013475725322866557
archakov_hansen,raw,5,0.040962497470695344,0.009431726076168725,0.00014459188441789283
archakov_hansen,projected,5,0.037887080879171094,0.007007800744006608,0.00014146834577084033
archakov_hansen,raw,6,0.0593643038329533,0.012180430042610754,0.00019908870590350594
archakov_hansen,projected,6,0.05274767611135302,0.010668780289902126,0.00019101512336851506
archakov_hansen,raw,7,0.06216452608677159,0.018996107719106994,0.00019284215682696833
archakov_hansen,projected,7,0.07350705252459311,0.01982211438590903,0.0002056568842944516
archakov_hansen,raw,8,0.06537951809127848,0.008087667862576926,0.0001619032472915209
archakov_hansen,projected,8,0.05819479844505762,0.010395997628018475,0.0001727059308055741
archakov_hansen,raw,9,0.043574304282552635,0.012958968231984336,0.00022318385009859824
archakov_hansen,projected,9,0.04041870562887367,0.010658289471272925,0.0002167753483168509
archakov_hansen,raw,10,0.053038508952640964,0.009591524841043905,0.0001669132750594725
archakov_hansen,projected,10,0.049286108333652934,0.009775436774494994,0.00017642897438395987
archakov_hansen,raw,11,0.044380602236348356,0.010781098431002917,0.0001911352149212216
archakov_hansen,projected,11,0.04216306023601742,0.010380246830005296,0.00021051086175191892
archakov_hansen,raw,12,0.05925414216880848,0.01742941100676304,0.00021376912405427103
archakov_hansen,projected,12,0.04775415272153113,0.011731733090789037,0.00016229753073107085
archakov_hansen,raw,13,0.046505289409821945,0.009674374900954227,0.00022991551039807618
archakov_hansen,projected,13,0.04334229796135061,0.01082329180674399,0.00018983389133317267
archakov_hansen,raw,14,0.04706468119671731,0.012710570570943831,0.0003390819963556115
archakov_hansen,projected,14,0.04733525948102346,0.008758091901688227,0.00032715233281567675
archakov_hansen,raw,15,0.04219491630839998,0.012532813180155006,0.00019135406359754728
archakov_hansen,projected,15,0.03774957701164754,0.008644283739020597,0.00018072021405422106
archakov_hansen,raw,16,0.04745509235549506,0.013957964303164344,0.00019011900624966646
archakov_hansen,projected,16,0.05009585520413734,0.016635132730148855,0.0001997408554166712
archakov_hansen,raw,17,0.040323516097728156,0.007911499440607046,0.0001644279056484863
archakov_hansen,projected,17,0.03584567702595609,0.004776347016477646,0.00016240049683904082
archakov_hansen,raw,18,0.05413482263533297,0.01594589386295598,0.0002006206644157005
archakov_hansen,projected,18,0.050317381390511694,0.016343710479365364,0.0001379571670385299
archakov_hansen,raw,19,0.057074802322710734,0.0155154934319666,0.00016411745811795847
archakov_hansen,projected,19,0.052472877582443636,0.012740604165636625,0.00015900864872301542
spectrum:marchenko_pastur,raw,0,0.01167015686648929,0.003861261524132256,2.9176402807511365e-05
spectrum:marchenko_pastur,projected,0,0.011341464558337294,0.0031902587160046875,2.5311635079919536e-05
spectrum:marchenko_pastur,raw,1,0.012026480618252879,0.001713330017964948,2.1380255804666012e-05
spectrum:marchenko_pastur,projected,1,0.01157648484690593,0.0015838202907672433,2.176400191628125e-05
spectrum:marchenko_pastur,raw,2,0.013354088941348138,0.002689713095996679,2.5594866076329508e-05
spectrum:marchenko_pastur,projected,2,0.012983975007178987,0.002540621647104599,2.957215970730079e-05
spectrum:marchenko_pastur,raw,3,0.011126724934489962,0.0019395638941985746,2.3498186346573342e-05
spectrum:marchenko_pastur,projected,3,0.011087487656324639,0.0016407871208472813,2.3029517991797065e-05
spectrum:marchenko_pastur,raw,4,0.012115226282470849,0.002785849949986638,2.2375476210582403e-05
spectrum:marchenko_pastur,projected,4,0.01177284438462999,0.0027181984486000163,2.52528585644777e-05
spectrum:marchenko_pastur,raw,5,0.010583056680503643,0.0011864900896109004,2.5048689390929388e-05
spectrum:marchenko_pastur,projected,5,0.010921212859222307,0.00145447435715617,2.917217844666101e-05
spectrum:marchenko_pastur,raw,6,0.012909655727099727,0.0023206536891221263,2.572415266637229e-05
spectrum:marchenko_pastur,projected,6,0.012589927864944098,0.002055749757665662,2.456185111742743e-05
spectrum:marchenko_pastur,raw,7,0.011285075554381857,0.0018764320877321106,2.905930319739778e-05
spectrum:marchenko_pastur,projected,7,0.010209067555374648,0.0014681825582462324,2.6141383979465526e-05
spectrum:marchenko_pastur,raw,8,0.011685862480592711,0.002861718680801692,2.393619673036267e-05
spectrum:marchenko_pastur,projected,8,0.010637228403745824,0.002410789587803351,2.3944954057585958e-05
spectrum:marchenko_pastur,raw,9,0.01071106322300075,0.0018157224164506158,2.3460405069445328e-05
spectrum:marchenko_pastur,projected,9,0.009873872252400176,0.0014740859122481277,2.033813227452397e-05
spectrum:marchenko_pastur,raw,10,0.014118975003279667,0.0024604363291751558,2.654549142372132e-05
spectrum:marchenko_pastur,projected,10,0.012241585426412563,0.0025292999934996147,2.2566802817925488e-05
spectrum:marchenko_pastur,raw,11,0.011956147035194868,0.0015174390008050286,2.6259147251903048e-05
spectrum:marchenko_pastur,projected,11,0.011546646377311785,0.002069321897862242,2.5743622708682525e-05
spectrum:marchenko_pastur,raw,12,0.012296811191050952,0.003804450190320191,3.167414414404846e-05
spectrum:marchenko_pastur,projected,12,0.012128722046022788,0.003100370864469418,3.221710615137325e-05
spectrum:marchenko_pastur,raw,13,0.012705536866620917,0.0029939212055313663,2.376175646186951e-05
spectrum:marchenko_pastur,projected,13,0.012738319217473417,0.003532482167743739,2.3838130107572893e-05
spectrum:marchenko_pastur,raw,14,0.012987817850452032,0.002428690394124605,2.5442911619198943e-05
spectrum:marchenko_pastur,projected,14,0.011577909949710056,0.002133087258096626,2.28918355518689e-05
spectrum:marchenko_pastur,raw,15,0.014068753325075128,0.0023447260296337764,2.5815614277528904e-05
spectrum:marchenko_pastur,projected,15,0.013407240861356673,0.0019127651608931429,3.145233466657818e-05
spectrum:marchenko_pastur,raw,16,0.011118429494645024,0.002363079410451989,2.7427032359729703e-05
spectrum:marchenko_pastur,projected,16,0.010881865720734291,0.0017869032346755076,2.272289347545061e-05
spectrum:marchenko_pastur,raw,17,0.012592155492298765,0.0024413044745528883,2.5871184799403316e-05
