base,factor
0.5378659828341968,0.5368512293682366
0.8018407425539137,0.7787404246504163
0.35040790812925426,0.3727546107510268
0.2193386065748534,0.2035047857552967
0.3876062737752081,0.4063576481647341
0.3939543027556013,0.37800494282115465
0.9701412521099823,0.9523737477687966
0.35174627646521534,0.34972463116222874
0.6676510577683743,0.6450302711962685
0.7102604623286524,0.7079683950664533
0.3613448762619585,0.3408804796023286
0.4887554941579019,0.49771759793787057
0.3239509423373519,0.32417900447883935
0.43658011243969874,0.42287608442352637
0.45203828058187123,0.4685316938969975
0.5183262281197855,0.5096635712201921
0.681072704149592,0.6897460027826031
0.16522505857621636,0.1571887338479891
0.09988321297531187,0.09832809584251177
1.0436297292904508,1.049306465042387
0.1766480336680528,0.17610918504635859
0.16710669717635973,0.12149767375937628
1.0247351815589987,1.0362764749682742
1.5996163845635882,1.631234609816026
0.7452320932739859,0.743531407838203
0.3311349861911406,0.3199653175373142
0.2893238834355635,0.2861352713839895
0.5176748825631495,0.47656798748264195
0.5322198821681924,0.5381974883819169
0.6541274324334768,0.6705397183607854
0.11678872690803498,0.15550482974412477
0.6817522053166023,0.6703984911712373
0.43013829075847865,0.43076542006755386
0.37442461091528456,0.373935697664996
0.5229676645228648,0.5262773159023504
0.1009794554653934,0.08898540269520394
0.5015076796945317,0.49637784139590124
0.31294345451689765,0.2956833168906247
0.34405149576255845,0.3403579733569427
0.6603247273978209,0.6673556900018903
0.11442366430593987,0.09670424935044862
0.9904157668868891,0.9952239854197474
0.3470805165051154,0.3381689184064031
0.05752762541222278,0.0879774385078049
0.8925286015219066,0.8816979211470731
0.8977168102437644,0.8973647580915763
1.297999839803856,1.268844018958899
0.39456037603117367,0.3820821328994426
0.03553172733776491,0.06689258424584078
0.5255402687226894,0.520790299363302
0.4719682780458119,0.4695670660467592
0.7419951459143607,0.7584656916523389
0.2170958703227884,0.23742655202461802
1.7498255624407932,1.7526725040396927
0.5507527645703244,0.5419509212053844
1.9315662045554276,1.9497645543510547
0.53354584289415,0.5764429787455864
0.08580837065979587,0.0914811923269089
0.7820291625382377,0.7654216080172274
0.23136848612734906,0.22071191988431998
