flat,hetero,style_gap
0.5578614306875979,0.5578768385279151,0.022194789402326838
0.7930733786099067,0.7930733786099067,0.0
0.45221347760311753,0.4522185699339027,0.009954067309050643
0.3051284981672692,0.3073100833961938,0.17709994884031546
0.31607541690856483,0.31607541690856483,0.0
0.6235629170004077,0.6259153856706023,0.38459932562706384
1.2234874454870037,1.2231579976497955,0.04561591814868787
0.5715658481383457,0.5726275673596921,0.19476336750403253
2.091613572361688,2.066627127926009,0.2312488093186812
0.1398063507735715,0.1416832151077932,0.1658888518248206
0.3004958926567511,0.3004958926567511,0.0
0.7156458347672437,0.7155051017412186,0.15805055296003948
0.6116999220901761,0.6118882999711858,0.09850921165484142
0.7972385674641267,0.7964410813541757,0.17193625425373027
0.21988391743761712,0.21988391743761712,0.0
0.45527087267289496,0.45665212214118134,0.16551805703914726
0.30262983026584706,0.3034477167860392,0.10797982150726189
0.8208878423052687,0.8208878423052687,0.0
0.7545091920367805,0.754045784924689,0.17227213157331925
0.2754785092019017,0.27556091662007826,0.0337963130083158
0.5678347529809168,0.5683679998212647,0.1356526896442793
0.5356500043324302,0.5360930489825607,0.1113785369775052
0.5384252830092964,0.5390456155719495,0.1329626768826977
0.21203767939798984,0.2136950517074022,0.15052707878646504
0.6408648981271137,0.6408648981271137,0.0
0.2771549742196171,0.27738304942869013,0.05627608607285969
0.07141994219186397,0.08908386956932929,0.5862099631050395
0.5054037829625344,0.5054037829625342,0.0
0.6483275730287668,0.6501597953855832,0.4222976297358298
0.36075759001264074,0.3610227671795074,0.06409118663048533
0.8415095444017352,0.8413275637816703,0.06786557273385141
0.256839305733151,0.2582498122351538,0.13935068583976223
0.19867801365775295,0.2006562374700082,0.16487270165469298
0.2554585648751662,0.2559005554854085,0.07784072672505303
0.3123806592693051,0.3124910630440441,0.03983950320301943
0.11849881984063143,0.13728601130920692,0.549807980056414
0.2618433203499049,0.2627547531644921,0.11206497857973288
0.12120224882074034,0.13497217578419798,0.4660138482048286
0.6712092051778086,0.6712092051778086,0.0
0.23752293128768054,0.23792963020885338,0.07442866533354446
0.9775040579360202,0.9772996220947873,0.05072456294472133
0.5202630672536127,0.5209333395127403,0.13158865086827143
0.36201671745670944,0.36201671745670944,0.0
0.14465026585099958,0.14999279964260662,0.2799555830697182
0.35475171101385,0.3547938812809364,0.02540717823576644
0.3639358773717616,0.3639358773717616,0.0
0.9693395728681828,0.9635671519377912,0.2779048157671709
0.9284858814773875,0.9251088710031016,0.23071558240788778
0.4820149914844955,0.4820149914844955,0.0
0.27256665502082544,0.2725666550208256,0.0
0.2551213158533881,0.2582207769017356,0.20712345432430923
0.5454989600333273,0.5464067873195206,0.16452609493535866
0.5341145224877277,0.534114522487728,0.0
0.8497429748927973,0.8494644608354609,0.0816250873902749
0.6805951928389862,0.6805951928389864,0.0
0.22314064425349367,0.22573525200744662,0.18854716259963306
0.6133288264320422,0.6133288264320423,0.0
0.6691170666952293,0.6691868288591307,0.1086636252598229
0.42307519853113473,0.42307519853113473,0.0
0.45405269470770365,0.45406270892343387,0.014001436353714466
0.5188773694299106,0.5223939221450983,0.3042233874944552
0.7347924039318894,0.7344007440801564,0.19338078316757829
0.8726624229007892,0.8726624229007892,0.0
0.21399180705811333,0.22525001910225084,0.3986627873478512
0.2931174545244013,0.2935215209063009,0.07545743404299893
0.20087813204338584,0.20093279271008702,0.02730928161614013
0.45948472955485986,0.45954353296926076,0.03424571287407381
0.08139857413031927,0.08215151967938943,0.11586484669041477
0.3857120769326341,0.3857120769326341,0.0
0.15843194408938469,0.15889437675493678,0.08093234420800796
