glicko2 per TC,published,tempered,laplace
0.9123173909007583,0.6810621965100394,0.6816213316941987,0.6834243451578047
0.4794185208046693,0.4885409770894344,0.49696699357124324,0.5152355966820205
0.5769805100345592,0.6648648051563933,0.6661628767005013,0.6698532588889573
0.4094645877043507,0.5152301240702781,0.5227009444560341,0.5460382914639472
0.7723301466742454,0.6119399671540983,0.6155636237780427,0.6265595189695397
0.6197767185081938,0.922420829673289,0.9107462063405015,0.876215876971421
0.7723301466742453,0.5067596695829727,0.5145391268668509,0.5384631711366205
0.5043581252348707,0.6316130576857881,0.6343887566930374,0.6413614467673047
0.7723301466742454,0.6119399671540983,0.6155636237780427,0.6265595189695397
1.0376211145632612,1.018805517113211,1.0017309647540684,0.949411478307048
0.3428438238396623,0.3786791354233664,0.39042743964988613,0.41944747250551073
1.098498926326155,0.5994246550324414,0.6035770531225007,0.6161144005969595
0.7073415446625658,0.4570086112884212,0.46649465874158086,0.4969268554149033
0.8550252642174938,0.9266777134225395,0.9147699322456474,0.8878326655645695
0.6791514798183624,0.8535473965197385,0.8455700471087392,0.8210629594907288
0.7073415446625658,0.4570086112884212,0.46649465874158086,0.4969268554149033
0.24416683832630184,0.04304888031753827,0.05116005121691316,0.0826821403384576
0.09465518313221409,0.028533554785269342,0.0349709113656312,0.060299183795584084
0.9038825690443942,0.784800644400212,0.7803603750482165,0.7669056732134326
0.7896134797706106,0.7579610791214437,0.7548557326270137,0.7455683845037174
1.0058111817609716,1.4670795630983176,1.4223083383965507,1.289692359706875
0.1674429496151909,0.0400210503754895,0.04781919444639864,0.0814764787582434
0.7896134797706106,0.7579610791214437,0.7548557326270137,0.7455683845037174
0.3974073724266898,0.3334056031942365,0.3461730029216291,0.3859844566486753
0.44521145234270326,0.44504890771381894,0.4549161826464447,0.48432883526513426
0.44521145234270326,0.36185114055398915,0.3740058718109404,0.41082455142747076
0.44521145234270326,0.44504890771381894,0.4549161826464447,0.48432883526513426
0.25749921755424393,0.14591418189070976,0.15927229320359257,0.20476291507108646
0.3347176423900087,0.24950731275074312,0.26342637361631793,0.3099252609498104
0.3137477543442056,0.23669433268179985,0.25068464620424624,0.2942605645563403
0.44521145234270326,0.36185114055398915,0.3740058718109404,0.41082455142747076
0.11548664068068945,0.024072668732502068,0.02988909199392704,0.05374030769474678
0.11548664068068945,0.034379273715199804,0.04154665715885562,0.06955326068510805
0.44521145234270326,0.44504890771381894,0.4549161826464447,0.48432883526513426
0.3347176423900087,0.24950731275074312,0.26342637361631793,0.3099252609498104
0.5006721903646283,0.31127319416795685,0.32444654010983026,0.36433092231771386
0.1674429496151909,0.0400210503754895,0.04781919444639864,0.0814764787582434
0.14445286074889882,0.08286973798062061,0.09396216763967433,0.13273205655710613
1.0500874450266544,0.5700005115194626,0.5753615427285256,0.5921265777259282
0.22315076208076284,0.16502338636256653,0.17871401179883836,0.22404929590055864
0.9088162727814544,1.1597015682287093,1.1343295969686513,1.061645884100946
0.22315076208076284,0.2120624398637625,0.22609378086959306,0.2714190015848713
1.2180586320474434,1.2435917825112475,1.2130847061072592,1.1281071865078574
0.4667862347781328,0.41006113847858455,0.4209722121181521,0.44625216124523864
0.14204782114294184,0.06454732838643551,0.07448636631141106,0.11410498050697888
