our scalar + colour,"our scalar, NO colour"
0.6730531101783054,0.6751262066338103
0.47302190699808283,0.48982651650054926
0.6595760570651271,0.6913125315763786
0.5271379889617119,0.5181708860771729
0.6426571772330937,0.5810899294331255
0.881158854048348,0.8193646975840732
0.5349518637144537,0.5810899294331255
0.6167296141133476,0.56462977126091
0.6426571772330937,0.5810899294331255
1.0050618800357531,1.109985365519506
0.4312705194027697,0.3993745788222087
0.5574147839582901,0.5830737475387355
0.45480763532142354,0.48797552204096756
0.9095429094549722,0.9754506258797502
0.8587334448020993,0.9515757377336554
0.45480763532142354,0.48797552204096756
0.045930639981213606,0.04960968427539358
0.02600789499241715,0.03203386768964451
0.8061424722740491,0.7399282382429595
0.7739806150234445,0.8114737390421994
1.4950500626190322,1.4129055101445172
0.040428878377395394,0.043856174697532405
0.7739806150234445,0.8114737390421994
0.36963383759720936,0.3373901598126952
0.4437218517841703,0.4141183893276275
0.3616691161311715,0.4141183893276275
0.4437218517841703,0.4141183893276275
0.15275438301174568,0.16634983734205444
0.24076733638482475,0.25963717196285424
0.2874434445627296,0.2920554557637627
0.3616691161311715,0.4141183893276275
0.023930850476623994,0.027397665853818465
0.03403952595495685,0.027397665853818465
0.4437218517841703,0.4141183893276275
0.24076733638482475,0.25963717196285424
0.2512406703046997,0.2672793742840066
0.040428878377395394,0.043856174697532405
0.0850780952444121,0.07684610824822394
0.5523970776058416,0.5855559445352087
0.1621403167499862,0.1860778032140735
1.0420568713804108,1.006451659788794
0.20792854091783908,0.1860778032140735
1.2169612179203002,1.2739950063822854
0.41117642530548193,0.4020441393944591
0.06016032709185295,0.05070619153577799
0.9094331520014587,0.9619957983103692
0.06016032709185295,0.05070619153577799
2.8406715277106684,3.006953222972225
0.043654946834583326,0.05070619153577799
1.6727243023756744,1.773187007337409
0.043654946834583326,0.05070619153577799
0.06016032709185295,0.05070619153577799
0.043654946834583326,0.05070619153577799
0.043654946834583326,0.05070619153577799
0.06016032709185295,0.05070619153577799
0.043654946834583326,0.05070619153577799
0.06016032709185295,0.05070619153577799
0.06016032709185295,0.05070619153577799
0.06016032709185295,0.05070619153577799
0.06016032709185295,0.05070619153577799
0.22030464778144157,0.20639254132738685
0.043654946834583326,0.05070619153577799
1.2371917150122127,1.3071778186652203
0.8276623736428248,0.899582366596609
0.043654946834583326,0.05070619153577799
1.2617176967545203,1.3662392085890631
0.33291267773917077,0.29445751006548815
0.16622518600980996,0.18217737955597227
0.4465774959565891,0.48588240657993914
0.5416816549664626,0.48588240657993914
0.7991688866532916,0.867276832727533
0.3150512223960766,0.30837986527737876
0.15616813893376494,0.17324379710873275
0.2047899580219468,0.1879177763355875
0.7331260091695755,0.679402266356729
0.4769014907263711,0.4375476231355276
0.4769014907263711,0.4375476231355276
0.31665791108462216,0.2955118032401809
0.20792854091783908,0.1860778032140735
0.5447580199563065,0.49812108665237503
1.8992681690224096,1.773187007337409
0.1621403167499862,0.1860778032140735
0.3903258169461645,0.4375476231355276
0.3797520081545313,0.4222301809941553
0.9694375096108527,1.0373792289835593
0.3903258169461645,0.4375476231355276
0.9694375096108527,1.0373792289835593
1.1295963157890982,1.0373792289835593
0.579943175205203,0.5332166762368873
0.3501353563951818,0.3172321933530073
0.12989162863570167,0.11388002454402538
0.25578541509342584,0.2888263697674512
1.1295963157890982,1.0373792289835593
0.28394254757618753,0.3151693532593523
0.1359899609407206,0.15616601020289025
