scalar,factor,style_gap
0.1317647563122991,0.10022954268166133,0.3460074569588847
0.6399428384164182,0.5840469149615753,0.24547438216862225
0.5414459012405323,0.6355423801580871,0.4112843199369531
1.2781099753714844,1.3585937637722418,0.27861880407033013
0.6036205593882729,0.6851976168725438,0.3619904555066885
0.7749297208199138,0.6273668565896107,0.5509399990915955
0.3924254102511053,0.4048954360273735,0.39373706011659826
0.5528423698174187,0.4184169466291732,1.003898313454899
0.07997320394987309,0.140390236061873,0.6077790159655637
0.4679242128337981,0.4559896543260819,0.1175913958037456
0.37005736322835453,0.3761974810811795,0.2088571469832488
0.1820863313565331,0.15710154664473697,0.3822720173683185
0.20379921395006062,0.18066116623248127,0.14435748734616272
0.44746405772188924,0.44681978357238356,0.02853992396092475
0.15752037083442827,0.06574690058932858,1.0753255017072805
0.7701314466816418,1.019682876077677,0.5590157854483615
0.15786587726862517,0.17520785103025394,0.11374134318147622
0.3927652798440403,0.3748864175042569,0.017857004081472977
0.11446334655863745,0.19657693860975037,1.0791467148636222
0.7789187215049028,0.6477003798001233,0.8339117090212358
0.29791698289018625,0.27831381016447165,0.03905382918356337
0.6015204336387009,0.5843601772171353,0.023160239486166634
0.3572939867861125,0.3314515129531679,0.286291457272917
0.23749128441717163,0.2953698406242718,0.6150854056787457
0.4630974845610591,0.4944238618435049,0.31943523476331265
0.9482305855805637,1.035499327562879,1.0320946991126525
0.358379687894148,0.289203237885645,0.7591356074442787
1.3103168260408993,1.100546917483802,0.4450552014760971
0.23864447861479,0.2898208639571186,0.48942522960020834
0.49307719696606406,0.477733767538389,0.16456201842843632
0.6022808515605725,0.5748967012425775,0.10505701791023217
0.4353130799129894,0.5736922729367561,0.6216011119813465
0.48572005517514005,0.5103913129282027,0.08397003900399727
0.40733873100472257,0.4509670629278758,0.4327142458226749
0.3628050396239328,0.32278222505321624,0.48594596059516915
0.6254911248892017,0.6922015495829901,0.6728708238743881
0.3509551826960206,0.33633497268113577,0.0027510365749694454
0.8812160269146401,0.9018059497170232,0.10889910323165444
0.29743422731199437,0.2972212678038367,0.21571319960850832
0.41248758888384995,0.415810146638261,0.011206884994463873
0.896194819788206,0.7975848897531181,0.37917200168398846
0.415515062874153,0.45887104734780565,0.12946225902155867
0.05000627646952489,0.04838371195193623,0.13184324431407496
0.48047567178966266,0.39854585657642244,0.6806209173599289
0.7741584863486867,0.8534531579206146,0.18388196323566197
1.8711389355016814,1.794281805366395,0.459675396207307
0.6089062617582321,0.61693403746892,0.057033289946768345
0.25073512069035325,0.14382469357205277,0.9763578944271667
0.29638785493053094,0.3612483945161043,0.3334399359552338
0.6700227036364778,0.36521282224606627,1.3286248045189475
0.30403887425604575,0.2524987601826305,0.9665240524102054
0.4268380223138579,0.3461677938056157,0.4004638831296694
0.8584814456812004,0.7712239574932823,0.1469936254161961
0.26165114177956156,0.19265154258026643,0.6414328962992295
0.5668097236922889,0.5547121578794071,0.08870329678780059
0.6059608274242108,0.5285735711214655,0.1224672043253009
0.5315421204539472,0.5900508684249611,0.3401754702343806
0.5524325740818526,0.4848674355038285,0.35681313891666516
0.9508066767950293,0.9086387123182718,0.42278945901855497
0.7301059788106019,0.6254776842312647,0.6146699618662286
0.5861783714713783,0.6834252900155297,0.3700561465719286
0.19268692593718278,0.17264866436311388,0.03762920634764361
0.758217235901855,0.9177831510296505,0.32281027002866297
0.21421723084870242,0.2463743523526945,0.4025986307414494
0.5825207763388238,0.6675787339438328,0.18128193693757627
0.6571560623537693,0.6084422737527464,0.06080663098688999
0.9077138162173854,0.8954258144017254,0.031619336213061
1.0240337317190085,1.0550206530870099,0.211371863799165
1.0095541770277359,1.1908856316905065,0.2987739589647398
0.5301681589774269,0.7209324796272312,0.564617089001433
0.5174561143287606,0.4466086715020419,0.44671536273540163
0.1786127745223397,0.15688467675219314,0.37497696689740956
0.5640368585846003,0.6230944540039542,0.5638078442131181
0.5376615014786852,0.38567084855085276,0.3668139663759795
0.31205960322526405,0.22096915673252732,0.3025963351933789
0.45474724332032246,0.45606040018824756,0.028336549517494647
0.5911715513535489,0.552057054767471,0.242481073404346
0.4467572890932467,0.33354475822288926,0.9813873808440661
0.4327006178887401,0.4602506869326683,0.332422621351008
0.33270203684792254,0.31794305417076435,0.12451566515331725
0.37035866211324553,0.39196621702209405,0.10418542907833261
0.2422597075490614,0.2401428770281709,0.07913464675724285
0.5658558718210611,0.5019628470362419,0.013637921490832424
1.1244041488714391,1.4510778778789033,0.8831679610809099
0.4620638387706884,0.45517240907975787,0.5962338843762018
0.7103979721172793,0.7566795148370008,0.15110066902404878
0.24201799277444935,0.21473959738939952,0.25946208564175416
1.109259261405986,1.1232366992187859,0.2490075942982836
0.828348429623998,0.8679824452939119,0.28785988653349553
0.48698439108365654,0.5356214206414396,0.39749728791794325
0.3421502552917153,0.33523552136261303,0.09607929947815907
0.10056088141205635,0.1284267814166632,0.16461506471809995
0.16126694072574826,0.09897436959688957,0.9272127546406136
0.9141528859144405,0.9476425618379268,0.16108510403400095
1.2667804782944538,1.4650321488502591,0.7006422781188079
0.38367847547020306,0.4967064595455194,0.49165068217027325
1.0661809261760045,1.1158868185623907,0.20177227806920425
0.7928793351515857,0.7307281956441544,0.2716241890744494
0.5016055537037689,0.7833382282101834,0.9811524327687309
0.8475491949316577,0.656581043958364,0.5822778498279653
0.19680859129345532,0.18754536018433024,0.10232803313381555
1.013524788209956,1.117895888051479,0.33866632626448406
0.06361343124290297,0.07061635075531501,0.2416700786634431
0.5809746818272304,0.5299717224662256,0.5254495696673813
0.3504736558025305,0.31455274677286404,0.27795825300118104
0.8018002256222967,0.9104487543064996,0.46314471878695795
0.34135710551213116,0.23819698018464872,0.683028759493722
0.5960368779619508,0.5462319380100741,0.06930922329975309
0.4608482651946325,0.5003805146320778,0.6312199637747895
0.6908149752815408,0.7859098161778735,0.5525920419662309
0.611426915881809,0.6670375314128261,0.38148876150016536
0.7914654545317202,0.8711319533952713,0.7492604559269633
0.3951977242733414,0.5394221765642588,0.7474673243492983
0.723229104982159,0.5495493227208291,0.9512183841815519
0.9851364986984706,0.7423093403518344,0.38484571813343127
0.1277622975975194,0.11860703077041503,0.06025348996843834
0.2575922314507773,0.27174344103733994,0.10679654550129893
0.876441041754622,0.8461082858716766,0.05102922444297309
0.89197831137486,0.7668777185617451,0.8530606002992903
0.49562450687328785,0.4571961184066046,0.28896610926210775
0.3353083137389784,0.30636560210184016,0.18611607299589503
0.14865091923058463,0.11392116552753401,0.4848233555958478
0.5837375070941908,0.6444589257428097,0.17056462506018563
0.7383782346822055,0.718187995755877,0.07627009146518146
0.18065991696402428,0.16424682467690604,0.3219304488641971
0.4352773105562383,0.32896923102598913,1.1230409372114023
0.39258485613123406,0.30233325322462845,0.3675786774716493
0.9570472908739523,0.8859282522248304,0.0703325751804949
0.23082228140780067,0.22633774201770052,0.29138491411446915
