scalar,factor,strat,tc
0.3536866374245469,0.35475171101385,0.39162485271398545,bullet
0.36524238275609117,0.3639358773717616,0.4150052632486348,classical
0.8004996631674006,0.9693395728681828,1.1098165409719016,bullet
0.7888828305396234,0.9284858814773875,1.0238353846032664,bullet
0.42423135752103885,0.4820149914844955,0.7371972793501236,classical
0.27106065139952756,0.27256665502082544,0.32313373277604385,classical
0.28887448433553153,0.2551213158533881,0.15769546404390464,blitz
0.523405131652635,0.5454989600333273,0.5922533734775576,blitz
0.534156487660185,0.5341145224877277,0.648246140281856,classical
0.6945749935445353,0.8497429748927973,0.46553581839117913,bullet
0.6867492387858122,0.6805951928389862,0.6416091824390981,classical
0.21975481728478558,0.22314064425349367,0.2223527204224134,bullet
0.6028236170388795,0.6133288264320422,0.7032079982279634,classical
0.6365052009625033,0.6691170666952293,0.7095390175005076,blitz
0.456628502744454,0.42307519853113473,0.37731024585304823,classical
0.45817329477137864,0.45405269470770365,0.44445718460936856,blitz
0.5705100082410717,0.5188773694299106,0.4853777799912992,bullet
0.689350795838722,0.7347924039318894,0.8281921155245321,bullet
0.8941287488799871,0.8726624229007892,0.8372560610513875,classical
0.2823328741889499,0.21399180705811333,0.062450675807244234,blitz
0.2884998645561193,0.2931174545244013,0.30590961448548665,bullet
0.16621093103819884,0.20087813204338584,0.2328760887736565,blitz
0.45832761864933175,0.45948472955485986,0.4572375447739171,blitz
0.0840236991422544,0.08139857413031927,0.09570004333094788,blitz
0.42011834583230506,0.3857120769326341,0.38916655886484414,classical
0.12094975439244597,0.15843194408938469,0.2096002895424234,bullet
0.8605092755820878,0.9187696106877983,0.9260000855912587,blitz
1.2349370386686231,1.2305277657878766,1.215733289417431,bullet
0.08122709789029978,0.07261298739487522,0.18360946048563126,blitz
0.32018667117011734,0.325597928261212,0.3522999730679013,blitz
0.6469198362648091,0.6889698967972773,0.785484263484254,blitz
0.7591075102751649,0.7486785147736852,0.6390250528117668,classical
0.5085057115678618,0.4821827581258859,0.4577796990631587,blitz
0.4494704213859645,0.45030717920769747,0.46424221689476525,bullet
0.4980354601420924,0.4560351227638902,0.42124374795908764,blitz
1.5324370819704132,1.6977874178920658,1.663983323800394,blitz
0.047784846162253744,0.04290549035588896,0.04436631485411375,bullet
0.3310502773375902,0.35302536602046214,0.37285044147693247,blitz
0.8045981365604468,0.7835109954005263,0.8148399425843147,bullet
0.3830188223794068,0.36862904232590515,0.3644018316621174,blitz
0.35412499857275037,0.33786877353705413,0.3379929031124167,blitz
0.663098560683647,0.6922174480013368,0.7052481015221069,blitz
0.2936185127426443,0.3021325870166883,0.3554277169019523,blitz
0.46323204904436105,0.46060724641507383,0.43239043319763176,classical
0.3678907258536696,0.3454637582267839,0.32438767170950683,blitz
0.4940553589089846,0.4741558938335688,0.4608063391906639,bullet
0.5491855066055231,0.5506871602953581,0.5678868234806127,blitz
0.6263507658759295,0.45019508390162233,0.3445436514182249,bullet
0.1358563731342342,0.12808670776702735,0.1545714392923675,blitz
0.4419069509215413,0.4343271399674755,0.39801562637363597,bullet
0.5025373338048604,0.5141967223000333,0.513226412249439,classical
0.42565899250354267,0.4269375320670753,0.42643095679367826,classical
1.6410100388781188,1.5762508338259076,1.284357390808665,blitz
0.7924034279794898,0.7451779175153107,0.7166136079427309,bullet
0.1404445161163912,0.16937158101649094,0.32557578815650956,bullet
1.5944049776120461,1.5238791717766755,1.2152812012694842,bullet
0.5241873399319146,0.42902478886133155,0.2597212227328784,classical
0.7064851348864692,0.6285231377998298,0.5334071844282161,blitz
0.7828126259689524,0.7932174335789568,0.7685354339359064,bullet
0.5035175679019539,0.6039004637432464,0.6326895681373035,bullet
0.4862828545604256,0.4158115953768228,0.41216400301930783,blitz
1.6974583581250633,1.8434084052567166,2.0131328295661604,bullet
0.7966816077754263,0.8286118901266967,0.8486819303380824,blitz
0.9550876968704664,1.0772464557205446,1.1510333845334655,bullet
0.4061968273778286,0.37760870913751754,0.2995474155719448,classical
0.9359640376912365,0.8752500823438316,0.7863482439741073,blitz
0.5613258595952992,0.5604471690843847,0.5829673874721666,classical
0.11416968301643204,0.10637801690385669,0.10646704093076585,bullet
0.7034832679624244,0.7965630083669974,0.8569921294604658,blitz
0.27606110059347966,0.27683570318640593,0.28164197016220444,bullet
0.9567682830161063,0.8243988539401813,0.7919426396670257,bullet
0.3860662292733214,0.3836370169356088,0.3941094391257282,bullet
0.42695161574336254,0.44450919347210366,0.45613848681843217,bullet
1.5755771993564238,1.6224601847830922,1.6401993728400948,bullet
0.8092088362107679,0.9596562738923161,1.2027141081760249,blitz
0.6021778934270041,0.5257888122260076,0.33709099113139274,blitz
0.7835904495466818,0.6593502679182499,0.5401717130392834,classical
1.0436786680447332,0.916278354039197,0.8686376742542591,bullet
0.6645752958367667,0.6691000197736869,0.7358744425708815,classical
0.44105071444318306,0.4791498575783657,0.5700556872555316,bullet
0.7026978065015462,0.7123261730024344,0.7558356368181749,classical
0.6876842905475911,0.685747986920936,0.6735741545605699,classical
0.2285284806106191,0.2315970550395511,0.26741598204980066,classical
0.39556646572469123,0.4701277590636437,0.5129773278440328,bullet
1.0928827690907597,0.8542834631906034,0.5643174015959204,classical
0.44678129970841435,0.3838744086679446,0.36326767392119685,bullet
0.42944161696187916,0.44837768645876697,0.4589969971748297,bullet
0.34603173009774135,0.35103977676781295,0.3517597392438304,classical
0.7539995458751666,0.7400290300019263,0.7345579328872618,bullet
1.2769296957371727,1.3304483222419166,1.1542912724458418,classical
0.38842249443073174,0.48561603535912595,0.6060652456212439,blitz
0.27921400308789107,0.238369473517429,0.23181512018512612,blitz
0.7188180570549952,0.7311946174296342,0.7421842369566516,blitz
0.6633133971701519,0.6463757415945537,0.6302790181901292,classical
0.9510531142319426,1.0922997673347332,1.2631533880475723,blitz
0.7005913454924847,0.7168900728551599,0.7269470062428666,bullet
0.6380580468840976,0.5810765006351614,0.5268208744679165,blitz
0.01821915591129736,0.020674258244234148,0.034454925011653204,bullet
0.9842263232270634,0.9745894520747268,0.8852072941381951,blitz
0.23736931084331672,0.20798184061179115,0.19909255996697212,blitz
1.02153632539699,0.8424106578471039,0.5269325610670114,blitz
0.36670717537113734,0.30455888836110945,0.2687276448367712,bullet
0.8004996631674006,0.9693395728681828,1.1098165409719016,bullet
0.8450342062411254,0.8519284041884447,0.8806464143353616,bullet
0.7852237578122664,0.7617534841075297,0.7648560363453047,bullet
0.5292553244524464,0.5258353978314044,0.4903180122114544,classical
0.5285207802785522,0.5511418906492321,0.5703883893278537,bullet
0.44378258676502236,0.4269341573382126,0.4266260712118666,bullet
0.23482244253675993,0.18887068181983166,0.18138987945254245,bullet
0.5974960561084645,0.5987806209401909,0.578029598241285,blitz
0.3711715037521159,0.3640544957601397,0.4102394921045273,blitz
0.6285212325178187,0.6475207274060215,0.7072891654386599,blitz
0.22877213092255727,0.21425566922144962,0.2078723844324516,bullet
0.44678275417128194,0.4245442112808557,0.3683015132771975,classical
0.443512991048923,0.4223208972177817,0.4056186519141413,blitz
1.0470295819898794,1.029665773227338,1.0240629476719827,blitz
0.3642104043559665,0.38537903909162274,0.42202826323663656,classical
1.9986838790677317,2.274080888842675,2.5176311792112847,bullet
0.7127315125218336,0.5122465275249313,0.44197877626179694,blitz
0.22108382530810095,0.21217057925531466,0.23100730990639531,blitz
0.2229563107467736,0.2156756366634554,0.24662173318647557,blitz
0.16798074948130925,0.1648810043929768,0.16551088800569339,bullet
0.3708005220623748,0.39070516401366495,0.44960757215868247,classical
0.5375497154503671,0.5110564618398865,0.4997560790987405,bullet
0.19704188808860984,0.1972682524450166,0.20624162151299072,bullet
0.4287184914743016,0.4279770409630454,0.43617586079550036,classical
0.5800436927514565,0.692380352634963,0.7915222247534556,classical
0.9380778897007009,0.8743984520169,0.8433711315214993,blitz
0.9450556804838883,1.0317724275778661,1.089677124730957,blitz
1.4125362416514748,1.4067536394637932,1.3484606857831125,bullet
0.5377438889824689,0.5035958848444051,0.42006026183611933,blitz
0.7457646227791639,0.826675789134685,1.0285221001991252,classical
0.4112953844822108,0.3768228576424569,0.287139160489742,classical
0.549270943959197,0.5487792915441607,0.53025478036304,bullet
0.8530401175157947,0.814688208879013,0.7601546677350448,blitz
0.09394305571872444,0.06466118768342921,0.06729755075821245,blitz
0.3594479341858796,0.2192798572281862,0.18160185617629818,blitz
0.1485315741258117,0.15844657750882843,0.27838763276989675,classical
0.4654634848226054,0.5923564471442151,0.7289751407314554,bullet
0.8637525124590961,0.8952735068356562,0.9034193469729345,blitz
0.2539905431576498,0.2631318823799144,0.3017275865433744,blitz
0.8635702229014328,0.7334563770907874,0.6552842387541433,bullet
0.19208387310944916,0.15275830245074234,0.15718402323162206,blitz
0.49817813993324406,0.4985700165200977,0.5202062227851267,bullet
0.22651401083124675,0.221553632773948,0.24228328258356063,classical
0.588162867365441,0.5791796506263418,0.5771098402935516,blitz
0.09953785197072708,0.08971838935372504,0.0858398055593422,classical
0.426054945187797,0.21055364729195963,0.10936865775035874,blitz
1.054509194100555,1.086891357740676,1.1290978264385436,blitz
0.7389500674971332,0.6146832089251792,0.42620081107929586,blitz
0.5687643007596822,0.6614487048085032,0.894843673517141,classical
0.5096204552888752,0.5051871771859716,0.5042115745265534,bullet
0.5514595505899751,0.5376353023298472,0.6375714960120508,blitz
0.453229352611447,0.4112955687019728,0.4010105157814361,blitz
0.27668963870802504,0.2989611143189614,0.2985243907315074,bullet
0.4214590703746915,0.35062476871926823,0.2685246373085573,blitz
0.69862583101719,0.6977848170567736,0.6949477720013412,bullet
0.7896757865604299,0.8562503101230501,0.8615878230825025,bullet
0.8183379908564706,0.769303981410641,0.5190051513018497,blitz
1.1771768753426817,1.1820426500073813,1.160437327066806,bullet
0.07010307268698444,0.06983037032732044,0.07092998423469393,bullet
0.7229124601849909,0.7241521657673039,0.7264001727510054,bullet
0.6946200012770485,0.8250452207788401,0.8679341254882748,bullet
0.17948433250124274,0.18719722932244337,0.20893580581702714,classical
0.010381146638689913,0.010666470623959434,0.014060603516376153,classical
0.1667324268398054,0.15906035445104819,0.16419845743948552,blitz
0.41241818309844724,0.3602313458629399,0.30050851904399284,classical
0.532745126489864,0.4600752085157361,0.43217793016574596,blitz
0.6938137647907903,0.6318998316926987,0.601436573138008,blitz
0.44571066318811425,0.42140958791192307,0.40683233020799053,bullet
0.4055428889459552,0.3886088403611947,0.3801273524383727,bullet
0.7551181676735556,0.7227457022429038,0.6192288547998482,classical
0.6201161934275542,0.7377134496477922,0.7637263320294776,blitz
0.32789778678120485,0.3306676777851086,0.3601769975961055,classical
0.519457908587832,0.46773687500436056,0.28432576677357546,bullet
0.1413629449493832,0.10297228053634544,0.10373914798837387,blitz
0.6068398523055453,0.606337050761326,0.5946900280664755,bullet
0.5693403186992967,0.547458842094638,0.4830256974109022,blitz
0.7738923476422752,0.6343742010737229,0.6077347783488046,blitz
0.3834043594381944,0.3241834896926853,0.2654787189205724,bullet
1.810630791804824,1.831980817048777,1.6533831531504046,blitz
0.5099479265829404,0.37992820814496414,0.22174318593851006,classical
0.7628567425805516,0.7737702517833038,0.812970478550159,blitz
0.7132832509909615,0.7362224446851697,0.7886699325136134,blitz
0.9182669067554713,0.8011459136274605,0.7426214976157781,bullet
0.9566609352168551,0.9865056913214167,1.0957770004263876,classical
1.174277633768668,1.168324970470235,1.1157168076204549,bullet
0.4985834562728033,0.49540338070917134,0.5317620062112787,blitz
0.47709287459388666,0.49148548499994343,0.49391214475064155,bullet
0.6600021417306828,0.6539854927478433,0.6140142818754323,blitz
0.2984025164246154,0.2700974581289985,0.37145430376232547,bullet
0.4787999334041624,0.47585072589819694,0.5151877977172717,blitz
0.7669017898636316,0.7988766866342288,0.77249293726342,blitz
1.3295963004759828,1.4384380018656815,1.4428694203432757,blitz
0.5788694716742887,0.5774469488764761,0.5978967077319934,blitz
0.8316238295046416,0.9699847627928252,1.1072221728256932,bullet
0.6191673238449807,0.7635483377308648,1.0205578678197058,blitz
0.36033409143422823,0.36965588244411135,0.40215542511993296,blitz
0.27513098291855625,0.26576511530052366,0.29787158794525576,classical
0.39862100146575397,0.4497495706435464,0.5175953579388166,bullet
0.5880779885490345,0.6052709685656233,0.6533116644486124,blitz
0.11054154107768704,0.09923084574553181,0.10174190427566601,blitz
0.3466226440874921,0.3309571111898865,0.3118113084417467,blitz
0.5457559823281982,0.612291021795549,0.7795426739870441,blitz
1.3813282831938658,1.4185097297872287,1.7445142610665234,classical
0.857744701427301,0.8837192870208006,0.919176124429896,classical
0.6428391718187628,0.6124870670524216,0.559556696631198,blitz
0.2595750600036699,0.26329871823623996,0.3222155307998707,classical
0.2920015849704975,0.34025473933302525,0.3725100558645577,bullet
0.4065619173606593,0.4049310021544529,0.47650801507736545,blitz
0.505953801828387,0.4867747984328598,0.4659435587923773,bullet
1.5369964894283092,1.5125682567140206,1.357718493443941,classical
0.24368824253663193,0.2165854104577176,0.19187019480581788,blitz
0.2528744801152908,0.2510636227228189,0.24703580354476978,bullet
0.5914798025515382,0.5934402408692505,0.5698136737710356,classical
0.29516955188980426,0.2843711978019817,0.3019716032930898,blitz
0.24528830457593015,0.2624673122406123,0.26628802926154316,bullet
0.49817813993324406,0.4985700165200977,0.5202062227851267,bullet
0.6642481850434038,0.6162137259487293,0.5803954192994141,blitz
0.277666943668831,0.3500924522912846,0.6204940157061971,classical
0.9833824441600637,0.9917644303422521,0.9761891989324131,classical
0.7790751417172195,0.7747989918136766,0.8177202814358195,classical
1.3485338889956873,1.3290251856055868,1.2885415912528333,bullet
2.089957121386286,2.1583130740571854,2.206459449381844,blitz
0.5937404636209611,0.6040159430472701,0.6216404053532133,blitz
0.7832905615829611,0.7833438887960095,0.7746851690322879,classical
0.6067729295097046,0.7223205797754131,0.7557708725548002,bullet
0.3574721008074205,0.38902561766678395,0.4473687562332148,blitz
0.2658365345629768,0.25575826879178154,0.26913442780502195,bullet
0.11764912287331897,0.17387521941016854,0.21432011058965206,classical
0.49392214349603925,0.45514406137604363,0.44777974475446675,blitz
0.8456573505603516,0.8841538831331798,0.8573801036914772,blitz
1.706434972247462,1.617481305675112,1.618899076530258,bullet
0.6915033767031523,0.688030119932159,0.6760847033723036,blitz
0.18106327047062004,0.19808252016236824,0.24584739018257404,classical
0.6057746671697423,0.6055175076167923,0.6067499807912428,bullet
0.4205406236307801,0.4179293152664397,0.4466934482790509,bullet
0.8500600765438799,0.8065172889450453,0.7891472190340213,bullet
0.5896777981068755,0.6104966676539147,0.6665659660065707,blitz
0.6479973154529985,0.6730743754472047,0.6728741764034496,classical
0.5418855518342913,0.5295503270344266,0.5148338817307778,bullet
0.35872228499377284,0.34675522036672507,0.34783530430065157,bullet
0.61726747473322,0.517460573457737,0.3600691980310925,bullet
0.2126503389464422,0.20558146592467058,0.22099870411547765,blitz
1.5141399473239778,1.4480737671150135,0.9477506523029635,classical
0.2489681309181116,0.23628973497049593,0.24094488798316713,bullet
0.6081275859576382,0.6402125041537352,0.8583819061210247,classical
0.6096729328233064,0.5994317302745863,0.6005841476854747,classical
1.5553508978569697,1.7875041099969684,1.882860183618073,blitz
0.39448970734128863,0.36410915469277005,0.4062639543316423,blitz
0.31489376589383883,0.32706765394634907,0.34095225150526853,bullet
0.3353902880534909,0.32522841313213957,0.329402886170758,bullet
0.6584414540907996,0.7444087462459781,0.7783324846553482,blitz
1.1038528926758266,1.1873808974077558,1.2269286054039976,blitz
0.4208164996386305,0.45421942340467164,0.7718571984298662,classical
0.6606248111737265,0.5272171534860951,0.3885193850563972,bullet
0.611614076714825,0.31942925002968814,0.028170322351369164,classical
0.13401673685216542,0.12703805783499691,0.13019682280385222,bullet
0.28416828748589384,0.1543633614585503,0.11541202173086366,bullet
0.7032101082007024,0.7008749689150774,0.7142145714330731,blitz
0.4650024108661832,0.42741209399649666,0.3662959560766665,blitz
0.04717624280420682,0.03803206302489691,0.08248128890471465,blitz
0.8254732483239179,0.8343944964693751,0.8448472975964298,bullet
0.26957955237941666,0.2604293032404858,0.24359308165476098,blitz
0.6994355082066461,0.6737584498018471,0.6681268916528885,bullet
0.5203037467457517,0.5575309434591761,0.6563073369177181,classical
0.3022197312538287,0.3069481652928336,0.32764706677527977,bullet
0.20400704976879533,0.18705294651213447,0.20160912173248108,blitz
1.3471836775826482,1.331961845833646,1.2204493688876616,classical
0.5235615796283893,0.32208806419018954,0.2197970726915887,blitz
0.3795288076645516,0.3516089396643659,0.3543118338669513,blitz
0.3712917941815299,0.3649763589076327,0.3540598485367526,classical
0.8829752197267406,0.9444132484182343,1.069170040748308,blitz
1.000345593450665,1.0692819054622815,1.051187976834593,blitz
0.6012584285370065,0.5357705782302681,0.46180984394287916,bullet
1.292079215923164,1.1209556897124104,0.6644132898919592,classical
0.477424434651798,0.47750643222536127,0.458930391121079,classical
0.3460849800149023,0.3504838822473894,0.3461771734673728,blitz
0.8268445460610683,0.8011347897490133,0.6947254876396329,classical
0.5743453168060312,0.5838134288723523,0.6474776545455598,classical
0.27952697892204514,0.2750803564374529,0.3084023462131327,bullet
0.4523054993755464,0.5550588704181635,0.6292344202634828,bullet
0.9331484270571486,0.8294943300397578,0.6792746222664566,blitz
0.36028512665484513,0.3996930657563534,0.47451674246856823,classical
0.2050617242782195,0.19829923705908614,0.13968358163469313,classical
0.03808100551501481,0.0432841083213818,0.13473863971879532,blitz
0.8424910596340538,0.9548695714993969,1.1495090232012324,bullet
0.4833664887727914,0.42035981143571016,0.36881439688239664,bullet
0.5863258630633637,0.4966208471365739,0.4923282737157452,blitz
0.4173147790789526,0.4386081087812034,0.44901845198282553,bullet
0.29998674785294055,0.4488388805709308,1.2164504335707171,bullet
0.47684999164646796,0.4871545312489964,0.5044007602471432,blitz
1.0281636118726825,0.9744158129875757,0.9386419274788567,blitz
0.437720122429725,0.4286817101048246,0.47114277009945704,bullet
1.3305015939089297,0.9812568705827964,0.49268910569549207,bullet
0.13909251894510233,0.13474189397438424,0.136317735724063,bullet
0.537763653883503,0.5945997556472681,0.899664865944885,classical
0.4639975293846096,0.4601807489570718,0.45888041835318727,blitz
0.5622784160727716,0.5571209272785413,0.5341453808381427,blitz
0.2204373418170095,0.18828669024206454,0.16666991163462283,blitz
0.5279703823267654,0.5270002386611049,0.525794994626123,bullet
0.3531378951545646,0.37997366945914607,0.4824446142813729,classical
0.5607127191528185,0.5009087032106619,0.39386948293129026,bullet
0.7102373083022424,0.7144796268157668,0.72124015329916,blitz
0.32448240515047133,0.3351723517693392,0.3933952581326213,classical
0.9972720603728736,1.0071491121544813,0.9829578526123126,blitz
1.040765624826509,1.0629627404959878,1.0611775525082636,blitz
1.0638954588112235,1.0487586933671853,1.0478649780176774,blitz
1.047436012685854,1.3560445731352524,1.7024510962934465,bullet
1.2698286433347643,1.3237524713813378,1.4547611247963144,classical
1.156883113338814,1.1701511905355129,1.185639331362454,bullet
0.5285382529548087,0.5408826959032585,0.5812803700240783,classical
0.6344277783458966,0.6429844143034469,0.7022092846390617,blitz
0.5903480652169697,0.5808267334037633,0.510889961304088,classical
0.5432946173073109,0.45400612457380524,0.43513122983300995,bullet
1.133100431785953,1.202270984249473,1.1458319526169323,blitz
0.21434479895612732,0.24103624885752142,0.2759387008542567,blitz
0.5729643232673294,0.5577582630247254,0.5487033307543346,bullet
0.4504462878886333,0.4699809522635822,0.5300628051650829,classical
0.7636337894803467,0.7652036687860865,0.916991808857768,blitz
0.603324316190684,0.582927755169534,0.5110554640904243,blitz
0.1304193991993001,0.16338172103583307,0.19707607476822123,bullet
0.029855798039246508,0.02908540096987971,0.03794366471098988,bullet
0.12782291476315846,0.11602917444161778,0.14875265456806905,blitz
0.7458881477952466,0.7738252811432799,0.7332832286380001,blitz
0.4542822890675125,0.46432592871742523,0.462259782912063,bullet
1.085399449880567,1.0842078182290797,1.0604036348229064,blitz
0.2828579565749725,0.27003542274585807,0.25617886478257507,blitz
0.22016189990004603,0.23982519455073173,0.3031585969383156,blitz
2.1921519272554004,1.389007677026323,0.9496323882835821,blitz
0.44380222182595097,0.4448513555482472,0.43995393965101687,bullet
0.6162821882525062,0.5968007163030209,0.5842921098917222,blitz
0.6537381663110283,0.5955185236539209,0.5633350037711834,blitz
0.6471706521971763,0.5179562611844378,0.42201985816781384,bullet
0.27008511025837956,0.2937318496879643,0.27438201351013014,blitz
0.9564537555265468,0.8631358647426232,0.8121117304464314,blitz
0.62675346410798,0.5954638494336005,0.5927926943461296,blitz
0.30463233681776997,0.2621844022174442,0.18295229218545664,classical
0.5016089091926589,0.47651428517717226,0.47112212929455805,blitz
0.2921787008007133,0.2741605356716103,0.3040482500929302,blitz
0.4656530735252851,0.4699402924767378,0.4753570670235803,bullet
0.6467357316538885,0.609001546516261,0.5926240319526167,blitz
0.8243831945599577,0.762329218455313,0.5276887172639682,classical
0.44558060376065933,0.5339068880349757,0.5527840151209084,blitz
0.6084052532903345,0.6230899542091052,0.6584593750024349,bullet
1.0444502420681456,1.0798438758813835,1.1924917829301729,blitz
0.15857837231424105,0.1471039515713063,0.19521305663393798,classical
1.2083764724736683,1.2398440101526085,1.3514523585505482,bullet
0.3571245708365726,0.3520377086009604,0.34978053635771666,bullet
0.8668585851551583,0.8958371924553817,0.879543931500206,bullet
0.3908226332677735,0.39169991555978617,0.41205113178715447,bullet
1.868885367428972,1.9160526857978446,1.8180326906431896,blitz
0.4204560147359029,0.42993453123809394,0.4468685396247428,bullet
0.5480352992489349,0.5195019837671752,0.5190293436637932,blitz
0.24719054288066508,0.28168581027783557,0.40562155668693756,blitz
0.29626099700295194,0.3070444280246048,0.3738553881747127,blitz
1.6783565376467544,1.7659683941463067,1.7777935944431718,bullet
0.32242267642751843,0.3655523135295764,0.4099110521535161,blitz
0.9009371341467854,0.8798592259963229,0.8273326484002927,classical
0.20617217760424436,0.3167609941667833,0.6482358670246418,blitz
0.788705060996954,0.744217490489958,0.659947026230061,classical
0.013403465030295702,0.013942569351649023,0.021506928232423412,classical
0.6511614284062132,0.5552893340510607,0.5427888269088262,blitz
0.5097329640172491,0.42205917332245657,0.3985377991914665,blitz
0.23924988962705848,0.26210157873894296,0.3643298173152314,classical
0.6417375837709165,0.7435272400027665,0.7652311739701015,bullet
0.731909039676906,0.7542087880238583,0.8026370891152332,blitz
0.2580982602507826,0.25296410463335195,0.24979371353050733,bullet
1.409618577559165,1.4079824216381593,1.318557937741356,classical
0.18834230493949516,0.13136385562358308,0.14274626568404306,blitz
0.33504637295426704,0.4161449481941612,0.5264204775019848,bullet
0.09214351964368725,0.10282591760072221,0.1608756168743633,classical
0.7345274937046754,0.7510469767398583,0.7690989322736437,bullet
0.5739614950629676,0.5715697242060941,0.5579459586396639,classical
0.2695518866194261,0.2823477760375815,0.42732329967854354,classical
0.9333588281325178,0.9813113377153393,1.1498876450425646,classical
0.6741003592322682,0.6680527022936997,0.6939289578160629,blitz
0.4633013886773148,0.6328930702630317,0.7185084904335081,blitz
0.15077195768022203,0.15961449382687304,0.17085151711868943,classical
0.2997558825749628,0.29514591863032363,0.30334100612227505,bullet
0.6101004777374194,0.6755108871796933,0.7562234131752239,bullet
1.1878220901248147,1.1700423633198298,0.9753118747456329,blitz
0.8603942482101947,0.8924215388465853,0.8946477400352508,classical
0.6413038696742702,0.637865931372712,0.6302231197490713,bullet
0.3401791020930649,0.3308378090938852,0.351580957821251,blitz
0.6067673447749095,0.5789504140927569,0.5773792838635479,bullet
0.47223200953993344,0.5303053997404475,0.7365693627326341,blitz
0.4796463230375226,0.5030177183645264,0.5913948038670701,blitz
0.5508474190729304,0.5458734148165422,0.5284912875748068,classical
0.642162603915586,0.6595774246580495,0.6404891817129662,blitz
0.8784969904128774,0.7280171581391095,1.2060303156574255,bullet
1.0777551290714291,1.116032139927124,1.1189424949483098,bullet
0.6206420675165348,0.6828850629590735,0.7297044224869222,bullet
0.5077344365504586,0.38042356344716954,0.20872325851152324,classical
0.31218640077837856,0.24763137004381988,0.21940489730370275,blitz
1.5292749685387552,1.5664421427588733,1.540934214378173,bullet
0.3764141556983023,0.4018631760717428,0.39413133273555695,bullet
0.4777436503719908,0.48141424488647666,0.5191144913392576,blitz
0.03024350990395763,0.024309060641736473,0.03988337005927171,blitz
0.03821183214821853,0.0423480168866208,0.047748265336366294,bullet
0.36667396314246165,0.36645138461430954,0.3779250228546303,bullet
0.6603804743009144,0.5478152992363446,0.5581115159072139,blitz
0.11070796211442913,0.09593041172325903,0.09186852027021507,bullet
0.3810655231213266,0.33539757969607736,0.2792524609473002,blitz
0.45910230126497303,0.4278112663976251,0.42762210585608007,blitz
0.19729684840581768,0.17374080337681835,0.12128128944838563,classical
0.5816518457692321,0.6171255248903067,0.7392128851563093,blitz
1.3707070587067554,1.921297851938126,2.1852518584514145,blitz
0.1757320399983963,0.1998136211652461,0.27193699533006627,classical
0.4695931913456343,0.44585959916101103,0.4668581485393215,blitz
0.8088849882354074,0.9278696551786755,1.0182937026713368,blitz
0.7039001348685009,0.7278859910870277,0.6858877513064034,blitz
1.19805367115621,1.1781299924315105,1.189514855124907,bullet
0.8132987055620186,0.7900831368907343,0.7508130757542743,classical
