"cond"	"subj"	"fixed"	"phase"	"trial"	"catordist"	"ic1"	"ic2"	"ic3"	"ic4"	"ic5"	"ic6"	"ic7"	"ic8"	"ic9"	"ic10"	"ic11"	"ic12"	"resp"	"rt"
1	2	2	2	11	10	17	18	14	12	24	19	8	37	27	4	9	30	3	5.18
1	2	2	2	12	8	35	23	1	25	18	29	38	5	40	4	28	8	3	4.710000001
1	2	2	2	13	9	18	25	7	35	29	21	34	2	40	10	28	4	3	7.32
1	2	2	2	14	6	33	40	4	21	20	7	25	35	1	39	31	19	3	8.52
1	2	2	2	15	1	29	36	14	31	8	20	17	9	28	32	3	37	1	2.17
1	2	2	2	16	6	10	1	31	17	37	38	7	35	40	2	27	39	3	8.16
1	2	2	2	17	1	16	39	17	27	36	30	13	37	33	3	23	19	2	6.4
1	2	2	2	18	1	11	33	13	37	8	17	3	14	36	16	31	20	1	2.99
1	2	2	2	19	11	8	40	18	2	30	34	33	35	7	12	27	38	3	10.15
1	2	2	2	20	7	38	13	19	32	39	12	36	31	24	4	5	40	2	3.93
1	2	2	2	21	11	24	7	38	8	5	18	34	9	37	17	25	4	3	1.99
1	2	2	2	22	3	20	29	16	8	12	17	23	27	19	31	14	34	1	4.039999999
1	2	2	2	23	4	34	36	27	18	9	10	13	39	23	30	37	4	2	3.88
1	2	2	2	24	10	25	37	2	30	20	27	38	33	3	12	9	14	1	2.18
1	2	2	2	25	8	37	38	24	18	23	5	7	29	2	31	40	39	3	4.16
1	2	2	2	26	9	39	31	18	23	4	2	12	24	35	34	16	38	3	5.67
1	2	2	2	27	8	19	16	18	34	32	7	40	11	2	21	4	12	3	7.619999999
1	2	2	2	28	1	9	30	33	31	39	20	27	3	37	1	17	13	1	5.550000001
1	2	2	2	29	2	10	36	31	35	14	9	20	19	39	17	21	37	1	4.17
1	2	2	2	30	9	38	24	23	10	1	18	35	2	28	34	40	12	2	3.71
1	2	2	2	31	13	28	21	29	38	1	11	25	4	32	35	13	16	2	11.78
1	2	2	2	32	3	23	12	17	32	27	36	37	10	35	1	20	3	1	3.77
1	2	2	2	33	4	12	27	24	33	1	11	18	10	28	9	36	20	2	3.61
1	2	2	2	34	4	40	1	37	27	38	39	29	8	14	11	35	36	1	8.379999999
1	2	2	2	35	4	36	37	32	13	3	16	11	18	8	19	38	24	2	5.73
1	2	2	2	36	12	31	20	8	16	11	13	3	37	10	23	29	32	2	4.4
1	2	2	2	37	12	29	21	17	1	23	36	28	16	3	39	10	8	2	6.220000001
1	2	2	2	38	5	36	40	14	7	2	39	35	21	30	16	31	37	1	5.810000001
1	2	2	2	39	10	37	12	8	33	9	2	4	27	14	3	19	35	1	4.57
1	2	2	2	40	13	29	21	28	13	11	34	31	2	1	32	40	4	2	3.72
1	2	2	2	41	12	19	10	39	21	28	13	11	31	14	23	3	37	2	4.83
1	2	2	2	42	10	8	17	19	35	34	14	9	30	24	5	36	27	2	5.15
1	2	2	2	43	6	5	10	21	28	17	38	40	34	2	19	14	39	2	2.82
1	2	2	2	44	7	13	16	18	38	12	2	40	21	10	5	3	37	2	3.34
1	2	2	2	45	5	21	2	30	37	19	11	40	1	12	17	29	38	2	4.83
1	2	2	2	46	11	38	27	9	34	37	12	17	25	35	40	5	7	3	2.35
1	2	2	2	47	1	17	32	19	8	37	11	20	30	29	31	3	14	1	2.24
1	2	2	2	48	3	8	30	3	27	31	38	29	34	10	39	14	20	1	1.86
1	2	2	2	49	1	14	8	33	28	27	30	9	31	3	1	16	36	1	3.92
1	2	2	2	50	2	30	21	23	31	40	20	14	27	19	10	37	3	1	3.33
1	2	2	2	51	6	3	7	34	35	36	17	5	18	28	31	10	39	3	5.08
1	2	2	2	52	2	13	8	17	36	10	30	27	20	35	23	16	37	2	7.17
1	2	2	2	53	12	9	29	13	39	21	32	36	10	19	1	14	23	2	2.67
1	2	2	2	54	7	35	4	24	8	29	13	34	10	17	11	18	38	3	2.95
1	2	2	2	55	5	30	23	28	33	35	29	31	7	3	8	4	24	3	4.67
1	2	2	2	56	7	38	29	34	11	2	32	7	8	5	18	9	23	3	4.42
1	2	2	2	57	13	18	23	38	21	12	28	31	11	4	1	13	10	2	2.47
1	2	2	2	58	13	40	35	11	5	21	23	1	16	32	25	39	28	2	3.48
1	2	2	2	59	12	33	28	1	10	39	30	31	19	32	29	21	27	2	1.3
1	2	2	2	60	3	29	32	3	24	10	13	30	18	37	17	14	19	1	3.72
1	2	2	2	61	1	17	32	31	14	3	8	36	20	9	39	19	1	1	1.61
1	2	2	2	62	13	21	23	4	39	5	16	1	32	24	40	11	28	2	7.189999999
1	2	2	2	63	3	34	23	2	14	19	30	20	9	32	21	8	11	1	2.25
1	2	2	2	64	5	38	32	37	8	23	14	11	4	30	34	18	31	3	3
1	2	2	2	65	10	30	36	4	17	18	2	35	37	19	14	33	8	3	1.16
1	2	2	2	66	8	23	25	34	21	5	18	40	16	19	4	2	13	3	3.06
1	2	2	2	67	5	27	5	17	4	31	39	40	10	38	8	16	36	2	4.310000001
1	2	2	2	68	6	34	24	8	4	11	18	16	36	27	2	31	21	3	2.1
1	2	2	2	69	6	38	8	18	2	16	28	10	14	11	19	25	7	2	3.48
1	2	2	2	70	10	30	3	17	5	9	35	27	38	20	19	40	33	1	2.56
1	2	2	2	71	3	8	30	36	17	11	14	1	29	31	27	38	24	2	5.050000001
1	2	2	2	72	1	31	17	3	11	30	28	9	8	27	16	33	36	2	5.73
1	2	2	2	73	12	17	13	28	29	30	1	27	19	21	23	11	10	2	1.72
1	2	2	2	74	8	32	34	38	16	1	31	40	7	4	30	12	35	3	6.59
1	2	2	2	75	11	4	7	18	37	25	2	5	14	34	19	36	12	3	1.04
1	2	2	2	76	12	16	1	21	14	3	17	31	13	11	29	32	33	1	1.68
1	2	2	2	77	3	30	14	1	3	4	23	20	27	25	9	21	29	1	1.89
1	2	2	2	78	5	30	37	10	33	38	34	18	21	12	23	31	20	2	6.74
1	2	2	2	79	4	37	21	19	16	30	2	12	38	28	36	9	11	2	2.99
1	2	2	2	80	9	23	39	38	24	28	4	25	40	18	16	34	5	3	2.97
1	2	2	2	81	8	38	34	25	12	7	4	17	1	39	2	16	32	3	0.5
1	2	2	2	82	8	5	24	23	40	34	4	7	20	13	31	25	21	3	3.5
1	2	2	2	83	1	19	17	36	37	30	29	14	11	39	9	23	8	2	5.800000001
1	2	2	2	84	10	20	14	33	4	3	12	17	40	19	36	27	18	1	1.78
1	2	2	2	85	3	16	17	37	14	12	23	30	39	10	20	7	33	1	6.140000001
1	2	2	2	86	4	35	39	28	20	36	3	32	18	38	30	11	14	1	1.88
1	2	2	2	87	7	2	24	30	29	37	40	18	32	4	11	5	1	3	0.46
1	2	2	2	88	11	7	35	4	38	3	12	5	9	18	25	17	20	3	2.24
1	2	2	2	89	7	12	19	4	25	28	40	37	11	5	29	35	16	2	3.7
1	2	2	2	90	12	19	16	39	28	31	8	10	23	36	32	30	29	2	1.75
1	2	2	2	91	3	33	12	3	38	11	19	29	21	37	36	32	17	2	5.619999999
1	2	2	2	92	12	10	8	23	27	16	30	11	1	31	13	9	39	2	2.64
1	2	2	2	93	4	29	33	2	1	10	8	30	14	34	7	3	11	1	3.45
1	2	2	2	94	11	9	5	24	8	14	38	35	40	7	30	12	34	2	4.199999999
1	2	2	2	95	6	9	30	2	40	38	24	34	23	13	39	10	37	2	2.82
1	2	2	2	96	6	12	38	30	11	7	31	18	34	32	37	10	27	2	3.09
1	2	2	2	97	13	2	7	29	23	28	10	31	25	1	21	18	16	3	1.71
1	2	2	2	98	7	30	34	16	38	7	24	2	10	12	20	21	13	1	4.43
1	2	2	2	99	10	30	7	20	3	9	4	18	27	17	14	19	40	1	1.99
1	2	2	2	100	10	3	36	25	35	27	19	12	9	37	8	2	33	3	3.72
1	2	2	2	101	11	24	12	36	18	33	7	5	30	19	38	34	2	2	2.68
1	2	2	2	102	4	2	20	1	17	38	9	40	39	32	29	19	3	1	3.74
1	2	2	2	103	6	4	28	13	9	12	17	40	14	18	5	32	31	3	4.51
1	2	2	2	104	10	4	24	12	3	19	17	35	8	20	14	33	36	1	2.89
1	2	2	2	105	2	29	10	3	14	9	17	33	35	19	27	32	21	2	2.84
1	2	2	2	106	5	11	3	1	37	34	32	27	2	31	4	9	35	3	3.1
1	2	2	2	107	9	32	24	11	12	31	40	38	18	34	25	35	28	3	3.16
1	2	2	2	108	2	5	21	23	17	11	8	36	33	37	3	19	31	1	3.27
1	2	2	2	109	7	13	12	37	8	40	10	35	23	24	7	1	5	3	1.95
1	2	2	2	110	9	39	11	35	21	18	25	38	5	12	2	40	10	3	3.44
1	2	2	2	111	9	38	13	25	40	35	11	2	18	1	12	28	5	3	2.8
1	2	2	2	112	2	7	10	29	27	36	20	37	14	13	33	3	21	1	2.35
1	2	2	2	113	8	31	24	12	25	34	1	38	20	5	29	4	39	2	4.82
1	2	2	2	114	7	30	28	18	16	35	38	7	25	29	20	24	39	3	1.64
1	2	2	2	115	3	21	11	27	30	14	32	36	3	35	28	40	33	1	2.19
1	2	2	2	116	2	1	11	28	14	9	20	31	37	19	17	40	3	1	2
1	2	2	2	117	9	12	28	23	25	24	18	34	38	4	7	16	29	3	1.35
1	2	2	2	118	12	39	23	30	21	33	9	10	31	32	16	29	27	2	2.27
1	2	2	2	119	5	35	29	24	5	28	32	14	23	9	20	3	18	1	1.44
1	2	2	2	120	13	23	38	39	13	29	16	32	4	11	12	24	28	3	4.15
1	2	2	2	121	6	20	21	11	1	25	2	35	33	4	3	39	38	3	2.49
1	2	2	2	122	11	4	40	36	12	24	35	33	30	34	25	14	38	1	3.16
1	2	2	2	123	9	25	4	18	28	29	7	5	21	2	24	11	34	3	1.06
1	2	2	2	124	2	13	33	19	30	36	27	24	3	23	8	16	39	1	3.1
1	2	2	2	125	2	36	37	10	13	8	9	29	33	31	27	30	2	2	1.83
1	2	2	2	126	1	33	29	9	8	19	14	13	20	32	16	27	17	1	2.69
1	2	2	2	127	4	36	9	1	12	27	35	37	38	28	23	13	33	2	4.140000001
1	2	2	2	128	13	31	39	1	25	21	32	4	16	12	28	23	38	2	1.65
1	2	2	2	129	5	8	20	23	25	14	18	11	16	10	36	24	5	1	2.44
1	2	2	2	130	11	40	5	18	27	30	12	3	24	34	7	4	8	3	2.74
1	3	3	0	1	1	27	3	13	10	1	24	18	26	32	8	5	37	-1	-1
1	3	3	0	2	2	2	29	17	7	22	31	6	16	30	38	39	34	-1	-1
1	3	3	0	3	3	25	28	36	21	20	4	19	35	9	14	12	11	-1	-1
1	3	3	0	4	4	15	23	33	40	0	0	0	0	0	0	0	0	-1	-1
1	3	3	1	1	3	11	25	9	21	36	1	20	19	28	12	35	3	-1	-1
1	3	3	1	2	1	1	8	18	5	13	24	34	10	37	26	27	3	-1	-1
1	3	3	1	3	1	24	1	18	10	4	37	3	32	5	26	13	27	-1	-1
1	3	3	1	4	2	16	7	6	29	38	22	11	17	2	31	34	39	-1	-1
1	3	3	1	5	1	10	18	1	37	13	9	24	3	5	27	26	8	-1	-1
1	3	3	1	6	1	32	22	39	18	1	5	13	8	34	10	26	24	-1	-1
1	3	3	1	7	3	28	11	25	30	35	36	18	19	12	14	20	24	-1	-1
1	3	3	1	8	1	24	32	13	12	10	3	18	26	1	37	28	27	-1	-1
1	3	3	1	9	3	35	19	20	28	25	21	9	14	4	11	12	36	-1	-1
1	3	3	1	10	3	19	11	36	28	21	4	37	12	9	25	20	14	-1	-1
1	3	3	1	11	1	8	26	27	28	10	24	17	13	34	37	32	5	-1	-1
1	3	3	1	12	2	17	38	6	22	1	39	30	2	34	29	7	31	-1	-1
1	3	3	1	13	2	34	30	2	31	17	29	39	38	16	6	7	22	-1	-1
1	3	3	1	14	2	38	12	6	31	34	30	29	7	17	16	22	2	-1	-1
1	3	3	1	15	3	9	25	28	21	20	35	11	12	36	14	19	4	-1	-1
1	3	3	1	16	2	6	34	5	2	17	16	22	7	38	31	29	39	-1	-1
1	3	3	1	17	3	21	20	9	12	25	19	35	28	4	11	14	36	-1	-1
1	3	3	1	18	2	34	35	16	22	2	31	29	7	39	30	6	38	-1	-1
1	3	3	1	19	1	20	26	22	18	27	13	1	5	24	37	3	10	-1	-1
1	3	3	1	20	3	21	9	28	11	12	4	25	36	35	19	14	20	-1	-1
1	3	3	1	21	3	19	35	25	12	20	28	4	9	11	21	36	14	-1	-1
1	3	3	1	22	2	30	6	39	16	34	29	22	17	38	7	31	36	-1	-1
1	3	3	1	23	3	36	11	21	19	28	4	25	30	14	35	12	20	-1	-1
1	3	3	1	24	1	18	37	26	3	5	7	24	32	1	8	13	27	-1	-1
1	3	3	1	25	3	11	28	21	35	19	36	12	14	9	20	4	25	-1	-1
1	3	3	1	26	1	13	10	26	18	3	8	1	32	27	24	5	37	-1	-1
1	3	3	1	27	2	6	19	31	17	39	30	38	2	16	22	1	7	-1	-1
1	3	3	1	28	3	36	25	9	21	19	24	4	14	35	30	20	12	-1	-1
1	3	3	1	29	3	25	11	21	6	19	9	35	4	28	31	14	12	-1	-1
1	3	3	1	30	1	13	26	8	37	27	18	35	24	3	32	1	5	-1	-1
1	3	3	1	31	1	18	24	32	3	13	10	26	5	8	1	27	37	-1	-1
1	3	3	1	32	2	7	39	34	16	31	30	29	17	2	38	22	6	-1	-1
1	3	3	1	33	1	10	30	18	14	5	24	8	1	37	26	36	13	-1	-1
1	3	3	1	34	2	30	2	22	39	34	6	31	17	29	16	7	38	-1	-1
1	3	3	1	35	2	16	34	39	38	29	22	7	2	17	31	30	6	-1	-1
1	3	3	1	36	1	5	32	37	24	18	8	3	10	26	1	27	13	-1	-1
1	3	3	1	37	2	2	22	16	39	30	6	31	34	17	7	29	38	-1	-1
1	3	3	1	38	2	34	38	6	17	2	7	29	3	22	39	30	31	-1	-1
1	3	3	1	39	2	13	7	3	29	30	38	34	2	31	39	6	22	-1	-1
1	3	3	1	40	3	14	11	19	9	12	36	20	3	28	25	4	21	-1	-1
1	3	3	1	41	3	11	14	20	21	4	35	28	34	25	9	19	12	-1	-1
1	3	3	1	42	2	7	29	2	30	31	38	12	22	34	16	28	17	-1	-1
1	3	3	1	43	2	6	31	29	38	12	2	22	34	39	16	7	4	-1	-1
1	3	3	1	44	2	6	34	39	7	29	16	22	38	17	2	30	31	-1	-1
1	3	3	1	45	1	1	5	10	13	26	8	24	32	3	18	37	27	-1	-1
1	3	3	1	46	2	22	16	39	6	38	17	7	12	2	34	31	29	-1	-1
1	3	3	1	47	3	19	25	12	21	28	36	4	35	14	11	20	9	-1	-1
1	3	3	1	48	1	32	5	17	36	3	24	10	1	26	18	37	13	-1	-1
1	3	3	1	49	2	2	6	16	31	30	29	39	7	38	17	22	34	-1	-1
1	3	3	1	50	2	31	2	30	16	34	7	17	37	22	6	39	38	-1	-1
1	3	3	1	51	2	38	17	30	6	1	2	29	31	22	7	34	16	-1	-1
1	3	3	1	52	1	1	3	5	18	13	8	10	27	26	37	24	32	-1	-1
1	3	3	1	53	1	25	5	3	8	10	18	24	13	1	26	32	37	-1	-1
1	3	3	1	54	1	10	18	32	1	5	8	37	13	3	27	24	31	-1	-1
1	3	3	1	55	2	5	7	22	16	2	39	17	34	29	25	38	6	-1	-1
1	3	3	1	56	3	28	35	19	9	21	12	36	11	20	14	25	4	-1	-1
1	3	3	1	57	2	22	7	38	17	6	34	29	31	39	16	2	30	-1	-1
1	3	3	1	58	1	1	18	8	37	27	35	32	10	5	24	26	13	-1	-1
1	3	3	1	59	1	18	37	10	13	5	27	8	3	24	1	32	26	-1	-1
1	3	3	1	60	2	30	1	7	22	39	29	38	16	6	31	36	24	-1	-1
1	3	3	1	61	1	5	3	1	24	26	32	10	27	18	13	37	8	-1	-1
1	3	3	1	62	3	19	36	21	20	32	11	12	9	25	35	6	38	-1	-1
1	3	3	1	63	3	35	2	11	12	4	36	9	21	14	27	28	20	-1	-1
1	3	3	1	64	3	19	36	28	12	21	9	4	14	20	11	31	35	-1	-1
1	3	3	1	65	3	36	25	14	20	28	35	12	11	21	9	19	2	-1	-1
1	3	3	1	66	3	9	12	25	28	11	20	19	35	36	14	4	21	-1	-1
1	3	3	1	67	1	3	4	1	13	20	24	32	26	10	37	18	27	-1	-1
1	3	3	1	68	3	19	27	12	25	9	36	4	21	35	28	20	11	-1	-1
1	3	3	1	69	3	21	36	28	9	25	20	12	7	35	4	11	19	-1	-1
1	3	3	1	70	2	29	30	17	34	19	31	38	39	2	6	22	7	-1	-1
1	3	3	1	71	1	8	1	3	24	27	32	5	26	18	13	37	10	-1	-1
1	3	3	1	72	2	30	22	16	6	7	38	37	34	31	29	39	2	-1	-1
1	3	3	1	73	2	16	22	35	39	2	38	13	30	34	7	17	12	-1	-1
1	3	3	1	74	1	34	5	10	24	8	18	13	37	22	1	26	3	-1	-1
1	3	3	1	75	1	26	32	24	8	1	3	13	18	29	36	10	5	-1	-1
1	3	3	1	76	2	2	29	16	30	17	31	6	38	22	39	7	13	-1	-1
1	3	3	1	77	1	27	24	30	8	3	18	32	26	13	10	1	5	-1	-1
1	3	3	1	78	3	20	14	21	9	36	25	7	35	12	28	4	11	-1	-1
1	3	3	1	79	1	3	27	1	13	8	5	37	10	24	26	18	32	-1	-1
1	3	3	1	80	2	22	16	17	30	29	34	38	7	39	2	6	1	-1	-1
1	3	3	1	81	1	8	3	18	5	37	25	1	27	13	26	10	24	-1	-1
1	3	3	1	82	3	30	21	19	25	4	27	20	11	36	32	14	9	-1	-1
1	3	3	1	83	3	2	14	9	4	21	6	20	1	36	11	25	28	-1	-1
1	3	3	1	84	3	4	21	35	36	20	11	25	14	28	12	19	9	-1	-1
1	3	3	1	85	3	12	28	14	35	19	21	32	20	11	10	4	36	-1	-1
1	3	3	1	86	1	24	8	5	27	2	10	1	18	3	37	26	13	-1	-1
1	3	3	1	87	3	25	11	36	30	21	28	9	14	19	12	4	20	-1	-1
1	3	3	1	88	1	26	8	13	5	10	1	24	3	18	27	37	32	-1	-1
1	3	3	1	89	3	28	14	19	9	36	4	21	25	2	11	35	20	-1	-1
1	3	3	1	90	2	34	39	38	6	17	16	30	31	29	2	22	37	-1	-1
1	3	3	2	1	4	10	11	34	5	28	21	18	32	14	6	16	13	1	11.01
1	3	3	2	2	4	26	4	17	1	22	11	27	8	30	12	35	3	2	20.87
1	3	3	2	3	13	36	6	14	2	9	19	20	38	12	11	16	35	2	10.37
1	3	3	2	4	12	9	19	10	35	4	25	20	37	8	36	1	11	3	17.93
1	3	3	2	5	3	18	24	19	6	1	32	21	25	8	17	37	11	3	2.74
1	3	3	2	6	6	3	39	4	17	9	38	36	22	14	32	34	10	2	4.029999999
1	3	3	2	7	11	5	10	16	31	37	3	30	2	38	22	34	7	2	10.28
1	3	3	2	8	13	14	21	22	16	38	25	4	11	12	35	29	20	3	2.84
1	3	3	2	9	6	28	27	17	20	37	34	2	14	13	38	31	25	2	5.859999999
1	3	3	2	10	11	39	32	6	17	5	31	22	13	29	16	34	18	2	8.039999999
1	3	3	2	11	12	11	14	19	28	20	8	9	13	12	3	21	10	3	3.01
1	3	3	2	12	7	6	38	37	17	31	18	34	19	11	35	29	28	2	7.01
1	3	3	2	13	10	13	10	38	26	24	32	8	31	3	22	1	29	1	12.87
1	3	3	2	14	2	36	37	21	3	16	12	14	18	26	10	24	13	3	2.07
1	3	3	2	15	10	27	10	7	24	30	26	32	5	6	16	8	13	1	10.5
1	3	3	2	16	6	10	2	34	31	4	22	29	19	36	27	24	9	2	3.69
1	3	3	2	17	6	39	2	3	26	12	28	6	32	29	36	9	30	2	11.58
1	3	3	2	18	13	2	12	29	20	36	35	21	6	39	11	9	28	3	2.6
1	3	3	2	19	3	8	26	4	24	14	32	2	10	29	19	11	1	3	9.77
1	3	3	2	20	7	12	2	17	27	31	35	20	19	34	10	22	30	2	4.789999999
1	3	3	2	21	7	38	12	39	2	28	32	30	9	27	21	6	17	3	3.75
1	3	3	2	22	1	27	3	26	10	20	18	13	32	5	12	28	4	1	10.62
1	3	3	2	23	10	8	7	10	39	32	3	18	27	30	1	34	26	1	5.57
1	3	3	2	24	8	30	16	28	18	39	12	34	19	36	22	38	17	2	5.720000001
1	3	3	2	25	9	35	9	6	11	39	14	17	16	34	22	30	7	2	2.62
1	3	3	2	26	10	34	39	7	37	5	1	10	22	3	13	24	32	1	9.23
1	3	3	2	27	8	38	14	25	12	31	28	2	30	3	16	29	7	3	22.35
1	3	3	2	28	1	13	24	28	3	20	19	14	10	8	37	1	5	1	9.73
1	3	3	2	29	12	14	28	10	9	25	4	1	36	8	20	32	12	3	7.199999999
1	3	3	2	30	6	35	32	3	8	34	31	4	12	22	28	17	7	2	3.25
1	3	3	2	31	4	6	21	10	13	32	22	27	11	16	24	25	12	3	1.83
1	3	3	2	32	13	14	2	19	28	25	22	9	36	29	6	35	20	2	6.82
1	3	3	2	33	12	19	20	1	36	25	3	4	35	28	10	11	8	3	6.83
1	3	3	2	34	3	38	14	9	24	32	36	5	18	37	27	30	25	1	7.73
1	3	3	2	35	13	6	39	35	20	14	4	9	11	28	25	7	31	3	6.199999999
1	3	3	2	36	7	18	22	11	16	31	29	37	12	6	4	38	35	3	8.43
1	3	3	2	37	5	3	18	7	4	32	37	11	9	30	28	22	39	2	2.25
1	3	3	2	38	12	19	20	13	4	37	35	21	1	36	25	24	11	3	2.24
1	3	3	2	39	3	4	27	24	6	13	19	7	18	5	9	37	35	1	6.710000001
1	3	3	2	40	7	35	31	36	16	9	24	22	2	4	27	6	7	2	16.32
1	3	3	2	41	2	32	25	37	14	9	29	26	8	19	1	18	13	3	6.07
1	3	3	2	42	11	37	39	38	2	24	34	29	31	32	6	8	16	2	3.85
1	3	3	2	43	7	38	22	31	9	24	20	11	29	17	25	34	18	2	6.5
1	3	3	2	44	1	32	18	27	11	37	24	25	28	3	19	10	5	1	4.51
1	3	3	2	45	2	32	21	8	26	10	25	13	11	16	18	14	27	1	2.48
1	3	3	2	46	11	29	39	31	5	22	17	38	1	18	30	10	6	1	10.44
1	3	3	2	47	10	27	30	3	5	1	38	18	24	31	26	10	7	1	2.08
1	3	3	2	48	13	35	2	28	38	19	7	4	20	29	12	25	21	3	3.98
1	3	3	2	49	10	24	29	22	13	1	6	10	5	2	26	27	18	1	4.119999999
1	3	3	2	50	9	38	12	4	17	36	21	22	31	39	6	34	7	2	2.76
1	3	3	2	51	8	4	3	38	31	12	39	22	9	29	30	17	25	2	8.079999998
1	3	3	2	52	12	21	19	35	12	26	24	36	9	20	14	1	13	3	5.029999999
1	3	3	2	53	11	8	27	17	31	38	39	29	10	16	37	2	34	2	4.189999999
1	3	3	2	54	4	5	7	29	4	38	25	1	32	12	13	37	35	1	11.08
1	3	3	2	55	8	17	4	2	6	18	22	19	29	14	11	39	34	2	9.199999999
1	3	3	2	56	7	11	4	34	26	28	12	17	30	16	31	6	3	2	6.949999999
1	3	3	2	57	2	10	18	14	12	24	26	11	5	36	13	3	39	1	4.029999999
1	3	3	2	58	13	9	35	38	19	25	21	16	17	4	11	39	14	3	2.68
1	3	3	2	59	9	2	25	7	16	38	34	30	35	12	31	36	29	2	6.529999999
1	3	3	2	60	2	13	37	26	9	25	3	22	1	5	27	4	12	1	5.83
1	3	3	2	61	1	37	13	5	8	3	9	20	26	32	28	24	36	1	4.390000001
1	3	3	2	62	3	16	28	19	36	3	1	13	37	26	5	39	21	1	5.359999999
1	3	3	2	63	7	21	27	38	28	22	16	25	20	6	32	34	7	2	4.050000001
1	3	3	2	64	8	16	7	30	20	35	4	17	34	9	26	38	2	2	11.52
1	3	3	2	65	7	8	30	7	27	34	9	19	38	17	20	28	6	2	4.310000001
1	3	3	2	66	1	28	13	26	21	8	5	3	18	4	37	9	32	1	4.99
1	3	3	2	67	1	4	35	20	32	37	24	3	27	8	26	13	25	3	7.640000001
1	3	3	2	68	4	25	3	10	24	1	21	11	28	29	30	8	22	3	4.710000001
1	3	3	2	69	6	8	25	27	21	16	36	34	10	30	39	12	7	3	3.8
1	3	3	2	70	5	37	29	25	39	34	28	1	18	19	24	2	36	2	3.99
1	3	3	2	71	7	30	7	31	8	16	28	21	6	2	35	27	9	3	5.689999999
1	3	3	2	72	1	5	36	35	1	10	8	27	13	26	32	21	19	1	2.98
1	3	3	2	73	1	8	10	28	37	14	26	19	5	24	4	13	1	1	3.21
1	3	3	2	74	3	26	5	18	13	25	31	19	28	14	1	34	10	1	3.41
1	3	3	2	75	2	22	37	8	18	35	20	24	9	1	21	27	10	3	6.43
1	3	3	2	76	8	14	2	35	16	11	21	29	18	34	6	7	39	3	11.22
1	3	3	2	77	4	14	13	4	22	17	1	36	9	37	2	5	24	1	10.21
1	3	3	2	78	4	30	10	39	37	26	36	35	24	29	3	4	25	1	9.129999999
1	3	3	2	79	10	2	27	3	37	32	5	16	26	39	10	34	13	1	5.65
1	3	3	2	80	4	3	13	19	34	37	5	4	11	24	38	35	39	1	4.51
1	3	3	2	81	3	35	9	26	7	27	36	32	10	28	1	29	37	1	7.800000001
1	3	3	2	82	9	30	31	16	29	38	12	2	22	25	21	17	9	3	2.99
1	3	3	2	83	9	29	11	22	34	12	25	2	31	16	6	4	38	2	11.77
1	3	3	2	84	5	10	39	22	13	4	21	27	36	30	34	20	3	2	3.56
1	3	3	2	85	12	11	21	26	14	18	32	9	13	12	36	35	20	3	6.27
1	3	3	2	86	1	9	4	21	35	13	10	18	8	5	27	37	26	1	3.07
1	3	3	2	87	6	29	21	25	24	31	27	6	7	4	28	1	2	3	4.58
1	3	3	2	88	11	22	8	18	29	34	31	2	39	13	16	7	3	2	2.12
1	3	3	2	89	3	35	19	8	12	20	22	26	10	38	27	5	37	1	2.34
1	3	3	2	90	9	12	7	16	28	31	39	30	4	9	22	38	34	2	3.55
1	3	3	2	91	5	27	16	31	20	29	32	9	17	1	14	35	5	1	9.859999999
1	3	3	2	92	5	11	36	37	34	8	4	9	27	31	16	1	2	2	4
1	3	3	2	93	5	35	11	1	34	8	30	17	25	31	14	37	3	2	4.33
1	3	3	2	94	4	8	5	1	28	10	29	17	35	36	18	20	38	1	5.390000001
1	3	3	2	95	5	3	25	22	2	19	9	10	32	39	7	11	1	2	15.12
1	3	3	2	96	4	36	1	19	2	7	5	24	29	18	11	20	37	1	5.359999999
1	3	3	2	97	12	14	28	11	10	36	26	9	25	35	21	32	27	3	3.59
1	3	3	2	98	5	2	37	3	34	11	9	20	36	18	5	39	31	1	6.66
1	3	3	2	99	3	5	38	39	8	24	1	36	19	35	9	10	37	1	3.26
1	3	3	2	100	9	7	36	29	9	2	6	25	17	22	4	16	39	2	5.720000001
1	3	3	2	101	12	4	36	14	26	12	20	19	25	13	8	28	18	2	14.23
1	3	3	2	102	6	20	17	27	2	16	14	34	31	11	5	12	24	1	7.439999999
1	3	3	2	103	2	26	37	4	13	10	35	16	14	18	19	24	5	1	3.38
1	3	3	2	104	1	5	37	3	14	27	35	24	18	1	10	4	9	1	2.15
1	3	3	2	105	6	9	34	36	35	18	38	31	24	4	16	29	13	2	1.66
1	3	3	2	106	13	4	20	17	7	28	38	6	25	14	12	19	35	2	13.05
1	3	3	2	107	9	39	36	19	34	16	7	35	31	6	30	25	29	2	8.350000001
1	3	3	2	108	3	12	32	14	37	8	30	5	16	13	11	35	10	1	2.42
1	3	3	2	109	2	26	1	8	10	19	37	24	35	32	29	14	12	1	12.36
1	3	3	2	110	13	12	39	36	7	29	14	9	19	20	16	21	4	3	3.64
1	3	3	2	111	9	22	31	36	6	30	21	9	17	29	16	39	14	3	6.5
1	3	3	2	112	8	30	28	6	2	12	38	16	21	35	39	22	8	3	1.77
1	3	3	2	113	6	11	34	10	8	6	21	3	4	35	38	17	31	3	2.24
1	3	3	2	114	5	20	10	8	39	31	35	7	14	19	27	38	26	1	9.039999999
