Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Version,Condition,Wrong_option
1,2,3,1,1.36092738699972,2.5451767859995,1,3,3
1,3,3,4,1.30660417400031,1.67453814300006,1,3,2
1,2,3,2,1.31923459500013,1.63989507899987,1,3,3
1,3,3,3,1.07826939999995,1.73427615200035,1,3,2
1,2,3,2,1.50458682699991,1.93633666999995,1,3,3
1,2,2,1,1.26681430899953,1.77888497299955,1,3,3
1,2,2,1,1.19537341399973,1.57980827099982,1,3,3
1,2,2,3,1.00528556499921,1.37288120899939,1,3,3
1,3,3,3,1.35094902199944,1.83086911499959,1,3,2
1,3,3,4,0.941858870000033,1.45373937099976,1,3,2
1,2,2,2,1.02676393500042,1.45925639100005,1,3,3
1,4,4,1,1.61524482700042,2.11190726099994,1,1,NaN
1,1,3,2,1.27520414000082,1.61056819400073,1,1,NaN
1,2,2,2,1.45105871299984,1.83507400300005,1,1,NaN
1,2,2,3,1.53706818999945,1.93713329499951,1,1,NaN
1,2,2,2,1.79512388100011,2.17886926000028,1,1,NaN
1,2,2,3,1.34047136900062,1.70794595300049,1,1,NaN
1,2,2,3,1.33538875400063,1.67082763200051,1,1,NaN
1,2,2,2,1.25324665900007,1.68507176999992,1,1,NaN
1,4,3,1,2.03290196800026,2.48071248100041,1,1,NaN
1,4,4,2,1.58113116800087,2.07702248800069,1,1,NaN
1,3,3,2,1.43333199300014,1.86568738700043,1,1,NaN
1,1,1,2,1.66337640200072,2.3355815090008,1,1,NaN
1,1,1,1,1.23187946799953,1.92044836700006,1,1,NaN
1,1,1,3,1.10691871100062,1.6186414470003,1,1,NaN
1,1,3,2,1.37808526899971,1.7460464349997,1,1,NaN
1,2,3,2,1.62932103100047,1.95251491799991,1,1,NaN
1,2,2,2,1.22917847499957,1.55150016100015,1,1,NaN
1,3,3,3,1.29522809199989,1.67975055100032,1,1,NaN
1,4,4,1,1.51640515500003,2.204343032,1,1,NaN
1,2,2,2,1.28374391299985,1.60179360799975,1,1,NaN
1,3,3,4,1.29992779000077,2.57964149600048,1,1,NaN
1,2,3,4,1.48448794499927,1.96392281199951,1,1,NaN
1,3,3,4,1.14973347099931,1.53314407800008,1,1,NaN
1,1,1,1,1.29639464999946,1.75975422099964,1,1,NaN
1,1,1,2,3.0822588029996,3.5296671039996,1,1,NaN
1,3,3,3,1.08304789799968,1.40167746299994,1,1,NaN
1,2,2,2,1.31530890300019,1.66658445800022,1,1,NaN
1,3,3,3,1.18378509299964,2.27192090300014,1,1,NaN
1,1,1,2,1.57250040700001,1.95616693500051,1,1,NaN
1,1,1,2,1.79837937699995,2.11898538300011,1,1,NaN
1,3,3,3,1.00908360999983,1.34450265699979,1,1,NaN
1,3,3,3,0.92338380900037,1.29170885799977,1,1,NaN
1,1,3,3,1.19279913800074,2.45642361299997,1,1,NaN
1,2,2,2,2.14982514500025,3.12589393500002,1,1,NaN
1,3,3,4,1.0951363030008,1.63944103300037,1,1,NaN
1,2,2,2,1.57263260499985,1.92451848200017,1,1,NaN
1,4,3,2,1.23893601399959,1.95926838399919,1,1,NaN
1,1,3,3,1.56068174399934,2.10507152299942,1,1,NaN
1,1,1,1,1.39639507299944,1.7188272530002,1,1,NaN
1,4,3,3,1.727469767,2.14284073599993,1,1,NaN
1,3,3,4,1.00094652099961,1.44949333099976,1,1,NaN
1,3,3,4,0.975007281999751,1.40744935000021,1,1,NaN
1,4,4,1,1.59067716400023,1.90148408700043,1,1,NaN
1,3,3,4,1.01926223699957,1.49900037399948,1,1,NaN
1,1,1,3,1.85558021500037,2.23979192800016,1,1,NaN
1,3,3,4,1.0294348439993,1.47765386499941,1,1,NaN
1,2,2,3,2.15471126899956,2.71498837299987,1,1,NaN
1,3,3,4,1.26175006799986,1.74171241099975,1,1,NaN
1,3,1,1,4.21639810300076,4.95162841300044,1,1,NaN
1,3,3,3,1.40658828600044,1.71857612700023,1,1,NaN
1,4,2,1,1.59377870899971,2.16981092300011,1,1,NaN
1,2,2,2,1.37857135299964,1.74685091499941,1,1,NaN
1,1,1,2,1.43677336400015,1.90080077699986,1,1,NaN
1,1,1,1,2.43247126700044,2.75319340799979,1,1,NaN
1,2,2,2,1.13714942899969,1.45164107100027,1,1,NaN
1,2,2,3,1.23840535300042,1.71811254299973,1,1,NaN
1,3,3,3,1.39343994200044,1.82592765400022,1,1,NaN
1,3,3,3,1.16042865500003,1.468353794,1,1,NaN
1,4,1,1,1.90167766499962,2.21904679499949,1,1,NaN
1,1,4,1,1.86040945999957,2.66027683199991,1,1,NaN
1,4,3,2,1.289425166,1.60170846000074,1,1,NaN
1,1,1,1,1.17664243400031,2.43991609400018,1,1,NaN
1,1,1,3,1.27032498300014,1.6861198860006,1,1,NaN
1,1,1,2,1.32948748299987,1.65121733100023,1,1,NaN
1,3,3,2,1.45634946199971,1.84062431599978,1,1,NaN
1,2,2,3,1.19012514600036,1.5011350069999,1,1,NaN
1,3,3,1,1.56283274599991,1.97828618099993,1,1,NaN
1,1,1,3,1.2111376619996,1.53514462899966,1,1,NaN
1,1,1,2,1.08575733199996,1.43833856500078,1,1,NaN
1,2,2,3,1.71728927500044,2.34081619000062,1,1,NaN
1,4,4,2,6.38166867299969,7.80563266100035,1,3,2
1,4,4,3,1.63102317999983,2.19119900399983,1,3,2
1,4,2,1,3.71835328899942,4.03727555099977,1,3,2
1,4,2,2,1.31497769699945,1.63514030099941,1,3,2
1,4,4,2,1.58488264400057,1.92172200500045,1,3,2
1,4,2,2,1.28440788799981,1.70072228999925,1,3,2
1,2,2,4,1.47216110099998,1.8080542179996,1,3,4
1,4,2,4,1.59195852700032,1.91208891800034,1,3,2
1,4,2,3,1.22711362199971,1.53507101800005,1,3,2
1,4,4,3,1.50170106400037,2.25414694700066,1,3,2
1,4,4,2,1.73047023799973,2.37046508700041,1,3,2
1,4,4,1,1.5386701970001,1.85203527500016,1,3,2
1,4,4,1,2.43954745300016,2.7599464900004,1,3,2
1,4,4,1,1.49636724300035,2.26443726300022,1,3,2
1,4,4,2,1.43783383199934,1.80575832399973,1,3,2
1,4,2,1,1.76525654399939,2.08579880399975,1,3,2
1,2,2,4,1.08903628600001,1.58541297500051,1,3,4
1,4,2,4,0.865786807000404,1.18459034599982,1,3,2
1,2,2,4,0.738298409999516,1.05089799899997,1,3,4
1,2,2,4,0.760499558999982,1.09652244899917,1,3,4
1,4,4,1,3.94970586199997,4.73391093700047,1,3,2
1,4,2,2,1.35799280799984,1.66856159300005,1,3,2
1,4,2,2,1.5307722030002,1.85238174999995,1,3,2
1,4,2,1,2.65668528399965,2.97004159199969,1,3,2
1,4,4,1,1.51197287600007,1.83550270199976,1,3,2
1,2,2,4,1.18229539899949,1.53411433199926,1,3,4
1,4,2,3,1.20060509500036,1.53726078100044,1,3,2
1,4,2,2,1.65169664400037,1.96881570300047,1,3,2
1,2,2,4,1.41247983499943,1.94081007499972,1,3,4
1,4,4,3,1.35036960399975,1.83085543400011,1,3,2
1,4,4,2,1.35712585100009,1.80559658000038,1,3,2
1,2,2,4,1.33310663500015,1.6848032300004,1,3,4
1,4,4,3,1.44145928800026,1.85776882200025,1,3,2
1,2,2,4,1.15959309099981,1.47893252599988,1,3,4
1,4,2,2,1.72483302699948,2.2371042019995,1,3,2
1,1,1,4,7.01691163800024,10.2170070920001,1,2,4
1,3,3,4,1.89608698699976,2.55141823699978,1,2,2
1,1,3,2,3.18442116700044,4.60851214100057,1,2,3
1,2,2,3,1.76514333599971,2.11710016599955,1,2,1
1,4,2,3,1.85583668500021,2.3838797010003,1,2,2
1,2,2,4,1.16819603000022,1.66398193199984,1,2,3
1,2,2,4,1.59787376999975,1.9820546359997,1,2,4
1,1,1,4,1.71079334399928,2.14305486400008,1,2,3
1,2,2,3,1.27234867700008,1.7046944449994,1,2,3
1,3,3,3,1.79653967600007,2.2288038380002,1,2,2
1,2,2,3,2.10750120600005,3.3388874530001,1,2,1
1,3,3,4,1.89202406000004,2.43565845499961,1,2,4
1,4,4,1,3.39267797200046,3.70335026800058,1,2,1
1,3,3,4,1.54654405899964,2.04314117800004,1,2,1
1,3,3,4,1.27267755699995,2.00917015899995,1,2,1
1,4,2,1,3.36853088300086,4.20014770100079,1,2,2
1,1,1,1,11.246238058,12.0938747420005,1,2,3
1,1,1,3,1.56673094100006,2.19066335200023,1,2,3
1,4,3,3,1.79788563800048,2.31061287800003,1,2,3
1,3,3,3,1.33711927100012,1.97661271099969,1,2,2
1,4,4,1,2.39299395999933,2.90488756699961,1,2,1
1,3,3,3,2.17918127200028,3.37916202700035,1,2,4
1,1,1,1,2.28311706600016,2.61898016299983,1,2,3
1,2,2,4,5.47231501200076,9.61634192300062,1,2,1
1,4,4,1,2.75949661200048,3.07945977000054,1,2,3
1,2,2,3,1.70766152999931,2.20303689999946,1,2,1
1,2,2,3,1.4097292589995,1.71834546099944,1,2,4
1,3,3,3,1.72473469400029,2.10912345999986,1,2,2
1,4,2,4,2.07247292000011,2.61663519000012,1,2,2
1,1,3,1,2.28711908800051,2.62326513500011,1,2,3
1,1,1,1,1.47740618899934,1.86114456999985,1,2,2
1,3,3,3,1.30683841799964,1.61849181399975,1,2,1
1,1,4,1,2.60185933200046,2.92012865000015,1,2,4
1,4,4,1,3.57178438499977,4.21160659099951,1,2,2
1,3,3,2,1.76937912199992,2.16910184199969,1,2,2
1,1,2,3,1.85618218700074,2.23958390000007,1,3,2
1,1,1,4,1.84584338200057,2.19783286600068,1,3,2
1,1,2,2,2.23778561200015,2.81413185200017,1,3,2
1,1,1,2,1.50040627199996,1.83618040700003,1,3,2
1,1,2,1,1.55492254100045,1.98658849799995,1,3,2
1,2,2,4,1.07433060599942,1.38415547499972,1,3,1
1,2,2,4,1.62756182500016,1.93542213000001,1,3,1
1,2,2,4,1.77362827400066,2.08540896100021,1,3,1
1,1,1,3,1.84904058499978,4.77738924200003,1,3,2
1,2,2,3,1.07890173599935,1.43113068299954,1,3,1
1,1,1,3,1.70984929399947,2.30220451399964,1,3,2
1,1,2,2,1.66501192000032,1.98512410000058,1,3,2
1,2,2,3,1.02505491800002,2.04909580000003,1,3,1
1,1,1,1,2.07959623199986,2.4028716189996,1,3,2
1,1,1,1,3.80642624500069,4.12118048200045,1,3,2
1,1,1,3,1.86275333399954,2.31050412900004,1,3,2
1,2,2,2,1.64248361999944,1.9523405179998,1,3,1
1,2,2,3,0.923172684999372,1.24391021999963,1,3,1
1,2,2,4,0.778624163000131,1.10131865600033,1,3,1
1,2,2,4,0.510499677000553,0.831203101000028,1,3,1
1,2,2,4,0.501014029000544,0.817675629000405,1,3,1
1,2,2,4,0.687167950000003,1.00105540099958,1,3,1
1,1,1,3,1.09584695400008,1.99204649100011,1,3,2
1,1,1,3,1.19207270900006,1.57617530900006,1,3,2
1,2,2,4,0.856751054999222,1.16793677599981,1,3,1
1,2,2,4,0.794929753000361,1.11799128100029,1,3,1
1,1,1,3,1.43895257799977,1.75177139200059,1,3,2
1,2,2,4,1.14412678299959,1.57605439500003,1,3,1
1,2,2,4,0.794045814999663,1.11816829700001,1,3,1
1,2,2,4,0.733298919000845,1.05112869500044,1,3,1
1,1,1,1,1.62000141499993,2.00397901300039,1,3,2
1,1,1,1,1.09121326100012,1.42697965099978,1,3,2
1,2,2,3,0.874375662999228,1.18467866699939,1,3,1
1,1,2,1,0.619274999000481,1.25964582200049,1,3,2
1,1,1,2,1.33778689500014,1.65184722599952,1,3,2
1,1,2,1,2.47853520199988,2.78651826700025,1,2,2
1,4,2,1,1.64606855499915,1.96888095399936,1,2,3
1,2,2,3,1.90249241000038,2.21924338900044,1,2,3
1,2,2,4,0.853335247999894,1.28530901600061,1,2,3
1,3,3,3,1.48966025299978,1.80187743799979,1,2,4
1,2,2,3,1.00111274200026,1.51312770499953,1,2,1
1,3,3,3,1.13345731999925,1.45360858999993,1,2,2
1,3,3,3,1.53893352399973,2.00329705799959,1,2,1
1,4,4,1,2.86651402900043,3.1870515720002,1,2,1
1,4,4,1,1.2811702529998,1.60187033700004,1,2,1
1,3,3,2,1.48885774100017,1.85698924600001,1,2,1
1,4,1,1,2.03903809799976,2.35260237300008,1,2,1
1,2,2,2,1.44781189399964,1.76863215399953,1,2,1
1,3,3,4,1.39290363799955,1.70179522099988,1,2,2
1,3,3,3,1.29293513000084,1.60165567900003,1,2,2
1,2,2,3,1.66079148599965,1.96872059099951,1,2,3
1,4,3,3,2.4294584850004,2.75308200299969,1,2,3
1,3,3,3,0.81411252900034,1.26225042999977,1,2,2
1,3,3,3,0.780309650999698,1.10146984199946,1,2,2
1,4,3,3,0.96081473600043,1.68121368300035,1,2,2
1,4,4,1,1.83818550199976,2.25400889600041,1,2,1
1,4,3,2,1.20334593700045,1.51835445800043,1,2,3
1,1,1,1,1.34968444200058,1.66860435200033,1,2,4
1,3,2,1,1.58677630600141,2.06734819200028,1,2,2
1,1,2,1,2.63903450399994,3.27953051399891,1,2,2
1,2,2,1,1.48317311699975,1.80196537499978,1,2,1
1,1,1,1,1.42636838699946,1.77822884299894,1,2,3
1,1,4,1,1.739373462,2.07476943199981,1,2,4
1,4,4,1,1.59177367899974,1.90204364000056,1,2,2
1,2,2,1,1.24336394099919,1.55169447199842,1,2,3
1,4,4,3,1.3254910630003,2.09345672299969,1,2,3
1,3,4,3,1.00104459400063,1.33695456900023,1,2,2
1,3,4,3,1.0284667900014,1.4919944530011,1,2,1
1,1,1,1,1.06470040800014,1.38491829899976,1,2,3
1,3,4,3,0.86479780099944,1.32884241599822,1,2,1
1,4,2,3,1.26729584399982,2.27503948400044,1,1,NaN
1,1,3,2,1.15961353800049,2.0718714529994,1,1,NaN
1,2,2,2,1.25222498200128,1.5686664320001,1,1,NaN
1,2,2,2,0.83721820899882,1.15125893599907,1,1,NaN
1,2,2,3,0.696085803001552,1.0178717430008,1,1,NaN
1,3,3,4,1.10415577599997,1.41815196799871,1,1,NaN
1,2,3,1,0.919308806000117,2.15111343499848,1,1,NaN
1,1,1,2,1.85633589700046,2.28913424799975,1,1,NaN
1,1,1,1,0.98033618899899,1.30165360699903,1,1,NaN
1,4,2,1,1.5849072029996,2.6727320129994,1,1,NaN
1,1,1,1,1.76444836200062,2.08583761899899,1,1,NaN
1,3,3,2,1.18481470000006,1.56861532699986,1,1,NaN
1,1,1,1,1.29770468999959,2.33790007099924,1,1,NaN
1,1,1,1,1.05981712399989,1.36818158899951,1,1,NaN
1,3,3,2,2.04527298799985,2.36944484600099,1,1,NaN
1,2,2,4,1.48530117500013,1.80186417099867,1,1,NaN
1,1,1,2,1.50880546100052,2.11677650899946,1,1,NaN
1,1,1,3,1.53576866000003,1.85210504099996,1,1,NaN
1,1,1,3,0.933848974000284,1.25394065900036,1,1,NaN
1,3,3,3,1.39585173999876,1.73149757499959,1,1,NaN
1,4,3,3,1.45527173799928,1.76864767400002,1,1,NaN
1,2,2,3,1.20813817099952,1.51824888699957,1,1,NaN
1,3,3,4,1.21056444399983,1.51861157500025,1,1,NaN
1,2,2,3,1.32637544300087,1.63515725400066,1,1,NaN
1,3,2,1,2.49214440300057,2.87621066400061,1,1,NaN
1,4,4,2,1.48074684300082,1.80229215400141,1,1,NaN
1,1,1,1,2.44822954600022,2.8163146629995,1,1,NaN
1,3,3,3,1.23092881200137,4.38287722700079,1,1,NaN
1,2,2,2,1.35710432500127,1.8207822050008,1,1,NaN
1,1,1,2,1.42784283400033,1.73521469299885,1,1,NaN
1,1,2,2,1.34166864200051,1.65168932600136,1,1,NaN
1,4,1,1,2.81142176100002,3.12002054600089,1,1,NaN
1,1,1,1,0.925734725000439,1.23447101700003,1,1,NaN
1,2,2,3,1.58030102399971,1.93210947599982,1,1,NaN
1,2,2,3,1.08699018400148,1.43895409700053,1,1,NaN
1,3,3,4,1.7432427549993,2.55958008499874,1,2,1
1,2,2,1,1.41630183800044,1.7363235720004,1,2,1
1,2,2,4,0.786763754000276,1.50694667300013,1,2,3
1,3,3,1,1.73479827600022,2.05238082300093,1,2,1
1,4,4,1,2.27559314899918,2.72303387099964,1,2,3
1,4,3,1,3.34930181500022,3.67095236599926,1,2,3
1,2,2,3,1.42302626300079,1.73521782200078,1,2,4
1,3,3,4,1.14569643899995,1.46830566999961,1,2,4
1,1,1,3,1.75881278299858,2.68680823199975,1,2,4
1,1,1,2,2.73909237500084,3.13901976899979,1,2,2
1,1,1,2,1.17154024199954,1.97177590299907,1,2,2
1,4,4,1,2.66034896499878,2.99632154199935,1,2,1
1,3,3,3,1.72297795799932,2.13981075099946,1,2,2
1,4,3,2,5.66933295200033,6.08490913499918,1,2,3
1,1,1,1,1.19724053900063,1.51851447300032,1,2,3
1,1,1,1,2.68921508200037,3.20131148100154,1,2,4
1,2,2,3,1.5674141189993,2.12761664499885,1,2,4
1,2,2,3,0.746507491001466,1.30651645500075,1,2,4
1,3,3,2,1.67070983700069,2.21415516100024,1,2,2
1,3,3,2,1.87019326000154,2.30215734800004,1,2,4
1,2,2,2,1.31339310000112,1.92054020600153,1,2,3
1,4,2,1,2.03545795499849,2.5002749489995,1,2,2
1,1,1,1,1.7917289119996,2.12712039500002,1,2,2
1,1,2,1,1.45033531599984,1.92964168300023,1,2,2
1,2,2,4,1.64508703700085,2.38092070600032,1,2,3
1,2,2,4,0.973171142000865,1.28469109200159,1,2,1
1,4,2,1,1.20930184000099,2.80939453800056,1,2,2
1,4,4,1,1.91248523600007,2.74488789200041,1,2,2
1,2,2,4,1.30607192400021,1.88231937800083,1,2,4
1,3,3,1,1.53521470499982,2.03142863299945,1,2,1
1,3,3,1,1.35762187300134,1.66870194500007,1,2,2
1,2,2,2,1.13096550800037,2.13837856699865,1,2,3
1,3,2,1,3.06133060299908,3.37042658000064,1,2,2
1,3,3,4,1.4517529700006,1.83593649000068,1,2,4
1,1,1,3,1.13831479799956,1.81057307999981,1,2,2
1,4,3,1,2.60915151799963,2.96091796400106,2,1,NaN
1,1,1,1,1.4015769639991,1.71879975499905,2,1,NaN
1,2,2,2,1.18741558000147,1.50165758399999,2,1,NaN
1,2,3,2,1.31956629699926,1.71928263799964,2,1,NaN
1,3,3,2,1.28249566799968,1.60190106999835,2,1,NaN
1,4,1,1,1.74694319699847,2.56297379399984,2,1,NaN
1,3,3,1,1.54788340100095,2.25196676700034,2,1,NaN
1,4,2,1,1.74480858400057,2.12901719399997,2,1,NaN
1,4,4,1,1.32300679099899,1.63502774099834,2,1,NaN
1,3,3,3,1.19380023700069,1.59401467799944,2,1,NaN
1,2,2,3,1.33881093400123,1.83446927099976,2,1,NaN
1,3,3,3,1.2010888420009,1.53654662600093,2,1,NaN
1,4,3,3,1.52324530899932,1.97169513799963,2,1,NaN
1,2,2,3,1.28380624700003,1.68388735899862,2,1,NaN
1,3,3,2,1.16849375700076,1.55250403299942,2,1,NaN
1,1,1,1,1.36283893099971,1.71468648399969,2,1,NaN
1,4,3,2,1.32616273500025,1.63503641800162,2,1,NaN
1,1,2,1,1.78850201400019,2.15681102300005,2,1,NaN
1,3,3,2,1.23812158100009,1.57446044899916,2,1,NaN
1,1,1,1,1.36764439499893,1.7034518950004,2,1,NaN
1,2,2,2,1.49123541299923,1.8431675869997,2,1,NaN
1,2,2,3,1.40160405000097,1.75395747400034,2,1,NaN
1,1,1,3,1.41119926800093,1.76337639099984,2,1,NaN
1,1,1,2,1.24500399600038,1.58075172499957,2,1,NaN
1,4,4,1,1.59811402800005,1.91886573100055,2,1,NaN
1,2,2,3,1.10472651500095,1.41823107900018,2,1,NaN
1,3,2,1,3.33636416500121,3.65405755100073,2,1,NaN
1,4,4,1,1.31570764499884,1.63513192799837,2,1,NaN
1,1,1,1,1.82690435999939,2.13559980199898,2,1,NaN
1,3,3,2,1.45220644099936,1.76872984500005,2,1,NaN
1,1,1,1,1.46150297399981,2.80590078200112,2,1,NaN
1,3,3,2,1.17244922099962,1.66838655499851,2,1,NaN
1,3,2,2,1.52143525999963,2.08153481099907,2,1,NaN
1,2,2,1,1.18198927200137,1.50183545500113,2,1,NaN
1,3,3,3,1.25021877899962,1.61772449000091,2,1,NaN
1,4,4,1,1.78417310400073,2.18396833000043,1,3,1
1,1,1,1,1.51955620499939,1.83563705300003,1,3,4
1,1,1,3,1.20583328999965,1.54237553299936,1,3,4
1,1,1,2,0.984715467000569,1.30150992700146,1,3,4
1,1,1,1,1.39724873100022,2.03678416799994,1,3,4
1,1,2,2,1.12288960499973,1.43495374899976,1,3,4
1,4,4,1,1.38579323700105,1.7018912270014,1,3,1
1,4,4,1,1.47760152100091,1.78518575100134,1,3,1
1,4,2,2,1.16589934799958,1.48495490200003,1,3,1
1,4,2,2,1.34637762000057,1.66859379699963,1,3,1
1,1,4,1,3.3921406190002,4.17619168099918,1,3,4
1,4,1,1,1.63804517400058,1.95220701899962,1,3,1
1,1,1,1,1.28731155700007,1.60162394500003,1,3,4
1,1,1,1,1.07880689000012,1.40158600500035,1,3,4
1,1,1,3,1.58266240000012,2.89452229000017,1,3,4
1,4,4,4,1.25792858899877,1.72132588299974,1,3,1
1,1,1,4,1.34871494800063,1.6686340110009,1,3,4
1,4,4,3,1.53749444699861,2.28986446599993,1,3,1
1,4,4,3,1.86162800700004,2.18595373700009,1,3,1
1,4,4,3,0.781937132000166,1.10124702499888,1,3,1
1,1,1,4,0.786294535999332,1.63390485200034,1,3,4
1,4,4,3,1.28086032300052,1.66473266700086,1,3,1
1,1,1,3,0.734142616000099,1.32616386500013,1,3,4
1,4,4,4,1.09790954699929,1.418428433999,1,3,1
1,4,4,4,1.00918005399944,1.61708718299997,1,3,1
1,4,1,1,2.68857005499922,3.0408899239992,1,3,1
1,1,1,4,0.837852565999128,1.22113562400045,1,3,4
1,4,4,3,0.82117629899949,1.38115819199993,1,3,1
1,1,1,4,1.13451207099934,2.25495536500057,1,3,4
1,4,4,3,1.26772918799907,2.14800355899933,1,3,1
1,1,1,4,1.02213983399997,1.4858492229996,1,3,4
1,4,4,1,1.61870353700033,1.93562923900026,1,3,1
1,4,1,1,1.38076841899965,1.70217879600023,1,3,1
1,4,1,1,0.832609305000005,1.15119008500005,1,3,1
1,4,1,1,0.787034752000181,1.10115107000092,1,3,1
1,4,3,1,2.60935304200029,3.74514722499953,1,3,3
1,4,3,2,2.24927002500044,2.68136104800033,1,3,3
1,3,3,4,1.42170899099983,1.73533465200126,1,3,4
1,3,3,4,1.06338464700093,1.38484154900107,1,3,4
1,3,3,4,0.752912821000791,1.06763811100063,1,3,4
1,4,4,1,2.14976721700077,2.59728718500082,1,3,3
1,4,4,3,0.862193981000019,1.53436033300022,1,3,3
1,3,3,4,0.960262059999877,1.31242723799915,1,3,4
1,4,4,2,1.40501882799981,1.78890225400028,1,3,3
1,4,4,1,1.70146453699999,2.16559205600061,1,3,3
1,4,4,2,1.80675122899993,2.35051354899952,1,3,3
1,4,4,1,1.16755901800025,1.51967021699966,1,3,3
1,3,3,2,1.13875298899984,1.45176880500003,1,3,4
1,4,3,2,1.46500436600036,1.80059193000125,1,3,3
1,3,4,1,0.992611244999352,2.32011682600023,1,3,4
1,3,3,3,0.690557777001231,1.33116450099988,1,3,4
1,3,3,3,1.75851706499998,2.06908172799922,1,3,4
1,3,3,4,0.715439532999881,1.03472608500124,1,3,4
1,3,3,4,0.754722637999294,1.25015623599938,1,3,4
1,4,3,3,1.12030178399982,2.38457173999996,1,3,3
1,4,3,1,0.768439192001097,1.15235496300011,1,3,3
1,3,3,3,0.834824497000227,1.17115093000029,1,3,4
1,4,3,2,1.4125075030006,1.73545803399975,1,3,3
1,4,4,1,1.29496469600053,1.61865043099897,1,3,3
1,4,3,1,1.35835735099863,1.66847454699928,1,3,3
1,4,4,1,1.56326810300015,2.23477445000026,1,3,3
1,4,3,2,1.18512522600031,1.55325558200093,1,3,3
1,3,3,4,1.26704622200123,1.58511404599994,1,3,4
1,3,3,4,0.851769051001611,1.25118954000027,1,3,4
1,4,3,3,0.945564685000136,1.32992204600123,1,3,3
1,4,3,1,1.50182028300151,1.81867893800154,1,3,3
1,3,3,4,0.884213096000167,1.2012623490009,1,3,4
1,4,3,3,1.02854589799972,1.35155536800085,1,3,3
1,3,3,4,0.862476807000348,1.6306737319992,1,3,4
