lambda_min,9.143e-11
lambda_2,0.973961
lambda_max,1.379424
alpha_1.0_predicted,0.379424
alpha_1.0_measured,0.368894
alpha_0.7_predicted,0.318227
alpha_0.7_measured,0.315740
