key,family,regime,n,method,ref,rank,coupling,tau_mult,sqrt,beta,M,tr_var,tr_var_raw,vrf,vrf_cost,agreement,chance,sqdiff,bias_l1,bias_se_l1,ref_seconds,ref_nodes,ref_converged,ref_resid,seconds,q_steps_accepted,q_pilot_gain
dense_diffuse_n50_s0,dense,diffuse,50,logit_samemu_tm2,logit_samemu,,commonz,2,sym,1.0,40000,1.0156617225000044,0.9699712887499999,0.9550141225785889,0.47750706128929443,0.488925,0.030308794747495878,1.02215,0.03559769180022505,0.035088224559776324,,,,,0.22229385375976562,,
dense_diffuse_n50_s0,dense,diffuse,50,logit_samemu_tm3,logit_samemu,,commonz,3,sym,1.0,40000,1.0380835475000028,0.9699712887499999,0.9343865347697338,0.4671932673848669,0.47715,0.030308794747495878,1.0457,0.03474708507196163,0.03555345566171234,,,,,0.22823786735534668,,
dense_diffuse_n50_s0,dense,diffuse,50,logit_samemu_tm4,logit_samemu,,commonz,4,sym,1.0,40000,1.048715786250008,0.9699712887499999,0.9249134050116836,0.4624567025058418,0.47155,0.030308794747495878,1.0569,0.035223696627604925,0.035765708043555486,,,,,0.23958206176757812,,
dense_diffuse_n50_s0,dense,diffuse,50,iid_common,iid,0,common,,sym,1.0,40000,0.8802562562500011,0.9699712887499999,1.101919221661878,0.550959610830939,0.55985,0.030308794747495878,0.8803,0.03344999999999662,0.031625696495886174,0.009195089340209961,1,True,1.5343166737125102e-09,0.11469292640686035,,
dense_diffuse_n50_s0,dense,diffuse,50,iid_procrustes,iid,0,procrustes,,sym,1.0,40000,0.8802562562500011,0.9699712887499999,1.101919221661878,0.550959610830939,0.55985,0.030308794747495878,0.8803,0.03344999999999662,0.031625696495886174,0.009195089340209961,1,True,1.5343166737125102e-09,0.10539698600769043,,
dense_diffuse_n50_s0,dense,diffuse,50,iid_indep,iid,0,indep,,sym,1.0,40000,1.9401206624999956,0.9699712887499999,0.49995410465868495,0.24997705232934248,0.0299,0.030308794747495878,1.9402,0.04935000000000039,0.04634550894045342,0.009195089340209961,1,True,1.5343166737125102e-09,0.09914898872375488,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_iid_common,iid,0,common,,sym,1.0,40000,1.4920575273748211,0.9699712887499999,0.6500897391380088,0.3250448695690044,nan,0.030308794747495878,1.4920911072403533,0.030406313939661034,0.04021963699776565,0.009195089340209961,1,True,1.5343166737125102e-09,0.1938941478729248,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_iid_procrustes,iid,0,procrustes,,sym,1.0,40000,0.577783039788668,0.9699712887499999,1.6787811720897523,0.8393905860448762,nan,0.030308794747495878,0.5778054738417254,0.026275920480309457,0.025457823938771613,0.009195089340209961,1,True,1.5343166737125102e-09,0.26908278465270996,,
dense_diffuse_n50_s0,dense,diffuse,50,diag_common,diag,0,common,,sym,1.0,40000,0.878253961250001,0.9699712887499999,1.1044314418684313,0.5522157209342157,0.56085,0.030308794747495878,0.8783,0.03394999999999873,0.031601635933863066,0.022788047790527344,1,True,3.4597902320854246e-09,0.1110830307006836,,
dense_diffuse_n50_s0,dense,diffuse,50,diag_procrustes,diag,0,procrustes,,sym,1.0,40000,0.8678093212500005,0.9699712887499999,1.1177239803703012,0.5588619901851506,0.566075,0.030308794747495878,0.86785,0.03210000000000026,0.03145934088866713,0.022788047790527344,1,True,3.4597902320854246e-09,0.11290907859802246,,
dense_diffuse_n50_s0,dense,diffuse,50,diag_indep,diag,0,indep,,sym,1.0,40000,1.9402209249999962,0.9699712887499999,0.4999282691222402,0.2499641345611201,0.02985,0.030308794747495878,1.9403,0.0498000000000001,0.04634048380907834,0.022788047790527344,1,True,3.4597902320854246e-09,0.09900188446044922,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_diag_common,diag,0,common,,sym,1.0,40000,1.5298931600046315,0.9699712887499999,0.6340124357096044,0.3170062178548022,nan,0.030308794747495878,1.529928458148622,0.03514816842462007,0.04112224755245194,0.022788047790527344,1,True,3.4597902320854246e-09,0.2247469425201416,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_diag_procrustes,diag,0,procrustes,,sym,1.0,40000,0.6658450467658236,0.9699712887499999,1.4567522781184508,0.7283761390592254,nan,0.030308794747495878,0.6658619757647151,0.02344420923871127,0.027262032303129666,0.022788047790527344,1,True,3.4597902320854246e-09,0.23032712936401367,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank1_common,lowrank,1,common,,sym,1.0,40000,0.8484620712500013,0.9699712887499999,1.1432111364989888,0.5716055682494944,0.57575,0.030308794747495878,0.8485,0.0300500000000015,0.03106918319360567,0.49877476692199707,31,True,4.674844511498577e-09,0.13297820091247559,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank1_procrustes,lowrank,1,procrustes,,sym,1.0,40000,0.8377160237500005,0.9699712887499999,1.1578760119783365,0.5789380059891682,0.581125,0.030308794747495878,0.83775,0.02985000000000111,0.0309263474807991,0.49877476692199707,31,True,4.674844511498577e-09,0.10441398620605469,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank1_common,lowrank,1,common,,sym,1.0,40000,1.3876565139524208,0.9699712887499999,0.6989995571650938,0.3494997785825469,nan,0.030308794747495878,1.3876935682711353,0.03187619711521951,0.03841460979115136,0.49877476692199707,31,True,4.674844511498577e-09,0.2034621238708496,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank1_procrustes,lowrank,1,procrustes,,sym,1.0,40000,0.4496411875737843,0.9699712887499999,2.157211829245139,1.0786059146225695,nan,0.030308794747495878,0.44965773221043137,0.020818776045832887,0.02228103682797815,0.49877476692199707,31,True,4.674844511498577e-09,0.21184110641479492,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank2_common,lowrank,2,common,,sym,1.0,40000,0.811969555000001,0.9699712887499999,1.194590711901752,0.597295355950876,0.594,0.030308794747495878,0.812,0.027750000000001877,0.030384208538412318,2.253565788269043,145,True,9.485075835868884e-09,0.11660623550415039,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank2_procrustes,lowrank,2,procrustes,,sym,1.0,40000,0.8001702662500005,0.9699712887499999,1.2122061137009905,0.6061030568504953,0.5999,0.030308794747495878,0.8002,0.02695000000000365,0.03020691027826363,2.253565788269043,145,True,9.485075835868884e-09,0.09991788864135742,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank2_common,lowrank,2,common,,sym,1.0,40000,1.4102920344827936,0.9699712887499999,0.687780449037085,0.3438902245185425,nan,0.030308794747495878,1.4103269462059147,0.03196787071003977,0.038690135316185315,2.253565788269043,145,True,9.485075835868884e-09,0.21460986137390137,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank2_procrustes,lowrank,2,procrustes,,sym,1.0,40000,0.4216117266807476,0.9699712887499999,2.300626921329635,1.1503134606648175,nan,0.030308794747495878,0.4216317530784223,0.0210193692355594,0.021518292713395826,2.253565788269043,145,True,9.485075835868884e-09,0.22551989555358887,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_common,lowrank,4,common,,sym,1.0,40000,0.7526190150000004,0.9699712887499999,1.2887945553036544,0.6443972776518272,0.623675,0.030308794747495878,0.75265,0.02684999999999896,0.02927967551107438,18.169568061828613,1024,True,2.7945654679228937e-09,0.11418294906616211,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_procrustes,lowrank,4,procrustes,,sym,1.0,40000,0.7414625225000001,0.9699712887499999,1.3081865358204936,0.6540932679102468,0.62925,0.030308794747495878,0.7415,0.028699999999998914,0.02911180686856335,18.169568061828613,1024,True,2.7945654679228937e-09,0.12387919425964355,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_indep,lowrank,4,indep,,sym,1.0,40000,1.939374431249996,0.9699712887499999,0.5001464766784715,0.2500732383392357,0.030275,0.030308794747495878,1.93945,0.049099999999996966,0.04633313399452263,18.169568061828613,1024,True,2.7945654679228937e-09,0.24482297897338867,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank4_common,lowrank,4,common,,sym,1.0,40000,1.359144446155174,0.9699712887499999,0.7136631367577674,0.3568315683788837,nan,0.030308794747495878,1.35919249067252,0.041324879098325204,0.038019007619558697,18.169568061828613,1024,True,2.7945654679228937e-09,0.2825307846069336,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank4_procrustes,lowrank,4,procrustes,,sym,1.0,40000,0.37276747659630577,0.9699712887499999,2.60208132320633,1.301040661603165,nan,0.030308794747495878,0.37278788943387015,0.022878568173008353,0.020249107209530347,18.169568061828613,1024,True,2.7945654679228937e-09,0.30655527114868164,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_common_beta,lowrank,4,common,,sym,0.6147981108102971,40000,0.6066658435762586,0.9699712887499999,1.5988559419005322,0.7994279709502661,0.623675,0.030308794747495878,0.75265,0.026114925104442487,0.026213471771206257,18.169568061828613,1024,True,2.7945654679228937e-09,0.08340191841125488,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank4_common_beta,lowrank,4,common,,sym,0.0173559284914696,40000,0.6870849605646228,0.9699712887499999,1.4117195753388503,0.7058597876694251,nan,0.030308794747495878,1.35919249067252,0.02737806829897222,0.02703810495374704,18.169568061828613,1024,True,2.7945654679228937e-09,0.2295999526977539,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_common_chol,lowrank,4,common,,chol,1.0,40000,1.1687520075000026,0.9699712887499999,0.829920532778206,0.414960266389103,0.4156,0.030308794747495878,1.1688,0.032300000000000245,0.036259984798802915,18.169568061828613,1024,True,2.7945654679228937e-09,0.12636804580688477,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_procrustes_chol,lowrank,4,procrustes,,chol,1.0,40000,0.7439228237500002,0.9699712887499999,1.3038601018591207,0.6519300509295604,0.628025,0.030308794747495878,0.74395,0.02765000000000406,0.029150433982042895,18.169568061828613,1024,True,2.7945654679228937e-09,0.12383818626403809,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_common_eig,lowrank,4,common,,eig,1.0,40000,1.9359893387499965,0.9699712887499999,0.5010209867045435,0.25051049335227177,0.031975,0.030308794747495878,1.93605,0.04315000000000147,0.04629542918853044,18.169568061828613,1024,True,2.7945654679228937e-09,0.13910603523254395,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_procrustes_eig,lowrank,4,procrustes,,eig,1.0,40000,0.7395294100000009,0.9699712887499999,1.3116061046848682,0.6558030523424341,0.630225,0.030308794747495878,0.73955,0.02309999999999923,0.02905493313924533,18.169568061828613,1024,True,2.7945654679228937e-09,0.12770414352416992,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4_Qopt,lowrank,4,Qopt,,sym,1.0,40000,0.74361762875,0.9699712887499999,1.3043952311626796,0.6521976155813398,0.628175,0.030308794747495878,0.74365,0.030849999999999052,0.02914674689918363,18.169568061828613,1024,True,2.7945654679228937e-09,0.09847569465637207,4,0.004638671875
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank4_Qopt,lowrank,4,Qopt,,sym,1.0,40000,0.38140429518802255,0.9699712887499999,2.543157748844514,1.271578874422257,nan,0.030308794747495878,0.3814240644676105,0.022364214375714654,0.02046436691938415,18.169568061828613,1024,True,2.7945654679228937e-09,0.24396514892578125,3,0.004292748890594056
dense_diffuse_n50_s0,dense,diffuse,50,lowrank8_common,lowrank,8,common,,sym,1.0,40000,0.6394801474999985,0.9699712887499999,1.5168121990057593,0.7584060995028796,0.68025,0.030308794747495878,0.6395,0.023900000000003342,0.02705659581644105,23.08228826522827,1024,True,4.229407934985829e-09,0.11283111572265625,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank8_procrustes,lowrank,8,procrustes,,sym,1.0,40000,0.6352320074999983,0.9699712887499999,1.5269559425498604,0.7634779712749302,0.682375,0.030308794747495878,0.63525,0.023600000000002792,0.026998529789166184,23.08228826522827,1024,True,4.229407934985829e-09,0.1831512451171875,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank8_common,lowrank,8,common,,sym,1.0,40000,1.4042951899263045,0.9699712887499999,0.6907175184448953,0.34535875922244763,nan,0.030308794747495878,1.4043405607170139,0.03633991523669021,0.03859133423025547,23.08228826522827,1024,True,4.229407934985829e-09,0.37572288513183594,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank8_procrustes,lowrank,8,procrustes,,sym,1.0,40000,0.2978181496404387,0.9699712887499999,3.2569247036188496,1.6284623518094248,nan,0.030308794747495878,0.29783397450014343,0.021680339165993538,0.018089705791489497,23.08228826522827,1024,True,4.229407934985829e-09,0.33916497230529785,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank16_common,lowrank,16,common,,sym,1.0,40000,0.44442093499999646,0.9699712887499999,2.182550848442834,1.091275424221417,0.777775,0.030308794747495878,0.44445,0.026600000000005553,0.022508908952736762,42.77720379829407,2048,True,2.6742954517544604e-09,0.1480722427368164,,
dense_diffuse_n50_s0,dense,diffuse,50,lowrank16_procrustes,lowrank,16,procrustes,,sym,1.0,40000,0.43862230499999644,0.9699712887499999,2.2114043852603618,1.1057021926301809,0.780675,0.030308794747495878,0.43865,0.0264500000000056,0.022402944050960168,42.77720379829407,2048,True,2.6742954517544604e-09,0.12938404083251953,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank16_common,lowrank,16,common,,sym,1.0,40000,1.1113573250335884,0.9699712887499999,0.8727807581784595,0.43639037908922973,nan,0.030308794747495878,1.1114166060673716,0.04011896393025942,0.03473938729523658,42.77720379829407,2048,True,2.6742954517544604e-09,0.2867109775543213,,
dense_diffuse_n50_s0,dense,diffuse,50,rb_lowrank16_procrustes,lowrank,16,procrustes,,sym,1.0,40000,0.17866833092957377,0.9699712887499999,5.428893210696284,2.714446605348142,nan,0.030308794747495878,0.17869391443604304,0.023940443335416263,0.013869065230102421,42.77720379829407,2048,True,2.6742954517544604e-09,0.2997300624847412,,
dense_moderate_n50_s0,dense,moderate,50,raw,none,,none,,sym,1.0,40000,0.7147691924999998,0.7147691924999998,1.0,1.0,nan,0.28364052803241213,nan,0.021894532850162768,0.02078378609063701,,,,,0.11021804809570312,,
dense_moderate_n50_s0,dense,moderate,50,rb,none,,none,,sym,1.0,40000,0.5237540367760514,0.7147691924999998,1.3647039303023518,1.3647039303023518,nan,0.28364052803241213,nan,0.0186045263978975,0.016883539481652825,,,,,0.23333978652954102,,
dense_moderate_n50_s0,dense,moderate,50,logit_commonz,logit,,commonz,1.0,sym,1.0,40000,0.6269278762499869,0.7147691924999998,1.1401139103519242,0.5700569551759621,0.686525,0.28364052803241213,0.62695,0.0206999999999911,0.02062312997910544,0.0,,,,0.28463101387023926,,
dense_moderate_n50_s0,dense,moderate,50,logit_indep,logit,,indep,1.0,sym,1.0,40000,1.4318630612499967,0.7147691924999998,0.4991882337379499,0.24959411686897495,0.28405,0.28364052803241213,1.4319,0.025450000000012685,0.0294341472493948,0.0,,,,0.5219380855560303,,
dense_moderate_n50_s0,dense,moderate,50,logit_commonz_beta,logit,,commonz,1.0,sym,0.5567276951799633,40000,0.49007076280049267,0.7147691924999998,1.4585020098229808,0.7292510049114904,0.686525,0.28364052803241213,0.62695,0.01875424874041709,0.017969097177900767,,,,,0.6063740253448486,,
dense_moderate_n50_s0,dense,moderate,50,logit_samemu_tm0.25,logit_samemu,,commonz,0.25,sym,1.0,40000,0.712720412499975,0.7147691924999998,1.0028745914444044,0.5014372957222022,0.518825,0.28364052803241213,0.96235,0.021799724708305837,0.02075951354927548,,,,,0.31280994415283203,,
dense_moderate_n50_s0,dense,moderate,50,logit_samemu_tm0.5,logit_samemu,,commonz,0.5,sym,1.0,40000,0.6547533337499869,0.7147691924999998,1.091661784150502,0.545830892075251,0.61125,0.28364052803241213,0.7775,0.02049325508193405,0.02014476599443206,,,,,0.23714113235473633,,
dense_moderate_n50_s0,dense,moderate,50,logit_samemu_tm0.75,logit_samemu,,commonz,0.75,sym,1.0,40000,0.6933748712500033,0.7147691924999998,1.0308553455527272,0.5154276727763636,0.651975,0.28364052803241213,0.69605,0.020581594409241923,0.02358413417610389,,,,,0.256500244140625,,
dense_moderate_n50_s0,dense,moderate,50,logit_samemu_tm1,logit_samemu,,commonz,1,sym,1.0,40000,0.8648961912500092,0.7147691924999998,0.826421944889091,0.4132109724445455,0.54485,0.28364052803241213,0.9103,0.025821446633449218,0.028496206582931723,,,,,0.3197638988494873,,
dense_moderate_n50_s0,dense,moderate,50,logit_samemu_tm1.5,logit_samemu,,commonz,1.5,sym,1.0,40000,1.0982785487500184,0.7147691924999998,0.6508086617129131,0.32540433085645654,0.378525,0.28364052803241213,1.24295,0.03224877193418477,0.03349144642305615,,,,,0.37870287895202637,,
dense_moderate_n50_s0,dense,moderate,50,logit_samemu_tm2,logit_samemu,,commonz,2,sym,1.0,40000,1.1882186787500175,0.7147691924999998,0.6015468408996253,0.30077342044981265,0.31125,0.28364052803241213,1.3775,0.037177902372993184,0.03531946251732604,,,,,0.3017539978027344,,
dense_moderate_n50_s0,dense,moderate,50,logit_samemu_tm3,logit_samemu,,commonz,3,sym,1.0,40000,1.2593709637500177,0.7147691924999998,0.567560483030066,0.283780241515033,0.258775,0.28364052803241213,1.48245,0.034000290628851446,0.036791661413089115,,,,,0.28541064262390137,,
dense_moderate_n50_s0,dense,moderate,50,logit_samemu_tm4,logit_samemu,,commonz,4,sym,1.0,40000,1.2880210912499857,0.7147691924999998,0.554935938049227,0.2774679690246135,0.23765,0.28364052803241213,1.5247,0.032929116027455956,0.037395227557806776,,,,,0.30765271186828613,,
dense_moderate_n50_s0,dense,moderate,50,iid_common,iid,0,common,,sym,1.0,40000,0.5612830249999873,0.7147691924999998,1.2734559227049775,0.6367279613524888,0.71935,0.28364052803241213,0.5613,0.018699999999990977,0.019899050574243685,0.06583595275878906,1,True,7.03411240365881e-09,0.10477995872497559,,
dense_moderate_n50_s0,dense,moderate,50,iid_procrustes,iid,0,procrustes,,sym,1.0,40000,0.5612830249999873,0.7147691924999998,1.2734559227049775,0.6367279613524888,0.71935,0.28364052803241213,0.5613,0.018699999999990977,0.019899050574243685,0.06583595275878906,1,True,7.03411240365881e-09,0.12220311164855957,,
dense_moderate_n50_s0,dense,moderate,50,iid_indep,iid,0,indep,,sym,1.0,40000,1.430828148749996,0.7147691924999998,0.49954929466857245,0.24977464733428623,0.284575,0.28364052803241213,1.43085,0.021400000000008898,0.029386238590250965,0.06583595275878906,1,True,7.03411240365881e-09,0.1012887954711914,,
dense_moderate_n50_s0,dense,moderate,50,rb_iid_common,iid,0,common,,sym,1.0,40000,1.1030209157024906,0.7147691924999998,0.6480105520435925,0.32400527602179624,nan,0.28364052803241213,1.1030482381631863,0.022215779511200098,0.025266039352559097,0.06583595275878906,1,True,7.03411240365881e-09,0.2577347755432129,,
dense_moderate_n50_s0,dense,moderate,50,rb_iid_procrustes,iid,0,procrustes,,sym,1.0,40000,0.4093952745924994,0.7147691924999998,1.745914613234022,0.872957306617011,nan,0.28364052803241213,0.4094319815271226,0.019393707364573534,0.01665995122341071,0.06583595275878906,1,True,7.03411240365881e-09,0.25386500358581543,,
dense_moderate_n50_s0,dense,moderate,50,diag_common,diag,0,common,,sym,1.0,40000,0.5551339562499872,0.7147691924999998,1.2875616496752829,0.6437808248376414,0.722425,0.28364052803241213,0.55515,0.018749999999990056,0.01985547649701352,0.04037809371948242,1,True,3.2807982996985174e-09,0.09964108467102051,,
dense_moderate_n50_s0,dense,moderate,50,diag_procrustes,diag,0,procrustes,,sym,1.0,40000,0.5292859637499874,0.7147691924999998,1.3504404829401957,0.6752202414700978,0.73535,0.28364052803241213,0.5293,0.017699999999990133,0.019564656014212218,0.04037809371948242,1,True,3.2807982996985174e-09,0.11174201965332031,,
dense_moderate_n50_s0,dense,moderate,50,diag_indep,diag,0,indep,,sym,1.0,40000,1.4311752999999965,0.7147691924999998,0.49942812211753623,0.24971406105876812,0.2844,0.28364052803241213,1.4312,0.022450000000010597,0.02939585532476043,0.04037809371948242,1,True,3.2807982996985174e-09,0.12572097778320312,,
dense_moderate_n50_s0,dense,moderate,50,rb_diag_common,diag,0,common,,sym,1.0,40000,0.8027559153142101,0.7147691924999998,0.8903941769401088,0.4451970884700544,nan,0.28364052803241213,0.8027866252000845,0.023271493929391335,0.022077573991845706,0.04037809371948242,1,True,3.2807982996985174e-09,0.2383279800415039,,
dense_moderate_n50_s0,dense,moderate,50,rb_diag_procrustes,diag,0,procrustes,,sym,1.0,40000,0.4705469827469224,0.7147691924999998,1.5190176936793347,0.7595088468396674,nan,0.28364052803241213,0.4705727573899776,0.017069547286654045,0.01635972767128085,0.04037809371948242,1,True,3.2807982996985174e-09,0.2454080581665039,,
dense_moderate_n50_s0,dense,moderate,50,lowrank1_common,lowrank,1,common,,sym,1.0,40000,0.5356376262499875,0.7147691924999998,1.3344267793584945,0.6672133896792473,0.732175,0.28364052803241213,0.53565,0.01704999999999029,0.019455495044012103,0.9154090881347656,31,True,3.755344035738517e-09,0.13659977912902832,,
dense_moderate_n50_s0,dense,moderate,50,lowrank1_procrustes,lowrank,1,procrustes,,sym,1.0,40000,0.5097857562499879,0.7147691924999998,1.40209722169933,0.701048610849665,0.7451,0.28364052803241213,0.5098,0.01774999999998995,0.019168194739702056,0.9154090881347656,31,True,3.755344035738517e-09,0.13322782516479492,,
dense_moderate_n50_s0,dense,moderate,50,rb_lowrank1_common,lowrank,1,common,,sym,1.0,40000,1.0950322837629132,0.7147691924999998,0.6527380088227202,0.3263690044113601,nan,0.28364052803241213,1.095048398556887,0.01874130829759186,0.024165922500415542,0.9154090881347656,31,True,3.755344035738517e-09,0.23403120040893555,,
dense_moderate_n50_s0,dense,moderate,50,rb_lowrank1_procrustes,lowrank,1,procrustes,,sym,1.0,40000,0.264907448132424,0.7147691924999998,2.6981845831027575,1.3490922915513788,nan,0.28364052803241213,0.26492587106685866,0.013562642524408112,0.013437185498127684,0.9154090881347656,31,True,3.755344035738517e-09,0.2619168758392334,,
dense_moderate_n50_s0,dense,moderate,50,lowrank2_common,lowrank,2,common,,sym,1.0,40000,0.5137899712499879,0.7147691924999998,1.3911699964891375,0.6955849982445688,0.7431,0.28364052803241213,0.5138,0.015049999999991135,0.019053625569365497,4.047619819641113,145,True,5.331679098219411e-09,0.10532808303833008,,
dense_moderate_n50_s0,dense,moderate,50,lowrank2_procrustes,lowrank,2,procrustes,,sym,1.0,40000,0.4856879774999884,0.7147691924999998,1.4716633427476942,0.7358316713738471,0.75715,0.28364052803241213,0.4857,0.016449999999990632,0.018702581400836183,4.047619819641113,145,True,5.331679098219411e-09,0.08615779876708984,,
dense_moderate_n50_s0,dense,moderate,50,rb_lowrank2_common,lowrank,2,common,,sym,1.0,40000,0.9686788464541244,0.7147691924999998,0.7378804596760136,0.3689402298380068,nan,0.28364052803241213,0.9687246076285188,0.022909064181636716,0.023508526913810487,4.047619819641113,145,True,5.331679098219411e-09,0.25930070877075195,,
dense_moderate_n50_s0,dense,moderate,50,rb_lowrank2_procrustes,lowrank,2,procrustes,,sym,1.0,40000,0.2519333324068703,0.7147691924999998,2.8371362601025467,1.4185681300512734,nan,0.28364052803241213,0.25194603062897053,0.013012413378557141,0.013044918121334544,4.047619819641113,145,True,5.331679098219411e-09,0.24140191078186035,,
dense_moderate_n50_s0,dense,moderate,50,lowrank4_common,lowrank,4,common,,sym,1.0,40000,0.4776846912499889,0.7147691924999998,1.4963200738747067,0.7481600369373533,0.76115,0.28364052803241213,0.4777,0.018949999999990624,0.018376492266457958,37.74636912345886,1024,True,3.796543968093147e-09,0.179671049118042,,
dense_moderate_n50_s0,dense,moderate,50,lowrank4_procrustes,lowrank,4,procrustes,,sym,1.0,40000,0.45443062374998905,0.7147691924999998,1.5728895790553927,0.7864447895276964,0.772775,0.28364052803241213,0.45445,0.019349999999991555,0.018113533366892077,37.74636912345886,1024,True,3.796543968093147e-09,0.14931130409240723,,
dense_moderate_n50_s0,dense,moderate,50,lowrank4_indep,lowrank,4,indep,,sym,1.0,40000,1.4291655824999963,0.7147691924999998,0.5001304266295551,0.25006521331477755,0.2854,0.28364052803241213,1.4292,0.02625000000001049,0.029392098415415485,37.74636912345886,1024,True,3.796543968093147e-09,0.15448713302612305,,
dense_moderate_n50_s0,dense,moderate,50,rb_lowrank4_common,lowrank,4,common,,sym,1.0,40000,0.816476703168773,0.7147691924999998,0.8754312152765131,0.43771560763825657,nan,0.28364052803241213,0.8165098079812709,0.022655403824894407,0.022594910275678816,37.74636912345886,1024,True,3.796543968093147e-09,0.33716702461242676,,
