key,family,regime,n,ref,t,true_resid_l1,method,tr_var,tr_var_raw,vrf,agreement,sqdiff,beta1,beta2,anchor_seconds
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,raw,0.9697904,0.9697904,1.0,nan,nan,,,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,fixed,0.7352552600000004,0.9697904,1.3189846475902798,0.63235,0.7353,,,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,stale,0.7352552599999973,0.9697904,1.3189846475902853,0.63235,0.7353,,,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,local,0.7594121800000028,0.9697904,1.2770277137245765,0.6198,0.7604,,,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,rb,0.6868097805471333,0.9697904,1.4120218253552475,nan,nan,,,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,rb_fixed,0.3731442277871453,0.9697904,2.598969320123593,nan,0.3731674733823891,,,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,rb_stale,0.37314422778715084,0.9697904,2.598969320123554,nan,0.3731674733823891,,,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,rb_local,0.39253346117774396,0.9697904,2.470592945351141,nan,0.3934436611835647,,,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,combined,0.5792868224632926,0.9697904,1.674110928117051,0.63235,0.7353,0.3877906195568894,0.2653526580826695,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0,0.03185841603461269,rb_combined,0.31873287825491703,0.9697904,3.042643122697805,nan,0.3731674733823891,0.5163919779878279,0.21763375031923382,3.6975936889648438
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,raw,0.9709011299999999,0.9709011299999999,1.0,nan,nan,,,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,fixed,0.7436077249999993,0.9709011299999999,1.3056630496946502,0.628,0.744,,,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,stale,0.7375589600000045,0.9709011299999999,1.3163708702013381,0.6312,0.7376,,,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,local,0.7681341100000018,0.9709011299999999,1.2639734616133602,0.6154,0.7692,,,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,rb,0.6826164389228893,0.9709011299999999,1.4223231007035215,nan,nan,,,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,rb_fixed,0.3758633906410642,0.9709011299999999,2.583122363537594,nan,0.3761430852824338,,,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,rb_stale,0.37116216927367385,0.9709011299999999,2.6158407574240483,nan,0.3711836566932818,,,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,rb_local,0.39141395277554447,0.9709011299999999,2.4804969856472163,nan,0.39240883822138223,,,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,combined,0.5794240144850769,0.9709011299999999,1.6756314990893522,0.628,0.744,0.35082805985247373,0.3152976993193004,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.05,0.08168085195591925,rb_combined,0.3163064032928755,0.9709011299999999,3.0694956532417073,nan,0.3761430852824338,0.4432590329870615,0.2933548429018268,3.5484988689422607
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,raw,0.9714608,0.9714608,1.0,nan,nan,,,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,fixed,0.7641833549999988,0.9714608,1.271240460347375,0.61725,0.7655,,,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,stale,0.7414636899999988,0.9714608,1.3101933555235883,0.62925,0.7415,,,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,local,0.77050655,0.9714608,1.2608079710678644,0.6142,0.7716,,,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,rb,0.6783579233509431,0.9714608,1.4320770297797825,nan,nan,,,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,rb_fixed,0.3875033956266255,0.9714608,2.506973644525273,nan,0.38865276863631226,,,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,rb_stale,0.3678191547295868,0.9714608,2.641137057460203,nan,0.3678412935654522,,,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,rb_local,0.388848399956509,0.9714608,2.498302166367802,nan,0.38986219195021377,,,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,combined,0.5792278744923035,0.9714608,1.6771651413556208,0.61725,0.7655,0.32776875789620347,0.3465147189667293,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.1,0.1595161632900933,rb_combined,0.3149391820925027,0.9714608,3.0845980914329876,nan,0.38865276863631226,0.36201495716656773,0.3791588271595491,3.595020055770874
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,raw,0.9708630000000001,0.9708630000000001,1.0,nan,nan,,,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,fixed,0.8367809099999988,0.9708630000000001,1.1602355985869726,0.57915,0.8417,,,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,stale,0.7352662350000007,0.9708630000000001,1.3204237509968064,0.63235,0.7353,,,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,local,0.7698594700000008,0.9708630000000001,1.2610911962932654,0.6146,0.7708,,,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,rb,0.6690643151540121,0.9708630000000001,1.4510757456501278,nan,nan,,,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,rb_fixed,0.43132482601808414,0.9708630000000001,2.2508859713984903,nan,0.4359946527545793,,,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,rb_stale,0.35863446892887946,0.9708630000000001,2.707110119391595,nan,0.358666445095938,,,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,rb_local,0.3781240629056694,0.9708630000000001,2.5675779333890243,nan,0.3790460850594375,,,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,combined,0.582313186510816,0.9708630000000001,1.6672523008062898,0.57915,0.8417,0.2517009253993248,0.43343473639120983,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.2,0.3206289494080769,rb_combined,0.3100401903422362,0.9708630000000001,3.1314101534008167,nan,0.4359946527545793,0.2404278494981447,0.5138474121504596,3.5576059818267822
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,raw,0.96071161,0.96071161,1.0,nan,nan,,,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,fixed,1.0360936550000013,0.96071161,0.9272439854870058,0.4712,1.0576,,,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,stale,0.712502590000004,0.96071161,1.3483622705146863,0.6437,0.7126,,,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,local,0.7395536750000045,0.96071161,1.2990424393469402,0.6297,0.7406,,,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,rb,0.6468674755406872,0.96071161,1.4851753200251485,nan,nan,,,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,rb_fixed,0.5712060640373594,0.96071161,1.68190022915647,nan,0.5921779192830962,,,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,rb_stale,0.3275536546103691,0.96071161,2.932990050569833,nan,0.32764784574136413,,,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,rb_local,0.3458136115577225,0.96071161,2.7781197092632084,nan,0.3468163152893238,,,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,combined,0.5766969437419397,0.96071161,1.6658864251409995,0.4712,1.0576,0.17964281629097276,0.5234303411501603,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.4,0.6485685721216196,rb_combined,0.29167050229316277,0.96071161,3.2938250609736777,nan,0.5921779192830962,0.1425576913131185,0.6325619508336148,3.5719048976898193
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,raw,0.87113032,0.87113032,1.0,nan,nan,,,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,fixed,1.3566153550000009,0.87113032,0.6421350877308915,0.2603,1.4794,,,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,stale,0.5790010800000064,0.87113032,1.5045400606161052,0.71035,0.5793,,,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,local,0.5909397350000059,0.87113032,1.4741440935597119,0.70425,0.5915,,,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,rb,0.569603150191649,0.87113032,1.529363592365841,nan,nan,,,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,rb_fixed,0.8422765394798211,0.87113032,1.0342568968358048,nan,0.9664138474299195,,,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,rb_stale,0.24964482992323273,0.87113032,3.489478713690477,nan,0.24986808831571874,,,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,rb_local,0.2565740782753384,0.87113032,3.395239011889425,nan,0.2570819357973975,,,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,combined,0.48723356939738893,0.87113032,1.7879111266438703,0.2603,1.4794,0.06058996195476976,0.6561376379168258,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,0.8,1.2080050831700213,rb_combined,0.22652177840725654,0.87113032,3.845680208433741,nan,0.9664138474299195,0.036158521593538225,0.7582988057243981,5.109328031539917
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,1.6,1.8005749727145897,raw,0.46614466499999996,0.46614466499999996,1.0,nan,nan,,,14.705482006072998
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,1.6,1.8005749727145897,fixed,1.328314080000002,0.46614466499999996,0.35092955199270287,0.06535,1.8693,,,14.705482006072998
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,1.6,1.8005749727145897,stale,0.25798121999996126,0.46614466499999996,1.8068937925019113,0.87095,0.2581,,,14.705482006072998
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,1.6,1.8005749727145897,local,0.2616602700000448,0.46614466499999996,1.7814881296267107,0.869,0.262,,,14.705482006072998
dense_diffuse_n50_s0,dense,diffuse,50,lowrank4,1.6,1.8005749727145897,rb,0.30417163625218857,0.46614466499999996,1.5325053668499176,nan,nan,,,14.705482006072998
