subject,session,run,block,trial_in_block,n_options,dominant_symbol,alternative_symbol,response,correct,rt
2,3,3,4,46,2,6,5,6,1,1.1331
2,3,3,4,47,2,6,1,6,1,1.0922
2,3,3,4,48,2,1,4,4,0,1.3263
2,3,3,4,49,2,2,3,2,1,1.1937
2,3,3,4,50,2,6,3,6,1,0.9917
2,3,4,1,1,2,6,3,6,1,0.6637
2,3,4,1,2,2,4,2,4,1,1.0429
2,3,4,1,3,2,4,6,4,1,1.2302
2,3,4,1,4,2,2,5,2,1,1.01
2,3,4,1,5,2,5,2,5,1,0.8793
2,3,4,1,6,2,1,3,1,1,1.3134
2,3,4,1,7,2,5,2,5,1,0.8647
2,3,4,1,8,2,6,5,6,1,0.8522
2,3,4,1,9,2,2,3,2,1,1.2548
2,3,4,1,10,2,1,6,1,1,1.1777
2,3,4,1,11,2,3,6,6,0,1.072
2,3,4,1,12,2,3,6,3,1,2.6781
2,3,4,1,13,2,6,5,5,0,0.7827
2,3,4,1,14,2,1,4,1,1,1.1838
2,3,4,1,15,2,6,2,6,1,1.9733
2,3,4,1,16,2,4,6,4,1,1.4031
2,3,4,1,17,2,6,5,6,1,0.9032
2,3,4,1,18,2,5,6,5,1,8.7447
2,3,4,1,19,2,4,6,4,1,1.3191
2,3,4,1,20,2,1,5,5,0,2.1983
2,3,4,1,21,2,6,1,6,1,23.7415
2,3,4,1,22,2,2,6,6,0,0.5844
2,3,4,1,23,2,1,3,1,1,8.974
2,3,4,1,24,2,5,3,5,1,0.6106
2,3,4,1,25,2,3,1,1,0,1.8383
2,3,4,1,26,2,4,5,5,0,1.412
2,3,4,1,27,2,2,4,2,1,0.8274
2,3,4,1,28,2,1,5,1,1,1.2946
2,3,4,1,29,2,2,4,2,1,1.0241
2,3,4,1,30,2,1,3,1,1,2.1556
2,3,4,1,31,2,5,1,5,1,1.2734
2,3,4,1,32,2,3,2,3,1,7.1955
2,3,4,1,33,2,6,1,6,1,20.1703
2,3,4,1,34,2,3,2,2,0,1.3476
2,3,4,1,35,2,5,2,2,0,1.037
2,3,4,1,36,2,2,3,2,1,1.4603
2,3,4,1,37,2,5,6,5,1,1.1988
2,3,4,1,38,2,6,2,6,1,0.8999
2,3,4,1,39,2,3,4,3,1,1.6209
2,3,4,1,40,2,2,5,5,0,11.4166
2,3,4,1,41,2,3,2,3,1,84.8049
2,3,4,1,42,2,4,1,4,1,1.3609
2,3,4,1,43,2,4,3,4,1,1.4062
2,3,4,1,44,2,6,5,5,0,1.3223
2,3,4,1,45,2,2,4,4,0,1.1092
2,3,4,1,46,2,3,4,3,1,1.0177
2,3,4,1,47,2,1,3,3,0,0.8061
2,3,4,1,48,2,6,2,2,0,1.3035
2,3,4,1,49,2,4,6,4,1,1.2036
2,3,4,1,50,2,5,4,5,1,1.4161
2,3,4,2,1,6,5,,5,1,1.2337
2,3,4,2,2,6,1,,1,1,1.3013
2,3,4,2,3,6,1,,2,0,2.4702
2,3,4,2,4,6,6,,4,0,1.6507
2,3,4,2,5,6,5,,6,0,1.2961
2,3,4,2,6,6,3,,1,0,1.3884
2,3,4,2,7,6,4,,6,0,1.0774
2,3,4,2,8,6,3,,4,0,1.2428
2,3,4,2,9,6,5,,2,0,1.2896
2,3,4,2,10,6,6,,6,1,1.0461
2,3,4,2,11,6,5,,5,1,1.6334
2,3,4,2,12,6,4,,4,1,1.2521
2,3,4,2,13,6,1,,1,1,1.223
2,3,4,2,14,6,2,,3,0,1.338
2,3,4,2,15,6,4,,4,1,1.4931
2,3,4,2,16,6,6,,5,0,1.5178
2,3,4,2,17,6,1,,5,0,1.6331
2,3,4,2,18,6,1,,3,0,1.4397
2,3,4,2,19,6,3,,6,0,1.3508
2,3,4,2,20,6,3,,1,0,1.4089
2,3,4,2,21,6,3,,5,0,1.1128
2,3,4,2,22,6,4,,5,0,1.5165
2,3,4,2,23,6,5,,6,0,1.3439
2,3,4,2,24,6,1,,1,1,1.0824
2,3,4,2,25,6,2,,3,0,1.2368
2,3,4,2,26,6,6,,6,1,0.8995
2,3,4,2,27,6,4,,6,0,1.1404
2,3,4,2,28,6,6,,6,1,0.7598
2,3,4,2,29,6,6,,6,1,0.8795
2,3,4,2,30,6,2,,2,1,0.9609
2,3,4,2,31,6,6,,6,1,0.7518
2,3,4,2,32,6,5,,5,1,1.6234
2,3,4,2,33,6,2,,1,0,1.7871
2,3,4,2,34,6,4,,4,1,1.3153
2,3,4,2,35,6,2,,2,1,1.5718
2,3,4,2,36,6,6,,6,1,0.9214
2,3,4,2,37,6,6,,6,1,0.9535
2,3,4,2,38,6,1,,1,1,1.0644
2,3,4,2,39,6,3,,4,0,1.4111
2,3,4,2,40,6,2,,4,0,1.7548
2,3,4,2,41,6,4,,3,0,1.0443
2,3,4,2,42,6,3,,5,0,1.8509
2,3,4,2,43,6,3,,2,0,2.0321
2,3,4,2,44,6,6,,6,1,0.7822
2,3,4,2,45,6,1,,3,0,1.0922
2,3,4,2,46,6,5,,1,0,1.2097
2,3,4,2,47,6,4,,4,1,1.3374
2,3,4,2,48,6,2,,2,1,1.1606
2,3,4,2,49,6,2,,2,1,0.88
2,3,4,2,50,6,5,,5,1,1.0091
2,3,4,3,1,2,5,1,5,1,1.0684
2,3,4,3,2,2,3,4,4,0,2.9821
2,3,4,3,3,2,5,1,5,1,1.5655
2,3,4,3,4,2,2,5,2,1,1.6352
2,3,4,3,5,2,4,5,4,1,1.4143
2,3,4,3,6,2,6,3,6,1,1.0744
2,3,4,3,7,2,2,1,2,1,0.957
2,3,4,3,8,2,2,1,2,1,1.3723
2,3,4,3,9,2,5,3,3,0,2.2022
2,3,4,3,10,2,6,2,6,1,0.7209
2,3,4,3,11,2,6,2,2,0,1.322
2,3,4,3,12,2,5,3,5,1,1.5578
2,3,4,3,13,2,3,4,4,0,1.4524
2,3,4,3,14,2,6,1,6,1,1.0738
2,3,4,3,15,2,4,6,4,1,1.1803
2,3,4,3,16,2,1,4,1,1,1.6017
2,3,4,3,17,2,4,2,2,0,1.1585
2,3,4,3,18,2,4,2,4,1,1.177
2,3,4,3,19,2,4,6,4,1,1.0393
2,3,4,3,20,2,1,4,1,1,1.4186
2,3,4,3,21,2,6,5,5,0,1.1586
2,3,4,3,22,2,1,4,4,0,1.8013
2,3,4,3,23,2,3,2,2,0,1.2008
2,3,4,3,24,2,3,2,3,1,1.2335
2,3,4,3,25,2,6,1,6,1,1.4128
2,3,4,3,26,2,3,6,3,1,1.3289
2,3,4,3,27,2,4,6,4,1,1.1684
2,3,4,3,28,2,2,4,2,1,1.0785
2,3,4,3,29,2,2,4,2,1,1.0082
2,3,4,3,30,2,5,2,5,1,1.0853
2,3,4,3,31,2,6,4,4,0,2.4228
2,3,4,3,32,2,1,4,4,0,1.2049
2,3,4,3,33,2,6,4,6,1,1.2697
2,3,4,3,34,2,2,3,2,1,1.1758
2,3,4,3,35,2,1,3,3,0,1.2936
2,3,4,3,36,2,5,1,1,0,1.3539
2,3,4,3,37,2,1,6,6,0,1.2203
2,3,4,3,38,2,5,3,3,0,1.2199
2,3,4,3,39,2,6,2,6,1,0.9474
2,3,4,3,40,2,1,4,1,1,1.2346
2,3,4,3,41,2,4,1,4,1,1.0617
2,3,4,3,42,2,3,2,3,1,1.2968
2,3,4,3,43,2,1,2,1,1,1.3297
2,3,4,3,44,2,2,6,2,1,0.8807
2,3,4,3,45,2,3,6,3,1,1.0745
2,3,4,3,46,2,2,1,2,1,0.8772
2,3,4,3,47,2,4,5,5,0,1.4712
2,3,4,3,48,2,6,3,6,1,0.821
2,3,4,3,49,2,5,2,5,1,1.242
2,3,4,3,50,2,3,5,5,0,1.5973
2,3,4,4,1,6,4,,4,1,1.5149
2,3,4,4,2,6,1,,1,1,1.4423
2,3,4,4,3,6,6,,6,1,1.3738
2,3,4,4,4,6,2,,2,1,1.1796
2,3,4,4,5,6,6,,5,0,2.4179
2,3,4,4,6,6,3,,2,0,1.3122
2,3,4,4,7,6,5,,5,1,0.9553
2,3,4,4,8,6,1,,2,0,1.3228
2,3,4,4,9,6,5,,6,0,0.9497
2,3,4,4,10,6,4,,5,0,1.6646
2,3,4,4,11,6,6,,6,1,1.0858
2,3,4,4,12,6,6,,5,0,2.0878
2,3,4,4,13,6,2,,2,1,0.8038
2,3,4,4,14,6,4,,4,1,1.1128
2,3,4,4,15,6,6,,6,1,1.0255
2,3,4,4,16,6,5,,3,0,1.23
2,3,4,4,17,6,3,,3,1,1.405
2,3,4,4,18,6,1,,2,0,1.0971
2,3,4,4,19,6,5,,1,0,1.2141
2,3,4,4,20,6,1,,2,0,1.5175
2,3,4,4,21,6,5,,5,1,1.089
2,3,4,4,22,6,1,,1,1,1.4665
2,3,4,4,23,6,5,,5,1,1.0751
2,3,4,4,24,6,5,,5,1,1.0374
2,3,4,4,25,6,3,,3,1,1.1614
2,3,4,4,26,6,1,,3,0,1.248
2,3,4,4,27,6,1,,2,0,1.1662
2,3,4,4,28,6,6,,6,1,1.1042
2,3,4,4,29,6,5,,5,1,0.889
2,3,4,4,30,6,3,,2,0,1.1148
2,3,4,4,31,6,3,,3,1,1.1667
2,3,4,4,32,6,2,,2,1,0.7883
2,3,4,4,33,6,2,,2,1,1.0188
2,3,4,4,34,6,3,,3,1,0.8874
2,3,4,4,35,6,2,,2,1,0.761
2,3,4,4,36,6,6,,6,1,0.9284
2,3,4,4,37,6,2,,4,0,0.8972
2,3,4,4,38,6,6,,2,0,1.0541
2,3,4,4,39,6,1,,1,1,1.1078
2,3,4,4,40,6,3,,4,0,1.7093
2,3,4,4,41,6,2,,2,1,1.0002
2,3,4,4,42,6,6,,2,0,1.0294
2,3,4,4,43,6,4,,2,0,1.1484
2,3,4,4,44,6,2,,2,1,0.9752
2,3,4,4,45,6,4,,6,0,1.101
2,3,4,4,46,6,4,,5,0,1.1373
2,3,4,4,47,6,6,,6,1,0.8041
2,3,4,4,48,6,4,,4,1,1.3215
2,3,4,4,49,6,3,,3,1,1.1937
2,3,4,4,50,6,4,,4,1,1.2461
2,3,5,1,1,6,2,,2,1,1.106
2,3,5,1,2,6,6,,6,1,0.8747
2,3,5,1,3,6,5,,2,0,1.1178
2,3,5,1,4,6,3,,3,1,1.0093
2,3,5,1,5,6,1,,3,0,1.6297
2,3,5,1,6,6,5,,5,1,0.8764
2,3,5,1,7,6,2,,2,1,1.2149
2,3,5,1,8,6,5,,4,0,1.6833
2,3,5,1,9,6,2,,2,1,1.2635
2,3,5,1,10,6,4,,6,0,1.107
2,3,5,1,11,6,4,,4,1,1.0308
2,3,5,1,12,6,4,,4,1,0.931
2,3,5,1,13,6,4,,3,0,1.107
2,3,5,1,14,6,1,,3,0,1.2072
2,3,5,1,15,6,1,,5,0,0.7595
2,3,5,1,16,6,3,,2,0,0.8745
2,3,5,1,17,6,2,,2,1,0.7284
2,3,5,1,18,6,5,,2,0,0.8653
2,3,5,1,19,6,6,,5,0,0.6555
2,3,5,1,20,6,2,,2,1,0.8062
2,3,5,1,21,6,4,,3,0,1.339
2,3,5,1,22,6,1,,5,0,0.9185
2,3,5,1,23,6,1,,4,0,0.9942
2,3,5,1,24,6,5,,5,1,0.8438
2,3,5,1,25,6,5,,5,1,0.6231
2,3,5,1,26,6,2,,2,1,2.0273
2,3,5,1,27,6,5,,5,1,0.9432
2,3,5,1,28,6,3,,3,1,1.1506
2,3,5,1,29,6,6,,2,0,1.4619
2,3,5,1,30,6,3,,6,0,1.2111
2,3,5,1,31,6,4,,3,0,1.0839
2,3,5,1,32,6,1,,3,0,1.1369
2,3,5,1,33,6,3,,6,0,1.0279
2,3,5,1,34,6,6,,6,1,0.6008
2,3,5,1,35,6,1,,2,0,1.5768
2,3,5,1,36,6,6,,6,1,0.6333
2,3,5,1,37,6,6,,6,1,0.9975
2,3,5,1,38,6,6,,6,1,0.7071
2,3,5,1,39,6,5,,2,0,0.988
2,3,5,1,40,6,4,,3,0,1.1566
2,3,5,1,41,6,1,,4,0,1.2874
2,3,5,1,42,6,6,,4,0,1.2518
2,3,5,1,43,6,3,,3,1,1.6343
2,3,5,1,44,6,4,,4,1,1.301
2,3,5,1,45,6,3,,2,0,1.2068
2,3,5,1,46,6,2,,2,1,1.2709
2,3,5,1,47,6,6,,1,0,1.8651
2,3,5,1,48,6,2,,2,1,0.878
2,3,5,1,49,6,6,,6,1,1.0407
2,3,5,1,50,6,3,,3,1,1.0841
2,3,5,2,1,2,2,1,2,1,1.2674
2,3,5,2,2,2,6,5,5,0,0.8851
2,3,5,2,3,2,1,3,1,1,1.6506
2,3,5,2,4,2,4,5,4,1,1.205
2,3,5,2,5,2,3,4,4,0,1.3703
2,3,5,2,6,2,1,2,1,1,1.4597
2,3,5,2,7,2,3,4,3,1,1.358
2,3,5,2,8,2,1,5,1,1,1.1968
2,3,5,2,9,2,1,4,1,1,1.9861
2,3,5,2,10,2,5,1,5,1,1.9906
2,3,5,2,11,2,4,1,4,1,1.7391
2,3,5,2,12,2,6,2,6,1,1.0984
2,3,5,2,13,2,5,6,6,0,1.3792
2,3,5,2,14,2,1,6,1,1,1.4681
2,3,5,2,15,2,4,3,4,1,1.2374
2,3,5,2,16,2,5,4,5,1,1.2253
2,3,5,2,17,2,3,6,6,0,1.566
2,3,5,2,18,2,5,1,1,0,2.1108
2,3,5,2,19,2,4,1,4,1,1.658
2,3,5,2,20,2,6,3,6,1,1.0364
2,3,5,2,21,2,6,4,6,1,1.2405
2,3,5,2,22,2,4,6,6,0,1.3234
2,3,5,2,23,2,4,5,4,1,1.1277
2,3,5,2,24,2,2,1,1,0,1.6961
2,3,5,2,25,2,3,1,1,0,1.2592
2,3,5,2,26,2,2,1,2,1,1.3534
2,3,5,2,27,2,2,4,2,1,0.9518
2,3,5,2,28,2,6,1,6,1,1.879
2,3,5,2,29,2,5,6,5,1,1.6479
2,3,5,2,30,2,3,5,3,1,1.7944
2,3,5,2,31,2,2,3,2,1,1.2312
2,3,5,2,32,2,1,2,2,0,1.6348
2,3,5,2,33,2,5,4,5,1,1.0734
2,3,5,2,34,2,3,6,3,1,1.1792
2,3,5,2,35,2,4,2,4,1,1.2813
2,3,5,2,36,2,4,5,4,1,1.2981
2,3,5,2,37,2,5,1,5,1,1.0595
2,3,5,2,38,2,2,3,3,0,2.8782
2,3,5,2,39,2,3,6,3,1,1.6091
2,3,5,2,40,2,2,5,2,1,1.3419
2,3,5,2,41,2,2,4,4,0,1.2133
2,3,5,2,42,2,5,3,5,1,0.7166
2,3,5,2,43,2,6,5,6,1,0.8532
2,3,5,2,44,2,1,2,1,1,1.5125
2,3,5,2,45,2,6,2,2,0,1.4409
2,3,5,2,46,2,6,1,1,0,1.4478
2,3,5,2,47,2,1,3,3,0,1.2297
2,3,5,2,48,2,6,3,6,1,0.7961
2,3,5,2,49,2,3,2,2,0,2.898
2,3,5,2,50,2,6,5,6,1,1.3399
2,3,5,3,1,6,2,,2,1,1.3215
2,3,5,3,2,6,4,,4,1,1.3056
2,3,5,3,3,6,4,,4,1,1.1626
2,3,5,3,4,6,1,,6,0,0.817
2,3,5,3,5,6,2,,2,1,0.9136
2,3,5,3,6,6,5,,4,0,2.9622
2,3,5,3,7,6,1,,5,0,0.9057
2,3,5,3,8,6,5,,5,1,1.0304
2,3,5,3,9,6,1,,6,0,1.4099
2,3,5,3,10,6,6,,2,0,0.8424
2,3,5,3,11,6,6,,2,0,1.0166
2,3,5,3,12,6,4,,4,1,2.0007
2,3,5,3,13,6,2,,2,1,0.9166
2,3,5,3,14,6,1,,6,0,0.9012
2,3,5,3,15,6,4,,5,0,0.802
2,3,5,3,16,6,3,,3,1,1.2029
2,3,5,3,17,6,3,,5,0,1.4634
2,3,5,3,18,6,6,,3,0,1.0529
2,3,5,3,19,6,3,,3,1,0.7717
2,3,5,3,20,6,3,,4,0,1.1785
2,3,5,3,21,6,1,,1,1,1.3551
2,3,5,3,22,6,6,,6,1,1.0181
2,3,5,3,23,6,2,,1,0,1.5422
2,3,5,3,24,6,6,,6,1,0.7125
2,3,5,3,25,6,2,,5,0,1.4414
2,3,5,3,26,6,4,,4,1,1.4156
2,3,5,3,27,6,3,,5,0,1.3157
2,3,5,3,28,6,5,,5,1,0.7351
2,3,5,3,29,6,4,,3,0,0.8874
2,3,5,3,30,6,2,,2,1,0.9963
2,3,5,3,31,6,5,,1,0,0.7853
2,3,5,3,32,6,4,,2,0,1.2193
2,3,5,3,33,6,6,,6,1,1.1392
2,3,5,3,34,6,4,,3,0,2.0589
2,3,5,3,35,6,6,,6,1,1.0473
2,3,5,3,36,6,6,,6,1,1.1221
2,3,5,3,37,6,3,,3,1,1.2746
2,3,5,3,38,6,2,,2,1,1.2766
2,3,5,3,39,6,6,,4,0,1.3263
2,3,5,3,40,6,3,,5,0,1.1307
2,3,5,3,41,6,1,,3,0,1.2134
2,3,5,3,42,6,1,,4,0,1.1496
2,3,5,3,43,6,3,,6,0,0.9595
2,3,5,3,44,6,5,,2,0,1.2096
2,3,5,3,45,6,5,,4,0,1.2088
2,3,5,3,46,6,1,,1,1,1.5609
2,3,5,3,47,6,5,,1,0,1.3113
2,3,5,3,48,6,2,,2,1,1.3872
2,3,5,3,49,6,6,,6,1,0.8556
2,3,5,3,50,6,5,,3,0,1.3719
2,3,5,4,1,2,2,4,2,1,1.3468
2,3,5,4,2,2,3,2,3,1,1.1364
2,3,5,4,3,2,4,2,2,0,0.8562
2,3,5,4,4,2,6,2,6,1,1.1427
2,3,5,4,5,2,3,6,6,0,1.1018
2,3,5,4,6,2,2,6,2,1,0.9298
2,3,5,4,7,2,3,1,3,1,1.1537
2,3,5,4,8,2,6,5,5,0,3.0806
2,3,5,4,9,2,4,1,4,1,1.1161
2,3,5,4,10,2,6,3,6,1,0.9002
2,3,5,4,11,2,2,3,2,1,0.9333
2,3,5,4,12,2,3,6,3,1,1.4454
2,3,5,4,13,2,6,1,6,1,1.0883
2,3,5,4,14,2,4,3,4,1,1.8814
2,3,5,4,15,2,1,4,1,1,2.3066
2,3,5,4,16,2,3,4,4,0,1.4182
2,3,5,4,17,2,2,5,2,1,0.9459
2,3,5,4,18,2,1,2,1,1,2.5922
2,3,5,4,19,2,4,3,4,1,1.4526
2,3,5,4,20,2,5,1,5,1,2.9196
2,3,5,4,21,2,1,2,1,1,2.3251
2,3,5,4,22,2,1,3,1,1,1.1159
2,3,5,4,23,2,6,5,5,0,2.0682
2,3,5,4,24,2,3,4,3,1,1.0889
2,3,5,4,25,2,5,2,5,1,1.7864
2,3,5,4,26,2,1,3,3,0,1.2074
2,3,5,4,27,2,6,5,6,1,0.7917
2,3,5,4,28,2,5,1,5,1,1.0856
2,3,5,4,29,2,2,6,2,1,1.1119
2,3,5,4,30,2,6,2,2,0,1.024
2,3,5,4,31,2,2,1,2,1,1.0793
2,3,5,4,32,2,4,5,5,0,1.1211
2,3,5,4,33,2,6,2,6,1,1.0295
2,3,5,4,34,2,2,5,2,1,1.0091
2,3,5,4,35,2,5,1,5,1,1.6296
2,3,5,4,36,2,1,3,3,0,3.12
2,3,5,4,37,2,6,5,6,1,1.6339
2,3,5,4,38,2,1,5,5,0,2.2126
2,3,5,4,39,2,4,2,4,1,1.0838
2,3,5,4,40,2,4,6,4,1,0.9813
2,3,5,4,41,2,5,2,2,0,1.6192
2,3,5,4,42,2,5,1,5,1,1.3139
2,3,5,4,43,2,1,2,2,0,1.1702
2,3,5,4,44,2,5,2,5,1,1.2362
2,3,5,4,45,2,6,2,6,1,0.9358
2,3,5,4,46,2,4,2,4,1,1.3192
2,3,5,4,47,2,2,4,2,1,1.0955
2,3,5,4,48,2,3,6,3,1,1.3281
2,3,5,4,49,2,5,6,6,0,1.2168
2,3,5,4,50,2,3,1,3,1,1.2003
3,1,1,1,1,6,6,,6,1,1.2338
3,1,1,1,2,6,6,,6,1,2.4216
3,1,1,1,3,6,6,,6,1,1.5287
3,1,1,1,4,6,3,,6,0,1.44
3,1,1,1,5,6,6,,6,1,0.9669
3,1,1,1,6,6,2,,2,1,1.1894
3,1,1,1,7,6,6,,6,1,1.0349
3,1,1,1,8,6,6,,1,0,1.2386
3,1,1,1,9,6,3,,5,0,2.7739
3,1,1,1,10,6,2,,2,1,1.8939
3,1,1,1,11,6,4,,6,0,1.2945
3,1,1,1,12,6,5,,4,0,1.7867
3,1,1,1,13,6,2,,5,0,2.2759
3,1,1,1,14,6,1,,1,1,1.3678
3,1,1,1,15,6,5,,6,0,1.4623
3,1,1,1,16,6,3,,3,1,3.4359
3,1,1,1,17,6,2,,1,0,2.101
3,1,1,1,18,6,3,,6,0,1.056
3,1,1,1,19,6,2,,2,1,1.8792
3,1,1,1,20,6,4,,6,0,0.9609
3,1,1,1,21,6,1,,1,1,1.2912
3,1,1,1,22,6,2,,2,1,1.581
3,1,1,1,23,6,1,,1,1,1.25
3,1,1,1,24,6,2,,2,1,2.3726
3,1,1,1,25,6,5,,1,0,1.2729
3,1,1,1,26,6,5,,2,0,1.8628
3,1,1,1,27,6,1,,5,0,1.8528
3,1,1,1,28,6,5,,2,0,1.6338
3,1,1,1,29,6,2,,5,0,1.9689
3,1,1,1,30,6,5,,6,0,1.0416
3,1,1,1,31,6,6,,2,0,2.3121
3,1,1,1,32,6,3,,2,0,1.2589
3,1,1,1,33,6,4,,3,0,1.6574
3,1,1,1,34,6,3,,6,0,3.0476
3,1,1,1,35,6,1,,1,1,1.3712
3,1,1,1,36,6,3,,1,0,1.7533
3,1,1,1,37,6,1,,1,1,1.0914
3,1,1,1,38,6,4,,6,0,1.0366
3,1,1,1,39,6,6,,6,1,0.8194
3,1,1,1,40,6,1,,6,0,1.5285
3,1,1,1,41,6,4,,5,0,1.8994
3,1,1,1,42,6,4,,6,0,1.5989
3,1,1,1,43,6,5,,4,0,2.4626
3,1,1,1,44,6,1,,1,1,1.4201
3,1,1,1,45,6,6,,6,1,0.9362
3,1,1,1,46,6,3,,3,1,1.1282
3,1,1,1,47,6,4,,5,0,1.0562
3,1,1,1,48,6,4,,4,1,1.2068
3,1,1,1,49,6,6,,6,1,0.9875
3,1,1,1,50,6,5,,6,0,0.9694
3,1,1,2,1,2,5,4,4,0,3.8248
3,1,1,2,2,2,4,3,4,1,2.3098
3,1,1,2,3,2,6,2,6,1,1.1969
3,1,1,2,4,2,1,2,1,1,1.1708
3,1,1,2,5,2,2,1,2,1,2.8252
3,1,1,2,6,2,4,3,4,1,1.5475
3,1,1,2,7,2,2,5,2,1,1.4588
3,1,1,2,8,2,3,4,3,1,1.7254
3,1,1,2,9,2,2,3,2,1,1.3405
3,1,1,2,10,2,4,6,6,0,1.2923
3,1,1,2,11,2,1,2,1,1,1.3534
3,1,1,2,12,2,4,2,2,0,3.0801
3,1,1,2,13,2,6,3,6,1,1.2434
3,1,1,2,14,2,3,2,2,0,1.5671
3,1,1,2,15,2,2,6,2,1,1.2165
3,1,1,2,16,2,6,3,6,1,0.9966
3,1,1,2,17,2,6,5,6,1,1.7459
3,1,1,2,18,2,2,6,2,1,1.1849
3,1,1,2,19,2,3,5,5,0,2.0549
3,1,1,2,20,2,1,5,5,0,2.5006
3,1,1,2,21,2,1,4,1,1,1.8394
3,1,1,2,22,2,2,6,2,1,1.1936
3,1,1,2,23,2,1,4,4,0,2.1596
3,1,1,2,24,2,3,6,3,1,1.4967
3,1,1,2,25,2,3,1,3,1,1.7617
3,1,1,2,26,2,1,5,5,0,1.9845
3,1,1,2,27,2,1,5,1,1,1.7285
3,1,1,2,28,2,1,3,1,1,2.7683
3,1,1,2,29,2,5,3,5,1,2.2929
3,1,1,2,30,2,6,4,4,0,1.5489
3,1,1,2,31,2,3,4,3,1,2.5272
3,1,1,2,32,2,2,5,2,1,1.2138
3,1,1,2,33,2,4,1,1,0,2.0986
3,1,1,2,34,2,4,2,2,0,1.2461
3,1,1,2,35,2,4,1,4,1,2.1719
3,1,1,2,36,2,4,2,2,0,1.1451
3,1,1,2,37,2,6,3,3,0,1.4366
3,1,1,2,38,2,5,3,3,0,2.0034
3,1,1,2,39,2,6,2,6,1,0.9942
3,1,1,2,40,2,5,4,4,0,1.6004
3,1,1,2,41,2,5,1,5,1,2.4165
3,1,1,2,42,2,6,2,6,1,1.1229
3,1,1,2,43,2,6,3,3,0,1.5796
3,1,1,2,44,2,5,4,4,0,2.3637
3,1,1,2,45,2,5,3,5,1,2.7643
3,1,1,2,46,2,3,4,3,1,1.6013
3,1,1,2,47,2,5,2,5,1,1.9572
3,1,1,2,48,2,6,2,2,0,1.3232
3,1,1,2,49,2,2,4,2,1,1.1907
3,1,1,2,50,2,3,6,3,1,1.9166
3,1,1,3,1,6,4,,2,0,2.1612
3,1,1,3,2,6,4,,1,0,1.5145
3,1,1,3,3,6,3,,3,1,1.2462
3,1,1,3,4,6,5,,5,1,1.2973
3,1,1,3,5,6,2,,2,1,1.0909
3,1,1,3,6,6,6,,6,1,1.037
3,1,1,3,7,6,3,,1,0,1.9931
3,1,1,3,8,6,5,,2,0,1.2407
3,1,1,3,9,6,5,,5,1,2.1516
3,1,1,3,10,6,6,,6,1,1.0455
3,1,1,3,11,6,1,,1,1,1.361
3,1,1,3,12,6,3,,2,0,1.4402
3,1,1,3,13,6,3,,2,0,0.9984
3,1,1,3,14,6,5,,6,0,0.9431
3,1,1,3,15,6,1,,2,0,1.3706
3,1,1,3,16,6,2,,2,1,0.9157
3,1,1,3,17,6,2,,2,1,0.933
3,1,1,3,18,6,2,,2,1,0.9485
3,1,1,3,19,6,5,,3,0,1.8436
3,1,1,3,20,6,2,,2,1,1.1939
3,1,1,3,21,6,2,,2,1,1.0557
3,1,1,3,22,6,2,,2,1,0.9546
3,1,1,3,23,6,3,,1,0,1.1937
3,1,1,3,24,6,3,,2,0,1.0511
3,1,1,3,25,6,6,,6,1,0.993
3,1,1,3,26,6,5,,2,0,1.3754
3,1,1,3,27,6,6,,3,0,1.4969
3,1,1,3,28,6,6,,6,1,0.8123
3,1,1,3,29,6,1,,1,1,0.9937
3,1,1,3,30,6,1,,6,0,2.1759
3,1,1,3,31,6,6,,6,1,0.8719
3,1,1,3,32,6,1,,1,1,1.2589
3,1,1,3,33,6,6,,6,1,0.8612
3,1,1,3,34,6,3,,3,1,1.2804
3,1,1,3,35,6,1,,6,0,0.8825
3,1,1,3,36,6,6,,6,1,0.9116
3,1,1,3,37,6,5,,1,0,1.6331
3,1,1,3,38,6,1,,1,1,1.3118
3,1,1,3,39,6,4,,3,0,2.6722
3,1,1,3,40,6,2,,3,0,1.4764
3,1,1,3,41,6,3,,3,1,1.2099
3,1,1,3,42,6,4,,6,0,1.3426
3,1,1,3,43,6,4,,4,1,1.6898
3,1,1,3,44,6,1,,1,1,1.5461
3,1,1,3,45,6,4,,4,1,1.3454
3,1,1,3,46,6,4,,3,0,1.7122
3,1,1,3,47,6,4,,6,0,1.0516
3,1,1,3,48,6,5,,6,0,1.3623
3,1,1,3,49,6,6,,6,1,0.8271
3,1,1,3,50,6,6,,6,1,0.8965
3,1,1,4,1,2,2,5,2,1,1.7592
3,1,1,4,2,2,5,1,1,0,1.7416
3,1,1,4,3,2,2,5,2,1,1.1444
3,1,1,4,4,2,3,5,3,1,1.2316
3,1,1,4,5,2,5,3,5,1,1.299
3,1,1,4,6,2,6,1,6,1,0.9164
3,1,1,4,7,2,1,3,1,1,1.301
3,1,1,4,8,2,1,4,4,0,1.8776
3,1,1,4,9,2,2,3,3,0,2.5704
3,1,1,4,10,2,1,5,1,1,0.8986
3,1,1,4,11,2,3,1,3,1,1.4601
3,1,1,4,12,2,3,2,2,0,2.1587
3,1,1,4,13,2,6,4,6,1,0.9833
3,1,1,4,14,2,6,3,6,1,1.1738
3,1,1,4,15,2,4,3,4,1,1.1955
3,1,1,4,16,2,5,6,5,1,1.5526
3,1,1,4,17,2,1,2,1,1,1.5753
