subject,session,run,block,trial_in_block,n_options,dominant_symbol,alternative_symbol,response,correct,rt
1,1,1,2,25,2,4,1,4,1,2.724
1,1,1,2,26,2,4,1,1,0,3.8362
1,1,1,2,27,2,3,1,3,1,1.5813
1,1,1,2,28,2,6,3,6,1,1.2348
1,1,1,2,29,2,2,5,5,0,2.4384
1,1,1,2,30,2,4,6,4,1,2.3878
1,1,1,2,31,2,5,2,2,0,3.9283
1,1,1,2,32,2,4,5,5,0,2.2489
1,1,1,2,33,2,2,6,2,1,1.9179
1,1,1,2,34,2,2,1,1,0,1.7652
1,1,1,2,35,2,4,6,4,1,2.0787
1,1,1,2,36,2,6,4,6,1,1.3278
1,1,1,2,37,2,1,5,5,0,1.6634
1,1,1,2,38,2,5,2,5,1,2.6525
1,1,1,2,39,2,2,4,4,0,2.534
1,1,1,2,40,2,5,1,5,1,1.2792
1,1,1,2,41,2,2,4,2,1,1.3932
1,1,1,2,42,2,5,2,2,0,3.3584
1,1,1,2,43,2,6,3,6,1,1.2542
1,1,1,2,44,2,3,4,3,1,2.201
1,1,1,2,45,2,3,6,3,1,2.3092
1,1,1,2,46,2,6,3,6,1,1.5645
1,1,1,2,47,2,5,1,1,0,2.0503
1,1,1,2,48,2,6,4,6,1,1.3437
1,1,1,2,49,2,1,3,1,1,1.4229
1,1,1,2,50,2,3,2,3,1,2.7788
1,1,1,3,1,6,5,,5,1,2.6216
1,1,1,3,2,6,4,,2,0,2.0083
1,1,1,3,3,6,2,,2,1,1.4793
1,1,1,3,4,6,2,,2,1,2.0497
1,1,1,3,5,6,3,,6,0,1.3958
1,1,1,3,6,6,2,,6,0,1.1479
1,1,1,3,7,6,1,,3,0,2.3501
1,1,1,3,8,6,4,,2,0,1.4392
1,1,1,3,9,6,3,,6,0,1.5101
1,1,1,3,10,6,3,,1,0,2.4256
1,1,1,3,11,6,5,,5,1,1.3045
1,1,1,3,12,6,5,,4,0,2.3448
1,1,1,3,13,6,5,,2,0,2.4904
1,1,1,3,14,6,6,,6,1,1.19
1,1,1,3,15,6,5,,5,1,2.6673
1,1,1,3,16,6,1,,6,0,3.124
1,1,1,3,17,6,3,,1,0,2.486
1,1,1,3,18,6,2,,2,1,1.5856
1,1,1,3,19,6,3,,3,1,1.9103
1,1,1,3,20,6,4,,2,0,1.5031
1,1,1,3,21,6,1,,6,0,1.2828
1,1,1,3,22,6,6,,6,1,2.0954
1,1,1,3,23,6,6,,6,1,1.2478
1,1,1,3,24,6,5,,1,0,1.6513
1,1,1,3,25,6,1,,1,1,1.3607
1,1,1,3,26,6,4,,5,0,2.2879
1,1,1,3,27,6,2,,6,0,1.187
1,1,1,3,28,6,4,,5,0,2.6762
1,1,1,3,29,6,1,,6,0,1.9604
1,1,1,3,30,6,6,,6,1,1.0979
1,1,1,3,31,6,1,,1,1,1.7792
1,1,1,3,32,6,6,,6,1,1.7599
1,1,1,3,33,6,5,,1,0,2.414
1,1,1,3,34,6,6,,6,1,1.0526
1,1,1,3,35,6,4,,1,0,2.4225
1,1,1,3,36,6,5,,2,0,1.7175
1,1,1,3,37,6,2,,2,1,1.3121
1,1,1,3,38,6,2,,2,1,2.3356
1,1,1,3,39,6,1,,1,1,2.7101
1,1,1,3,40,6,6,,6,1,1.1329
1,1,1,3,41,6,4,,2,0,1.4132
1,1,1,3,42,6,4,,1,0,2.5238
1,1,1,3,43,6,6,,6,1,1.2865
1,1,1,3,44,6,2,,2,1,1.2239
1,1,1,3,45,6,6,,6,1,1.0356
1,1,1,3,46,6,3,,3,1,2.7121
1,1,1,3,47,6,1,,4,0,2.9273
1,1,1,3,48,6,3,,5,0,2.329
1,1,1,3,49,6,3,,2,0,1.4982
1,1,1,3,50,6,6,,3,0,3.0862
1,1,1,4,1,2,5,6,5,1,2.4311
1,1,1,4,2,2,6,1,6,1,1.5849
1,1,1,4,3,2,6,4,6,1,1.1578
1,1,1,4,4,2,6,3,3,0,1.6609
1,1,1,4,5,2,4,5,4,1,2.7301
1,1,1,4,6,2,1,5,1,1,1.6646
1,1,1,4,7,2,4,6,4,1,1.9224
1,1,1,4,8,2,3,2,3,1,2.3135
1,1,1,4,9,2,6,5,6,1,0.9611
1,1,1,4,10,2,3,1,1,0,2.4006
1,1,1,4,11,2,4,5,5,0,2.8634
1,1,1,4,12,2,4,1,4,1,2.5074
1,1,1,4,13,2,3,4,3,1,1.7709
1,1,1,4,14,2,4,2,2,0,1.2879
1,1,1,4,15,2,2,4,2,1,1.1572
1,1,1,4,16,2,2,5,2,1,1.2437
1,1,1,4,17,2,3,1,1,0,3.6794
1,1,1,4,18,2,2,6,2,1,1.306
1,1,1,4,19,2,2,5,2,1,1.3227
1,1,1,4,20,2,3,6,3,1,1.4816
1,1,1,4,21,2,5,2,2,0,1.843
1,1,1,4,22,2,2,6,2,1,1.1132
1,1,1,4,23,2,1,2,1,1,2.1296
1,1,1,4,24,2,5,6,5,1,2.4003
1,1,1,4,25,2,5,2,5,1,2.1318
1,1,1,4,26,2,4,6,6,0,1.1705
1,1,1,4,27,2,6,4,6,1,1.012
1,1,1,4,28,2,6,1,1,0,2.7685
1,1,1,4,29,2,1,2,1,1,2.1289
1,1,1,4,30,2,2,5,2,1,2.3988
1,1,1,4,31,2,6,5,6,1,1.0586
1,1,1,4,32,2,4,1,1,0,1.5338
1,1,1,4,33,2,6,2,6,1,1.2804
1,1,1,4,34,2,6,3,3,0,2.4819
1,1,1,4,35,2,3,4,4,0,2.3494
1,1,1,4,36,2,1,3,3,0,3.2464
1,1,1,4,37,2,5,4,5,1,1.8024
1,1,1,4,38,2,5,4,5,1,2.1668
1,1,1,4,39,2,2,5,5,0,1.7475
1,1,1,4,40,2,1,2,1,1,1.1807
1,1,1,4,41,2,4,3,3,0,1.5224
1,1,1,4,42,2,2,6,2,1,1.3818
1,1,1,4,43,2,1,5,1,1,1.3472
1,1,1,4,44,2,1,4,1,1,1.3938
1,1,1,4,45,2,6,5,6,1,1.3425
1,1,1,4,46,2,5,3,5,1,1.982
1,1,1,4,47,2,3,4,3,1,1.4429
1,1,1,4,48,2,3,5,5,0,1.8702
1,1,1,4,49,2,5,6,6,0,1.1391
1,1,1,4,50,2,1,2,2,0,1.2698
1,1,2,1,1,2,2,1,2,1,1.6121
1,1,2,1,2,2,2,3,3,0,1.4886
1,1,2,1,3,2,4,5,4,1,2.501
1,1,2,1,4,2,1,6,6,0,1.2841
1,1,2,1,5,2,6,1,6,1,1.3132
1,1,2,1,6,2,4,2,2,0,1.4412
1,1,2,1,7,2,3,2,2,0,1.2242
1,1,2,1,8,2,5,6,5,1,1.6879
1,1,2,1,9,2,6,1,6,1,1.0968
1,1,2,1,10,2,3,5,3,1,1.6494
1,1,2,1,11,2,5,4,5,1,1.8606
1,1,2,1,12,2,4,6,6,0,1.3104
1,1,2,1,13,2,6,3,3,0,2.4741
1,1,2,1,14,2,4,3,3,0,1.6544
1,1,2,1,15,2,4,5,4,1,1.9083
1,1,2,1,16,2,5,6,6,0,1.164
1,1,2,1,17,2,1,4,1,1,1.3101
1,1,2,1,18,2,1,3,3,0,1.391
1,1,2,1,19,2,5,6,6,0,1.3183
1,1,2,1,20,2,6,3,6,1,1.2986
1,1,2,1,21,2,2,5,2,1,1.2189
1,1,2,1,22,2,1,3,1,1,1.7673
1,1,2,1,23,2,5,2,5,1,3.4449
1,1,2,1,24,2,6,1,6,1,1.1342
1,1,2,1,25,2,3,4,4,0,2.0054
1,1,2,1,26,2,4,6,4,1,3.7493
1,1,2,1,27,2,6,3,6,1,1.2327
1,1,2,1,28,2,3,2,2,0,4.1168
1,1,2,1,29,2,5,2,5,1,2.5253
1,1,2,1,30,2,2,4,2,1,1.1797
1,1,2,1,31,2,1,4,1,1,1.9216
1,1,2,1,32,2,3,5,3,1,1.6564
1,1,2,1,33,2,6,5,6,1,1.2915
1,1,2,1,34,2,4,6,6,0,1.4042
1,1,2,1,35,2,3,1,3,1,3.1731
1,1,2,1,36,2,3,6,3,1,2.9688
1,1,2,1,37,2,6,5,5,0,1.3806
1,1,2,1,38,2,5,1,1,0,2.6058
1,1,2,1,39,2,6,3,6,1,1.1887
1,1,2,1,40,2,2,1,1,0,1.5622
1,1,2,1,41,2,1,6,1,1,1.3075
1,1,2,1,42,2,1,5,5,0,2.9079
1,1,2,1,43,2,6,3,6,1,0.967
1,1,2,1,44,2,3,5,5,0,2.0372
1,1,2,1,45,2,1,2,1,1,1.6836
1,1,2,1,46,2,2,1,1,0,2.2603
1,1,2,1,47,2,2,5,2,1,1.3217
1,1,2,1,48,2,2,6,2,1,2.7457
1,1,2,1,49,2,4,2,2,0,2.3032
1,1,2,1,50,2,5,2,5,1,2.6262
1,1,2,2,1,6,2,,3,0,2.1868
1,1,2,2,2,6,2,,2,1,1.1229
1,1,2,2,3,6,6,,6,1,0.9715
1,1,2,2,4,6,4,,3,0,2.3772
1,1,2,2,5,6,1,,6,0,1.3371
1,1,2,2,6,6,1,,1,1,1.1883
1,1,2,2,7,6,1,,4,0,2.6653
1,1,2,2,8,6,2,,4,0,1.9341
1,1,2,2,9,6,2,,2,1,0.9437
1,1,2,2,10,6,5,,5,1,1.7756
1,1,2,2,11,6,5,,6,0,2.2048
1,1,2,2,12,6,4,,1,0,1.4284
1,1,2,2,13,6,4,,5,0,2.2352
1,1,2,2,14,6,6,,6,1,0.9132
1,1,2,2,15,6,2,,1,0,1.474
1,1,2,2,16,6,5,,6,0,1.255
1,1,2,2,17,6,3,,6,0,1.4774
1,1,2,2,18,6,6,,4,0,2.538
1,1,2,2,19,6,6,,6,1,1.2033
1,1,2,2,20,6,5,,5,1,1.3527
1,1,2,2,21,6,6,,6,1,1.3187
1,1,2,2,22,6,4,,1,0,1.3507
1,1,2,2,23,6,5,,6,0,2.273
1,1,2,2,24,6,1,,1,1,1.1091
1,1,2,2,25,6,6,,2,0,1.5184
1,1,2,2,26,6,4,,2,0,2.0818
1,1,2,2,27,6,3,,5,0,3.0535
1,1,2,2,28,6,1,,1,1,1.6019
1,1,2,2,29,6,5,,5,1,1.9425
1,1,2,2,30,6,2,,2,1,1.1974
1,1,2,2,31,6,3,,3,1,1.9701
1,1,2,2,32,6,4,,1,0,1.4308
1,1,2,2,33,6,6,,6,1,1.1489
1,1,2,2,34,6,3,,1,0,2.4205
1,1,2,2,35,6,4,,3,0,1.7143
1,1,2,2,36,6,2,,2,1,1.2617
1,1,2,2,37,6,5,,1,0,1.5197
1,1,2,2,38,6,1,,3,0,1.3475
1,1,2,2,39,6,1,,3,0,1.7249
1,1,2,2,40,6,3,,3,1,1.0804
1,1,2,2,41,6,3,,3,1,1.4265
1,1,2,2,42,6,3,,2,0,1.1499
1,1,2,2,43,6,2,,3,0,1.1842
1,1,2,2,44,6,3,,3,1,1.4253
1,1,2,2,45,6,4,,6,0,1.1174
1,1,2,2,46,6,6,,6,1,1.0248
1,1,2,2,47,6,6,,1,0,1.6132
1,1,2,2,48,6,6,,3,0,1.5811
1,1,2,2,49,6,5,,5,1,2.5258
1,1,2,2,50,6,1,,1,1,2.4444
1,1,2,3,1,2,3,1,1,0,2.4596
1,1,2,3,2,2,4,2,2,0,1.4004
1,1,2,3,3,2,1,5,1,1,1.5046
1,1,2,3,4,2,3,5,5,0,2.7134
1,1,2,3,5,2,2,1,1,0,1.4028
1,1,2,3,6,2,5,2,5,1,1.4273
1,1,2,3,7,2,4,2,4,1,2.4308
1,1,2,3,8,2,2,3,2,1,1.5528
1,1,2,3,9,2,3,1,3,1,2.1988
1,1,2,3,10,2,1,2,1,1,2.1626
1,1,2,3,11,2,2,4,2,1,1.4556
1,1,2,3,12,2,1,3,1,1,1.4663
1,1,2,3,13,2,1,5,1,1,1.7164
1,1,2,3,14,2,6,4,6,1,1.3003
1,1,2,3,15,2,3,6,3,1,2.0198
1,1,2,3,16,2,5,4,5,1,2.6633
1,1,2,3,17,2,5,1,5,1,1.4563
1,1,2,3,18,2,3,5,3,1,1.6751
1,1,2,3,19,2,1,2,2,0,2.6206
1,1,2,3,20,2,2,5,2,1,1.5228
1,1,2,3,21,2,2,3,3,0,2.2503
1,1,2,3,22,2,6,1,6,1,1.1677
1,1,2,3,23,2,6,2,6,1,1.5739
1,1,2,3,24,2,3,2,3,1,1.8675
1,1,2,3,25,2,4,1,4,1,2.3252
1,1,2,3,26,2,3,4,3,1,1.4832
1,1,2,3,27,2,2,1,2,1,1.3485
1,1,2,3,28,2,1,6,1,1,2.1954
1,1,2,3,29,2,5,3,5,1,2.4943
1,1,2,3,30,2,4,6,4,1,1.5829
1,1,2,3,31,2,3,4,4,0,2.3717
1,1,2,3,32,2,6,5,6,1,1.2201
1,1,2,3,33,2,5,2,5,1,2.04
1,1,2,3,34,2,2,3,2,1,1.2273
1,1,2,3,35,2,6,4,6,1,1.1827
1,1,2,3,36,2,6,3,6,1,2.0201
1,1,2,3,37,2,6,4,6,1,1.2878
1,1,2,3,38,2,4,6,4,1,2.1371
1,1,2,3,39,2,5,4,5,1,2.3115
1,1,2,3,40,2,6,3,6,1,1.1826
1,1,2,3,41,2,5,2,2,0,1.5408
1,1,2,3,42,2,5,3,5,1,2.8393
1,1,2,3,43,2,6,3,6,1,1.1609
1,1,2,3,44,2,1,4,1,1,1.8395
1,1,2,3,45,2,6,3,6,1,1.0819
1,1,2,3,46,2,1,2,1,1,1.9719
1,1,2,3,47,2,4,1,4,1,1.9932
1,1,2,3,48,2,4,5,5,0,2.1419
1,1,2,3,49,2,2,5,2,1,1.2561
1,1,2,3,50,2,4,3,3,0,2.1544
1,1,2,4,1,6,2,,6,0,1.2978
1,1,2,4,2,6,3,,3,1,1.63
1,1,2,4,3,6,6,,6,1,1.1211
1,1,2,4,4,6,1,,1,1,2.1213
1,1,2,4,5,6,6,,6,1,1.3843
1,1,2,4,6,6,6,,5,0,1.238
1,1,2,4,7,6,1,,1,1,1.3486
1,1,2,4,8,6,5,,3,0,1.4914
1,1,2,4,9,6,3,,3,1,1.2079
1,1,2,4,10,6,3,,2,0,1.7246
1,1,2,4,11,6,2,,2,1,0.9838
1,1,2,4,12,6,4,,5,0,2.5011
1,1,2,4,13,6,4,,2,0,2.0163
1,1,2,4,14,6,5,,5,1,1.2626
1,1,2,4,15,6,1,,1,1,1.3292
1,1,2,4,16,6,5,,5,1,2.2728
1,1,2,4,17,6,6,,6,1,1.0654
1,1,2,4,18,6,6,,6,1,1.1559
1,1,2,4,19,6,2,,2,1,1.3069
1,1,2,4,20,6,5,,4,0,2.075
1,1,2,4,21,6,1,,2,0,1.9598
1,1,2,4,22,6,2,,5,0,3.0179
1,1,2,4,23,6,4,,1,0,1.5031
1,1,2,4,24,6,4,,5,0,1.3794
1,1,2,4,25,6,6,,5,0,2.044
1,1,2,4,26,6,3,,1,0,1.3538
1,1,2,4,27,6,3,,3,1,1.5878
1,1,2,4,28,6,3,,2,0,1.8652
1,1,2,4,29,6,1,,5,0,1.3735
1,1,2,4,30,6,5,,3,0,2.3914
1,1,2,4,31,6,4,,4,1,1.9587
1,1,2,4,32,6,2,,1,0,3.3087
1,1,2,4,33,6,3,,2,0,1.5108
1,1,2,4,34,6,6,,6,1,1.0344
1,1,2,4,35,6,1,,1,1,1.5426
1,1,2,4,36,6,1,,6,0,2.1254
1,1,2,4,37,6,6,,6,1,1.0474
1,1,2,4,38,6,6,,6,1,1.1865
1,1,2,4,39,6,4,,4,1,3.7507
1,1,2,4,40,6,4,,4,1,2.8672
1,1,2,4,41,6,5,,6,0,1.6195
1,1,2,4,42,6,3,,6,0,1.1544
1,1,2,4,43,6,2,,5,0,1.5569
1,1,2,4,44,6,2,,5,0,2.1827
1,1,2,4,45,6,6,,6,1,1.7904
1,1,2,4,46,6,5,,5,1,2.6998
1,1,2,4,47,6,2,,2,1,2.275
1,1,2,4,48,6,1,,6,0,1.2279
1,1,2,4,49,6,4,,4,1,1.6742
1,1,2,4,50,6,5,,1,0,1.5318
1,1,3,1,1,6,1,,2,0,2.3311
1,1,3,1,2,6,3,,1,0,1.2932
1,1,3,1,3,6,6,,6,1,1.066
1,1,3,1,4,6,3,,2,0,1.1717
1,1,3,1,5,6,1,,6,0,1.2062
1,1,3,1,6,6,4,,5,0,1.35
1,1,3,1,7,6,5,,5,1,1.3126
1,1,3,1,8,6,6,,6,1,0.9286
1,1,3,1,9,6,3,,4,0,2.0
1,1,3,1,10,6,6,,6,1,1.5995
1,1,3,1,11,6,6,,6,1,0.9157
1,1,3,1,12,6,5,,5,1,1.3483
1,1,3,1,13,6,4,,1,0,1.3788
1,1,3,1,14,6,5,,5,1,1.3554
1,1,3,1,15,6,3,,3,1,1.9303
1,1,3,1,16,6,3,,5,0,2.529
1,1,3,1,17,6,4,,2,0,1.2588
1,1,3,1,18,6,2,,2,1,1.0647
1,1,3,1,19,6,2,,1,0,1.4275
1,1,3,1,20,6,3,,5,0,1.066
1,1,3,1,21,6,5,,1,0,1.2318
1,1,3,1,22,6,6,,6,1,0.9429
1,1,3,1,23,6,1,,1,1,1.1182
1,1,3,1,24,6,4,,4,1,1.8784
1,1,3,1,25,6,2,,3,0,1.6639
1,1,3,1,26,6,2,,2,1,1.133
1,1,3,1,27,6,4,,6,0,0.948
1,1,3,1,28,6,1,,4,0,2.2708
1,1,3,1,29,6,1,,2,0,1.1395
1,1,3,1,30,6,3,,5,0,1.4948
1,1,3,1,31,6,5,,3,0,2.0587
1,1,3,1,32,6,2,,2,1,1.1753
1,1,3,1,33,6,2,,1,0,3.2296
1,1,3,1,34,6,6,,6,1,0.8582
1,1,3,1,35,6,2,,2,1,1.3253
1,1,3,1,36,6,5,,4,0,2.3649
1,1,3,1,37,6,1,,1,1,1.2289
1,1,3,1,38,6,1,,1,1,1.9693
1,1,3,1,39,6,6,,6,1,1.9106
1,1,3,1,40,6,2,,3,0,2.0307
1,1,3,1,41,6,1,,2,0,1.2923
1,1,3,1,42,6,5,,1,0,1.337
1,1,3,1,43,6,4,,4,1,1.6197
1,1,3,1,44,6,6,,2,0,1.6396
1,1,3,1,45,6,3,,4,0,2.966
1,1,3,1,46,6,6,,6,1,0.8777
1,1,3,1,47,6,6,,6,1,1.5195
1,1,3,1,48,6,4,,1,0,2.1993
1,1,3,1,49,6,4,,5,0,1.5342
1,1,3,1,50,6,5,,6,0,1.1213
1,1,3,2,1,2,1,2,2,0,1.6984
1,1,3,2,2,2,5,1,5,1,1.6306
1,1,3,2,3,2,2,5,2,1,1.2334
1,1,3,2,4,2,4,1,1,0,2.4527
1,1,3,2,5,2,1,3,1,1,1.4096
1,1,3,2,6,2,1,3,1,1,1.8061
1,1,3,2,7,2,4,1,4,1,1.803
1,1,3,2,8,2,3,1,3,1,2.7579
1,1,3,2,9,2,6,5,6,1,1.179
1,1,3,2,10,2,4,6,4,1,1.2337
1,1,3,2,11,2,5,2,5,1,1.8774
1,1,3,2,12,2,1,6,1,1,2.3187
1,1,3,2,13,2,5,6,5,1,2.1338
1,1,3,2,14,2,2,5,2,1,1.1398
1,1,3,2,15,2,5,6,5,1,1.2595
1,1,3,2,16,2,5,6,5,1,2.3504
1,1,3,2,17,2,2,5,2,1,1.172
1,1,3,2,18,2,6,5,6,1,1.3544
1,1,3,2,19,2,5,1,1,0,2.3932
1,1,3,2,20,2,3,6,3,1,1.8964
1,1,3,2,21,2,3,2,2,0,1.5521
1,1,3,2,22,2,4,1,4,1,2.146
1,1,3,2,23,2,2,4,4,0,2.0155
1,1,3,2,24,2,6,3,6,1,0.9584
1,1,3,2,25,2,2,1,2,1,1.5016
1,1,3,2,26,2,3,6,3,1,1.7656
1,1,3,2,27,2,2,6,2,1,1.2194
1,1,3,2,28,2,6,1,1,0,1.3197
1,1,3,2,29,2,6,1,6,1,0.9634
1,1,3,2,30,2,4,3,4,1,1.9693
1,1,3,2,31,2,3,1,3,1,2.5029
1,1,3,2,32,2,3,2,3,1,2.2944
1,1,3,2,33,2,6,4,6,1,1.0548
1,1,3,2,34,2,2,6,2,1,1.6741
1,1,3,2,35,2,2,6,2,1,1.2756
1,1,3,2,36,2,3,1,3,1,1.7418
1,1,3,2,37,2,4,3,4,1,2.3328
1,1,3,2,38,2,1,3,1,1,1.1708
1,1,3,2,39,2,4,5,5,0,2.1855
1,1,3,2,40,2,4,5,4,1,1.4094
1,1,3,2,41,2,6,2,6,1,1.3575
1,1,3,2,42,2,1,5,5,0,1.372
1,1,3,2,43,2,5,2,5,1,1.7173
1,1,3,2,44,2,6,3,6,1,1.1411
1,1,3,2,45,2,6,2,6,1,1.1008
1,1,3,2,46,2,3,6,3,1,2.1658
1,1,3,2,47,2,1,4,1,1,1.2667
1,1,3,2,48,2,6,1,6,1,1.2051
1,1,3,2,49,2,5,6,5,1,1.5142
1,1,3,2,50,2,1,5,5,0,2.4498
1,1,3,3,1,6,4,,5,0,1.4838
1,1,3,3,2,6,5,,1,0,1.8887
1,1,3,3,3,6,4,,5,0,1.4448
1,1,3,3,4,6,3,,3,1,1.2592
1,1,3,3,5,6,6,,6,1,0.9252
1,1,3,3,6,6,1,,2,0,1.2463
1,1,3,3,7,6,3,,3,1,1.2758
1,1,3,3,8,6,3,,4,0,1.8696
1,1,3,3,9,6,5,,5,1,1.0098
1,1,3,3,10,6,3,,1,0,2.1112
1,1,3,3,11,6,1,,4,0,2.1057
1,1,3,3,12,6,5,,5,1,2.4531
1,1,3,3,13,6,3,,3,1,1.3669
1,1,3,3,14,6,6,,2,0,2.3569
1,1,3,3,15,6,1,,1,1,1.7019
1,1,3,3,16,6,2,,6,0,0.9659
1,1,3,3,17,6,6,,6,1,0.9121
1,1,3,3,18,6,2,,2,1,0.8803
1,1,3,3,19,6,2,,5,0,2.8821
1,1,3,3,20,6,3,,3,1,1.7255
1,1,3,3,21,6,6,,6,1,1.245
1,1,3,3,22,6,6,,6,1,1.0079
1,1,3,3,23,6,5,,4,0,2.1414
1,1,3,3,24,6,6,,6,1,0.8542
1,1,3,3,25,6,5,,5,1,2.2179
1,1,3,3,26,6,6,,6,1,0.9327
1,1,3,3,27,6,4,,6,0,1.9087
1,1,3,3,28,6,2,,3,0,2.6802
1,1,3,3,29,6,2,,2,1,0.8599
1,1,3,3,30,6,1,,1,1,1.8543
1,1,3,3,31,6,1,,4,0,2.6164
1,1,3,3,32,6,4,,3,0,1.4074
1,1,3,3,33,6,6,,6,1,0.7752
1,1,3,3,34,6,3,,5,0,1.7738
1,1,3,3,35,6,1,,4,0,2.0386
1,1,3,3,36,6,6,,6,1,0.8367
1,1,3,3,37,6,1,,1,1,1.2567
1,1,3,3,38,6,2,,2,1,1.2592
1,1,3,3,39,6,2,,2,1,1.3581
1,1,3,3,40,6,5,,5,1,1.965
1,1,3,3,41,6,5,,1,0,1.2504
1,1,3,3,42,6,4,,3,0,2.0643
1,1,3,3,43,6,4,,1,0,1.4213
1,1,3,3,44,6,4,,2,0,1.092
1,1,3,3,45,6,4,,6,0,1.2892
1,1,3,3,46,6,3,,3,1,1.2061
1,1,3,3,47,6,1,,1,1,1.3389
1,1,3,3,48,6,5,,4,0,1.6101
1,1,3,3,49,6,6,,6,1,1.0643
1,1,3,3,50,6,2,,6,0,1.2831
1,1,3,4,1,2,6,2,6,1,1.4535
1,1,3,4,2,2,3,1,3,1,1.831
1,1,3,4,3,2,5,1,1,0,1.3625
1,1,3,4,4,2,1,4,1,1,1.1158
1,1,3,4,5,2,3,5,5,0,2.0042
1,1,3,4,6,2,4,6,4,1,2.0512
1,1,3,4,7,2,6,1,6,1,0.9975
1,1,3,4,8,2,5,4,4,0,2.1307
1,1,3,4,9,2,5,1,5,1,1.3404
1,1,3,4,10,2,3,6,3,1,2.0119
1,1,3,4,11,2,4,1,1,0,1.9991
1,1,3,4,12,2,3,6,3,1,1.8069
1,1,3,4,13,2,6,2,6,1,1.051
1,1,3,4,14,2,2,6,6,0,1.9581
1,1,3,4,15,2,2,5,2,1,2.1352
1,1,3,4,16,2,2,1,2,1,1.3342
1,1,3,4,17,2,2,6,2,1,1.1896
1,1,3,4,18,2,2,6,2,1,1.4832
1,1,3,4,19,2,6,3,6,1,0.9646
1,1,3,4,20,2,5,3,5,1,1.3307
