subject,session,run,block,trial_in_block,n_options,dominant_label,alternative_label,excluded_label,response,correct,rt,prop_dominant_dots,dir1_deg,dir2_deg,dir3_deg
2,2,3,4,36,2,3,,,3,1,0.6571,0.55,337.477,97.477,217.477
2,2,3,4,37,2,1,,,1,1,0.7676,0.55,213.746,333.746,93.746
2,2,3,4,38,2,2,,,2,1,0.9702,0.55,35.085,155.085,275.085
2,2,3,4,39,2,1,,,1,1,0.6275,0.55,355.106,115.106,235.106
2,2,3,4,40,2,3,,,3,1,0.4846,0.55,124.408,244.408,4.408
2,2,3,4,41,2,3,,,3,1,0.3783,0.55,69.277,189.277,309.277
2,2,3,4,42,2,2,,,2,1,0.3649,0.55,133.128,253.128,13.128
2,2,3,4,43,2,2,,,2,1,0.5835,0.55,152.885,272.885,32.885
2,2,3,4,44,2,2,,,2,1,0.4089,0.55,213.361,333.361,93.361
2,2,3,4,45,2,1,,,1,1,0.4102,0.55,63.793,183.793,303.793
2,2,3,4,46,2,3,,,3,1,1.0831,0.55,144.813,264.813,24.813
2,2,3,4,47,2,1,,,1,1,0.6726,0.55,305.63,65.63,185.63
2,2,3,4,48,2,2,,,2,1,0.5103,0.55,12.639,132.639,252.639
2,2,3,4,49,2,2,,,2,1,0.4516,0.55,346.801,106.801,226.801
2,2,3,4,50,2,1,,,1,1,0.6669,0.55,350.176,110.176,230.176
2,2,4,1,1,2,1,,,1,1,0.4506,0.55,230.156,350.156,110.156
2,2,4,1,2,2,2,,,2,1,1.5378,0.55,307.898,67.898,187.898
2,2,4,1,3,2,2,,,2,1,0.4442,0.55,7.573,127.573,247.573
2,2,4,1,4,2,3,,,3,1,0.3799,0.55,161.573,281.573,41.573
2,2,4,1,5,2,3,,,3,1,0.5345,0.55,122.596,242.596,2.596
2,2,4,1,6,2,3,,,3,1,0.6349,0.55,309.763,69.763,189.763
2,2,4,1,7,2,2,,,2,1,0.378,0.55,254.516,14.516,134.516
2,2,4,1,8,2,2,,,2,1,0.4527,0.55,188.73,308.73,68.73
2,2,4,1,9,2,1,,,1,1,0.412,0.55,289.776,49.776,169.776
2,2,4,1,10,2,2,,,2,1,0.3728,0.55,61.218,181.218,301.218
2,2,4,1,11,2,2,,,2,1,0.3517,0.55,190.166,310.166,70.166
2,2,4,1,12,2,3,,,2,0,0.7068,0.55,29.943,149.943,269.943
2,2,4,1,13,2,3,,,3,1,0.4403,0.55,236.767,356.767,116.767
2,2,4,1,14,2,3,,,3,1,0.4158,0.55,112.763,232.763,352.763
2,2,4,1,15,2,1,,,1,1,0.3761,0.55,96.909,216.909,336.909
2,2,4,1,16,2,3,,,3,1,0.4427,0.55,108.03,228.03,348.03
2,2,4,1,17,2,2,,,2,1,0.4185,0.55,285.813,45.813,165.813
2,2,4,1,18,2,1,,,1,1,0.4196,0.55,6.71,126.71,246.71
2,2,4,1,19,2,2,,,2,1,0.4599,0.55,299.03,59.03,179.03
2,2,4,1,20,2,2,,,2,1,0.3708,0.55,162.032,282.032,42.032
2,2,4,1,21,2,2,,,2,1,0.4375,0.55,344.277,104.277,224.277
2,2,4,1,22,2,1,,,1,1,0.4375,0.55,296.269,56.269,176.269
2,2,4,1,23,2,1,,,1,1,0.4688,0.55,53.391,173.391,293.391
2,2,4,1,24,2,3,,,2,0,0.9316,0.55,22.669,142.669,262.669
2,2,4,1,25,2,3,,,2,0,0.3912,0.55,359.412,119.412,239.412
2,2,4,1,26,2,2,,,2,1,0.4097,0.55,196.57,316.57,76.57
2,2,4,1,27,2,2,,,2,1,0.6185,0.55,301.755,61.755,181.755
2,2,4,1,28,2,3,,,3,1,0.5475,0.55,315.057,75.057,195.057
2,2,4,1,29,2,2,,,2,1,0.367,0.55,192.146,312.146,72.146
2,2,4,1,30,2,3,,,3,1,0.4416,0.55,4.742,124.742,244.742
2,2,4,1,31,2,2,,,2,1,0.4973,0.55,354.139,114.139,234.139
2,2,4,1,32,2,2,,,2,1,0.6069,0.55,5.435,125.435,245.435
2,2,4,1,33,2,2,,,2,1,0.4481,0.55,75.117,195.117,315.117
2,2,4,1,34,2,3,,,3,1,0.6711,0.55,226.188,346.188,106.188
2,2,4,1,35,2,3,,,3,1,0.4213,0.55,115.013,235.013,355.013
2,2,4,1,36,2,3,,,3,1,0.3984,0.55,169.665,289.665,49.665
2,2,4,1,37,2,1,,,1,1,0.6552,0.55,40.145,160.145,280.145
2,2,4,1,38,2,3,,,3,1,0.374,0.55,173.759,293.759,53.759
2,2,4,1,39,2,1,,,1,1,0.5129,0.55,80.03,200.03,320.03
2,2,4,1,40,2,2,,,3,0,0.7737,0.55,32.739,152.739,272.739
2,2,4,1,41,2,1,,,1,1,0.3916,0.55,188.311,308.311,68.311
2,2,4,1,42,2,2,,,2,1,0.3695,0.55,106.888,226.888,346.888
2,2,4,1,43,2,1,,,1,1,0.4445,0.55,302.949,62.949,182.949
2,2,4,1,44,2,3,,,3,1,0.7245,0.55,332.137,92.137,212.137
2,2,4,1,45,2,1,,,1,1,0.5285,0.55,304.939,64.939,184.939
2,2,4,1,46,2,2,,,2,1,0.3892,0.55,251.772,11.772,131.772
2,2,4,1,47,2,1,,,1,1,0.679,0.55,86.331,206.331,326.331
2,2,4,1,48,2,2,,,2,1,0.5647,0.55,5.577,125.577,245.577
2,2,4,1,49,2,2,,,2,1,0.6873,0.55,145.632,265.632,25.632
2,2,4,1,50,2,3,,,3,1,0.4771,0.55,68.294,188.294,308.294
2,2,4,2,1,3,3,,,3,1,0.4618,0.55,322.971,82.971,202.971
2,2,4,2,2,3,1,,,1,1,0.4611,0.55,261.647,21.647,141.647
2,2,4,2,3,3,3,,,3,1,0.7642,0.55,29.365,149.365,269.365
2,2,4,2,4,3,1,,,1,1,0.543,0.55,317.096,77.096,197.096
2,2,4,2,5,3,3,,,3,1,0.3464,0.55,73.848,193.848,313.848
2,2,4,2,6,3,2,,,2,1,0.3989,0.55,102.583,222.583,342.583
2,2,4,2,7,3,3,,,3,1,0.4315,0.55,228.615,348.615,108.615
2,2,4,2,8,3,1,,,1,1,0.3836,0.55,181.901,301.901,61.901
2,2,4,2,9,3,2,,,2,1,0.4018,0.55,238.859,358.859,118.859
2,2,4,2,10,3,3,,,3,1,0.339,0.55,96.706,216.706,336.706
2,2,4,2,11,3,3,,,3,1,0.5583,0.55,324.329,84.329,204.329
2,2,4,2,12,3,1,,,1,1,0.3695,0.55,255.219,15.219,135.219
2,2,4,2,13,3,2,,,2,1,0.4126,0.55,0.652,120.652,240.652
2,2,4,2,14,3,3,,,3,1,0.3894,0.55,116.095,236.095,356.095
2,2,4,2,15,3,1,,,1,1,0.3996,0.55,46.788,166.788,286.788
2,2,4,2,16,3,2,,,2,1,0.3366,0.55,151.419,271.419,31.419
2,2,4,2,17,3,1,,,1,1,0.4444,0.55,193.661,313.661,73.661
2,2,4,2,18,3,1,,,1,1,0.8124,0.55,322.916,82.916,202.916
2,2,4,2,19,3,1,,,1,1,0.621,0.55,250.437,10.437,130.437
2,2,4,2,20,3,2,,,2,1,0.5977,0.55,77.949,197.949,317.949
2,2,4,2,21,3,2,,,2,1,0.3674,0.55,82.258,202.258,322.258
2,2,4,2,22,3,2,,,2,1,0.386,0.55,65.031,185.031,305.031
2,2,4,2,23,3,1,,,1,1,0.5237,0.55,123.335,243.335,3.335
2,2,4,2,24,3,2,,,2,1,0.5124,0.55,262.211,22.211,142.211
2,2,4,2,25,3,1,,,1,1,0.5014,0.55,271.022,31.022,151.022
2,2,4,2,26,3,2,,,2,1,0.458,0.55,229.298,349.298,109.298
2,2,4,2,27,3,1,,,1,1,0.4411,0.55,60.81,180.81,300.81
2,2,4,2,28,3,2,,,2,1,0.4735,0.55,296.289,56.289,176.289
2,2,4,2,29,3,3,,,3,1,0.6242,0.55,145.782,265.782,25.782
2,2,4,2,30,3,1,,,1,1,0.4722,0.55,330.934,90.934,210.934
2,2,4,2,31,3,3,,,3,1,0.4547,0.55,7.377,127.377,247.377
2,2,4,2,32,3,2,,,2,1,0.5102,0.55,192.526,312.526,72.526
2,2,4,2,33,3,2,,,2,1,0.491,0.55,277.365,37.365,157.365
2,2,4,2,34,3,1,,,1,1,0.3686,0.55,106.501,226.501,346.501
2,2,4,2,35,3,2,,,2,1,0.4832,0.55,339.93,99.93,219.93
2,2,4,2,36,3,3,,,3,1,0.4809,0.55,327.38,87.38,207.38
2,2,4,2,37,3,1,,,1,1,0.3672,0.55,98.673,218.673,338.673
2,2,4,2,38,3,2,,,2,1,0.4022,0.55,119.167,239.167,359.167
2,2,4,2,39,3,2,,,2,1,0.3473,0.55,137.073,257.073,17.073
2,2,4,2,40,3,1,,,1,1,0.4316,0.55,126.507,246.507,6.507
2,2,4,2,41,3,2,,,2,1,0.5512,0.55,3.693,123.693,243.693
2,2,4,2,42,3,1,,,1,1,0.4266,0.55,293.046,53.046,173.046
2,2,4,2,43,3,1,,,1,1,0.4024,0.55,144.084,264.084,24.084
2,2,4,2,44,3,3,,,3,1,0.4676,0.55,144.327,264.327,24.327
2,2,4,2,45,3,1,,,1,1,0.498,0.55,23.228,143.228,263.228
2,2,4,2,46,3,2,,,2,1,0.3193,0.55,124.173,244.173,4.173
2,2,4,2,47,3,1,,,1,1,0.4285,0.55,206.623,326.623,86.623
2,2,4,2,48,3,1,,,1,1,0.6203,0.55,339.741,99.741,219.741
2,2,4,2,49,3,1,,,1,1,0.3886,0.55,174.318,294.318,54.318
2,2,4,2,50,3,1,,,1,1,0.4306,0.55,116.598,236.598,356.598
2,2,4,3,1,2,1,,,1,1,0.4736,0.55,104.392,224.392,344.392
2,2,4,3,2,2,1,,,1,1,0.5122,0.55,24.05,144.05,264.05
2,2,4,3,3,2,1,,,1,1,0.4376,0.55,91.986,211.986,331.986
2,2,4,3,4,2,1,,,1,1,0.6852,0.55,329.764,89.764,209.764
2,2,4,3,5,2,2,,,3,0,0.5462,0.55,351.019,111.019,231.019
2,2,4,3,6,2,3,,,3,1,0.6143,0.55,338.656,98.656,218.656
2,2,4,3,7,2,1,,,1,1,0.3836,0.55,233.043,353.043,113.043
2,2,4,3,8,2,1,,,1,1,0.5057,0.55,40.107,160.107,280.107
2,2,4,3,9,2,1,,,1,1,0.3904,0.55,96.238,216.238,336.238
2,2,4,3,10,2,3,,,3,1,0.7362,0.55,273.658,33.658,153.658
2,2,4,3,11,2,1,,,1,1,0.4035,0.55,142.239,262.239,22.239
2,2,4,3,12,2,2,,,2,1,0.4134,0.55,15.596,135.596,255.596
2,2,4,3,13,2,2,,,2,1,0.4706,0.55,245.977,5.977,125.977
2,2,4,3,14,2,2,,,2,1,0.3643,0.55,56.026,176.026,296.026
2,2,4,3,15,2,1,,,1,1,0.4003,0.55,138.03,258.03,18.03
2,2,4,3,16,2,2,,,2,1,0.4087,0.55,93.702,213.702,333.702
2,2,4,3,17,2,2,,,2,1,0.5625,0.55,119.139,239.139,359.139
2,2,4,3,18,2,3,,,3,1,0.4055,0.55,204.787,324.787,84.787
2,2,4,3,19,2,2,,,2,1,0.4387,0.55,113.67,233.67,353.67
2,2,4,3,20,2,2,,,2,1,0.8463,0.55,328.414,88.414,208.414
2,2,4,3,21,2,3,,,3,1,0.4622,0.55,119.105,239.105,359.105
2,2,4,3,22,2,3,,,3,1,0.4689,0.55,261.196,21.196,141.196
2,2,4,3,23,2,3,,,3,1,0.5239,0.55,290.064,50.064,170.064
2,2,4,3,24,2,1,,,1,1,0.4482,0.55,187.086,307.086,67.086
2,2,4,3,25,2,2,,,3,0,0.8309,0.55,316.487,76.487,196.487
2,2,4,3,26,2,1,,,1,1,0.4074,0.55,64.32,184.32,304.32
2,2,4,3,27,2,1,,,1,1,0.7203,0.55,316.143,76.143,196.143
2,2,4,3,28,2,2,,,2,1,0.5248,0.55,52.171,172.171,292.171
2,2,4,3,29,2,1,,,1,1,0.7533,0.55,60.849,180.849,300.849
2,2,4,3,30,2,2,,,2,1,0.6202,0.55,236.565,356.565,116.565
2,2,4,3,31,2,2,,,2,1,0.3961,0.55,136.071,256.071,16.071
2,2,4,3,32,2,3,,,3,1,0.5902,0.55,22.296,142.296,262.296
2,2,4,3,33,2,2,,,2,1,0.3518,0.55,74.912,194.912,314.912
2,2,4,3,34,2,3,,,3,1,0.5547,0.55,206.303,326.303,86.303
2,2,4,3,35,2,1,,,1,1,0.3904,0.55,93.156,213.156,333.156
2,2,4,3,36,2,1,,,1,1,0.5441,0.55,155.245,275.245,35.245
2,2,4,3,37,2,2,,,2,1,0.9316,0.55,62.061,182.061,302.061
2,2,4,3,38,2,1,,,1,1,0.3755,0.55,173.361,293.361,53.361
2,2,4,3,39,2,3,,,3,1,1.0744,0.55,310.232,70.232,190.232
2,2,4,3,40,2,2,,,2,1,0.7283,0.55,304.915,64.915,184.915
2,2,4,3,41,2,3,,,3,1,0.5726,0.55,190.352,310.352,70.352
2,2,4,3,42,2,1,,,2,0,0.6546,0.55,308.792,68.792,188.792
2,2,4,3,43,2,2,,,2,1,0.3576,0.55,217.451,337.451,97.451
2,2,4,3,44,2,1,,,1,1,0.4968,0.55,68.258,188.258,308.258
2,2,4,3,45,2,3,,,3,1,0.5589,0.55,101.347,221.347,341.347
2,2,4,3,46,2,2,,,2,1,0.4654,0.55,57.233,177.233,297.233
2,2,4,3,47,2,3,,,3,1,0.8326,0.55,206.073,326.073,86.073
2,2,4,3,48,2,2,,,2,1,0.6318,0.55,206.95,326.95,86.95
2,2,4,3,49,2,3,,,3,1,0.4548,0.55,98.221,218.221,338.221
2,2,4,3,50,2,3,,,3,1,0.582,0.55,188.858,308.858,68.858
2,2,4,4,1,3,2,,,2,1,0.4739,0.55,1.633,121.633,241.633
2,2,4,4,2,3,2,,,2,1,0.4646,0.55,342.289,102.289,222.289
2,2,4,4,3,3,3,,,2,0,0.3752,0.55,350.114,110.114,230.114
2,2,4,4,4,3,2,,,2,1,0.5136,0.55,9.712,129.712,249.712
2,2,4,4,5,3,3,,,3,1,0.4148,0.55,228.717,348.717,108.717
2,2,4,4,6,3,3,,,3,1,0.4311,0.55,98.784,218.784,338.784
2,2,4,4,7,3,3,,,2,0,0.6713,0.55,57.962,177.962,297.962
2,2,4,4,8,3,3,,,3,1,0.6058,0.55,15.146,135.146,255.146
2,2,4,4,9,3,1,,,1,1,0.4466,0.55,319.206,79.206,199.206
2,2,4,4,10,3,2,,,2,1,0.4224,0.55,262.547,22.547,142.547
2,2,4,4,11,3,2,,,2,1,0.3992,0.55,295.046,55.046,175.046
2,2,4,4,12,3,1,,,1,1,0.4557,0.55,178.754,298.754,58.754
2,2,4,4,13,3,1,,,2,0,0.9516,0.55,357.717,117.717,237.717
2,2,4,4,14,3,1,,,1,1,0.5702,0.55,317.45,77.45,197.45
2,2,4,4,15,3,3,,,3,1,0.4204,0.55,57.429,177.429,297.429
2,2,4,4,16,3,1,,,1,1,0.3968,0.55,302.956,62.956,182.956
2,2,4,4,17,3,3,,,3,1,0.4707,0.55,121.357,241.357,1.357
2,2,4,4,18,3,1,,,1,1,0.3653,0.55,259.974,19.974,139.974
2,2,4,4,19,3,2,,,2,1,0.3755,0.55,101.317,221.317,341.317
2,2,4,4,20,3,2,,,2,1,0.5145,0.55,347.787,107.787,227.787
2,2,4,4,21,3,3,,,3,1,0.4791,0.55,30.266,150.266,270.266
2,2,4,4,22,3,2,,,2,1,0.4298,0.55,203.495,323.495,83.495
2,2,4,4,23,3,3,,,2,0,1.1587,0.55,127.039,247.039,7.039
2,2,4,4,24,3,1,,,1,1,0.4568,0.55,250.938,10.938,130.938
2,2,4,4,25,3,2,,,2,1,0.4801,0.55,89.746,209.746,329.746
2,2,4,4,26,3,3,,,3,1,0.6547,0.55,328.407,88.407,208.407
2,2,4,4,27,3,1,,,3,0,0.773,0.55,6.454,126.454,246.454
2,2,4,4,28,3,1,,,1,1,0.3998,0.55,213.425,333.425,93.425
2,2,4,4,29,3,3,,,3,1,0.3844,0.55,102.65,222.65,342.65
2,2,4,4,30,3,2,,,1,0,0.5143,0.55,310.336,70.336,190.336
2,2,4,4,31,3,2,,,2,1,0.3915,0.55,221.324,341.324,101.324
2,2,4,4,32,3,2,,,2,1,0.4021,0.55,179.515,299.515,59.515
2,2,4,4,33,3,1,,,1,1,0.7148,0.55,49.537,169.537,289.537
2,2,4,4,34,3,3,,,3,1,0.4478,0.55,259.803,19.803,139.803
2,2,4,4,35,3,3,,,3,1,0.4718,0.55,260.51,20.51,140.51
2,2,4,4,36,3,2,,,2,1,1.6541,0.55,107.669,227.669,347.669
2,2,4,4,37,3,3,,,1,0,0.9961,0.55,41.275,161.275,281.275
2,2,4,4,38,3,2,,,2,1,0.4453,0.55,70.906,190.906,310.906
2,2,4,4,39,3,2,,,2,1,0.501,0.55,148.899,268.899,28.899
2,2,4,4,40,3,1,,,1,1,0.7544,0.55,62.524,182.524,302.524
2,2,4,4,41,3,1,,,1,1,0.4372,0.55,204.889,324.889,84.889
2,2,4,4,42,3,2,,,1,0,0.949,0.55,328.265,88.265,208.265
2,2,4,4,43,3,2,,,2,1,0.4716,0.55,198.771,318.771,78.771
2,2,4,4,44,3,2,,,2,1,0.4456,0.55,261.278,21.278,141.278
2,2,4,4,45,3,1,,,1,1,0.406,0.55,209.253,329.253,89.253
2,2,4,4,46,3,2,,,1,0,0.7834,0.55,324.952,84.952,204.952
2,2,4,4,47,3,1,,,1,1,0.6006,0.55,167.323,287.323,47.323
2,2,4,4,48,3,1,,,1,1,0.433,0.55,110.808,230.808,350.808
2,2,4,4,49,3,3,,,3,1,0.801,0.55,65.045,185.045,305.045
2,2,4,4,50,3,3,,,3,1,0.5138,0.55,210.519,330.519,90.519
2,2,5,1,1,3,3,,,2,0,1.1023,0.55,36.474,156.474,276.474
2,2,5,1,2,3,2,,,2,1,0.3468,0.55,277.691,37.691,157.691
2,2,5,1,3,3,3,,,2,0,0.5908,0.55,356.617,116.617,236.617
2,2,5,1,4,3,2,,,2,1,0.5365,0.55,348.55,108.55,228.55
2,2,5,1,5,3,1,,,1,1,0.4361,0.55,97.62,217.62,337.62
2,2,5,1,6,3,2,,,2,1,0.4436,0.55,109.483,229.483,349.483
2,2,5,1,7,3,3,,,3,1,1.0042,0.55,139.673,259.673,19.673
2,2,5,1,8,3,3,,,3,1,0.4364,0.55,75.428,195.428,315.428
2,2,5,1,9,3,3,,,3,1,0.4124,0.55,76.343,196.343,316.343
2,2,5,1,10,3,2,,,2,1,0.4531,0.55,338.91,98.91,218.91
2,2,5,1,11,3,1,,,1,1,0.4445,0.55,242.258,2.258,122.258
2,2,5,1,12,3,2,,,3,0,0.9088,0.55,10.736,130.736,250.736
2,2,5,1,13,3,1,,,1,1,0.4734,0.55,235.687,355.687,115.687
2,2,5,1,14,3,1,,,1,1,0.3275,0.55,266.226,26.226,146.226
2,2,5,1,15,3,3,,,3,1,0.5407,0.55,177.329,297.329,57.329
2,2,5,1,16,3,3,,,3,1,0.4238,0.55,110.814,230.814,350.814
2,2,5,1,17,3,1,,,1,1,0.4322,0.55,242.572,2.572,122.572
2,2,5,1,18,3,1,,,1,1,0.4721,0.55,302.529,62.529,182.529
2,2,5,1,19,3,3,,,3,1,0.6309,0.55,313.221,73.221,193.221
2,2,5,1,20,3,3,,,3,1,0.5831,0.55,120.859,240.859,0.859
2,2,5,1,21,3,3,,,3,1,1.1205,0.55,37.836,157.836,277.836
2,2,5,1,22,3,2,,,2,1,0.6526,0.55,149.829,269.829,29.829
2,2,5,1,23,3,1,,,1,1,0.4993,0.55,188.078,308.078,68.078
2,2,5,1,24,3,2,,,2,1,0.4566,0.55,244.188,4.188,124.188
2,2,5,1,25,3,1,,,1,1,0.4314,0.55,203.008,323.008,83.008
2,2,5,1,26,3,1,,,1,1,0.4237,0.55,270.88,30.88,150.88
2,2,5,1,27,3,1,,,1,1,0.4242,0.55,72.01,192.01,312.01
2,2,5,1,28,3,2,,,2,1,0.4889,0.55,47.728,167.728,287.728
2,2,5,1,29,3,1,,,1,1,0.3501,0.55,231.304,351.304,111.304
2,2,5,1,30,3,1,,,1,1,0.4255,0.55,111.802,231.802,351.802
2,2,5,1,31,3,1,,,1,1,0.3062,0.55,107.929,227.929,347.929
2,2,5,1,32,3,1,,,1,1,0.3754,0.55,259.306,19.306,139.306
2,2,5,1,33,3,1,,,1,1,0.4345,0.55,197.157,317.157,77.157
2,2,5,1,34,3,2,,,2,1,0.5061,0.55,220.983,340.983,100.983
2,2,5,1,35,3,3,,,3,1,0.5275,0.55,218.979,338.979,98.979
2,2,5,1,36,3,3,,,3,1,0.5237,0.55,149.25,269.25,29.25
2,2,5,1,37,3,1,,,1,1,0.8081,0.55,338.576,98.576,218.576
2,2,5,1,38,3,1,,,1,1,0.3767,0.55,240.972,0.972,120.972
2,2,5,1,39,3,3,,,3,1,0.4513,0.55,189.753,309.753,69.753
2,2,5,1,40,3,1,,,1,1,0.3547,0.55,271.333,31.333,151.333
2,2,5,1,41,3,3,,,3,1,0.342,0.55,202.449,322.449,82.449
2,2,5,1,42,3,1,,,1,1,0.3538,0.55,278.114,38.114,158.114
2,2,5,1,43,3,1,,,1,1,0.3968,0.55,253.396,13.396,133.396
2,2,5,1,44,3,1,,,3,0,1.1027,0.55,20.954,140.954,260.954
2,2,5,1,45,3,3,,,2,0,0.9076,0.55,317.974,77.974,197.974
2,2,5,1,46,3,1,,,1,1,0.4718,0.55,202.987,322.987,82.987
2,2,5,1,47,3,1,,,3,0,0.7104,0.55,24.341,144.341,264.341
2,2,5,1,48,3,2,,,2,1,0.4758,0.55,104.253,224.253,344.253
2,2,5,1,49,3,1,,,1,1,0.3857,0.55,238.424,358.424,118.424
2,2,5,1,50,3,1,,,1,1,0.3318,0.55,173.972,293.972,53.972
2,2,5,2,1,2,3,,,3,1,0.6495,0.55,325.479,85.479,205.479
2,2,5,2,2,2,2,,,2,1,0.7129,0.55,42.318,162.318,282.318
2,2,5,2,3,2,2,,,2,1,0.462,0.55,353.904,113.904,233.904
2,2,5,2,4,2,2,,,2,1,0.5249,0.55,324.583,84.583,204.583
2,2,5,2,5,2,2,,,2,1,0.4496,0.55,42.527,162.527,282.527
2,2,5,2,6,2,3,,,3,1,0.5525,0.55,204.186,324.186,84.186
2,2,5,2,7,2,2,,,1,0,1.1474,0.55,39.366,159.366,279.366
2,2,5,2,8,2,2,,,2,1,0.6229,0.55,105.975,225.975,345.975
2,2,5,2,9,2,2,,,2,1,0.5428,0.55,61.115,181.115,301.115
2,2,5,2,10,2,1,,,1,1,0.4188,0.55,141.134,261.134,21.134
2,2,5,2,11,2,1,,,1,1,0.4912,0.55,292.721,52.721,172.721
2,2,5,2,12,2,3,,,3,1,0.4812,0.55,245.503,5.503,125.503
2,2,5,2,13,2,2,,,2,1,0.4475,0.55,108.865,228.865,348.865
2,2,5,2,14,2,3,,,3,1,0.4629,0.55,144.452,264.452,24.452
2,2,5,2,15,2,1,,,1,1,0.3983,0.55,135.937,255.937,15.937
2,2,5,2,16,2,3,,,3,1,0.4156,0.55,136.071,256.071,16.071
2,2,5,2,17,2,1,,,1,1,0.4246,0.55,148.109,268.109,28.109
2,2,5,2,18,2,2,,,2,1,0.3691,0.55,174.427,294.427,54.427
2,2,5,2,19,2,3,,,3,1,0.4677,0.55,259.594,19.594,139.594
2,2,5,2,20,2,3,,,3,1,0.6415,0.55,206.476,326.476,86.476
2,2,5,2,21,2,1,,,1,1,1.3614,0.55,30.198,150.198,270.198
2,2,5,2,22,2,2,,,2,1,0.3873,0.55,219.508,339.508,99.508
2,2,5,2,23,2,3,,,3,1,0.4211,0.55,294.661,54.661,174.661
2,2,5,2,24,2,1,,,1,1,0.4139,0.55,206.858,326.858,86.858
2,2,5,2,25,2,3,,,3,1,0.4074,0.55,189.107,309.107,69.107
2,2,5,2,26,2,3,,,3,1,1.2006,0.55,312.456,72.456,192.456
2,2,5,2,27,2,3,,,3,1,0.7286,0.55,268.223,28.223,148.223
2,2,5,2,28,2,1,,,1,1,0.373,0.55,181.866,301.866,61.866
2,2,5,2,29,2,2,,,2,1,0.3995,0.55,97.54,217.54,337.54
2,2,5,2,30,2,3,,,2,0,0.369,0.55,58.883,178.883,298.883
2,2,5,2,31,2,2,,,2,1,0.635,0.55,306.331,66.331,186.331
2,2,5,2,32,2,1,,,1,1,0.4269,0.55,153.477,273.477,33.477
2,2,5,2,33,2,1,,,1,1,0.5952,0.55,328.155,88.155,208.155
2,2,5,2,34,2,1,,,1,1,0.3811,0.55,204.295,324.295,84.295
2,2,5,2,35,2,3,,,3,1,0.4322,0.55,184.847,304.847,64.847
2,2,5,2,36,2,1,,,1,1,0.5358,0.55,305.351,65.351,185.351
2,2,5,2,37,2,3,,,3,1,0.5154,0.55,342.0,102.0,222.0
2,2,5,2,38,2,3,,,3,1,0.5839,0.55,329.261,89.261,209.261
2,2,5,2,39,2,2,,,2,1,0.5131,0.55,170.128,290.128,50.128
2,2,5,2,40,2,2,,,2,1,0.5429,0.55,287.568,47.568,167.568
2,2,5,2,41,2,1,,,3,0,2.1065,0.55,134.603,254.603,14.603
2,2,5,2,42,2,1,,,1,1,0.4775,0.55,287.979,47.979,167.979
2,2,5,2,43,2,2,,,2,1,0.7162,0.55,144.351,264.351,24.351
2,2,5,2,44,2,2,,,2,1,0.4247,0.55,284.771,44.771,164.771
2,2,5,2,45,2,1,,,1,1,0.4646,0.55,299.468,59.468,179.468
2,2,5,2,46,2,2,,,1,0,0.5589,0.55,142.624,262.624,22.624
2,2,5,2,47,2,2,,,2,1,0.5145,0.55,88.268,208.268,328.268
2,2,5,2,48,2,2,,,2,1,0.4234,0.55,248.196,8.196,128.196
2,2,5,2,49,2,1,,,1,1,0.4561,0.55,82.923,202.923,322.923
2,2,5,2,50,2,1,,,1,1,0.4234,0.55,173.386,293.386,53.386
2,2,5,3,1,3,2,,,2,1,0.5383,0.55,38.888,158.888,278.888
2,2,5,3,2,3,3,,,3,1,0.5099,0.55,152.141,272.141,32.141
2,2,5,3,3,3,1,,,1,1,0.3868,0.55,116.066,236.066,356.066
2,2,5,3,4,3,1,,,1,1,0.4123,0.55,214.842,334.842,94.842
2,2,5,3,5,3,1,,,1,1,0.3659,0.55,248.178,8.178,128.178
2,2,5,3,6,3,2,,,2,1,0.3205,0.55,126.389,246.389,6.389
2,2,5,3,7,3,3,,,3,1,0.421,0.55,260.741,20.741,140.741
2,2,5,3,8,3,3,,,3,1,0.5175,0.55,302.879,62.879,182.879
2,2,5,3,9,3,3,,,3,1,0.3861,0.55,116.426,236.426,356.426
2,2,5,3,10,3,2,,,2,1,0.3479,0.55,229.288,349.288,109.288
2,2,5,3,11,3,1,,,3,0,0.9915,0.55,19.558,139.558,259.558
2,2,5,3,12,3,2,,,3,0,0.8721,0.55,312.51,72.51,192.51
2,2,5,3,13,3,2,,,2,1,0.4863,0.55,347.792,107.792,227.792
2,2,5,3,14,3,3,,,3,1,0.4119,0.55,101.98,221.98,341.98
2,2,5,3,15,3,1,,,1,1,0.4131,0.55,187.834,307.834,67.834
2,2,5,3,16,3,1,,,1,1,0.3504,0.55,191.606,311.606,71.606
2,2,5,3,17,3,2,,,2,1,0.594,0.55,21.667,141.667,261.667
2,2,5,3,18,3,1,,,1,1,0.6273,0.55,264.887,24.887,144.887
2,2,5,3,19,3,3,,,1,0,0.3963,0.55,334.564,94.564,214.564
2,2,5,3,20,3,1,,,1,1,0.4296,0.55,137.357,257.357,17.357
2,2,5,3,21,3,1,,,1,1,0.5827,0.55,251.846,11.846,131.846
2,2,5,3,22,3,3,,,3,1,0.544,0.55,349.928,109.928,229.928
2,2,5,3,23,3,3,,,3,1,0.4122,0.55,215.367,335.367,95.367
2,2,5,3,24,3,2,,,2,1,0.4609,0.55,238.661,358.661,118.661
2,2,5,3,25,3,2,,,2,1,0.4284,0.55,222.279,342.279,102.279
