subject,run,block,condition,trial_in_block,dominant_color,alternative_color,response,correct,confidence,rt_choice,rt_confidence
16,1,3,3,9,3,2,3,1,3,0.8912,1.8511
16,1,3,3,10,3,2,3,1,4,1.0571,1.3681
16,1,3,3,11,2,3,2,1,3,0.9852,1.402
16,1,3,3,12,2,3,2,1,4,0.8655,1.1847
16,1,3,3,13,2,3,2,1,4,0.786,1.1016
16,1,3,3,14,3,2,3,1,3,0.8861,1.5903
16,1,3,3,15,3,2,3,1,3,0.855,1.1685
16,1,3,3,16,3,2,3,1,2,1.0166,1.4967
16,1,3,3,17,2,3,2,1,4,0.8295,1.1525
16,1,3,3,18,3,2,3,1,4,0.9276,1.252
16,1,3,3,19,3,2,3,1,3,1.2779,2.0464
16,1,3,3,20,3,2,3,1,4,1.1645,1.4852
16,1,3,3,21,2,3,2,1,4,0.7526,1.2171
16,1,3,3,22,3,2,3,1,3,0.7683,1.0843
16,1,3,3,23,2,3,2,1,3,1.0286,1.7169
16,1,3,3,24,2,3,2,1,3,1.2157,1.5355
16,1,3,3,25,3,2,3,1,2,1.0099,1.3354
16,1,3,3,26,2,3,2,1,2,0.8764,1.2016
16,1,3,3,27,3,2,3,1,4,0.7976,1.118
16,1,3,3,28,3,2,3,1,2,1.1689,1.7127
16,1,3,3,29,2,3,2,1,4,0.7964,1.1185
16,1,3,3,30,3,2,3,1,4,0.7847,1.2959
16,1,3,3,31,3,2,3,1,3,1.1011,1.4183
16,1,3,3,32,3,2,2,0,1,1.3162,1.8287
16,1,3,3,33,2,3,2,1,4,0.8918,1.3238
16,1,3,3,34,3,2,3,1,3,1.0795,1.4949
16,1,3,3,35,2,3,2,1,4,0.9403,1.2515
16,2,1,1,1,1,,1,1,2,1.3977,2.1332
16,2,1,1,2,1,,2,0,2,1.4879,1.8404
16,2,1,1,3,4,,2,0,2,1.687,2.0028
16,2,1,1,4,2,,2,1,3,1.0464,1.3683
16,2,1,1,5,2,,2,1,4,0.8475,1.1681
16,2,1,1,6,4,,4,1,2,0.9451,1.6976
16,2,1,1,7,2,,2,1,3,1.2779,1.7093
16,2,1,1,8,3,,3,1,3,1.1612,1.7536
16,2,1,1,9,2,,2,1,3,0.9154,1.4589
16,2,1,1,10,3,,3,1,2,1.1297,1.7214
16,2,1,1,11,3,,3,1,4,0.8688,1.2206
16,2,1,1,12,3,,3,1,4,1.1564,1.4688
16,2,1,1,13,4,,2,0,2,1.2568,1.8329
16,2,1,1,14,4,,2,0,2,1.1355,1.4521
16,2,1,1,15,2,,2,1,4,0.8534,1.1685
16,2,1,1,16,2,,2,1,4,0.5838,1.0794
16,2,1,1,17,4,,4,1,1,1.8216,2.1358
16,2,1,1,18,2,,2,1,2,1.3352,1.6551
16,2,1,1,19,2,,3,0,3,0.9815,1.3652
16,2,1,1,20,1,,3,0,1,1.4712,1.9192
16,2,1,1,21,3,,3,1,4,0.8663,1.1862
16,2,1,1,22,4,,2,0,3,1.3154,1.6358
16,2,1,1,23,3,,3,1,3,1.1535,1.5218
16,2,1,1,24,4,,4,1,2,2.0211,2.6926
16,2,1,1,25,2,,2,1,4,1.1443,1.4684
16,2,1,1,26,2,,2,1,3,0.9893,1.3014
16,2,1,1,27,3,,3,1,4,0.9058,1.386
16,2,1,1,28,2,,2,1,3,0.931,1.2516
16,2,1,1,29,1,,2,0,3,0.8169,1.1346
16,2,1,1,30,3,,3,1,4,1.0922,1.4284
16,2,1,1,31,1,,1,1,2,1.3557,2.0598
16,2,1,1,32,2,,2,1,3,1.0965,1.8973
16,2,1,1,33,1,,3,0,2,2.5734,3.2295
16,2,1,1,34,1,,1,1,2,1.4666,2.1382
16,2,1,1,35,3,,3,1,4,0.9325,1.2516
16,2,2,3,1,2,4,2,1,4,1.0975,2.3135
16,2,2,3,2,4,2,2,0,2,1.6289,1.9647
16,2,2,3,3,4,2,4,1,3,1.1822,1.6141
16,2,2,3,4,2,4,2,1,4,1.0383,1.3515
16,2,2,3,5,4,2,4,1,3,1.128,1.4522
16,2,2,3,6,4,2,4,1,4,1.1345,1.6944
16,2,2,3,7,4,2,4,1,1,1.4344,1.7551
16,2,2,3,8,4,2,4,1,1,1.4928,1.829
16,2,2,3,9,2,4,2,1,3,1.0515,1.3681
16,2,2,3,10,2,4,2,1,3,0.9492,1.2682
16,2,2,3,11,2,4,2,1,3,1.1065,1.4425
16,2,2,3,12,4,2,4,1,3,1.1298,1.6091
16,2,2,3,13,2,4,2,1,4,1.0015,1.3183
16,2,2,3,14,4,2,4,1,2,1.1565,1.605
16,2,2,3,15,4,2,4,1,2,1.2048,1.5185
16,2,2,3,16,4,2,4,1,2,1.336,1.656
16,2,2,3,17,4,2,2,0,1,1.3659,1.6857
16,2,2,3,18,2,4,2,1,4,0.8342,1.1518
16,2,2,3,19,2,4,2,1,3,0.9488,1.2681
16,2,2,3,20,4,2,2,0,2,1.1693,1.6496
16,2,2,3,21,2,4,2,1,3,1.0079,1.3924
16,2,2,3,22,2,4,2,1,4,0.7933,1.1012
16,2,2,3,23,4,2,4,1,2,1.1328,1.5012
16,2,2,3,24,4,2,2,0,2,2.001,2.5456
16,2,2,3,25,4,2,4,1,3,1.2264,1.5948
16,2,2,3,26,2,4,2,1,4,1.0675,1.5798
16,2,2,3,27,4,2,2,0,2,1.4524,1.7686
16,2,2,3,28,2,4,2,1,3,0.8541,1.2054
16,2,2,3,29,4,2,4,1,3,1.0937,1.5581
16,2,2,3,30,4,2,4,1,4,1.2717,1.5852
16,2,2,3,31,2,4,2,1,4,1.0159,1.5438
16,2,2,3,32,2,4,2,1,4,0.8429,1.1682
16,2,2,3,33,4,2,2,0,3,0.9394,1.6272
16,2,2,3,34,4,2,4,1,2,1.7226,2.0748
16,2,2,3,35,4,2,4,1,1,1.4795,1.9432
16,2,3,2,1,1,2,2,0,3,1.5365,2.4647
16,2,3,2,2,1,4,1,1,4,1.7097,2.3657
16,2,3,2,3,3,4,3,1,3,1.2308,1.8708
16,2,3,2,4,4,2,2,0,3,1.1398,1.6349
16,2,3,2,5,2,3,2,1,4,1.0735,1.3849
16,2,3,2,6,3,2,3,1,2,0.9387,1.6746
16,2,3,2,7,1,4,1,1,1,1.9276,2.2527
16,2,3,2,8,2,4,2,1,3,1.1653,1.549
16,2,3,2,9,1,3,1,1,4,1.0395,1.5031
16,2,3,2,10,2,4,2,1,4,0.9796,1.3015
16,2,3,2,11,4,3,4,1,4,1.28,1.6022
16,2,3,2,12,1,3,3,0,1,1.6798,2.176
16,2,3,2,13,3,4,3,1,1,1.4641,2.2001
16,2,3,2,14,1,3,1,1,3,1.9525,2.3845
16,2,3,2,15,4,1,1,0,1,2.4956,3.1039
16,2,3,2,16,1,2,1,1,3,1.5221,1.8582
16,2,3,2,17,2,4,2,1,3,1.3201,2.0715
16,2,3,2,18,4,2,4,1,4,1.0922,1.4016
16,2,3,2,19,4,3,3,0,3,1.1477,1.4834
16,2,3,2,20,2,4,2,1,4,1.105,1.4183
16,2,3,2,21,3,2,3,1,4,0.9196,1.2346
16,2,3,2,22,2,3,2,1,4,0.9499,1.2681
16,2,3,2,23,3,4,3,1,1,1.5718,1.8854
16,2,3,2,24,1,2,1,1,2,1.2884,1.9278
16,2,3,2,25,3,4,3,1,4,1.1151,1.7869
16,2,3,2,26,2,1,2,1,3,1.363,2.0189
16,2,3,2,27,4,3,4,1,3,1.4743,1.8424
16,2,3,2,28,1,4,1,1,2,1.7687,2.8561
16,2,3,2,29,3,2,3,1,4,1.125,1.5891
16,2,3,2,30,4,1,4,1,1,2.0534,3.1735
16,2,3,2,31,4,2,2,0,3,1.1574,1.5415
16,2,3,2,32,4,1,1,0,1,2.0233,2.3359
16,2,3,2,33,4,2,4,1,4,1.2735,1.5857
16,2,3,2,34,4,3,4,1,1,2.0741,2.3859
16,2,3,2,35,3,2,3,1,3,1.5768,1.9022
16,3,1,2,1,4,3,4,1,3,1.3312,1.7632
16,3,1,2,2,2,1,3,0,4,1.037,1.3515
16,3,1,2,3,3,1,3,1,3,1.0151,1.7513
16,3,1,2,4,2,1,2,1,4,0.9767,1.3016
16,3,1,2,5,3,4,4,0,2,1.9653,2.3967
16,3,1,2,6,1,4,1,1,2,1.2448,1.917
16,3,1,2,7,2,1,2,1,4,1.024,1.5193
16,3,1,2,8,4,2,2,0,1,2.3231,2.7868
16,3,1,2,9,4,3,3,0,3,1.5378,1.9861
16,3,1,2,10,1,2,1,1,4,1.1378,1.4579
16,3,1,2,11,1,3,3,0,2,1.9756,2.488
16,3,1,2,12,3,4,4,0,3,1.2515,1.6518
16,3,1,2,13,4,3,3,0,1,1.6817,2.0023
16,3,1,2,14,4,3,4,1,3,2.513,2.9925
16,3,1,2,15,2,3,3,0,1,1.6076,2.2318
16,3,1,2,16,1,3,1,1,2,1.2787,2.0626
16,3,1,2,17,3,1,3,1,2,1.9482,2.7956
16,3,1,2,18,2,3,2,1,3,1.2433,1.8027
16,3,1,2,19,1,4,4,0,1,2.163,2.691
16,3,1,2,20,1,2,2,0,2,1.334,1.8302
16,3,1,2,21,3,4,3,1,3,1.1491,1.5493
16,3,1,2,22,1,3,1,1,4,1.0718,1.5517
16,3,1,2,23,3,4,3,1,4,1.1056,1.5375
16,3,1,2,24,3,4,3,1,4,1.0602,1.4766
16,3,1,2,25,1,4,1,1,4,1.2571,1.6736
16,3,1,2,26,1,4,1,1,3,1.2069,1.5184
16,3,1,2,27,2,4,2,1,3,1.0178,1.3348
16,3,1,2,28,3,1,3,1,4,0.9809,1.3015
16,3,1,2,29,4,3,4,1,4,1.5527,1.937
16,3,1,2,30,3,1,3,1,3,1.3956,1.8756
16,3,1,2,31,1,2,1,1,4,1.0798,1.4017
16,3,1,2,32,3,4,3,1,4,0.9444,1.2683
16,3,1,2,33,2,3,2,1,4,0.8934,1.2181
16,3,1,2,34,2,3,2,1,3,1.0209,1.5329
16,3,1,2,35,4,3,3,0,2,1.1999,1.9039
16,3,2,1,1,1,,2,0,3,0.9852,1.529
16,3,2,1,2,3,,3,1,4,0.9886,1.3014
16,3,2,1,3,1,,1,1,3,1.0971,1.4184
16,3,2,1,4,3,,3,1,3,1.0403,1.568
16,3,2,1,5,3,,3,1,1,1.3617,1.9536
16,3,2,1,6,1,,3,0,1,2.1951,2.9309
16,3,2,1,7,4,,4,1,2,1.5485,2.1087
16,3,2,1,8,4,,4,1,2,2.3121,2.7758
16,3,2,1,9,2,,2,1,4,0.8722,1.1846
16,3,2,1,10,4,,2,0,1,2.9205,3.2885
16,3,2,1,11,3,,3,1,3,0.8994,1.3478
16,3,2,1,12,1,,1,1,2,1.1342,1.7427
16,3,2,1,13,1,,1,1,2,1.209,1.5353
16,3,2,1,14,2,,2,1,4,0.8917,1.2014
16,3,2,1,15,1,,1,1,2,1.0354,1.5161
16,3,2,1,16,1,,1,1,2,2.2878,2.6078
16,3,2,1,17,3,,3,1,3,1.223,1.6709
16,3,2,1,18,4,,4,1,3,1.2358,1.5518
16,3,2,1,19,1,,1,1,3,1.2058,1.5184
16,3,2,1,20,2,,2,1,4,0.8409,1.1513
16,3,2,1,21,3,,3,1,4,0.9074,1.2181
16,3,2,1,22,3,,3,1,4,1.0029,1.3187
16,3,2,1,23,2,,2,1,4,0.8709,1.1847
16,3,2,1,24,2,,2,1,4,1.0639,1.3849
16,3,2,1,25,3,,3,1,3,1.2804,1.6018
16,3,2,1,26,1,,1,1,3,1.1364,1.4516
16,3,2,1,27,4,,4,1,1,2.0061,2.3262
16,3,2,1,28,4,,1,0,1,1.897,2.2191
16,3,2,1,29,3,,2,0,1,0.9111,2.3834
16,3,2,1,30,3,,3,1,3,0.8802,1.2014
16,3,2,1,31,4,,4,1,3,1.2005,1.5185
16,3,2,1,32,3,,1,0,2,1.6994,2.0188
16,3,2,1,33,2,,2,1,4,0.9144,1.2348
16,3,2,1,34,4,,2,0,3,0.9294,1.2513
16,3,2,1,35,1,,1,1,4,0.8311,1.1513
16,3,3,3,1,4,3,4,1,4,1.1125,1.8323
16,3,3,3,2,3,4,3,1,4,0.9918,1.3279
16,3,3,3,3,3,4,3,1,3,1.3067,1.6185
16,3,3,3,4,3,4,3,1,4,1.1784,1.5017
16,3,3,3,5,3,4,3,1,4,0.7811,1.1012
16,3,3,3,6,4,3,4,1,3,1.1059,1.5055
16,3,3,3,7,4,3,4,1,3,0.9983,1.3502
16,3,3,3,8,4,3,4,1,3,1.328,1.652
16,3,3,3,9,4,3,4,1,2,1.7568,2.0689
16,3,3,3,10,3,4,4,0,1,1.0819,2.2816
16,3,3,3,11,3,4,3,1,4,0.9743,1.2848
16,3,3,3,12,4,3,4,1,2,1.1152,1.5635
16,3,3,3,13,4,3,3,0,2,1.6135,1.9357
16,3,3,3,14,3,4,3,1,2,1.3592,1.8394
16,3,3,3,15,4,3,4,1,4,1.2215,1.5421
16,3,3,3,16,3,4,3,1,4,1.0808,1.4162
16,3,3,3,17,3,4,3,1,3,0.8642,1.1849
16,3,3,3,18,3,4,3,1,3,1.5212,1.9694
16,3,3,3,19,4,3,4,1,3,1.0253,1.3347
16,3,3,3,20,4,3,4,1,2,1.4202,1.8205
16,3,3,3,21,4,3,4,1,1,2.7393,3.0534
16,3,3,3,22,4,3,4,1,4,0.9682,1.3193
16,3,3,3,23,3,4,3,1,4,0.8994,1.2181
16,3,3,3,24,3,4,3,1,4,0.8511,1.9551
16,3,3,3,25,4,3,4,1,3,0.8528,1.168
16,3,3,3,26,3,4,3,1,3,1.206,1.5183
16,3,3,3,27,3,4,3,1,4,1.2088,1.5182
16,3,3,3,28,3,4,3,1,2,1.6123,2.4279
16,3,3,3,29,3,4,3,1,4,0.9228,1.2746
16,3,3,3,30,4,3,4,1,3,1.1922,1.5016
16,3,3,3,31,4,3,3,0,2,1.4203,1.9483
16,3,3,3,32,4,3,4,1,3,0.9901,1.3266
16,3,3,3,33,3,4,3,1,4,0.9863,1.3056
16,3,3,3,34,3,4,3,1,3,2.2139,2.5362
16,3,3,3,35,4,3,4,1,4,0.7678,1.0845
16,4,1,3,1,2,1,2,1,4,1.1349,1.999
16,4,1,3,2,2,1,2,1,4,0.8152,1.3271
16,4,1,3,3,2,1,2,1,3,0.7947,1.1181
16,4,1,3,4,2,1,2,1,4,0.9267,1.2347
16,4,1,3,5,2,1,2,1,4,0.8442,1.212
16,4,1,3,6,2,1,2,1,3,0.8291,1.1809
16,4,1,3,7,2,1,2,1,4,0.7831,1.1014
16,4,1,3,8,1,2,2,0,2,0.9465,1.3632
16,4,1,3,9,1,2,2,0,2,1.7575,2.069
16,4,1,3,10,1,2,1,1,4,0.8103,1.178
16,4,1,3,11,1,2,2,0,1,1.4194,1.7353
16,4,1,3,12,2,1,2,1,4,0.8859,1.2013
16,4,1,3,13,2,1,2,1,3,1.2707,1.622
16,4,1,3,14,2,1,2,1,3,0.7738,1.2376
16,4,1,3,15,2,1,2,1,1,1.2688,1.6367
16,4,1,3,16,1,2,3,0,4,0.915,1.2672
16,4,1,3,17,1,2,1,1,3,2.5926,3.9043
16,4,1,3,18,2,1,2,1,4,1.0261,1.3783
16,4,1,3,19,2,1,2,1,4,1.2426,1.5693
16,4,1,3,20,1,2,1,1,2,0.844,1.564
16,4,1,3,21,1,2,1,1,4,0.9424,1.3104
16,4,1,3,22,1,2,1,1,3,0.6986,1.0338
16,4,1,3,23,2,1,2,1,3,1.0899,1.489
16,4,1,3,24,2,1,2,1,4,0.7897,1.1013
16,4,1,3,25,2,1,2,1,4,1.1146,1.4349
16,4,1,3,26,2,1,2,1,2,1.2334,1.5857
16,4,1,3,27,2,1,2,1,4,0.7859,1.1061
16,4,1,3,28,2,1,2,1,4,0.8384,1.1512
16,4,1,3,29,2,1,2,1,2,1.0489,1.3683
16,4,1,3,30,2,1,2,1,1,0.7539,1.3299
16,4,1,3,31,1,2,1,1,4,0.7821,1.1182
16,4,1,3,32,2,1,2,1,3,0.8014,1.3291
16,4,1,3,33,1,2,1,1,4,0.8291,1.1514
16,4,1,3,34,2,1,2,1,4,0.8476,1.1681
16,4,1,3,35,1,2,1,1,3,0.6728,0.9931
16,4,2,1,1,2,,2,1,2,0.9593,1.8234
16,4,2,1,2,4,,4,1,3,1.0145,1.3349
16,4,2,1,3,1,,1,1,4,1.0089,1.3932
16,4,2,1,4,3,,3,1,2,1.0494,1.4013
16,4,2,1,5,1,,3,0,1,2.1302,2.4528
16,4,2,1,6,1,,1,1,4,1.1185,1.435
16,4,2,1,7,4,,3,0,2,1.317,1.6349
16,4,2,1,8,4,,2,0,3,1.0276,1.4116
16,4,2,1,9,2,,2,1,3,0.8439,1.1682
16,4,2,1,10,2,,2,1,4,0.797,1.118
16,4,2,1,11,1,,2,0,1,1.9048,2.2413
16,4,2,1,12,2,,2,1,4,0.9186,1.2348
16,4,2,1,13,2,,2,1,2,1.046,1.5578
16,4,2,1,14,1,,1,1,3,1.64,2.0555
16,4,2,1,15,2,,2,1,3,0.8369,1.1734
16,4,2,1,16,3,,3,1,4,0.9507,1.2682
16,4,2,1,17,3,,3,1,2,1.6847,2.1643
16,4,2,1,18,2,,2,1,4,0.782,1.1013
16,4,2,1,19,3,,2,0,2,1.7457,2.0695
16,4,2,1,20,4,,4,1,3,1.151,1.679
16,4,2,1,21,2,,2,1,3,0.9403,1.2924
16,4,2,1,22,1,,1,1,2,1.4968,1.9285
16,4,2,1,23,4,,4,1,2,1.2439,1.5687
16,4,2,1,24,3,,3,1,2,2.4289,2.8448
16,4,2,1,25,4,,4,1,1,2.6018,3.0338
16,4,2,1,26,3,,3,1,2,1.3442,1.6801
16,4,2,1,27,1,,2,0,3,1.3887,1.7019
16,4,2,1,28,3,,3,1,2,0.9526,1.5284
16,4,2,1,29,4,,1,0,2,1.7884,2.1022
16,4,2,1,30,4,,2,0,2,1.0633,1.4475
16,4,2,1,31,3,,3,1,3,0.9098,1.2346
16,4,2,1,32,3,,2,0,3,2.1572,2.5892
16,4,2,1,33,4,,1,0,4,1.3803,1.7021
16,4,2,1,34,2,,2,1,4,0.8968,1.2181
16,4,2,1,35,2,,4,0,2,1.44,1.824
16,4,3,2,1,2,3,2,1,1,1.4364,1.9798
16,4,3,2,2,2,1,2,1,3,0.909,1.6135
16,4,3,2,3,4,3,4,1,3,1.3249,1.9655
16,4,3,2,4,3,1,3,1,3,1.1028,2.0142
16,4,3,2,5,4,3,4,1,1,2.0781,2.4027
16,4,3,2,6,4,2,4,1,3,1.9332,2.2692
16,4,3,2,7,3,1,3,1,2,1.009,1.3609
16,4,3,2,8,1,3,1,1,4,0.955,1.2681
16,4,3,2,9,3,2,4,0,4,1.0477,2.6001
16,4,3,2,10,4,3,4,1,3,1.6629,1.9855
16,4,3,2,11,3,4,3,1,3,1.3755,1.8238
16,4,3,2,12,1,2,2,0,2,1.1587,1.7342
16,4,3,2,13,1,3,1,1,3,1.2169,1.7125
16,4,3,2,14,3,2,2,0,1,1.1003,1.5647
16,4,3,2,15,3,2,3,1,3,0.9265,1.2622
16,4,3,2,16,4,2,2,0,2,1.0052,1.517
16,4,3,2,17,2,3,2,1,3,0.8962,1.2639
16,4,3,2,18,1,4,4,0,3,1.0867,1.5341
16,4,3,2,19,4,3,4,1,2,3.2974,3.9853
16,4,3,2,20,1,4,1,1,4,1.2958,1.7918
16,4,3,2,21,4,2,4,1,2,1.4645,2.1999
16,4,3,2,22,4,1,4,1,3,2.368,3.0883
16,4,3,2,23,2,1,2,1,3,0.9149,1.6186
16,4,3,2,24,3,1,3,1,4,1.3464,1.7146
16,4,3,2,25,3,4,3,1,2,2.2543,3.4702
16,4,3,2,26,2,1,2,1,3,1.0091,1.6013
16,4,3,2,27,4,3,4,1,2,2.0333,2.6249
16,4,3,2,28,1,4,1,1,4,1.0154,1.3509
16,4,3,2,29,4,2,4,1,4,1.2172,1.6178
16,4,3,2,30,1,2,1,1,3,1.4243,1.8409
16,4,3,2,31,2,4,2,1,4,0.8872,1.2548
16,4,3,2,32,3,1,3,1,1,3.0612,3.4294
16,4,3,2,33,4,2,4,1,1,1.2903,1.6103
16,4,3,2,34,2,3,2,1,2,0.9705,1.434
16,4,3,2,35,1,4,1,1,2,2.1612,2.9451
16,5,1,2,1,1,4,1,1,3,1.3159,1.7321
16,5,1,2,2,1,4,1,1,3,1.2949,1.6186
16,5,1,2,3,4,2,2,0,3,1.0702,1.3849
16,5,1,2,4,3,1,1,0,1,2.4393,2.7531
16,5,1,2,5,1,4,1,1,3,1.2398,1.5918
16,5,1,2,6,4,1,4,1,3,0.984,1.3205
16,5,1,2,7,4,2,4,1,2,3.0912,3.4746
16,5,1,2,8,2,4,2,1,2,0.9664,1.5104
16,5,1,2,9,3,1,3,1,3,1.85,2.6344
16,5,1,2,10,3,1,3,1,3,1.5513,2.0631
16,5,1,2,11,4,3,4,1,1,2.8126,3.5646
16,5,1,2,12,1,3,3,0,1,0.973,2.205
16,5,1,2,13,1,4,1,1,4,1.3643,1.6852
16,5,1,2,14,2,3,2,1,4,0.9285,1.2515
16,5,1,2,15,3,2,3,1,4,1.2463,1.5682
16,5,1,2,16,4,3,3,0,2,1.3603,1.8557
16,5,1,2,17,1,4,1,1,4,1.0613,1.3851
16,5,1,2,18,4,3,4,1,4,1.1667,1.485
16,5,1,2,19,3,4,3,1,2,1.5861,2.0824
16,5,1,2,20,1,3,1,1,3,1.4547,1.7687
16,5,1,2,21,4,3,4,1,2,1.6402,2.264
16,5,1,2,22,1,4,1,1,3,1.1971,1.5816
16,5,1,2,23,1,2,1,1,1,2.0786,2.4142
16,5,1,2,24,4,1,4,1,3,2.6055,3.0053
16,5,1,2,25,2,4,2,1,3,1.0118,1.364
16,5,1,2,26,3,1,3,1,3,2.0455,2.4301
16,5,1,2,27,2,4,2,1,4,0.8608,1.1848
16,5,1,2,28,3,2,3,1,2,1.2295,2.5898
16,5,1,2,29,4,2,4,1,1,2.4528,2.8688
16,5,1,2,30,2,4,2,1,4,0.8166,1.1346
16,5,1,2,31,4,2,4,1,2,1.4272,1.8265
16,5,1,2,32,2,1,2,1,4,0.7944,1.1779
16,5,1,2,33,3,4,3,1,4,0.9395,1.2514
16,5,1,2,34,2,1,2,1,4,1.082,1.4017
16,5,1,2,35,2,4,2,1,4,0.8498,1.168
16,5,2,3,1,3,1,3,1,4,1.1146,1.4347
16,5,2,3,2,3,1,3,1,4,0.8171,1.1346
16,5,2,3,3,1,3,1,1,2,1.3489,1.7964
16,5,2,3,4,1,3,1,1,3,1.0852,1.6766
16,5,2,3,5,1,3,1,1,4,0.9538,1.2681
16,5,2,3,6,3,1,3,1,4,0.9992,1.3178
16,5,2,3,7,1,3,1,1,3,0.9473,1.6033
16,5,2,3,8,3,1,3,1,2,1.0266,1.5386
16,5,2,3,9,1,3,1,1,3,1.11,1.4351
16,5,2,3,10,3,1,3,1,4,0.9406,1.2514
16,5,2,3,11,3,1,3,1,4,0.7615,1.0846
16,5,2,3,12,1,3,1,1,3,0.7829,1.1826
16,5,2,3,13,3,1,3,1,4,1.0399,1.3516
16,5,2,3,14,1,3,1,1,3,1.3704,1.6898
16,5,2,3,15,1,3,1,1,4,0.8067,1.1178
16,5,2,3,16,1,3,1,1,3,1.1143,1.5306
16,5,2,3,17,3,1,3,1,1,2.1576,2.6378
16,5,2,3,18,3,1,3,1,2,1.7469,2.0992
16,5,2,3,19,1,3,1,1,2,0.9112,1.4553
16,5,2,3,20,1,3,1,1,1,1.6213,1.9354
16,5,2,3,21,1,3,1,1,2,0.824,1.2553
16,5,2,3,22,3,1,1,0,1,2.5339,2.8533
16,5,2,3,23,1,3,1,1,2,1.218,1.5382
16,5,2,3,24,3,1,3,1,3,1.1252,1.435
16,5,2,3,25,3,1,3,1,4,0.8275,1.1514
16,5,2,3,26,1,3,1,1,4,1.1344,1.4515
16,5,2,3,27,1,3,1,1,3,0.9002,1.2179
16,5,2,3,28,1,3,1,1,3,0.8041,1.1179
16,5,2,3,29,1,3,1,1,3,0.8225,1.1345
16,5,2,3,30,1,3,1,1,2,1.1139,1.435
16,5,2,3,31,1,3,1,1,1,1.6642,2.401
16,5,2,3,32,1,3,1,1,3,1.2794,1.6019
16,5,2,3,33,1,3,1,1,3,1.1512,1.4873
16,5,2,3,34,3,1,3,1,3,0.9003,1.2181
16,5,2,3,35,3,1,3,1,3,0.8035,1.118
16,5,3,1,1,2,,2,1,2,1.0702,1.9662
16,5,3,1,2,2,,2,1,4,0.7682,1.0847
16,5,3,1,3,2,,2,1,3,1.1248,1.4349
16,5,3,1,4,2,,2,1,3,0.8442,1.1681
16,5,3,1,5,3,,3,1,4,1.0219,1.5978
16,5,3,1,6,3,,3,1,3,1.1504,1.5823
16,5,3,1,7,2,,2,1,4,0.8472,1.168
16,5,3,1,8,1,,1,1,2,0.9934,1.3933
16,5,3,1,9,1,,2,0,2,1.9297,2.3141
16,5,3,1,10,3,,3,1,4,1.0369,1.4046
16,5,3,1,11,1,,1,1,2,1.8615,2.4214
16,5,3,1,12,3,,3,1,3,1.0594,1.4755
16,5,3,1,13,3,,4,0,1,1.9927,2.3194
16,5,3,1,14,1,,1,1,4,1.259,1.5853
16,5,3,1,15,2,,2,1,3,0.9081,1.2758
16,5,3,1,16,4,,4,1,2,1.6253,1.9522
16,5,3,1,17,3,,3,1,3,0.9865,1.3014
16,5,3,1,18,3,,3,1,3,0.8234,1.1347
16,5,3,1,19,3,,3,1,3,0.7942,1.1182
16,5,3,1,20,1,,1,1,3,1.6939,2.0192
16,5,3,1,21,2,,2,1,2,0.8444,1.1681
16,5,3,1,22,3,,4,0,1,1.534,1.8547
16,5,3,1,23,1,,1,1,3,1.0439,1.412
16,5,3,1,24,3,,3,1,4,0.9237,1.2603
16,5,3,1,25,2,,2,1,2,0.8903,1.2263
16,5,3,1,26,3,,3,1,4,0.9383,1.3221
16,5,3,1,27,2,,2,1,4,1.1737,1.5893
16,5,3,1,28,3,,3,1,3,0.7904,1.1013
16,5,3,1,29,4,,2,0,3,0.8743,1.1847
16,5,3,1,30,4,,4,1,2,1.3879,1.7018
16,5,3,1,31,2,,2,1,4,0.823,1.1346
16,5,3,1,32,2,,2,1,3,0.7785,1.1302
16,5,3,1,33,3,,2,0,2,1.1499,1.7902
16,5,3,1,34,1,,4,0,2,1.5908,1.9107
16,5,3,1,35,3,,2,0,1,1.5299,1.8521
16,6,1,3,1,4,1,4,1,3,0.965,1.2846
16,6,1,3,2,1,4,1,1,2,0.8976,1.2498
16,6,1,3,3,1,4,1,1,2,1.2788,1.6148
16,6,1,3,4,4,1,1,0,4,0.7189,1.1032
16,6,1,3,5,4,1,4,1,3,0.8358,1.2193
16,6,1,3,6,4,1,4,1,4,1.0431,1.3684
16,6,1,3,7,1,4,2,0,2,0.8766,2.1242
16,6,1,3,8,4,1,4,1,2,0.9828,1.3033
16,6,1,3,9,4,1,4,1,2,0.8839,1.2032
16,6,1,3,10,1,4,1,1,2,0.8839,1.2514
16,6,1,3,11,4,1,4,1,2,0.8503,1.1679
16,6,1,3,12,4,1,4,1,4,0.8994,1.218
16,6,1,3,13,1,4,1,1,4,0.7871,1.2835
16,6,1,3,14,4,1,4,1,2,0.9125,1.4404
16,6,1,3,15,4,1,4,1,4,0.8228,1.2062
16,6,1,3,16,1,4,1,1,3,1.1108,1.9427
16,6,1,3,17,4,1,4,1,3,0.8254,1.3852
16,6,1,3,18,1,4,1,1,3,1.2013,1.6497
16,6,1,3,19,4,1,4,1,4,0.8,1.1994
16,6,1,3,20,4,1,4,1,4,0.7521,1.0883
16,6,1,3,21,1,4,1,1,3,1.2374,1.5574
16,6,1,3,22,4,1,4,1,3,0.9346,1.2548
16,6,1,3,23,4,1,4,1,4,1.1732,1.4851
16,6,1,3,24,1,4,1,1,4,0.9381,1.2514
16,6,1,3,25,1,4,4,0,2,1.48,1.8021
