subject,run,block,condition,trial_in_block,dominant_color,alternative_color,response,correct,confidence,rt_choice,rt_confidence
9,2,1,1,22,3,,3,1,4,1.143,1.4516
9,2,1,1,23,2,,2,1,4,1.4053,1.7187
9,2,1,1,24,4,,4,1,1,1.6563,1.9923
9,2,1,1,25,3,,3,1,3,1.4966,2.2167
9,2,1,1,26,4,,1,0,3,1.8873,2.2557
9,2,1,1,27,4,,1,0,1,2.1487,3.0933
9,2,1,1,28,2,,2,1,3,1.7681,2.2003
9,2,1,1,29,3,,3,1,4,1.4873,2.0624
9,2,1,1,30,1,,1,1,2,1.6766,2.0761
9,2,1,1,31,2,,2,1,3,1.7848,2.1215
9,2,1,1,32,1,,3,0,3,1.5718,1.8855
9,2,1,1,33,1,,3,0,2,1.5597,1.8686
9,2,1,1,34,3,,3,1,4,1.292,1.6017
9,2,1,1,35,3,,3,1,1,1.6439,1.9644
9,2,2,2,1,2,4,2,1,4,1.7964,2.4201
9,2,2,2,2,3,1,3,1,3,1.779,2.1025
9,2,2,2,3,2,3,2,1,4,1.6942,2.3664
9,2,2,2,4,4,3,4,1,3,1.9196,2.4791
9,2,2,2,5,4,2,4,1,4,1.4192,1.7355
9,2,2,2,6,4,3,4,1,3,1.7334,2.1179
9,2,2,2,7,4,1,4,1,1,2.3681,2.736
9,2,2,2,8,1,3,1,1,1,1.9699,2.4177
9,2,2,2,9,2,3,2,1,4,1.6159,1.9356
9,2,2,2,10,4,2,2,0,4,1.7144,2.114
9,2,2,2,11,3,2,3,1,4,1.5496,1.8698
9,2,2,2,12,1,2,2,0,2,2.1305,2.4667
9,2,2,2,13,1,4,1,1,3,1.3276,1.8234
9,2,2,2,14,1,2,1,1,4,1.8787,2.3425
9,2,2,2,15,2,1,2,1,4,1.7682,2.0858
9,2,2,2,16,2,4,2,1,4,1.4606,1.8118
9,2,2,2,17,2,1,1,0,1,2.3799,2.7318
9,2,2,2,18,1,3,1,1,4,1.4861,1.8219
9,2,2,2,19,2,1,2,1,3,2.1334,2.9489
9,2,2,2,20,1,4,1,1,4,1.3897,1.8224
9,2,2,2,21,4,2,2,0,1,3.4608,3.7808
9,2,2,2,22,1,3,1,1,4,1.2278,1.8363
9,2,2,2,23,2,4,2,1,4,1.5696,1.8856
9,2,2,2,24,4,1,4,1,4,2.4543,2.7699
9,2,2,2,25,3,4,4,0,3,1.317,2.7096
9,2,2,2,26,4,3,4,1,3,1.7846,2.3444
9,2,2,2,27,4,1,4,1,1,2.4423,2.753
9,2,2,2,28,3,4,3,1,3,1.8827,2.2024
9,2,2,2,29,1,2,1,1,4,1.5056,1.8888
9,2,2,2,30,2,1,2,1,3,1.5254,1.8354
9,2,2,2,31,4,1,1,0,3,1.5631,1.9629
9,2,2,2,32,3,2,3,1,4,1.8847,2.2044
9,2,2,2,33,3,1,3,1,4,1.1883,1.502
9,2,2,2,34,1,3,1,1,3,1.8471,2.2148
9,2,2,2,35,3,2,3,1,4,1.5029,1.8188
9,2,3,3,1,4,1,1,0,1,1.6761,1.9854
9,2,3,3,2,1,4,1,1,1,1.1322,1.4515
9,2,3,3,3,1,4,1,1,4,1.2507,1.5685
9,2,3,3,4,4,1,4,1,4,1.3319,1.6519
9,2,3,3,5,4,1,4,1,4,0.9926,1.7127
9,2,3,3,6,4,1,1,0,1,1.5488,1.869
9,2,3,3,7,1,4,1,1,3,1.2654,1.5852
9,2,3,3,8,1,4,1,1,4,1.17,1.4851
9,2,3,3,9,1,4,1,1,1,1.4303,1.7521
9,2,3,3,10,1,4,1,1,4,1.264,1.5997
9,2,3,3,11,4,1,4,1,3,1.6639,1.9856
9,2,3,3,12,1,4,2,0,3,1.3287,1.6961
9,2,3,3,13,4,1,4,1,4,1.2613,1.6294
9,2,3,3,14,4,1,4,1,1,1.9484,2.2694
9,2,3,3,15,4,1,4,1,2,1.6167,1.9843
9,2,3,3,16,1,4,1,1,4,1.3927,2.2242
9,2,3,3,17,1,4,1,1,3,1.1592,1.4683
9,2,3,3,18,1,4,1,1,3,1.1804,1.5327
9,2,3,3,19,4,1,4,1,3,1.4084,1.9203
9,2,3,3,20,4,1,4,1,1,1.9225,2.9629
9,2,3,3,21,1,4,1,1,2,1.6595,1.9796
9,2,3,3,22,4,1,4,1,3,2.0763,3.4361
9,2,3,3,23,4,1,4,1,3,1.4879,1.9362
9,2,3,3,24,4,1,4,1,4,1.1869,1.5019
9,2,3,3,25,4,1,1,0,1,1.5745,2.0226
9,2,3,3,26,4,1,4,1,3,1.4939,1.9095
9,2,3,3,27,4,1,4,1,3,1.2087,1.6573
9,2,3,3,28,1,4,1,1,2,1.495,1.9746
9,2,3,3,29,4,1,4,1,4,1.1442,1.5281
9,2,3,3,30,1,4,4,0,3,1.035,1.4834
9,2,3,3,31,4,1,4,1,4,1.216,1.5362
9,2,3,3,32,4,1,4,1,4,1.1705,1.4851
9,2,3,3,33,1,4,1,1,4,1.1433,1.5426
9,2,3,3,34,1,4,1,1,3,1.4494,1.7689
9,2,3,3,35,1,4,1,1,3,1.1551,1.4912
9,3,1,2,1,2,3,2,1,3,1.8092,2.129
9,3,1,2,2,4,1,4,1,4,1.3239,1.7239
9,3,1,2,3,3,4,3,1,3,1.9433,2.2525
9,3,1,2,4,4,3,4,1,3,2.2684,2.5861
9,3,1,2,5,2,4,2,1,3,1.7155,2.2915
9,3,1,2,6,2,1,2,1,4,1.2079,1.8312
9,3,1,2,7,4,1,4,1,2,2.4464,2.8148
9,3,1,2,8,1,3,1,1,3,2.4775,2.877
9,3,1,2,9,4,3,3,0,1,2.0093,2.441
9,3,1,2,10,4,3,4,1,3,1.8943,2.4228
9,3,1,2,11,3,1,3,1,3,1.9088,2.2931
9,3,1,2,12,4,1,4,1,4,1.7366,2.2322
9,3,1,2,13,2,1,2,1,1,2.3994,2.7351
9,3,1,2,14,4,1,4,1,3,1.7603,2.2089
9,3,1,2,15,3,4,3,1,4,1.4638,1.7854
9,3,1,2,16,3,1,3,1,2,2.4323,2.7841
9,3,1,2,17,2,3,2,1,2,1.8232,2.3193
9,3,1,2,18,4,3,4,1,1,3.6971,4.4163
9,3,1,2,19,1,4,1,1,1,2.5267,2.8366
9,3,1,2,20,4,3,3,0,3,1.6597,1.9796
9,3,1,2,21,2,4,2,1,4,1.4686,1.7854
9,3,1,2,22,1,2,1,1,3,1.3326,1.813
9,3,1,2,23,4,3,3,0,4,2.1568,2.4696
9,3,1,2,24,1,4,4,0,1,2.9372,3.4329
9,3,1,2,25,1,2,1,1,4,1.4705,1.806
9,3,1,2,26,4,2,2,0,3,1.4621,1.8454
9,3,1,2,27,2,1,2,1,4,1.3561,1.6685
9,3,1,2,28,1,2,1,1,4,1.369,1.6854
9,3,1,2,29,2,4,2,1,4,1.2051,1.5888
9,3,1,2,30,1,2,1,1,4,1.4616,1.7855
9,3,1,2,31,4,3,3,0,3,1.8852,2.2025
9,3,1,2,32,4,1,1,0,1,2.6606,3.7485
9,3,1,2,33,1,3,1,1,1,2.9412,3.2538
9,3,1,2,34,1,2,1,1,1,1.2564,1.5685
9,3,1,2,35,3,1,4,0,1,1.5609,4.8575
9,3,2,3,1,4,3,3,0,4,1.386,1.7019
9,3,2,3,2,4,3,4,1,4,1.4305,2.1184
9,3,2,3,3,3,4,3,1,4,1.0567,1.3684
9,3,2,3,4,4,3,4,1,1,1.3538,1.6686
9,3,2,3,5,4,3,4,1,2,1.4637,2.2636
9,3,2,3,6,4,3,4,1,3,1.3569,1.7568
9,3,2,3,7,4,3,3,0,3,1.3503,1.7025
9,3,2,3,8,4,3,3,0,1,1.9219,2.4339
9,3,2,3,9,3,4,3,1,4,1.1996,1.6161
9,3,2,3,10,3,4,3,1,4,1.0557,1.376
9,3,2,3,11,3,4,3,1,3,0.8729,1.1847
9,3,2,3,12,3,4,3,1,3,0.8581,1.1677
9,3,2,3,13,4,3,4,1,3,0.8923,1.8039
9,3,2,3,14,4,3,4,1,3,1.2517,1.6514
9,3,2,3,15,3,4,3,1,2,1.3611,1.6854
9,3,2,3,16,3,4,3,1,4,1.0853,1.6613
9,3,2,3,17,4,3,4,1,2,1.4194,2.1074
9,3,2,3,18,4,3,4,1,3,1.3826,1.8468
9,3,2,3,19,4,3,4,1,3,1.3256,1.8215
9,3,2,3,20,4,3,4,1,3,1.2527,1.6203
9,3,2,3,21,3,4,3,1,4,1.4437,2.1637
9,3,2,3,22,3,4,3,1,4,1.2769,1.7572
9,3,2,3,23,4,3,3,0,3,1.1108,1.4622
9,3,2,3,24,4,3,3,0,4,1.7246,2.0609
9,3,2,3,25,4,3,4,1,4,0.8736,1.4496
9,3,2,3,26,4,3,4,1,4,1.3123,1.7279
9,3,2,3,27,3,4,3,1,3,1.0349,1.3708
9,3,2,3,28,3,4,3,1,4,1.316,1.6353
9,3,2,3,29,4,3,4,1,4,1.266,1.7455
9,3,2,3,30,4,3,3,0,3,1.1483,1.5166
9,3,2,3,31,3,4,3,1,4,1.0719,1.4234
9,3,2,3,32,4,3,4,1,4,1.3193,1.7349
9,3,2,3,33,3,4,3,1,4,1.1844,1.5526
9,3,2,3,34,3,4,3,1,4,1.1542,1.4904
9,3,2,3,35,4,3,4,1,3,1.3668,1.7357
9,3,3,1,1,3,,3,1,3,1.3364,1.7045
9,3,3,1,2,3,,3,1,3,0.8679,1.1849
9,3,3,1,3,4,,4,1,3,1.0607,1.4288
9,3,3,1,4,4,,3,0,1,1.4839,1.9001
9,3,3,1,5,1,,2,0,3,1.503,1.8188
9,3,3,1,6,2,,2,1,3,1.0616,1.385
9,3,3,1,7,4,,2,0,3,1.2621,1.5851
9,3,3,1,8,2,,2,1,3,0.9424,1.2512
9,3,3,1,9,3,,3,1,1,1.6445,2.1086
9,3,3,1,10,1,,1,1,4,1.3524,1.8159
9,3,3,1,11,1,,2,0,3,1.3277,1.6801
9,3,3,1,12,1,,1,1,3,1.1652,1.4851
9,3,3,1,13,3,,3,1,3,1.6018,1.919
9,3,3,1,14,2,,3,0,4,1.7319,2.1165
9,3,3,1,15,1,,2,0,3,1.5353,1.8522
9,3,3,1,16,4,,2,0,2,1.4606,1.8764
9,3,3,1,17,2,,2,1,3,1.0501,1.3685
9,3,3,1,18,2,,2,1,3,1.0752,1.3849
9,3,3,1,19,4,,2,0,3,1.0671,1.3851
9,3,3,1,20,4,,2,0,3,0.9163,1.2347
9,3,3,1,21,3,,3,1,4,1.1703,1.4851
9,3,3,1,22,2,,2,1,2,1.0472,1.447
9,3,3,1,23,1,,1,1,3,1.0537,1.3683
9,3,3,1,24,4,,4,1,1,2.0876,2.4029
9,3,3,1,25,2,,2,1,4,1.0935,1.4015
9,3,3,1,26,3,,3,1,3,1.2938,1.6017
9,3,3,1,27,2,,2,1,4,1.214,1.5351
9,3,3,1,28,4,,2,0,3,0.9275,1.2513
9,3,3,1,29,4,,1,0,1,1.8544,2.558
9,3,3,1,30,3,,3,1,3,1.5591,1.8689
9,3,3,1,31,4,,2,0,1,1.6286,1.9521
9,3,3,1,32,3,,3,1,4,1.1174,1.4351
9,3,3,1,33,3,,3,1,3,1.1873,1.7955
9,3,3,1,34,4,,2,0,1,1.9485,2.2694
9,3,3,1,35,3,,3,1,4,1.52,1.8354
9,4,1,2,1,3,1,3,1,3,2.1165,3.508
9,4,1,2,2,1,2,2,0,2,1.8621,2.1858
9,4,1,2,3,4,2,2,0,2,2.0304,2.6378
9,4,1,2,4,2,4,2,1,3,1.1559,1.9072
9,4,1,2,5,4,1,4,1,2,1.9913,2.4395
9,4,1,2,6,1,3,1,1,1,1.5251,2.5805
9,4,1,2,7,1,2,1,1,4,1.3089,1.7092
9,4,1,2,8,2,4,2,1,4,1.465,1.8008
9,4,1,2,9,4,1,4,1,2,1.8725,2.384
9,4,1,2,10,1,4,1,1,3,1.0083,1.5688
9,4,1,2,11,1,3,1,1,4,1.1702,1.7303
9,4,1,2,12,3,2,2,0,3,1.3735,1.8212
9,4,1,2,13,2,3,2,1,3,0.9317,1.364
9,4,1,2,14,3,2,3,1,4,2.2225,2.6382
9,4,1,2,15,1,2,1,1,3,1.3158,2.1956
9,4,1,2,16,1,4,1,1,1,1.2757,1.6116
9,4,1,2,17,2,1,2,1,3,1.4835,1.9313
9,4,1,2,18,1,3,1,1,2,1.4864,2.3501
9,4,1,2,19,4,3,4,1,3,2.0471,2.6076
9,4,1,2,20,4,1,4,1,1,2.5664,2.9185
9,4,1,2,21,4,2,4,1,3,1.1684,1.7118
9,4,1,2,22,4,1,4,1,4,1.4197,1.9155
9,4,1,2,23,4,3,4,1,4,1.7434,2.2717
9,4,1,2,24,2,4,2,1,3,2.6119,2.9322
9,4,1,2,25,3,2,2,0,2,1.486,1.9659
9,4,1,2,26,1,2,1,1,3,1.2954,1.9675
9,4,1,2,27,3,1,3,1,4,1.4239,1.7354
9,4,1,2,28,4,1,4,1,1,2.1866,2.6821
9,4,1,2,29,4,1,1,0,1,2.0939,2.4463
9,4,1,2,30,3,2,3,1,3,1.5796,1.9022
9,4,1,2,31,3,4,3,1,4,1.0237,1.3347
9,4,1,2,32,4,3,3,0,1,1.1465,1.5787
9,4,1,2,33,2,4,2,1,3,1.5476,1.8833
9,4,1,2,34,2,4,2,1,3,1.3923,1.8409
9,4,1,2,35,3,4,3,1,4,1.479,1.8021
9,4,2,1,1,4,,4,1,4,1.4777,1.7852
9,4,2,1,2,2,,2,1,3,1.5659,1.8853
9,4,2,1,3,4,,2,0,1,1.8264,2.1359
9,4,2,1,4,1,,1,1,2,1.5641,1.964
9,4,2,1,5,2,,2,1,4,1.4055,1.7188
9,4,2,1,6,1,,3,0,1,2.0726,2.386
9,4,2,1,7,3,,3,1,3,1.4641,1.7854
9,4,2,1,8,1,,1,1,3,1.0884,1.4087
9,4,2,1,9,3,,3,1,3,1.465,1.7856
9,4,2,1,10,3,,3,1,4,1.3929,1.793
9,4,2,1,11,3,,3,1,4,1.0658,1.4657
9,4,2,1,12,1,,1,1,2,1.5036,1.9192
9,4,2,1,13,3,,3,1,3,1.6343,1.9861
9,4,2,1,14,3,,3,1,3,0.9306,1.2515
9,4,2,1,15,4,,2,0,2,1.745,2.081
9,4,2,1,16,4,,2,0,2,1.7096,2.0189
9,4,2,1,17,4,,3,0,3,1.7397,2.0758
9,4,2,1,18,1,,1,1,4,1.32,1.9439
9,4,2,1,19,2,,2,1,3,1.5465,1.8688
9,4,2,1,20,2,,2,1,4,1.6791,2.0021
9,4,2,1,21,2,,2,1,4,0.879,1.2015
9,4,2,1,22,3,,3,1,4,1.4874,1.802
9,4,2,1,23,1,,3,0,3,1.1426,1.4517
9,4,2,1,24,2,,2,1,4,1.4366,1.752
9,4,2,1,25,1,,2,0,1,1.2856,1.6019
9,4,2,1,26,2,,2,1,4,1.0133,1.3349
9,4,2,1,27,4,,4,1,1,1.7448,2.4969
9,4,2,1,28,1,,1,1,4,1.244,1.5687
9,4,2,1,29,3,,3,1,4,1.3096,1.6183
9,4,2,1,30,4,,2,0,2,1.2447,1.5685
9,4,2,1,31,4,,4,1,2,1.3418,1.6519
9,4,2,1,32,4,,2,0,3,1.2274,1.5799
9,4,2,1,33,1,,1,1,1,1.4371,1.7521
9,4,2,1,34,1,,1,1,1,1.0947,1.4471
9,4,2,1,35,2,,2,1,3,1.1178,1.4351
9,4,3,3,1,2,3,2,1,3,1.115,1.531
9,4,3,3,2,3,2,3,1,4,1.2301,1.5519
9,4,3,3,3,2,3,2,1,4,1.0083,1.36
9,4,3,3,4,3,2,3,1,3,0.8425,1.1514
9,4,3,3,5,2,3,2,1,3,1.0369,1.3517
9,4,3,3,6,2,3,2,1,4,1.0153,1.3832
9,4,3,3,7,2,3,2,1,4,1.0396,1.5035
9,4,3,3,8,3,2,2,0,2,2.0839,2.5159
9,4,3,3,9,3,2,3,1,3,0.9267,1.3267
9,4,3,3,10,2,3,2,1,4,1.1784,1.594
9,4,3,3,11,2,3,2,1,4,1.1465,1.4684
9,4,3,3,12,3,2,3,1,4,0.9282,1.2803
9,4,3,3,13,2,3,2,1,2,1.5658,1.9175
9,4,3,3,14,3,2,3,1,4,1.025,1.3348
9,4,3,3,15,2,3,2,1,4,1.0514,1.3682
9,4,3,3,16,2,3,2,1,4,1.1411,1.4516
9,4,3,3,17,2,3,2,1,4,1.1309,1.4516
9,4,3,3,18,2,3,2,1,2,1.1049,1.4568
9,4,3,3,19,2,3,3,0,1,2.7593,3.0702
9,4,3,3,20,3,2,3,1,2,2.0107,2.3191
9,4,3,3,21,2,3,2,1,2,0.956,1.2924
9,4,3,3,22,3,2,3,1,3,0.7931,1.1011
9,4,3,3,23,3,2,3,1,3,1.0381,1.3518
9,4,3,3,24,2,3,2,1,2,0.9679,1.3038
9,4,3,3,25,3,2,3,1,3,0.8518,1.1681
9,4,3,3,26,2,3,2,1,1,0.9813,1.3015
9,4,3,3,27,2,3,2,1,4,1.0099,1.3179
9,4,3,3,28,3,2,3,1,3,1.0375,1.3517
9,4,3,3,29,2,3,2,1,3,1.2076,1.5184
9,4,3,3,30,2,3,2,1,1,0.9552,1.2682
9,4,3,3,31,3,2,3,1,2,0.9689,1.2849
9,4,3,3,32,2,3,2,1,3,1.1099,1.7181
9,4,3,3,33,2,3,2,1,3,1.0725,1.4084
9,4,3,3,34,3,2,3,1,3,0.9209,1.235
9,4,3,3,35,2,3,2,1,3,1.1274,1.4518
9,5,1,1,1,2,,2,1,3,1.1632,1.4849
9,5,1,1,2,4,,2,0,3,1.3118,1.6352
9,5,1,1,3,2,,2,1,1,1.1503,1.4685
9,5,1,1,4,3,,1,0,1,1.5716,1.8851
9,5,1,1,5,2,,2,1,3,1.2238,1.5758
9,5,1,1,6,1,,1,1,3,1.5938,1.9777
9,5,1,1,7,2,,2,1,3,1.0985,1.4183
9,5,1,1,8,1,,1,1,4,1.4256,1.7453
9,5,1,1,9,4,,3,0,2,2.0122,2.3193
9,5,1,1,10,4,,3,0,3,1.8384,2.5903
9,5,1,1,11,3,,3,1,1,1.1583,1.4785
9,5,1,1,12,2,,2,1,3,1.435,1.7521
9,5,1,1,13,3,,3,1,2,1.7013,2.0207
9,5,1,1,14,1,,1,1,3,1.2681,1.62
9,5,1,1,15,3,,3,1,3,2.0035,2.3194
9,5,1,1,16,1,,3,0,3,1.4939,1.8019
9,5,1,1,17,3,,3,1,3,1.4686,1.7853
9,5,1,1,18,1,,1,1,2,1.2213,1.7169
9,5,1,1,19,4,,2,0,2,1.6321,1.984
9,5,1,1,20,4,,1,0,3,1.6964,2.0192
9,5,1,1,21,1,,1,1,1,1.6307,2.3987
9,5,1,1,22,2,,2,1,3,1.1987,1.5185
9,5,1,1,23,2,,2,1,3,1.5219,1.8354
9,5,1,1,24,2,,2,1,3,1.3524,1.6683
9,5,1,1,25,3,,3,1,4,1.9244,2.2765
9,5,1,1,26,3,,3,1,3,1.6728,2.0094
9,5,1,1,27,2,,2,1,3,1.5601,1.9608
9,5,1,1,28,1,,1,1,3,1.45,1.882
9,5,1,1,29,4,,4,1,2,1.6951,2.0786
9,5,1,1,30,4,,3,0,1,1.9633,2.2998
9,5,1,1,31,3,,1,0,1,2.0635,2.3861
9,5,1,1,32,1,,1,1,3,1.2791,1.7591
9,5,1,1,33,2,,2,1,3,1.2408,1.5517
9,5,1,1,34,3,,3,1,3,1.4506,1.7686
9,5,1,1,35,1,,1,1,1,1.7478,2.0692
9,5,2,3,1,2,1,1,0,2,1.9753,2.6637
9,5,2,3,2,2,1,2,1,3,2.1242,2.476
9,5,2,3,3,1,2,1,1,1,1.7687,2.1048
9,5,2,3,4,2,1,2,1,3,1.1714,1.4853
9,5,2,3,5,1,2,1,1,3,1.0485,1.4964
9,5,2,3,6,2,1,2,1,3,0.9896,1.3416
9,5,2,3,7,1,2,1,1,3,1.0322,1.4637
9,5,2,3,8,2,1,2,1,4,0.8942,1.2183
9,5,2,3,9,1,2,1,1,2,1.07,1.5495
9,5,2,3,10,2,1,2,1,4,0.96,1.268
9,5,2,3,11,2,1,2,1,4,1.1494,1.4684
9,5,2,3,12,1,2,1,1,1,1.8582,2.2103
9,5,2,3,13,1,2,1,1,4,1.0656,1.4019
9,5,2,3,14,1,2,1,1,3,1.1699,1.5221
9,5,2,3,15,2,1,2,1,4,1.2056,1.5186
9,5,2,3,16,1,2,1,1,4,1.0648,1.6244
9,5,2,3,17,1,2,1,1,1,1.9756,2.2861
9,5,2,3,18,2,1,2,1,4,1.0355,1.3516
9,5,2,3,19,2,1,2,1,4,1.1567,1.9245
9,5,2,3,20,1,2,1,1,2,1.6238,2.1521
9,5,2,3,21,2,1,2,1,3,1.8576,2.1935
9,5,2,3,22,1,2,1,1,1,1.4973,1.8189
9,5,2,3,23,1,2,1,1,3,1.5684,1.9678
9,5,2,3,24,2,1,2,1,4,1.0247,1.345
9,5,2,3,25,2,1,2,1,4,1.0354,1.3517
9,5,2,3,26,2,1,2,1,4,1.0937,1.4021
9,5,2,3,27,2,1,2,1,3,1.1817,1.5014
9,5,2,3,28,2,1,2,1,3,1.1222,1.4352
9,5,2,3,29,1,2,1,1,4,1.2087,1.5182
9,5,2,3,30,1,2,1,1,2,1.1482,1.6284
9,5,2,3,31,1,2,1,1,3,1.2435,1.6433
9,5,2,3,32,1,2,1,1,3,1.1622,1.6103
9,5,2,3,33,1,2,1,1,3,1.0178,1.335
9,5,2,3,34,1,2,1,1,3,1.0926,1.4015
9,5,2,3,35,2,1,3,0,3,1.1803,1.5017
9,5,3,2,1,1,3,1,1,3,1.639,1.9592
9,5,3,2,2,2,3,2,1,3,1.5285,1.8353
9,5,3,2,3,2,3,2,1,4,1.0231,1.3348
9,5,3,2,4,2,3,2,1,4,1.05,1.3701
9,5,3,2,5,1,2,1,1,3,1.3958,1.7187
9,5,3,2,6,2,4,2,1,4,1.3428,1.6516
9,5,3,2,7,2,4,2,1,4,1.0203,1.3349
9,5,3,2,8,3,2,2,0,2,1.0312,1.3833
9,5,3,2,9,4,2,2,0,4,1.1198,1.435
9,5,3,2,10,4,1,4,1,1,2.3109,2.7267
9,5,3,2,11,1,3,1,1,4,1.353,1.6728
9,5,3,2,12,2,4,2,1,3,1.1421,1.5102
9,5,3,2,13,1,2,1,1,1,1.226,1.6098
9,5,3,2,14,2,1,2,1,4,1.7863,2.1025
9,5,3,2,15,4,2,2,0,3,1.0128,1.3972
9,5,3,2,16,4,3,3,0,1,1.7265,2.0355
9,5,3,2,17,4,1,4,1,1,2.4118,2.7196
9,5,3,2,18,2,4,2,1,4,1.166,1.4852
9,5,3,2,19,1,4,1,1,3,1.2506,1.5869
9,5,3,2,20,2,4,2,1,4,1.1073,1.4184
9,5,3,2,21,1,3,1,1,4,1.1621,1.4849
9,5,3,2,22,4,2,2,0,1,1.5185,1.9669
9,5,3,2,23,3,1,1,0,4,1.712,2.0956
9,5,3,2,24,4,2,2,0,4,1.0358,1.3872
9,5,3,2,25,3,1,3,1,3,1.7328,2.0524
9,5,3,2,26,2,4,2,1,4,1.4742,1.9222
9,5,3,2,27,1,4,1,1,3,1.4128,1.7804
9,5,3,2,28,2,4,2,1,4,1.2142,1.5353
9,5,3,2,29,1,3,1,1,3,1.2483,1.6001
9,5,3,2,30,1,4,1,1,4,1.7923,2.1125
9,5,3,2,31,1,3,1,1,4,1.2112,1.5351
9,5,3,2,32,2,1,2,1,3,1.0699,1.3851
9,5,3,2,33,1,2,1,1,4,1.3349,1.652
9,5,3,2,34,2,4,2,1,4,0.9328,1.2514
9,5,3,2,35,2,4,2,1,4,0.9791,1.3016
9,6,1,3,1,1,3,1,1,1,1.8366,2.4919
9,6,1,3,2,3,1,3,1,4,1.0954,1.4183
9,6,1,3,3,3,1,3,1,2,1.0715,1.4713
9,6,1,3,4,3,1,3,1,3,0.9646,1.285
9,6,1,3,5,1,3,1,1,1,1.0259,1.3456
9,6,1,3,6,1,3,1,1,3,1.4523,1.772
9,6,1,3,7,1,3,1,1,3,1.0619,1.385
9,6,1,3,8,3,1,3,1,3,0.8783,1.4538
9,6,1,3,9,1,3,1,1,2,0.9164,1.6202
9,6,1,3,10,1,3,1,1,4,1.0755,1.3848
9,6,1,3,11,1,3,1,1,4,0.956,1.2689
9,6,1,3,12,3,1,3,1,3,0.8577,1.168
9,6,1,3,13,3,1,3,1,2,0.8597,1.2114
9,6,1,3,14,1,3,1,1,4,0.9883,1.3014
9,6,1,3,15,1,3,1,1,3,0.9511,1.2683
9,6,1,3,16,3,1,1,0,3,1.1089,1.4766
9,6,1,3,17,1,3,1,1,4,1.5622,1.8856
9,6,1,3,18,1,3,1,1,3,0.927,1.2347
9,6,1,3,19,3,1,3,1,4,0.8446,1.1681
9,6,1,3,20,1,3,1,1,2,0.8787,1.2015
9,6,1,3,21,1,3,1,1,3,1.0228,1.3351
9,6,1,3,22,1,3,1,1,4,1.018,1.3347
9,6,1,3,23,3,1,3,1,3,1.7479,2.0689
9,6,1,3,24,3,1,3,1,4,1.0562,1.3682
9,6,1,3,25,1,3,1,1,3,0.8731,1.1846
9,6,1,3,26,3,1,3,1,4,1.1946,1.5185
9,6,1,3,27,3,1,3,1,4,0.9741,1.2848
9,6,1,3,28,1,3,1,1,3,1.274,1.5848
9,6,1,3,29,1,3,1,1,4,1.0516,1.3683
9,6,1,3,30,1,3,1,1,3,0.9008,1.2372
9,6,1,3,31,1,3,1,1,4,1.0601,1.3681
9,6,1,3,32,1,3,1,1,4,0.9891,1.3016
9,6,1,3,33,1,3,1,1,1,1.3057,1.6413
9,6,1,3,34,1,3,1,1,4,1.1116,1.4352
9,6,1,3,35,3,1,1,0,1,1.1027,1.5346
9,6,2,1,1,1,,1,1,4,1.1605,1.4681
9,6,2,1,2,1,,1,1,3,0.8776,1.4536
9,6,2,1,3,2,,2,1,2,1.1556,1.4684
9,6,2,1,4,1,,2,0,3,0.857,1.1681
9,6,2,1,5,2,,2,1,1,1.7386,2.0523
9,6,2,1,6,3,,3,1,4,1.0802,1.4016
9,6,2,1,7,2,,2,1,3,1.0724,1.3849
9,6,2,1,8,3,,3,1,4,1.4008,1.7186
9,6,2,1,9,1,,1,1,4,1.4919,1.9081
9,6,2,1,10,3,,3,1,4,1.4478,1.7688
9,6,2,1,11,2,,2,1,4,1.712,2.0357
9,6,2,1,12,1,,1,1,4,1.358,1.6685
9,6,2,1,13,2,,2,1,4,1.2276,1.5519
9,6,2,1,14,3,,3,1,4,1.437,1.7568
9,6,2,1,15,1,,1,1,4,1.2224,1.5352
9,6,2,1,16,3,,3,1,4,1.3214,1.6352
9,6,2,1,17,1,,1,1,4,1.9283,2.2526
9,6,2,1,18,3,,3,1,4,1.4691,1.7854
9,6,2,1,19,4,,2,0,4,1.3971,1.7187
9,6,2,1,20,1,,1,1,4,1.792,2.1024
9,6,2,1,21,1,,2,0,3,1.4355,1.8517
9,6,2,1,22,2,,2,1,4,1.201,1.5528
9,6,2,1,23,4,,2,0,1,1.1386,1.4517
9,6,2,1,24,2,,2,1,4,0.9684,1.2849
9,6,2,1,25,1,,1,1,4,1.0302,1.4462
9,6,2,1,26,3,,3,1,3,1.2449,1.5685
9,6,2,1,27,1,,1,1,4,1.0862,1.4018
9,6,2,1,28,3,,3,1,1,1.5734,1.8853
9,6,2,1,29,3,,3,1,4,1.1139,1.4352
9,6,2,1,30,4,,3,0,4,1.0409,1.3514
9,6,2,1,31,4,,3,0,4,1.547,1.9473
9,6,2,1,32,3,,3,1,4,0.9575,1.2682
9,6,2,1,33,4,,3,0,3,1.0189,1.3391
9,6,2,1,34,1,,1,1,2,1.1418,1.4781
9,6,2,1,35,4,,4,1,2,1.2432,1.6108
9,6,3,2,1,4,2,2,0,4,1.3452,1.6686
9,6,3,2,2,4,3,3,0,2,1.247,1.7272
9,6,3,2,3,4,3,4,1,3,1.2743,1.6258
9,6,3,2,4,4,1,4,1,3,1.4496,1.8492
