snapshot,N,method,rank,n_mc_samples,batch,factorization_seconds,pom_seconds,total_seconds,peak_memory_mb,qpo_objective,qpo_efficiency_normalised,tv_error,l1_error,max_abs_error,spearman,qpo_efficiency,top10_recall,top10_jaccard,top25_recall,top25_jaccard,top50_recall,top50_jaccard,top100_recall,top100_jaccard,mean_tanimoto,median_tanimoto,p90_tanimoto,max_tanimoto,frac_pairs_gt_0.4,batch_oracle_mean,batch_oracle_max,batch_oracle_top10,mc_seed,cov_offdiag_fro,cov_offdiag_rel,corr_offdiag_rmse,corr_offdiag_max,corr_true_rmse,diag_max_abs_err,quot_fro,quot_rel,sobol_nodes,quad_self_tv,min_d,eig_seconds
qm9_gap_seed7,500,reference-2nd-seed,,20000000.0,100,0.0,91.00871229171753,91.00871229171753,,0.2951662,0.9999999999999994,0.002833749999999999,0.005667499999999998,5.240000000000019e-05,0.999519950010674,1.0,1.0,1.0,0.96,0.9230769230769231,1.0,1.0,1.0,1.0,0.3113896722190555,0.3076923076923077,0.40825602968460145,0.75,0.11636363636363636,0.3257359999999999,0.3733,0.35825999999999997,,,,,,,,,,,,,
qm9_gap_seed7,500,qPO-MC-10000,,10000.0,100,0.0,0.043595075607299805,0.043595075607299805,82.070784,0.27589455,0.7974948038274091,0.09274450000000001,0.18548900000000001,0.0014479499999999997,0.7381920069275014,0.9347091570782834,0.7,0.5384615384615384,0.6,0.42857142857142855,0.62,0.4492753623188406,0.66,0.4925373134328358,0.3241007918444797,0.32142857142857145,0.4222222222222222,0.75,0.15151515151515152,0.32590600000000003,0.3733,0.36198,0.0,,,,,,,,,,,,
qm9_gap_seed7,500,qPO-MC-10000,,10000.0,100,0.0,0.04252886772155762,0.04252886772155762,82.070784,0.28237729999999994,0.8656151028411337,0.0859886,0.1719772,0.00161605,0.7571097038604336,0.9566722070480969,0.4,0.25,0.68,0.5151515151515151,0.58,0.4084507042253521,0.72,0.5625,0.32145586343836013,0.32075471698113206,0.42,0.7446808510638298,0.14747474747474748,0.324908,0.3733,0.35799,1.0,,,,,,,,,,,,
qm9_gap_seed7,500,qPO-MC-10000,,10000.0,100,0.0,0.04224205017089844,0.04224205017089844,82.070784,0.28092170000000005,0.8503197563840945,0.08428025,0.1685605,0.0014580499999999998,0.7790947508774125,0.9517407480937861,0.6,0.42857142857142855,0.72,0.5625,0.64,0.47058823529411764,0.72,0.5625,0.32658090040979154,0.3269230769230769,0.41818181818181815,0.75,0.14282828282828283,0.32591000000000003,0.3733,0.35581999999999997,2.0,,,,,,,,,,,,
qm9_gap_seed7,500,qPO-MC-10000,,10000.0,100,0.0,0.04196929931640625,0.04196929931640625,82.070784,0.27820724999999996,0.8217964991772281,0.0948123,0.1896246,0.0019202000000000004,0.768359917697017,0.9425444037969116,0.4,0.25,0.48,0.3157894736842105,0.66,0.4925373134328358,0.7,0.5384615384615384,0.31844555684617804,0.3148148148148148,0.4166666666666667,0.75,0.13676767676767676,0.326335,0.3733,0.35712999999999995,3.0,,,,,,,,,,,,
qm9_gap_seed7,500,qPO-MC-10000,,10000.0,100,0.0,0.042134761810302734,0.042134761810302734,82.070784,0.2812521,0.8537915772616744,0.09117085,0.1823417,0.00144115,0.7418454202130258,0.9528601174524726,0.6,0.42857142857142855,0.56,0.3888888888888889,0.66,0.4925373134328358,0.7,0.5384615384615384,0.3164375156912873,0.3137254901960784,0.41509433962264153,0.75,0.1288888888888889,0.3239639999999999,0.3733,0.35422999999999993,4.0,,,,,,,,,,,,
qm9_gap_seed7,500,qPO-fast-eig,0.0,0.0,100,0.011327743530273438,0.005883932113647461,0.0172116756439209,5.16856,0.26519035,0.6850157934224544,0.0886425646332911,0.1772851292665822,0.002560007872484716,0.672554466783099,0.898444164677392,0.5,0.3333333333333333,0.48,0.3157894736842105,0.52,0.35135135135135137,0.56,0.3888888888888889,0.3811831152822294,0.37735849056603776,0.47629870129870167,0.9487179487179487,0.37232323232323233,0.33433000000000007,0.3778,0.37221000000000004,,0.04866947921404088,1.0,0.11477815669283266,0.8182118021265449,0.11477815669283266,0.0,0.02286764985728317,0.8019600194172584,0.0,0.0,0.0003963650113385361,0.011293888092041016
qm9_gap_seed7,500,qPO-factorMC,0.0,4000000.0,100,0.011327743530273438,14.442004203796387,14.45333194732666,480.075096,0.2648299,0.681228209175106,0.08855555,0.1771111,0.00258255,0.6723212039990218,0.8972229882689821,0.5,0.3333333333333333,0.48,0.3157894736842105,0.52,0.35135135135135137,0.56,0.3888888888888889,0.3813516008009365,0.37735849056603776,0.4782608695652174,0.9487179487179487,0.37313131313131315,0.33447900000000014,0.3778,0.37221000000000004,,0.04866947921404088,1.0,0.11477815669283266,0.8182118021265449,0.11477815669283266,0.0,0.02286764985728317,0.8019600194172584,,,,
qm9_gap_seed7,500,qPO-fast-eig,2.0,0.0,100,0.011620044708251953,2.7798209190368652,2.791440963745117,288.296846,0.29424554999999997,0.9903258720007726,0.01792302579786934,0.03584605159573868,0.0003253468228117907,0.9852937477631954,0.9968809098060685,0.8,0.6666666666666666,0.92,0.8518518518518519,0.92,0.8518518518518519,0.94,0.8867924528301887,0.3098230245043466,0.3050847457627119,0.4117647058823529,0.8205128205128205,0.11717171717171718,0.326252,0.3733,0.35825999999999997,,0.019226498219440794,0.3950422016000133,0.04566687897067504,0.6435822649602106,0.11477815669283266,1.0842021724855044e-19,0.019142699587214394,0.6713273916852373,1024.0,8.117833141677732e-05,0.0003954618398233936,0.011293888092041016
qm9_gap_seed7,500,qPO-factorMC,2.0,4000000.0,100,0.011620044708251953,14.196505069732666,14.208125114440918,480.075096,0.2944594,0.9925729933526812,0.01899,0.03798,0.00034509999999999966,0.9838450240134613,0.9976054168803881,0.9,0.8181818181818182,0.92,0.8518518518518519,0.92,0.8518518518518519,0.95,0.9047619047619048,0.3101410156198721,0.30612244897959184,0.4108193277310928,0.8205128205128205,0.11696969696969697,0.32648000000000005,0.3733,0.35825999999999997,,0.019226498219440794,0.3950422016000133,0.04566687897067504,0.6435822649602106,0.11477815669283266,1.0842021724855044e-19,0.019142699587214394,0.6713273916852373,,,,
