dataset,objective,method,seed,iteration,n_acquired,acquisition_seconds,peak_memory_mb,cumulative_seconds,library_scoring_seconds,top1_ave,top10_ave,top100_ave,frac_top1pct,frac_top0.01pct,simple_regret,gp_noise,gp_outputscale,rank,n_scored,sobol_nodes,n_mc_samples,mean_tanimoto,median_tanimoto,p90_tanimoto,max_tanimoto,frac_pairs_gt_0.4
qm9,gap,qPO-MC-10k,0,1,200,9.654860249953344,2643.234634,13.4616060256958,3.488436333136633,0.3729,0.36493,0.332511,0.01569506726457399,0.0,0.24919999999999998,0.0001000428746920079,0.0015197497559711337,,10000,,10000.0,0.3888905211298363,0.390625,0.5,0.8157894736842105,0.45232323232323235
qm9,gap,qPO-MC-10k,0,2,300,9.560750166885555,2643.233092,25.671216011047363,2.5335877498146147,0.3778,0.37343000000000004,0.350584,0.04783258594917788,0.0,0.24429999999999996,0.00010000057955039665,0.000934066076297313,,10000,,10000.0,0.3497438199080815,0.3392857142857143,0.45614035087719296,0.8717948717948718,0.22747474747474747
qm9,gap,qPO-MC-10k,0,3,400,10.438593707978725,2643.232292,37.884483098983765,1.6015041670762002,0.381,0.37653,0.360462,0.08893871449925261,0.0,0.24109999999999998,0.00010000000474974513,0.0007195905782282352,,10000,,10000.0,0.32459057187560314,0.31746031746031744,0.4457994138717031,0.8387096774193549,0.18161616161616162
qm9,gap,qPO-MC-10k,0,4,500,9.829134166007861,2643.231492,49.96484398841858,2.0323855420574546,0.3901,0.38305,0.367704,0.13602391629297458,0.0,0.23199999999999998,0.00010000041947932914,0.0006410816567949951,,10000,,10000.0,0.28522598042330033,0.2808988764044944,0.47459339154254415,0.9607843137254902,0.21171717171717172
qm9,gap,qPO-MC-10k,0,5,600,9.613500291947275,2643.230692,62.24874496459961,2.3016583749558777,0.403,0.38896000000000003,0.37315600000000004,0.18011958146487295,0.0,0.21909999999999996,0.00010000003385357559,0.0006157825700938702,,10000,,10000.0,0.29667703765541137,0.30666666666666664,0.5192557442557444,0.8775510204081632,0.3202020202020202
qm9,gap,qPO-MC-10k,0,6,700,9.62868579197675,2643.229892,75.10256505012512,2.655243125045672,0.4179,0.39785,0.37634300000000004,0.2249626307922272,0.07692307692307693,0.2042,0.00010000001202570274,0.0006324757705442607,,10000,,10000.0,0.2680956269498319,0.2571428571428571,0.463768115942029,0.96,0.18343434343434342
qm9,gap,qPO-MC-10k,0,7,800,20.727126915939152,2643.229092,99.58991312980652,3.0592259580735117,0.4426,0.40442999999999996,0.378405,0.2623318385650224,0.15384615384615385,0.1795,0.00010000001202570274,0.0007004800718277693,,10000,,10000.0,0.2272792564757765,0.208955223880597,0.39727783631893226,0.8333333333333334,0.09494949494949495
qm9,gap,qPO-MC-10k,0,8,900,23.92261933395639,2643.228292,135.47182512283325,7.897869874956086,0.4465,0.42446,0.38777,0.3101644245142003,0.6153846153846154,0.17559999999999998,0.00010000003385357559,0.0007066229009069502,,10000,,10000.0,0.23709516953345477,0.18301271040879424,0.52,0.8780487804878049,0.23939393939393938
qm9,gap,qPO-MC-10k,0,9,1000,23.60375633300282,2643.227492,171.69342422485352,8.552664667135105,0.6221,0.45042,0.3914250000000001,0.34379671150971597,0.7692307692307693,0.0,0.00010000000474974513,0.0008233448606915772,,10000,,10000.0,0.41035261725055533,0.4339622641509434,0.5434782608695652,0.8780487804878049,0.6462626262626263
qm9,gap,qPO-MC-10k,0,10,1100,30.011783542111516,2643.226692,219.74959301948547,11.999582125106826,0.6221,0.45674000000000003,0.39264400000000016,0.3624813153961136,0.8461538461538461,0.0,0.00010000001930166036,0.0010459754848852754,,10000,,10000.0,0.15917437892568903,0.12778327560613556,0.3831931464174455,0.82,0.08646464646464647
