snapshot,N,method,rank,budget,seed,seconds,qpo_efficiency,qpo_efficiency_normalised,tv_error,spearman,top10_recall,top10_jaccard,top100_recall,top100_jaccard,quad_self_tv
qm9_gap_seed7,1000,reference-2nd-seed,,20000000.0,,311.73329962498974,0.9999999999999997,0.9999999999999992,0.0037843499999999993,0.9994880464235404,1.0,1.0,1.0,1.0,
qm9_gap_seed7,1000,qPO-dense-MC,,10000.0,0.0,0.11307604191824794,0.897513034857552,0.7641080678616503,0.126276,0.7313538182002136,0.3,0.17647058823529413,0.53,0.36054421768707484,
qm9_gap_seed7,1000,qPO-dense-MC,,10000.0,1.0,0.10945724998600781,0.8878537098622669,0.7418754177570925,0.1240657,0.7188064702706237,0.7,0.5384615384615384,0.58,0.4084507042253521,
qm9_gap_seed7,1000,qPO-dense-MC,,10000.0,2.0,0.10673166695050895,0.9167663656422105,0.8084230243303026,0.11860845,0.7196058653880228,0.7,0.5384615384615384,0.64,0.47058823529411764,
qm9_gap_seed7,1000,qPO-dense-MC,,30000.0,0.0,0.3361603750381619,0.9606026219864445,0.9093199451473136,0.06968305,0.8767593391727859,0.5,0.3333333333333333,0.76,0.6129032258064516,
qm9_gap_seed7,1000,qPO-dense-MC,,30000.0,1.0,0.3346284159924835,0.9566591516590368,0.9002433485911614,0.06976143333333333,0.8716998910539715,0.5,0.3333333333333333,0.71,0.5503875968992248,
qm9_gap_seed7,1000,qPO-dense-MC,,30000.0,2.0,0.3338092089397833,0.966465232792277,0.9228137839827288,0.07069263333333334,0.8642635336667552,0.9,0.8181818181818182,0.75,0.6,
qm9_gap_seed7,1000,qPO-dense-MC,,100000.0,0.0,1.1062606669729576,0.9881953208261661,0.972829436653543,0.0370653,0.9573729739988549,0.8,0.6666666666666666,0.86,0.7543859649122807,
qm9_gap_seed7,1000,qPO-dense-MC,,100000.0,1.0,1.1050165001070127,0.9857318536318183,0.9671593298704368,0.0375809,0.9542010160608138,0.7,0.5384615384615384,0.84,0.7241379310344828,
qm9_gap_seed7,1000,qPO-dense-MC,,100000.0,2.0,1.1119277910329401,0.9815222994396401,0.9574702940944841,0.03768605,0.9577500096988133,0.8,0.6666666666666666,0.82,0.6949152542372882,
qm9_gap_seed7,1000,qPO-dense-MC,,300000.0,0.0,3.2686431250767782,0.9959668924939181,0.9907170875749027,0.022045099999999998,0.9844938940697036,0.9,0.8181818181818182,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-dense-MC,,300000.0,1.0,3.2812541250605136,0.9942994147568807,0.986879091741572,0.02260215,0.9833311356556017,0.9,0.8181818181818182,0.9,0.8181818181818182,
qm9_gap_seed7,1000,qPO-dense-MC,,300000.0,2.0,3.246896415948868,0.995818439753212,0.9903753972556731,0.022631599999999998,0.983605118290523,0.9,0.8181818181818182,0.91,0.8348623853211009,
qm9_gap_seed7,1000,qPO-dense-MC,,1000000.0,0.0,11.27759079192765,0.9996756661074475,0.9992534880073205,0.0126942,0.9947769016116549,0.9,0.8181818181818182,0.98,0.9607843137254902,
qm9_gap_seed7,1000,qPO-dense-MC,,1000000.0,1.0,22.821266624960117,0.9987269824025533,0.9970699241577655,0.012431150000000002,0.994764469247668,0.9,0.8181818181818182,0.96,0.9230769230769231,
qm9_gap_seed7,1000,qPO-dense-MC,,1000000.0,2.0,25.0080347500043,0.9984456291130245,0.9964223396479871,0.013125749999999999,0.9943880582879266,0.9,0.8181818181818182,0.96,0.9230769230769231,
qm9_gap_seed7,1000,qPO-dense-MC,,3000000.0,0.0,89.21595750004053,0.9998478712866665,0.9996498487776266,0.007696449999999999,0.9980211430060572,0.9,0.8181818181818182,0.99,0.9801980198019802,
qm9_gap_seed7,1000,qPO-dense-MC,,3000000.0,1.0,54.96406070806552,0.9995976223809048,0.999073856525211,0.007406266666666667,0.9980703696927758,1.0,1.0,0.98,0.9607843137254902,
qm9_gap_seed7,1000,qPO-dense-MC,,3000000.0,2.0,35.682460249983706,0.9993264487078811,0.9984497022087504,0.007956550000000001,0.9979566487797714,1.0,1.0,0.97,0.941747572815534,
qm9_gap_seed7,1000,qPO-dense-MC,,10000000.0,0.0,111.64981912495568,0.9999999999999999,0.9999999999999997,0.004753500000000001,0.9992228670573401,0.9,0.8181818181818182,1.0,1.0,
qm9_gap_seed7,1000,qPO-dense-MC,,10000000.0,1.0,136.19270070805214,0.9994418176949444,0.9987152443996952,0.004844050000000001,0.9992108100450824,1.0,1.0,0.98,0.9607843137254902,
qm9_gap_seed7,1000,qPO-dense-MC,,10000000.0,2.0,195.19922554097138,0.9999725715888595,0.9999368686457792,0.004737299999999999,0.9992392891046438,1.0,1.0,0.99,0.9801980198019802,
qm9_gap_seed7,1000,qPO-fast,2.0,32.0,,0.10093495901674032,0.9966353539777839,0.9922556702694922,0.018780765346045114,0.9885080436806254,0.8,0.6666666666666666,0.93,0.8691588785046729,0.004134308389284148
qm9_gap_seed7,1000,qPO-fast-contrast,2.0,32.0,,0.1004492089850828,0.9970694015148966,0.9932547076790507,0.015927477624356524,0.991581018974855,0.9,0.8181818181818182,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-fast,2.0,64.0,,0.20472516596782953,0.995630399614984,0.9899425895179819,0.01874780705602279,0.988638147820097,0.8,0.6666666666666666,0.92,0.8518518518518519,0.002718157091384908
qm9_gap_seed7,1000,qPO-fast-contrast,2.0,64.0,,0.2021406670100987,0.9970694015148964,0.9932547076790503,0.01592023629005078,0.9915623649548578,0.9,0.8181818181818182,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-fast,2.0,128.0,,0.3981922500533983,0.99573276131429,0.9901781931285745,0.018428088647747698,0.9888072760014025,0.8,0.6666666666666666,0.92,0.8518518518518519,0.0007736340723303273
qm9_gap_seed7,1000,qPO-fast-contrast,2.0,128.0,,0.3998455839464441,0.9970694015148966,0.9932547076790507,0.015643307635721273,0.9919259233445924,0.9,0.8181818181818182,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-fast,2.0,256.0,,0.8146841250127181,0.99573276131429,0.9901781931285745,0.018607562463886042,0.9886528418358492,0.8,0.6666666666666666,0.92,0.8518518518518519,0.0003405324921731486
qm9_gap_seed7,1000,qPO-fast-contrast,2.0,256.0,,0.8227228750474751,0.9959708512336706,0.9907261993167494,0.015552130783552658,0.9920046014289352,0.9,0.8181818181818182,0.93,0.8691588785046729,
qm9_gap_seed7,1000,qPO-fast,2.0,512.0,,1.6277648749528453,0.9957327613142902,0.9901781931285749,0.018624587596701776,0.9886227818036247,0.8,0.6666666666666666,0.92,0.8518518518518519,0.00030795653357497095
qm9_gap_seed7,1000,qPO-fast-contrast,2.0,512.0,,1.6271889589261264,0.9959708512336706,0.9907261993167494,0.01551741783756053,0.991991665415068,0.9,0.8181818181818182,0.93,0.8691588785046729,
qm9_gap_seed7,1000,qPO-fast,2.0,1024.0,,3.260076832957566,0.99573276131429,0.9901781931285745,0.018578858942608356,0.9886679378520321,0.8,0.6666666666666666,0.92,0.8518518518518519,9.95481126250176e-05
qm9_gap_seed7,1000,qPO-fast-contrast,2.0,1024.0,,3.296904542017728,0.9970694015148966,0.9932547076790507,0.015519995453063845,0.9920261354520198,0.9,0.8181818181818182,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-factorMC,2.0,10000.0,0.0,0.07233445905148983,0.9169544057804384,0.8088558320679939,0.12324745,0.740751542213137,0.4,0.25,0.62,0.4492753623188406,
qm9_gap_seed7,1000,qPO-factorMC,2.0,30000.0,0.0,0.24531754094641656,0.960533626807907,0.9091611405037101,0.07315496666666665,0.8610927254038683,0.6,0.42857142857142855,0.72,0.5625,
qm9_gap_seed7,1000,qPO-factorMC,2.0,100000.0,0.0,0.8041022500256076,0.9837120480568382,0.9625103890128007,0.04291925,0.94192738639521,0.7,0.5384615384615384,0.84,0.7241379310344828,
qm9_gap_seed7,1000,qPO-factorMC,2.0,300000.0,0.0,2.3906451660441235,0.9870817838873068,0.9702664338399674,0.030321466666666668,0.9700776483270681,0.9,0.8181818181818182,0.85,0.7391304347826086,
qm9_gap_seed7,1000,qPO-factorMC,2.0,1000000.0,0.0,7.836837665992789,0.9926429649377245,0.98306647861767,0.0223275,0.9833339975867879,0.8,0.6666666666666666,0.89,0.8018018018018018,
qm9_gap_seed7,1000,qPO-factorMC,2.0,3000000.0,0.0,23.352370665990748,0.9944492813332128,0.9872240362543184,0.019974583333333334,0.9869435467572658,0.8,0.6666666666666666,0.91,0.8348623853211009,
qm9_gap_seed7,1000,qPO-factorMC,2.0,10000000.0,0.0,88.11266483308282,0.9958215501915887,0.9903825564814093,0.01908955,0.9879562212102433,0.8,0.6666666666666666,0.92,0.8518518518518519,
qm9_gap_seed7,1000,qPO-fast,4.0,32.0,,0.10785849997773767,0.9919643238373533,0.9815044657297622,0.02269379217850676,0.983540764355702,0.8,0.6666666666666666,0.91,0.8348623853211009,0.016017151288218533
qm9_gap_seed7,1000,qPO-fast-contrast,4.0,32.0,,0.10360041598323733,0.9959725478364213,0.990730104348969,0.01836726264082011,0.9881350772808053,0.8,0.6666666666666666,0.93,0.8691588785046729,
qm9_gap_seed7,1000,qPO-fast,4.0,64.0,,0.22124945791438222,0.995864248027487,0.9904808331256068,0.019132269107323786,0.9893780206132406,0.8,0.6666666666666666,0.93,0.8691588785046729,0.007590923743613303
qm9_gap_seed7,1000,qPO-fast-contrast,4.0,64.0,,0.2452146669384092,0.9965134813468424,0.9919751587883724,0.015370857033279868,0.9922541596964617,0.8,0.6666666666666666,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-fast,4.0,128.0,,0.4219165419926867,0.9963031026057272,0.9914909347931207,0.01745656279045505,0.9908500081912114,0.9,0.8181818181818182,0.93,0.8691588785046729,0.005355748465485946
qm9_gap_seed7,1000,qPO-fast-contrast,4.0,128.0,,0.408909291960299,0.9971200168302992,0.9933712078069402,0.014073491569779916,0.9939275854903743,0.9,0.8181818181818182,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-fast,4.0,256.0,,0.8301781249465421,0.9957316302457895,0.9901755897737616,0.017313479510798077,0.9909570423059518,0.9,0.8181818181818182,0.92,0.8518518518518519,0.0026469653148616483
qm9_gap_seed7,1000,qPO-fast-contrast,4.0,256.0,,0.8237812500447035,0.9971200168302992,0.9933712078069402,0.013721124486400619,0.9939749915411935,0.9,0.8181818181818182,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-fast,4.0,512.0,,1.6799664159771055,0.9963031026057272,0.9914909347931207,0.017223481750061644,0.9911564105196747,0.8,0.6666666666666666,0.93,0.8691588785046729,0.0009275091537290417
qm9_gap_seed7,1000,qPO-fast-contrast,4.0,512.0,,1.647071124985814,0.9980930185079566,0.9956107437849784,0.013603160054564658,0.9942251438093567,0.9,0.8181818181818182,0.95,0.9047619047619048,
qm9_gap_seed7,1000,qPO-fast,4.0,1024.0,,3.2982528749853373,0.997308056968527,0.9938040155446312,0.017152354658554393,0.9912310745997146,0.8,0.6666666666666666,0.94,0.8867924528301887,0.0005356829687569448
qm9_gap_seed7,1000,qPO-fast-contrast,4.0,1024.0,,3.3316457089968026,0.9971200168302992,0.9933712078069402,0.013672830869549598,0.9942262358105274,0.9,0.8181818181818182,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-factorMC,4.0,10000.0,0.0,0.07340720796491951,0.9056312790207433,0.7827936470332488,0.12399400000000001,0.7458538152497461,0.6,0.42857142857142855,0.6,0.42857142857142855,
qm9_gap_seed7,1000,qPO-factorMC,4.0,30000.0,0.0,0.23920033406466246,0.9557424206392855,0.8981333295150794,0.07308056666666668,0.8691978340082007,0.5,0.3333333333333333,0.72,0.5625,
qm9_gap_seed7,1000,qPO-factorMC,4.0,100000.0,0.0,0.8190513340523466,0.9820346734704204,0.9586496138248546,0.0435471,0.9487310695762868,0.7,0.5384615384615384,0.83,0.7094017094017094,
qm9_gap_seed7,1000,qPO-factorMC,4.0,300000.0,0.0,2.4441442920360714,0.9860723052505047,0.9679429396692045,0.029945483333333335,0.9730269802047385,0.9,0.8181818181818182,0.84,0.7241379310344828,
qm9_gap_seed7,1000,qPO-factorMC,4.0,1000000.0,0.0,8.20737308403477,0.9946961370334728,0.987792218442295,0.021293150000000004,0.9867818149595469,1.0,1.0,0.9,0.8181818181818182,
qm9_gap_seed7,1000,qPO-factorMC,4.0,3000000.0,0.0,24.724935250007547,0.9952659127906598,0.989103658429435,0.018874766666666667,0.989502419424414,0.9,0.8181818181818182,0.92,0.8518518518518519,
qm9_gap_seed7,1000,qPO-factorMC,4.0,10000000.0,0.0,137.05894449993502,0.9950309333096563,0.9885628114669969,0.01761695,0.9907768218122871,0.8,0.6666666666666666,0.92,0.8518518518518519,
qm9_gap_seed7,1000,qPO-fast,8.0,32.0,,0.2690852499799803,0.9687802472459185,0.9281422004466047,0.04078217265282873,0.9459153120212169,0.6,0.42857142857142855,0.79,0.6528925619834711,0.05227350935656164
qm9_gap_seed7,1000,qPO-fast-contrast,8.0,32.0,,0.2213436249876395,0.9856012152199967,0.9668586423895142,0.040242140290665904,0.9373921288843646,0.7,0.5384615384615384,0.86,0.7543859649122807,
qm9_gap_seed7,1000,qPO-fast,8.0,64.0,,0.4074065840104595,0.9845849501721907,0.9645195280898723,0.02620964610457804,0.9772688556322158,0.7,0.5384615384615384,0.89,0.8018018018018018,0.030742706686193062
qm9_gap_seed7,1000,qPO-fast-contrast,8.0,64.0,,0.424920916906558,0.9946582462387022,0.9877050060560539,0.025943739072286844,0.9755121197489949,0.7,0.5384615384615384,0.92,0.8518518518518519,
qm9_gap_seed7,1000,qPO-fast,8.0,128.0,,0.9240270830923691,0.9959374847129021,0.9906494003497602,0.017454646444455886,0.9898736391445436,0.7,0.5384615384615384,0.94,0.8867924528301887,0.01061193128253373
