snapshot,N,method,rank,budget,seed,seconds,qpo_efficiency,qpo_efficiency_normalised,tv_error,spearman,top10_recall,top10_jaccard,top100_recall,top100_jaccard,quad_self_tv
qm9_gap_seed7,1000,qPO-fast-contrast,8.0,128.0,,0.9359734170138836,0.9943678444011685,0.9870365947077703,0.014730284809692035,0.9918332172452116,0.8,0.6666666666666666,0.91,0.8348623853211009,
qm9_gap_seed7,1000,qPO-fast,8.0,256.0,,1.88938470906578,0.9982366642075351,0.995941369846252,0.014493775508739684,0.9932692347846225,0.7,0.5384615384615384,0.96,0.9230769230769231,0.007076418536457959
qm9_gap_seed7,1000,qPO-fast-contrast,8.0,256.0,,2.0804473330499604,0.9962199690709316,0.9912995882143519,0.012136470031858415,0.9945409721479248,0.8,0.6666666666666666,0.93,0.8691588785046729,
qm9_gap_seed7,1000,qPO-fast,8.0,512.0,,3.9595626250375062,0.9967722132663588,0.9925706762018871,0.01386358252943589,0.9938829754425523,0.7,0.5384615384615384,0.94,0.8867924528301887,0.0040981611269232405
qm9_gap_seed7,1000,qPO-fast-contrast,8.0,512.0,,3.3654180000303313,0.9980941495764569,0.9956133471397909,0.010702737579390696,0.9956231333080015,0.8,0.6666666666666666,0.95,0.9047619047619048,
qm9_gap_seed7,1000,qPO-fast,8.0,1024.0,,6.309349374962039,0.9968321598968916,0.9927086540069856,0.013533555784231535,0.9941900197717037,0.7,0.5384615384615384,0.94,0.8867924528301887,0.0023266976947322587
qm9_gap_seed7,1000,qPO-fast-contrast,8.0,1024.0,,4.4291865839622915,0.9983285635232103,0.9961528924248229,0.01011209970765817,0.9960978478168954,0.8,0.6666666666666666,0.96,0.9230769230769231,
qm9_gap_seed7,1000,qPO-factorMC,8.0,10000.0,0.0,0.09579354198649526,0.9084459429845333,0.7892720954858474,0.12823925,0.7095423022981416,0.5,0.3333333333333333,0.56,0.3888888888888889,
qm9_gap_seed7,1000,qPO-factorMC,8.0,30000.0,0.0,0.3293508749920875,0.9710389910416545,0.9333411000085254,0.0723079,0.8662287578953624,0.5,0.3333333333333333,0.81,0.680672268907563,
qm9_gap_seed7,1000,qPO-factorMC,8.0,100000.0,0.0,1.0898539170157164,0.9799970535665556,0.9539596701289111,0.041109900000000005,0.9516320143349676,0.6,0.42857142857142855,0.83,0.7094017094017094,
qm9_gap_seed7,1000,qPO-factorMC,8.0,300000.0,0.0,3.0837439579190686,0.9909732250636861,0.9792232760747135,0.02617491666666667,0.9801810135617448,0.7,0.5384615384615384,0.91,0.8348623853211009,
qm9_gap_seed7,1000,qPO-factorMC,8.0,1000000.0,0.0,7.45739350002259,0.9974010873527027,0.9940181414780149,0.0182782,0.9895034087683259,0.8,0.6666666666666666,0.95,0.9047619047619048,
qm9_gap_seed7,1000,qPO-factorMC,8.0,3000000.0,0.0,22.87760604103096,0.9979883946716491,0.9953699334647588,0.015226866666666665,0.9928833861258871,0.7,0.5384615384615384,0.96,0.9230769230769231,
qm9_gap_seed7,1000,qPO-factorMC,8.0,10000000.0,0.0,78.85219137498643,0.9968321598968918,0.9927086540069859,0.013921000000000001,0.9940135826486831,0.7,0.5384615384615384,0.94,0.8867924528301887,
qm9_gap_seed7,1000,qPO-fast,16.0,32.0,,0.11024354107212275,0.9379787070699412,0.8572469913353836,0.07713625209542238,0.8509905542618763,0.6,0.42857142857142855,0.69,0.5267175572519084,0.11757859911771147
qm9_gap_seed7,1000,qPO-fast-contrast,16.0,32.0,,0.10873729200102389,0.9262082427182515,0.8301551794720262,0.0776300344855437,0.8663468807238585,0.6,0.42857142857142855,0.66,0.4925373134328358,
qm9_gap_seed7,1000,qPO-fast,16.0,64.0,,0.21417537506204098,0.9779195634980439,0.9491779581758025,0.038305253313502534,0.9520383305850928,0.6,0.42857142857142855,0.83,0.7094017094017094,0.06009954288045267
qm9_gap_seed7,1000,qPO-fast-contrast,16.0,64.0,,0.21044866694137454,0.9706979738887181,0.9325561885323522,0.04482572285531748,0.9395523532001251,0.7,0.5384615384615384,0.8,0.6666666666666666,
qm9_gap_seed7,1000,qPO-fast,16.0,128.0,,0.41341954190284014,0.9886500103634149,0.9738759852884415,0.027504155236710317,0.9747512109333006,0.8,0.6666666666666666,0.87,0.7699115044247787,0.040635879600148
qm9_gap_seed7,1000,qPO-fast-contrast,16.0,128.0,,0.4104064590064809,0.9908609665149994,0.9789648931095047,0.030379553601222367,0.9671078327395992,0.8,0.6666666666666666,0.89,0.8018018018018018,
qm9_gap_seed7,1000,qPO-fast,16.0,256.0,,0.8286787919932976,0.9958650963288624,0.9904827856417167,0.01790276701164068,0.9884149235808006,0.9,0.8181818181818182,0.93,0.8691588785046729,0.024837362516446068
qm9_gap_seed7,1000,qPO-fast-contrast,16.0,256.0,,0.8302147499052808,0.9949560000214903,0.9883903392106238,0.01961578431953115,0.9862089192159641,0.8,0.6666666666666666,0.92,0.8518518518518519,
qm9_gap_seed7,1000,qPO-fast,16.0,512.0,,1.6604675409616902,0.9964699352095684,0.9918749296280646,0.014637589445314498,0.9921152535475544,0.9,0.8181818181818182,0.93,0.8691588785046729,0.014902559103359463
qm9_gap_seed7,1000,qPO-fast-contrast,16.0,512.0,,1.6623292500153184,0.9978323072185639,0.9950106705005402,0.013791884341982285,0.9927055461803481,0.9,0.8181818181818182,0.95,0.9047619047619048,
qm9_gap_seed7,1000,qPO-fast,16.0,1024.0,,3.3203736250288785,0.9970603529668912,0.9932338808405442,0.010730794351574403,0.9958679395704338,0.9,0.8181818181818182,0.95,0.9047619047619048,0.007934937303257178
qm9_gap_seed7,1000,qPO-fast-contrast,16.0,1024.0,,3.294812540989369,0.9989102154996535,0.9974916676375005,0.01015424505897295,0.9959588156678532,0.8,0.6666666666666666,0.98,0.9607843137254902,
qm9_gap_seed7,1000,qPO-factorMC,16.0,10000.0,0.0,0.07224008406046778,0.8852570593519711,0.7358987659447342,0.1271782,0.7299409635138233,0.7,0.5384615384615384,0.51,0.3422818791946309,
qm9_gap_seed7,1000,qPO-factorMC,16.0,30000.0,0.0,0.23672816599719226,0.9599714857630992,0.9078672731615594,0.07249118333333333,0.8708862058505945,0.6,0.42857142857142855,0.73,0.5748031496062992,
qm9_gap_seed7,1000,qPO-factorMC,16.0,100000.0,0.0,0.8133811660809442,0.9836781160018198,0.9624322883684056,0.04014235000000001,0.9550441167251341,0.7,0.5384615384615384,0.83,0.7094017094017094,
qm9_gap_seed7,1000,qPO-factorMC,16.0,300000.0,0.0,2.381758959032595,0.9920050423033755,0.9815981865030365,0.024218466666666667,0.9835951862206608,0.8,0.6666666666666666,0.9,0.8181818181818182,
qm9_gap_seed7,1000,qPO-factorMC,16.0,1000000.0,0.0,8.092000832897611,0.9984300769211408,0.9963865435193056,0.01517845,0.9928038079383581,0.9,0.8181818181818182,0.96,0.9230769230769231,
qm9_gap_seed7,1000,qPO-factorMC,16.0,3000000.0,0.0,24.674396667047404,0.9988409375539906,0.9973322121551933,0.011362166666666668,0.9957984574288751,0.9,0.8181818181818182,0.96,0.9230769230769231,
qm9_gap_seed7,1000,qPO-factorMC,16.0,10000000.0,0.0,127.50514695898164,0.9992093831180673,0.9981802549855868,0.009617949999999998,0.9969809373741074,0.9,0.8181818181818182,0.97,0.941747572815534,
qm9_gap_seed7,1000,qPO-independent-exact,0.0,,,0.007673042011447251,0.9177617059227553,0.8107139765659015,0.0856939494750524,0.8099987923187074,0.6,0.42857142857142855,0.6,0.42857142857142855,
qm9_gap_seed7,1000,F-LITE,0.0,,,0.0006930000381544232,0.9196706667846746,0.8151077886518455,0.08909687282200378,0.8124603849575348,0.6,0.42857142857142855,0.61,0.43884892086330934,
qm9_gap_seed7,1000,A-LITE,0.0,,,0.0138122079661116,0.9146818063955702,0.8036250414096122,0.08398979340431759,0.8084065166117879,0.6,0.42857142857142855,0.6,0.42857142857142855,
