dataset,objective,method,seed,iteration,n_acquired,acquisition_seconds,peak_memory_mb,cumulative_seconds,library_scoring_seconds,top1_ave,top10_ave,top100_ave,frac_top1pct,frac_top0.01pct,simple_regret,gp_noise,gp_outputscale,rank,n_scored,sobol_nodes,n_mc_samples,mean_tanimoto,median_tanimoto,p90_tanimoto,max_tanimoto,frac_pairs_gt_0.4
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,1,100,9.315091874916106,2642.478442,10.18624210357666,0.624380666995421,-0.129514348,-0.5448422427999999,-0.973795447,0.005089058524173028,0.0,0.040539802,0.020559167489409447,0.016950316727161407,,10000,,10000.0,0.44554598972662257,0.43866171003717475,0.6405652911249297,1.0,0.6261224489795918
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,2,150,9.472045250004157,2642.4773,19.971522092819214,0.25464691617526114,-0.129514348,-0.2358591304,-0.87306626295,0.010178117048346057,0.0,0.040539802,0.0366467721760273,0.0024059151764959097,,10000,,10000.0,0.21783117034346308,0.2015267175572519,0.3573649148778683,1.0,0.07755102040816327
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,3,200,9.564054541988298,2642.4769,29.907493829727173,0.3101653750054538,-0.099048545,-0.10962947529999997,-0.57857167579,0.06870229007633588,0.0,0.010073999,0.013032832182943821,0.06119666248559952,,10000,,10000.0,0.5705656462340819,0.5627705627705628,0.8769633507853403,1.0,0.7681632653061224
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,4,250,9.496433458058164,2642.4765,39.81018877029419,0.3405448340345174,-0.094838879,-0.10314325070000001,-0.44841097849,0.0916030534351145,0.0,0.005864332999999999,0.009142783470451832,0.08708404004573822,,10000,,10000.0,0.3399670342465127,0.3095703125,0.5897714907508161,1.0,0.28408163265306124
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,5,300,9.456942041870207,2642.4761,49.740559816360474,0.40306037501432,-0.094838879,-0.1030529058,-0.38400229487,0.09923664122137404,0.0,0.005864332999999999,0.01392033789306879,0.12527599930763245,,10000,,10000.0,0.11360908956131575,0.057811424638678596,0.2755618456501722,1.0,0.0783673469387755
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,6,350,9.605817625066265,2642.4757,59.881775856018066,0.4477958329953253,-0.091556712,-0.1008346171,-0.29235920881,0.11704834605597965,0.3333333333333333,0.002582165999999997,0.01644197292625904,0.11911454051733017,,10000,,10000.0,0.2254414741972295,0.19349593495934958,0.4255751037623297,1.0,0.12
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,7,400,9.52260204195045,2642.4753,69.99143505096436,0.5000092501286417,-0.091556712,-0.0995245956,-0.20889785279,0.13486005089058525,0.3333333333333333,0.002582165999999997,0.014784811064600945,0.11958049982786179,,10000,,10000.0,0.17029863771942955,0.1218274111675127,0.39342235605557757,1.0,0.0963265306122449
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,8,450,9.58177254209295,2642.4749,80.23441696166992,0.5421902500092983,-0.091556712,-0.0995245956,-0.19739447082000003,0.13740458015267176,0.3333333333333333,0.002582165999999997,0.0394904688000679,0.1451016515493393,,10000,,10000.0,0.07610597587192464,0.0625,0.17329133858267717,0.9738348323793949,0.0024489795918367346
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,9,500,9.701370249968022,2642.4745,90.7035129070282,0.6198286248836666,-0.091556712,-0.0995245956,-0.18917656749000003,0.13994910941475827,0.3333333333333333,0.002582165999999997,0.04096230864524841,0.11897598952054977,,10000,,10000.0,0.09484591378874332,0.08254716981132075,0.19480519480519481,0.660377358490566,0.0024489795918367346
wong_antibiotics,Mean_50uM,qPO-MC-10k,0,10,550,9.691005791071802,2642.4741,101.21225714683533,0.664498666068539,-0.091556712,-0.0991205568,-0.17703625109000004,0.15012722646310434,0.3333333333333333,0.002582165999999997,0.04284404218196869,0.09965109080076218,,10000,,10000.0,0.1217129531574684,0.10465116279069768,0.23295307233601248,0.8543478260869565,0.012244897959183673
