dataset,seed,iteration,N,rank,method,n_mc_samples,factorization_seconds,pom_seconds,total_seconds,peak_memory_mb,tv_error,spearman,top10_recall,top100_recall,top100_jaccard,qpo_efficiency,mean_batch_tanimoto,snapshot,batch,qpo_objective,qpo_efficiency_normalised,l1_error,max_abs_error,top10_jaccard,top25_recall,top25_jaccard,top50_recall,top50_jaccard,mean_tanimoto,median_tanimoto,p90_tanimoto,max_tanimoto,frac_pairs_gt_0.4,batch_oracle_mean,batch_oracle_max,batch_oracle_top10,mc_seed,cov_offdiag_fro,cov_offdiag_rel,corr_offdiag_rmse,corr_offdiag_max,corr_true_rmse,diag_max_abs_err,quot_fro,quot_rel,sobol_nodes,quad_self_tv,min_d,eig_seconds,N_scored,seconds,n_in_true_top1pct,n_in_true_top0.01pct,frac_outside_prefilter,cov_seconds,n_floored,max_p,objective,n_acquired,cumulative_seconds,library_scoring_seconds,top1_ave,top10_ave,top100_ave,frac_top1pct,frac_top0.01pct,simple_regret,gp_noise,gp_outputscale
qm9_gap_bo0,-1,0,1000,2.0,qPO-fast-contrast,0.0,0.0548861026763916,3.338162899017334,3.3930490016937256,293.59883,0.0076781179002381,0.999285573161278,0.9,0.99,0.9801980198019802,0.999938018703922,0.2323797489510033,qm9_gap_bo0_iter10,100.0,0.3049118,0.9999077737010612,0.0153562358004763,0.0003864854222721,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2323797489510033,0.2096774193548387,0.4444444444444444,0.9108910891089108,0.1397979797979798,0.344897,0.4107,0.39186,,,,,,,,0.0050705473034655,0.4494742422493423,1024.0,0.0001027972057011,0.0001730453656623,0.0528411865234375,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,4.0,qPO-fast-eig,0.0,0.0529179573059082,3.405910015106201,3.45882797241211,293.59832,0.0080686402865169,0.9992214630860128,0.9,0.99,0.9801980198019802,0.999938018703922,0.2323797489510033,qm9_gap_bo0_iter10,100.0,0.3049118,0.9999077737010612,0.0161372805730338,0.0003218507915977,0.8181818181818182,0.96,0.9230769230769232,0.94,0.8867924528301887,0.2323797489510033,0.2096774193548387,0.4444444444444444,0.9108910891089108,0.1397979797979798,0.344897,0.4107,0.39186,,0.0048771522276861,0.7737455544876624,0.0160537190422568,0.584343173076139,0.020250600242374,5.421010862427522e-20,0.0048337544478009,0.4284839461333491,1024.0,0.0004099844834376,0.0001726216123105,0.0528340339660644,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,4.0,qPO-factorMC,2000000.0,0.0529179573059082,16.66111731529236,16.714035272598267,480.083096,0.0120353999999999,0.998326303186571,0.9,0.97,0.941747572815534,0.9993067277253488,0.2345048446943034,qm9_gap_bo0_iter10,100.0,0.3047193,0.9989684317674222,0.0240707999999999,0.0003250999999999,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2345048446943034,0.2121212121212121,0.4444444444444444,0.9108910891089108,0.1369696969696969,0.344595,0.4107,0.39186,,0.0048771522276861,0.7737455544876624,0.0160537190422568,0.584343173076139,0.020250600242374,5.421010862427522e-20,0.0048337544478009,0.4284839461333491,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,4.0,qPO-fast-contrast,0.0,0.054706335067749,3.34655499458313,3.401261329650879,293.598677,0.0072760335244976,0.9993712652618808,0.9,0.99,0.9801980198019802,0.999938018703922,0.2323797489510033,qm9_gap_bo0_iter10,100.0,0.3049118,0.9999077737010612,0.0145520670489952,0.0003688639482968,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2323797489510033,0.2096774193548387,0.4444444444444444,0.9108910891089108,0.1397979797979798,0.344897,0.4107,0.39186,,,,,,,,0.0048071030958937,0.4261214602937559,1024.0,0.0003343982662196,0.0001730448041442,0.0528411865234375,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,8.0,qPO-fast-eig,0.0,0.0529232025146484,3.3746752738952637,3.427598476409912,293.598677,0.007164146563618,0.9994064073031376,0.9,1.0,1.0,1.0000000000000002,0.2324763101000766,qm9_gap_bo0_iter10,100.0,0.3049307,1.0000000000000004,0.014328293127236,0.0003382276904803,0.8181818181818182,0.96,0.9230769230769232,0.94,0.8867924528301887,0.2324763101000766,0.2105263157894736,0.4446153846153852,0.9108910891089108,0.141010101010101,0.345626,0.4107,0.39186,,0.0044785019121756,0.7105008791071609,0.0147211829288218,0.5783294495836812,0.020250600242374,5.421010862427522e-20,0.0044529632117604,0.3947290392108673,1024.0,0.0007566353018933,0.0001628037425561,0.0528340339660644,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,8.0,qPO-factorMC,2000000.0,0.0529232025146484,16.717931032180786,16.770854234695435,480.083096,0.0110218,0.9985714905516018,0.9,0.99,0.9801980198019802,0.9996051561879468,0.2338652062961671,qm9_gap_bo0_iter10,100.0,0.3048103,0.9994124843178696,0.0220436,0.0005451,0.8181818181818182,0.96,0.9230769230769232,0.94,0.8867924528301887,0.2338652062961671,0.2117647058823529,0.4444444444444444,0.9108910891089108,0.138989898989899,0.3455710000000001,0.4107,0.39186,,0.0044785019121756,0.7105008791071609,0.0147211829288218,0.5783294495836812,0.020250600242374,5.421010862427522e-20,0.0044529632117604,0.3947290392108673,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,8.0,qPO-fast-contrast,0.0,0.0548882484436035,3.394392728805542,3.4492809772491455,293.598983,0.0067322461511405,0.9995114374264428,0.9,0.99,0.9801980198019802,0.9998353724305228,0.2316706500739687,qm9_gap_bo0_iter10,100.0,0.3048805,0.9997550391425007,0.013464492302281,0.0003238758794479,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2316706500739687,0.2096774193548387,0.4426463700234193,0.9108910891089108,0.1381818181818181,0.344607,0.4107,0.39186,,,,,,,,0.0044194362819898,0.3917570737697293,1024.0,0.0006988887954766,0.0001682256654369,0.0528411865234375,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,16.0,qPO-fast-eig,0.0,0.0529329776763916,3.386841058731079,3.4397740364074707,293.597963,0.0072855516654596,0.9993981032933884,0.9,0.99,0.9801980198019802,0.9998842359919812,0.2308631435772253,qm9_gap_bo0_iter10,100.0,0.3048954,0.9998277466480134,0.0145711033309193,0.0003291388647348,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2308631435772253,0.2096774193548387,0.4411764705882353,0.9108910891089108,0.1365656565656565,0.345204,0.4107,0.39166,,0.0040079261908276,0.6358454540876318,0.0132668393568621,0.5215949653875305,0.020250600242374,5.421010862427522e-20,0.003986418911271,0.3533726266999619,1024.0,0.0031309126381414,0.0001510585159313,0.0528340339660644,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,16.0,qPO-factorMC,2000000.0,0.0529329776763916,16.881397008895874,16.934329986572266,480.083096,0.010938,0.9985336094602852,0.9,0.98,0.9607843137254902,0.9996605786167152,0.2315320230312597,qm9_gap_bo0_iter10,100.0,0.3048272,0.9994949512200958,0.021876,0.0003340999999999,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2315320230312597,0.2096774193548387,0.441214667685256,0.9108910891089108,0.1365656565656565,0.345447,0.4107,0.39186,,0.0040079261908276,0.6358454540876318,0.0132668393568621,0.5215949653875305,0.020250600242374,5.421010862427522e-20,0.003986418911271,0.3533726266999619,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,16.0,qPO-fast-contrast,0.0,0.0554430484771728,3.3830950260162354,3.438538074493408,293.598167,0.006829670918269,0.9995030674166164,0.9,1.0,1.0,1.0000000000000002,0.2324763101000766,qm9_gap_bo0_iter10,100.0,0.3049307,1.0000000000000004,0.013659341836538,0.0003179074531214,0.8181818181818182,0.96,0.9230769230769232,0.98,0.9607843137254902,0.2324763101000766,0.2105263157894736,0.4446153846153852,0.9108910891089108,0.141010101010101,0.345626,0.4107,0.39186,,,,,,,,0.0039850745013509,0.3532534526554367,1024.0,0.0023799646208557,0.0001502998498306,0.0528411865234375,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,32.0,qPO-fast-eig,0.0,0.0529780387878418,3.412332057952881,3.4653100967407227,293.598065,0.0097209990962551,0.9988874846939222,0.9,1.0,1.0,1.0,0.2324763101000766,qm9_gap_bo0_iter10,100.0,0.3049307,1.0000000000000002,0.0194419981925103,0.0005375956571748,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2324763101000766,0.2105263157894736,0.4446153846153852,0.9108910891089108,0.141010101010101,0.345626,0.4107,0.39186,,0.0036099574091524,0.5727089020033856,0.0119728777479274,0.4645304464502198,0.020250600242374,5.421010862427522e-20,0.003592878171946,0.3184875511812966,1024.0,0.0071240254301406,0.0001324359780294,0.0528340339660644,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,32.0,qPO-factorMC,2000000.0,0.0529780387878418,17.05646324157715,17.10944128036499,480.083096,0.0110033,0.9985285393544148,0.9,0.97,0.941747572815534,0.9994759465019428,0.2305796011826957,qm9_gap_bo0_iter10,100.0,0.3047709,0.999220224202621,0.0220066,0.0003870999999999,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2305796011826957,0.2105263157894736,0.4366197183098591,0.9108910891089108,0.1323232323232323,0.3447699999999999,0.4107,0.39166,,0.0036099574091524,0.5727089020033856,0.0119728777479274,0.4645304464502198,0.020250600242374,5.421010862427522e-20,0.003592878171946,0.3184875511812966,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,32.0,qPO-fast-contrast,0.0,0.0550801753997802,3.3878049850463867,3.442885160446167,293.598269,0.0091376867168466,0.998811794605062,0.9,1.0,1.0,1.0,0.2324763101000766,qm9_gap_bo0_iter10,100.0,0.3049307,1.0000000000000002,0.0182753734336933,0.000352004358279,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2324763101000766,0.2105263157894736,0.4446153846153852,0.9108910891089108,0.141010101010101,0.345626,0.4107,0.39186,,,,,,,,0.0035945325137224,0.3186341988648432,1024.0,0.0074956097168991,0.0001325553512571,0.0528411865234375,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,64.0,qPO-fast-eig,0.0,0.0530369281768798,3.4053401947021484,3.4583771228790283,293.598371,0.0126529213399957,0.9979527915965926,0.9,0.97,0.941747572815534,0.999186372510213,0.2325795581700767,qm9_gap_bo0_iter10,100.0,0.3046826,0.9987893468377362,0.0253058426799915,0.0003889160572599,0.8181818181818182,0.96,0.9230769230769232,0.98,0.9607843137254902,0.2325795581700767,0.2105263157894736,0.4473684210526316,0.9108910891089108,0.142020202020202,0.3454170000000001,0.4107,0.39186,,0.0032968598081659,0.5230369078612227,0.0109119996532916,0.399924481125496,0.020250600242374,5.421010862427522e-20,0.0032853353683785,0.2912256876545953,1024.0,0.0166784442479938,0.0001172812297649,0.0528340339660644,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,64.0,qPO-factorMC,2000000.0,0.0530369281768798,17.873945951461792,17.926982879638672,480.083096,0.0105225,0.9985123664011836,0.9,0.97,0.941747572815534,0.9994979187074308,0.2317324214801256,qm9_gap_bo0_iter10,100.0,0.3047776,0.99925291818161,0.021045,0.0002669,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2317324214801256,0.2105263157894736,0.4444444444444444,0.9108910891089108,0.1387878787878788,0.345688,0.4107,0.39186,,0.0032968598081659,0.5230369078612227,0.0109119996532916,0.399924481125496,0.020250600242374,5.421010862427522e-20,0.0032853353683785,0.2912256876545953,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,64.0,qPO-fast-contrast,0.0,0.0552072525024414,3.416257858276367,3.4714651107788086,293.598269,0.0130985355033999,0.995972015271161,0.9,0.97,0.941747572815534,0.9993598545505584,0.2333546114818052,qm9_gap_bo0_iter10,100.0,0.3047354999999999,0.9990474828807984,0.0261970710067999,0.0004720391510101,0.8181818181818182,0.96,0.9230769230769232,0.96,0.9230769230769232,0.2333546114818052,0.2108187134502924,0.4444444444444444,0.9108910891089108,0.1365656565656565,0.345834,0.4107,0.39186,,,,,,,,0.0032866503230621,0.2913422506653799,1024.0,0.0172571699828114,0.0001172061117609,0.0528411865234375,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,0.0,F-LITE,,0.0,0.0006520748138427,0.0006520748138427,0.032552,0.0490936930973188,0.9896645318661756,0.8,0.94,0.8867924528301887,0.996420498165649,0.2407294893705868,qm9_gap_bo0_iter10,100.0,0.3038392000000001,0.9946738092438084,0.0981873861946377,0.0036429776715694,0.6666666666666666,0.84,0.7241379310344828,0.92,0.8518518518518519,0.2407294893705868,0.2142857142857142,0.4683939873417723,0.9108910891089108,0.1624242424242424,0.3469509999999999,0.4107,0.39186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,0.0,A-LITE,,0.0,0.0061709880828857,0.0061709880828857,0.107648,0.0290842238808615,0.992613727328531,0.8,0.94,0.8867924528301887,0.9964136113549736,0.2394898368685353,qm9_gap_bo0_iter10,100.0,0.3038371,0.9946635618772594,0.0581684477617231,0.0011723074769816,0.6666666666666666,0.84,0.7241379310344828,0.9,0.8181818181818182,0.2394898368685353,0.2138095238095238,0.46875,0.9108910891089108,0.1642424242424242,0.347045,0.4107,0.39186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,,UCB,,0.0,8.821487426757812e-06,8.821487426757812e-06,0.016296,,0.6589505396079435,0.8,0.69,0.5267175572519084,0.929197027390158,0.2342516817870948,qm9_gap_bo0_iter10,100.0,0.2833407,0.8946473124817319,,,0.6666666666666666,0.84,0.7241379310344828,0.7,0.5384615384615384,0.2342516817870948,0.2105263157894736,0.4918032786885246,0.935064935064935,0.2046464646464646,0.35137,0.4107,0.39059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,1000,,Greedy,,0.0,5.0067901611328125e-06,5.0067901611328125e-06,0.0,,0.3104879865129009,0.8,0.48,0.3157894736842105,0.8275654107638228,0.2534136054443542,qm9_gap_bo0_iter10,100.0,0.2523501,0.7434225325927256,,,0.6666666666666666,0.68,0.5151515151515151,0.6,0.4285714285714285,0.2534136054443542,0.2489316239316239,0.5185185185185185,0.935064935064935,0.2735353535353535,0.351364,0.4107,0.39027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,2000,,reference-2nd-seed,10000000.0,0.0,355.3678801059723,355.3678801059723,,0.0071087999999999,0.9993828794709844,1.0,0.98,0.9607843137254902,0.9998434159593508,0.2324265057794683,qm9_gap_bo0_iter10,100.0,0.2356192999999999,0.9998012455280244,0.0142175999999999,5.789999999999962e-05,1.0,0.96,0.9230769230769232,0.98,0.9607843137254902,0.2324265057794683,0.2105263157894736,0.4482758620689655,0.9108910891089108,0.1414141414141414,0.3453570000000001,0.4107,0.39186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,2000,,qPO-MC-10000,10000.0,0.0,1.1234009265899658,1.1234009265899658,352.082784,0.1641487999999999,0.7957294040161816,0.8,0.73,0.5748031496062992,0.95467295152854,0.2286730754964646,qm9_gap_bo0_iter10,100.0,0.2249746,0.9424656973481088,0.3282975999999999,0.0013942999999999,0.6666666666666666,0.8,0.6666666666666666,0.76,0.6129032258064516,0.2286730754964646,0.2076696888017642,0.4565217391304347,0.9108910891089108,0.1498989898989899,0.3481340000000001,0.4107,0.39396,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,2000,,qPO-MC-10000,10000.0,0.0,1.1361000537872314,1.1361000537872314,352.082784,0.1608486,0.800387863034684,0.8,0.79,0.6528925619834711,0.9693209854016146,0.2278935143683015,qm9_gap_bo0_iter10,100.0,0.2284265,0.9610586665029232,0.3216972,0.0013627,0.6666666666666666,0.84,0.7241379310344828,0.8,0.6666666666666666,0.2278935143683015,0.203125,0.4576475393097816,0.9108910891089108,0.1494949494949495,0.34536,0.4107,0.39248,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,2000,,qPO-MC-10000,10000.0,0.0,1.0527050495147705,1.0527050495147705,352.082784,0.1565333,0.8066602493837973,0.8,0.76,0.6129032258064516,0.9626073916154124,0.2310537210618452,qm9_gap_bo0_iter10,100.0,0.2268443999999999,0.9525370011882176,0.3130666,0.0016942999999999,0.6666666666666666,0.8,0.6666666666666666,0.82,0.6949152542372882,0.2310537210618452,0.2131147540983606,0.4210526315789473,0.9108910891089108,0.1218181818181818,0.3443669999999999,0.4107,0.39059,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,2000,,qPO-MC-10000,10000.0,0.0,1.0092830657958984,1.0092830657958984,352.082784,0.1645008,0.7963165375402359,0.9,0.75,0.6,0.9608841184742856,0.2295971847359781,qm9_gap_bo0_iter10,100.0,0.2264383,0.9503496247364752,0.3290016,0.001177,0.8181818181818182,0.76,0.6129032258064516,0.74,0.5873015873015873,0.2295971847359781,0.2121212121212121,0.4166666666666667,0.9108910891089108,0.1141414141414141,0.3429629999999999,0.4179,0.3938399999999999,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,2000,,qPO-MC-10000,10000.0,0.0,1.184359073638916,1.184359073638916,352.082784,0.161455,0.7995495147170172,0.8,0.73,0.5748031496062992,0.9594375195730048,0.2297769408661145,qm9_gap_bo0_iter10,100.0,0.2260974,0.9485134350482236,0.32291,0.0016262999999999,0.6666666666666666,0.8,0.6666666666666666,0.76,0.6129032258064516,0.2297769408661145,0.2119429590017825,0.4307692307692308,0.9108910891089108,0.1252525252525252,0.345614,0.4179,0.3953799999999999,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,2000,0.0,qPO-fast-eig,0.0,1.091871976852417,0.014089822769165,1.105961799621582,10.391312,0.0329982052857377,0.994782424079506,0.8,0.94,0.8867924528301887,0.9973168539592846,0.2407294893705868,qm9_gap_bo0_iter10,100.0,0.2350239,0.9965942424761468,0.0659964105714755,0.0013102821316842,0.6666666666666666,0.88,0.7857142857142857,0.92,0.8518518518518519,0.2407294893705868,0.2142857142857142,0.4683939873417723,0.9108910891089108,0.1624242424242424,0.3469509999999999,0.4107,0.39186,,0.0116869468053176,1.0,0.0182433290299859,0.6731015641352089,0.0182433290299859,0.0,0.0112490969482535,0.6315834447759293,0.0,0.0,0.0001726313771362,1.0918200016021729,,,,,,,,,,,,,,,,,,,,
qm9_gap_bo0,-1,0,2000,0.0,qPO-factorMC,2000000.0,1.091871976852417,52.173585176467896,53.26545715332031,480.099096,0.0351273,0.9935183610876186,0.8,0.94,0.8867924528301887,0.9971568751426864,0.2378233680794867,qm9_gap_bo0_iter10,100.0,0.2349861999999999,0.9963911789641284,0.0702546,0.0014441,0.6666666666666666,0.88,0.7857142857142857,0.92,0.8518518518518519,0.2378233680794867,0.208955223880597,0.4677419354838709,0.9108910891089108,0.162020202020202,0.3463779999999999,0.4107,0.39186,,0.0116869468053176,1.0,0.0182433290299859,0.6731015641352089,0.0182433290299859,0.0,0.0112490969482535,0.6315834447759293,,,,,,,,,,,,,,,,,,,,,,,,
