field,method,passes,err_seed0,err_mean,err_max,targets_max_rel,seconds
n=8 rank 3 D 0.1 (sharpness 13),rotate svd 2^9,512,0.0034469405850786616,0.003251281762411677,0.004394822862441028,,0.08474154199939221
n=8 rank 3 D 0.1 (sharpness 13),rotate svd p-weighted 2^9,512,0.0009096705053962956,0.002873932500905625,0.005594458190202503,,0.08435983300114458
n=8 rank 3 D 0.1 (sharpness 13),rotate reverse (control) 2^9,512,0.0015304682617091336,0.002807181382077202,0.004593569380794332,,0.08821199999874807
n=8 rank 3 D 0.1 (sharpness 13),adaptive tree k=8,504,0.006663860701704716,0.005526775114365005,0.010649470260707505,,1.6887155410004198
n=8 rank 3 D 0.1 (sharpness 13),Sobol 2^11,2048,0.0004780574736589771,0.0004834857247285121,0.0006366955907670668,,0.34255491600015375
n=8 rank 3 D 0.1 (sharpness 13),rotate svd 2^11,2048,0.0011697801404028652,0.0006940242794347823,0.0011697801404028652,,0.3328031250002823
n=8 rank 3 D 0.1 (sharpness 13),rotate svd p-weighted 2^11,2048,0.0006220675968434397,0.0005002409247131766,0.0007295961174301341,,0.3400987080003688
n=8 rank 3 D 0.1 (sharpness 13),rotate reverse (control) 2^11,2048,0.0010898733742017996,0.0007320710953494999,0.0010898733742017996,,0.33113870800116274
n=8 rank 3 D 0.1 (sharpness 13),adaptive tree k=8,2040,0.0011372654703049045,0.0013409088773106426,0.0027532828469973847,,6.9027487079983985
n=8 rank 3 D 0.1 (sharpness 13),Sobol 2^13,8192,5.523859651740404e-05,0.00012055555842745537,0.00021913416137936403,,1.308197124999424
n=8 rank 3 D 0.1 (sharpness 13),rotate svd 2^13,8192,7.750670409771392e-05,0.00015429119552505836,0.00024781249132160843,,1.3176642500002345
n=8 rank 3 D 0.1 (sharpness 13),rotate svd p-weighted 2^13,8192,7.394453384719502e-05,0.00011993446125393298,0.00022034797730952072,,1.3270027079997817
n=8 rank 3 D 0.1 (sharpness 13),rotate reverse (control) 2^13,8192,0.0001370970301405039,0.00011593940907414155,0.0001370970301405039,,1.2776983750009094
n=8 rank 3 D 0.1 (sharpness 13),adaptive tree k=8,8184,0.00046660790835073573,0.0006091645838484207,0.0012785051149860616,,29.46215916700021
n=8 rank 3 D 0.05 (sharpness 19),Sobol 2^9,512,0.004477755547744461,0.0024425192895270835,0.004477755547744461,,0.08938091599884501
n=8 rank 3 D 0.05 (sharpness 19),rotate svd 2^9,512,0.0049487481685676765,0.004273001919361214,0.005577236818921777,,0.08466954200048349
n=8 rank 3 D 0.05 (sharpness 19),rotate svd p-weighted 2^9,512,0.0016868482063444046,0.003918942168877955,0.006972059474719461,,0.08144341700062796
n=8 rank 3 D 0.05 (sharpness 19),rotate reverse (control) 2^9,512,0.0020460950979470094,0.004156448133896359,0.006898879356260601,,0.08180750000065018
n=8 rank 3 D 0.05 (sharpness 19),adaptive tree k=8,504,0.01070719562859146,0.007043096420795484,0.013006915548426423,,1.6842892909990042
n=8 rank 3 D 0.05 (sharpness 19),Sobol 2^11,2048,0.0008547357126817978,0.0007428916499493295,0.0010623354124973394,,0.3350481249999575
n=8 rank 3 D 0.05 (sharpness 19),rotate svd 2^11,2048,0.001676791700431307,0.0010394090660443903,0.001676791700431307,,0.31162337500063586
n=8 rank 3 D 0.05 (sharpness 19),rotate svd p-weighted 2^11,2048,0.0008894550987851579,0.0007840370734497372,0.0010806129792593905,,0.3079258750003646
n=8 rank 3 D 0.05 (sharpness 19),rotate reverse (control) 2^11,2048,0.001516953769241186,0.000959492341839209,0.001516953769241186,,0.3089129159998265
n=8 rank 3 D 0.05 (sharpness 19),adaptive tree k=8,2040,0.002394619644957907,0.0042085060579809454,0.010016802575516237,,6.936009917000774
n=8 rank 3 D 0.05 (sharpness 19),Sobol 2^13,8192,9.458555726907236e-05,0.0001584166892385913,0.00022360073994870389,,1.2816275829991355
n=8 rank 3 D 0.05 (sharpness 19),rotate svd 2^13,8192,0.00010482861048982661,0.00020201559292058746,0.0002978540953585962,,1.2643528329990659
n=8 rank 3 D 0.05 (sharpness 19),rotate svd p-weighted 2^13,8192,6.961402366141307e-05,0.00012136971837867151,0.0001784171966417447,,1.2316683329991065
n=8 rank 3 D 0.05 (sharpness 19),rotate reverse (control) 2^13,8192,0.00018949937547388385,0.0001618733318655939,0.00019576716651027726,,1.234983000000284
n=8 rank 3 D 0.05 (sharpness 19),adaptive tree k=8,8184,0.0004289380434680523,0.001274667779955399,0.003002653608543737,,29.478193541999644
n=8 rank 3 D 0.02 (sharpness 30),Sobol 2^9,512,0.005759018230137358,0.0037335361408164063,0.005759018230137358,,0.08702274999996007
n=8 rank 3 D 0.02 (sharpness 30),rotate svd 2^9,512,0.006285448551540604,0.005814771500149984,0.007779666485259601,,0.08267316700039373
n=8 rank 3 D 0.02 (sharpness 30),rotate svd p-weighted 2^9,512,0.003425328411922973,0.005452100604234959,0.008626098322258871,,0.0830965830009518
n=8 rank 3 D 0.02 (sharpness 30),rotate reverse (control) 2^9,512,0.0020032682265207907,0.005441665947561066,0.009564384501097978,,0.08213487499961047
n=8 rank 3 D 0.02 (sharpness 30),adaptive tree k=8,504,0.009936425792385462,0.005723516596539353,0.009936425792385462,,1.684021125000072
n=8 rank 3 D 0.02 (sharpness 30),Sobol 2^11,2048,0.0013505021596814937,0.0012480856322724214,0.0016757554508764483,,0.3186852090002503
n=8 rank 3 D 0.02 (sharpness 30),rotate svd 2^11,2048,0.002068184037270271,0.0015220355797295054,0.0022591210818311003,,0.3014209579996532
n=8 rank 3 D 0.02 (sharpness 30),rotate svd p-weighted 2^11,2048,0.000942451197544103,0.0011511151542461726,0.0015867000042081025,,0.3047450829999434
n=8 rank 3 D 0.02 (sharpness 30),rotate reverse (control) 2^11,2048,0.0019293275647306873,0.001117594894430897,0.0019293275647306873,,0.30435737500010873
n=8 rank 3 D 0.02 (sharpness 30),adaptive tree k=8,2040,0.008667358867046449,0.00550579291876524,0.008667358867046449,,6.878295417000118
n=8 rank 3 D 0.02 (sharpness 30),Sobol 2^13,8192,0.00024378420198387096,0.0002940456906229266,0.0004264969954024811,,1.2429514579998795
n=8 rank 3 D 0.02 (sharpness 30),rotate svd 2^13,8192,0.0003217768414583988,0.00032733629705872236,0.0005371325138876504,,1.1770164169993222
n=8 rank 3 D 0.02 (sharpness 30),rotate svd p-weighted 2^13,8192,0.00023654863728256315,0.00023224174373322963,0.00029827326378434327,,1.1564933329991618
n=8 rank 3 D 0.02 (sharpness 30),rotate reverse (control) 2^13,8192,0.00030785026095578316,0.0003350470381672344,0.00041086695991168765,,1.1875297499991575
n=8 rank 3 D 0.02 (sharpness 30),adaptive tree k=8,8184,0.0024941421715741763,0.004131947040408576,0.00604249251472655,,29.270696208001027
n=8 rank 4 D 0.1 (sharpness 13),Sobol 2^9,512,0.008100239085452252,0.006481353007310817,0.008100239085452252,,0.08853500000077474
n=8 rank 4 D 0.1 (sharpness 13),rotate svd 2^9,512,0.006026998307149145,0.00555236242355675,0.008691482983447574,,0.08699279199936427
n=8 rank 4 D 0.1 (sharpness 13),rotate svd p-weighted 2^9,512,0.0061128991873132255,0.004645010436117744,0.0061128991873132255,,0.08612041599917575
n=8 rank 4 D 0.1 (sharpness 13),rotate reverse (control) 2^9,512,0.005841409056112246,0.00537206510963293,0.007956580570204125,,0.08969416600120894
n=8 rank 4 D 0.1 (sharpness 13),adaptive tree k=8,504,0.01590981976208261,0.00960188235953345,0.01590981976208261,,1.67809966599998
n=8 rank 4 D 0.1 (sharpness 13),Sobol 2^11,2048,0.0019112866324323963,0.0019777249687862215,0.0021728601253221402,,0.3499392079993413
n=8 rank 4 D 0.1 (sharpness 13),rotate svd 2^11,2048,0.0015026950728204147,0.001371597216137211,0.001813297422687779,,0.3328354170007515
n=8 rank 4 D 0.1 (sharpness 13),rotate svd p-weighted 2^11,2048,0.0010039745202833003,0.0011657114048277285,0.0015419820371509463,,0.3315781249984866
n=8 rank 4 D 0.1 (sharpness 13),rotate reverse (control) 2^11,2048,0.0019331864130456844,0.0013342579816963442,0.0019331864130456844,,0.33198520800033293
n=8 rank 4 D 0.1 (sharpness 13),adaptive tree k=8,2040,0.0029172471431583302,0.0021105866181623557,0.0029172471431583302,,6.884242500000255
n=8 rank 4 D 0.1 (sharpness 13),Sobol 2^13,8192,0.0008719710609548792,0.0007257661467205863,0.0011850122536948976,,1.3012526660004369
n=8 rank 4 D 0.1 (sharpness 13),rotate svd 2^13,8192,0.0004920196614436878,0.0003566318835875014,0.0004920196614436878,,1.3025487089998933
n=8 rank 4 D 0.1 (sharpness 13),rotate svd p-weighted 2^13,8192,0.000381695494072562,0.0003292636816261407,0.00041206267552738873,,1.2755739169988374
n=8 rank 4 D 0.1 (sharpness 13),rotate reverse (control) 2^13,8192,0.00028092993768912,0.0002954396308096428,0.00045942230511571147,,1.2516609579997748
n=8 rank 4 D 0.1 (sharpness 13),adaptive tree k=8,8184,0.0011362956166939275,0.0020729683030626944,0.0025109813153172955,,29.325396917000035
n=8 rank 4 D 0.05 (sharpness 19),Sobol 2^9,512,0.009267570208836479,0.006819074277692839,0.009267570208836479,,0.08890679099931731
n=8 rank 4 D 0.05 (sharpness 19),rotate svd 2^9,512,0.008854266198987215,0.007444588825927037,0.010899088242067145,,0.08377366599961533
n=8 rank 4 D 0.05 (sharpness 19),rotate svd p-weighted 2^9,512,0.008567258609729511,0.005823677231495475,0.008567258609729511,,0.08359958399887546
n=8 rank 4 D 0.05 (sharpness 19),rotate reverse (control) 2^9,512,0.008134883334957266,0.006941582154529148,0.009409627385495362,,0.08267941700069059
n=8 rank 4 D 0.05 (sharpness 19),adaptive tree k=8,504,0.01700464721632511,0.00922634529095043,0.01700464721632511,,1.6828487090006092
n=8 rank 4 D 0.05 (sharpness 19),Sobol 2^11,2048,0.0025411808280972337,0.0023765643055186705,0.002661977840004659,,0.3396650000013324
n=8 rank 4 D 0.05 (sharpness 19),rotate svd 2^11,2048,0.0025988188942139556,0.001921596012508183,0.0025988188942139556,,0.32996429200102284
n=8 rank 4 D 0.05 (sharpness 19),rotate svd p-weighted 2^11,2048,0.0013129931257213068,0.001485477768436664,0.0020581226232260774,,0.32839175000117393
n=8 rank 4 D 0.05 (sharpness 19),rotate reverse (control) 2^11,2048,0.0023724244736991196,0.001696488096300105,0.0023724244736991196,,0.3241504170000553
n=8 rank 4 D 0.05 (sharpness 19),adaptive tree k=8,2040,0.005751332530557665,0.004008174894587154,0.005751332530557665,,6.913086665999799
n=8 rank 4 D 0.05 (sharpness 19),Sobol 2^13,8192,0.0010129241196753513,0.0008496114180249863,0.0013262671745192661,,1.319356042000436
n=8 rank 4 D 0.05 (sharpness 19),rotate svd 2^13,8192,0.0008622092389748981,0.0005911434829264667,0.0008622092389748981,,1.286796125001274
n=8 rank 4 D 0.05 (sharpness 19),rotate svd p-weighted 2^13,8192,0.0004486503896950697,0.00038905760657369746,0.0005020591117745887,,1.2525053330009541
n=8 rank 4 D 0.05 (sharpness 19),rotate reverse (control) 2^13,8192,0.0003683908713038725,0.00042595530845060056,0.0006244546029612053,,1.2164793749998353
n=8 rank 4 D 0.05 (sharpness 19),adaptive tree k=8,8184,0.002434036148302565,0.003219411108574266,0.00488160130680515,,29.47667666599955
n=8 rank 4 D 0.02 (sharpness 30),Sobol 2^9,512,0.009784779646926589,0.007002049318389466,0.009784779646926589,,0.08731879200058756
n=8 rank 4 D 0.02 (sharpness 30),rotate svd 2^9,512,0.011886170915862304,0.009467034909968097,0.013442723045769767,,0.08465066700046009
n=8 rank 4 D 0.02 (sharpness 30),rotate svd p-weighted 2^9,512,0.010998047796930088,0.007109837358991372,0.010998047796930088,,0.08442087500043272
n=8 rank 4 D 0.02 (sharpness 30),rotate reverse (control) 2^9,512,0.010623923913326117,0.008743396666060218,0.010623923913326117,,0.08498258300096495
n=8 rank 4 D 0.02 (sharpness 30),adaptive tree k=8,504,0.02112223952062664,0.010548421504906876,0.02112223952062664,,1.7051042080001935
n=8 rank 4 D 0.02 (sharpness 30),Sobol 2^11,2048,0.003464689060261872,0.0031307496731318198,0.003854826300278613,,0.3353926670006331
n=8 rank 4 D 0.02 (sharpness 30),rotate svd 2^11,2048,0.003860356050108135,0.0024799199079861174,0.003860356050108135,,0.31597162499929254
n=8 rank 4 D 0.02 (sharpness 30),rotate svd p-weighted 2^11,2048,0.0014016632224740366,0.0017722465698635052,0.002617487861200418,,0.3185730409986718
n=8 rank 4 D 0.02 (sharpness 30),rotate reverse (control) 2^11,2048,0.0024092738681175674,0.002046231849027626,0.0024092738681175674,,0.30578179199983424
n=8 rank 4 D 0.02 (sharpness 30),adaptive tree k=8,2040,0.008837134552871162,0.005932410603871483,0.008837134552871162,,6.963483333000113
n=8 rank 4 D 0.02 (sharpness 30),Sobol 2^13,8192,0.0013496733220961787,0.0011271273033872965,0.0014720085873670824,,1.2610747089984216
n=8 rank 4 D 0.02 (sharpness 30),rotate svd 2^13,8192,0.0015588937656539764,0.0008668543834833078,0.0015588937656539764,,1.2199450000007346
n=8 rank 4 D 0.02 (sharpness 30),rotate svd p-weighted 2^13,8192,0.0004580275541402265,0.0004951582093781961,0.0006250543839718681,,1.2014770420009881
n=8 rank 4 D 0.02 (sharpness 30),rotate reverse (control) 2^13,8192,0.0005482537845480501,0.0006031041944165386,0.0008873425749444941,,1.210199917000864
n=8 rank 4 D 0.02 (sharpness 30),adaptive tree k=8,8184,0.006718528127525769,0.004295376956647584,0.006718528127525769,,29.633902208001018
n=8 rank 5 D 0.1 (sharpness 15),Sobol 2^9,512,0.010156242095304524,0.0071676472912188816,0.010156242095304524,,0.08963399999993271
n=8 rank 5 D 0.1 (sharpness 15),rotate svd 2^9,512,0.007179905372923373,0.006190111142234646,0.007179905372923373,,0.08398900000065623
n=8 rank 5 D 0.1 (sharpness 15),rotate svd p-weighted 2^9,512,0.0026428808134792148,0.0036883989860056754,0.005307912463718534,,0.08837137499904202
n=8 rank 5 D 0.1 (sharpness 15),rotate reverse (control) 2^9,512,0.0072290959109175545,0.006228839511695301,0.008243455855721116,,0.08531137499994657
n=8 rank 5 D 0.1 (sharpness 15),adaptive tree k=8,504,0.010024505809644368,0.0098669768324714,0.017972681915670086,,1.6952153340007499
n=8 rank 5 D 0.1 (sharpness 15),Sobol 2^11,2048,0.0013123951506446851,0.002188708479007366,0.003043885198924609,,0.3435837500001071
n=8 rank 5 D 0.1 (sharpness 15),rotate svd 2^11,2048,0.0016591669372741369,0.001772305425539921,0.002677521675115216,,0.31443749999925785
n=8 rank 5 D 0.1 (sharpness 15),rotate svd p-weighted 2^11,2048,0.0010043113569084133,0.0015382177563688822,0.002483347835197547,,0.3183603329998732
n=8 rank 5 D 0.1 (sharpness 15),rotate reverse (control) 2^11,2048,0.0014882637611593474,0.0018349654380073535,0.002329355537153549,,0.31912587499937217
n=8 rank 5 D 0.1 (sharpness 15),adaptive tree k=8,2040,0.006464962850201539,0.005440803604547413,0.006464962850201539,,6.9386608750010055
n=8 rank 5 D 0.1 (sharpness 15),Sobol 2^13,8192,0.00032041726387459224,0.0006403926380209486,0.0008870360734983679,,1.2942608749999636
n=8 rank 5 D 0.1 (sharpness 15),rotate svd 2^13,8192,0.0006553385035608095,0.000734355859624532,0.0009637259071484661,,1.2754587910003465
n=8 rank 5 D 0.1 (sharpness 15),rotate svd p-weighted 2^13,8192,0.0005405160020399008,0.0005784771027368303,0.0008819260190868206,,1.2663990000000922
n=8 rank 5 D 0.1 (sharpness 15),rotate reverse (control) 2^13,8192,0.001197717212013727,0.000789305084626931,0.001197717212013727,,1.2541751669996302
n=8 rank 5 D 0.1 (sharpness 15),adaptive tree k=8,8184,0.0024346952969808433,0.002994093617181913,0.0050687148654415815,,29.811576458001582
n=8 rank 5 D 0.05 (sharpness 22),Sobol 2^9,512,0.01132284145747195,0.008544180093947654,0.01132284145747195,,0.08689658299954317
n=8 rank 5 D 0.05 (sharpness 22),rotate svd 2^9,512,0.008590486187954605,0.006873673983764164,0.008590486187954605,,0.08674050000081479
n=8 rank 5 D 0.05 (sharpness 22),rotate svd p-weighted 2^9,512,0.006685888776361351,0.005095298424357204,0.0069060790339752764,,0.08299962500132096
n=8 rank 5 D 0.05 (sharpness 22),rotate reverse (control) 2^9,512,0.009251588424700391,0.007455278243268127,0.009251588424700391,,0.08469829199930246
n=8 rank 5 D 0.05 (sharpness 22),adaptive tree k=8,504,0.01357883117544506,0.010535239749770525,0.01357883117544506,,1.7363878750002186
n=8 rank 5 D 0.05 (sharpness 22),Sobol 2^11,2048,0.0021474230065046673,0.003035400334093833,0.003963187707138133,,0.33273975000156497
n=8 rank 5 D 0.05 (sharpness 22),rotate svd 2^11,2048,0.0019726878159107425,0.0021160097442036348,0.0028158904179354793,,0.31207070799973735
n=8 rank 5 D 0.05 (sharpness 22),rotate svd p-weighted 2^11,2048,0.001709600536983158,0.0017992442920235253,0.0020702622257227077,,0.31996362500103714
n=8 rank 5 D 0.05 (sharpness 22),rotate reverse (control) 2^11,2048,0.0018469176006927664,0.00250524148801587,0.00344533904906974,,0.31483475000095495
n=8 rank 5 D 0.05 (sharpness 22),adaptive tree k=8,2040,0.0060123881871731455,0.005053982434504646,0.006257705350335527,,7.018586541000332
n=8 rank 5 D 0.05 (sharpness 22),Sobol 2^13,8192,0.0004217524793172084,0.0008480833352115177,0.0010818588359677445,,1.268324083999687
n=8 rank 5 D 0.05 (sharpness 22),rotate svd 2^13,8192,0.0008055079109140495,0.0009488057979245967,0.0013013695400889425,,1.2494650829994498
n=8 rank 5 D 0.05 (sharpness 22),rotate svd p-weighted 2^13,8192,0.0014578086631857334,0.00095685238938404,0.0014578086631857334,,1.2793733329999668
n=8 rank 5 D 0.05 (sharpness 22),rotate reverse (control) 2^13,8192,0.0014108372792553392,0.0010361432886746638,0.001424668986410943,,1.2301120840002113
n=8 rank 5 D 0.05 (sharpness 22),adaptive tree k=8,8184,0.002991249425900122,0.004337388581762927,0.005641904191563407,,30.08877704200131
n=8 rank 5 D 0.02 (sharpness 34),Sobol 2^9,512,0.01053772723100177,0.009598121177649938,0.010832873214143779,,0.0948898749993532
n=8 rank 5 D 0.02 (sharpness 34),rotate svd 2^9,512,0.00948355091995462,0.007499076624568918,0.010707617470391062,,0.09401762499692268
n=8 rank 5 D 0.02 (sharpness 34),rotate svd p-weighted 2^9,512,0.006634640497100677,0.005430386002801435,0.00782236285035745,,0.08349512499989942
n=8 rank 5 D 0.02 (sharpness 34),rotate reverse (control) 2^9,512,0.01106362764078428,0.008897290783547247,0.01106362764078428,,0.08553775000109454
n=8 rank 5 D 0.02 (sharpness 34),adaptive tree k=8,504,0.014966265647404442,0.014015443200866456,0.024100020036052328,,1.7325082909992489
n=8 rank 5 D 0.02 (sharpness 34),Sobol 2^11,2048,0.002747034700818385,0.0038411838790370773,0.005214670730403631,,0.3415542920010921
n=8 rank 5 D 0.02 (sharpness 34),rotate svd 2^11,2048,0.0019281630105742326,0.0022978369890898284,0.002785498155866442,,0.3187361250020331
n=8 rank 5 D 0.02 (sharpness 34),rotate svd p-weighted 2^11,2048,0.0023581221389936124,0.002491482158397765,0.002881435958696818,,0.32089437499962514
n=8 rank 5 D 0.02 (sharpness 34),rotate reverse (control) 2^11,2048,0.002545886090908542,0.003491464180654144,0.005101163302839745,,0.3163477090020024
n=8 rank 5 D 0.02 (sharpness 34),adaptive tree k=8,2040,0.004181537389559675,0.005258402480533636,0.007847676886190147,,7.094544166997366
n=8 rank 5 D 0.02 (sharpness 34),Sobol 2^13,8192,0.0006063033137374968,0.0011038516410935457,0.0014639521899249552,,1.2514304159994936
n=8 rank 5 D 0.02 (sharpness 34),rotate svd 2^13,8192,0.0008218644832633792,0.001079088474274674,0.0015195303373906621,,1.217816666001454
n=8 rank 5 D 0.02 (sharpness 34),rotate svd p-weighted 2^13,8192,0.0022034817528306383,0.0013568265572048085,0.0022034817528306383,,1.2125910830000066
n=8 rank 5 D 0.02 (sharpness 34),rotate reverse (control) 2^13,8192,0.0016542236995827353,0.0013605715495862425,0.00214158074404569,,1.2284217499982333
n=8 rank 5 D 0.02 (sharpness 34),adaptive tree k=8,8184,0.004644214093338567,0.0030428796888263207,0.004644214093338567,,29.633389999999054
