n,rank,D,seed,margin,sharp,target,truth_p,method,budget,passes,p,abs_err,rel_err,seconds,truth_m,truth_vs_scramble,truth_vs_mc
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,fixed scrambled Sobol 2^9,512,512,0.13187074071143431,0.0026857344082307777,0.019959904611370607,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,fixed scrambled Sobol 2^9,512,512,0.11071090270962987,0.0023322178997405157,0.021519156685021013,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,fixed scrambled Sobol 2^9,512,512,0.06457669181680516,0.002155109014682244,0.03229508252181553,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,fixed scrambled Sobol 2^9,512,512,0.0638648705452696,0.000123212549320878,0.0019329988141932096,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,fixed scrambled Sobol 2^9,512,512,0.045186411968649254,0.0007844010752780933,0.017063023760936314,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,fixed scrambled Sobol 2^9,512,512,0.038879412274775656,0.0012463561206380938,0.033118652801761975,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,fixed scrambled Sobol 2^9,512,512,0.038201209052539965,0.0013403845770940809,0.03636339111152958,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,fixed scrambled Sobol 2^9,512,512,0.03200554959377576,0.0007631228482008409,0.02328818323513412,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,fixed scrambled Sobol 2^9,512,512,0.009990353554946388,0.00018980390389258632,0.019366659080409607,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,94,0.002551846877906929,fixed scrambled Sobol 2^9,512,512,0.0029584592103856604,0.0004066123324787314,0.1593404118401658,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,566,0.0009924840726639665,fixed scrambled Sobol 2^9,512,512,0.0011204346490897273,0.0001279505764257608,0.12891952621700367,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,293,0.0003006305611687703,fixed scrambled Sobol 2^9,512,512,0.00033071801400723073,3.0087452838460454e-05,0.10008115183462579,0.18631570900015504,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,fixed scrambled Sobol 2^11,2048,2048,0.13400687607185371,0.0005495990478113777,0.004084523225824717,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,fixed scrambled Sobol 2^11,2048,2048,0.10690849538321014,0.0014701894266792165,0.01356530049481708,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,fixed scrambled Sobol 2^11,2048,2048,0.06732423816207746,0.0005924373305900565,0.008877886153351267,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,fixed scrambled Sobol 2^11,2048,2048,0.06404173367021039,0.00030007567426167114,0.004707685424196893,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,fixed scrambled Sobol 2^11,2048,2048,0.046266380390298456,0.00029556734637110893,0.006429456579083776,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,fixed scrambled Sobol 2^11,2048,2048,0.0380560129202672,0.000422956766129641,0.011238969388967339,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,fixed scrambled Sobol 2^11,2048,2048,0.03681133196105802,4.949251438786384e-05,0.0013426860384208798,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,fixed scrambled Sobol 2^11,2048,2048,0.0326248974865251,0.00014377495545150193,0.0043875733966972225,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,fixed scrambled Sobol 2^11,2048,2048,0.009766158809703513,3.439084135028851e-05,0.0035090727127320503,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,94,0.002551846877906929,fixed scrambled Sobol 2^11,2048,2048,0.0025126750265999885,3.917185130694048e-05,0.015350392551401807,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,566,0.0009924840726639665,fixed scrambled Sobol 2^11,2048,2048,0.0011143455335528192,0.00012186146088885271,0.12278429875631097,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,293,0.0003006305611687703,fixed scrambled Sobol 2^11,2048,2048,0.0003049253989793339,4.294837810563611e-06,0.014286098505309786,0.6205354999992778,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,fixed scrambled Sobol 2^13,8192,8192,0.1342869697085064,0.00026950541115869364,0.002002916700359566,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,fixed scrambled Sobol 2^13,8192,8192,0.1082462953490196,0.00013238946086975567,0.0012215451876167755,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,fixed scrambled Sobol 2^13,8192,8192,0.06675282085160696,2.1020020119555394e-05,0.000314992550143156,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,fixed scrambled Sobol 2^13,8192,8192,0.0637005047097816,4.1153286167119885e-05,0.0006456262271956512,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,fixed scrambled Sobol 2^13,8192,8192,0.04578671547006003,0.0001840975738673159,0.004004662125322902,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,fixed scrambled Sobol 2^13,8192,8192,0.03787075967087159,0.0002377035167340294,0.006316349003398575,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,fixed scrambled Sobol 2^13,8192,8192,0.036755476913313656,0.00010534756213222835,0.0028579817090744553,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,fixed scrambled Sobol 2^13,8192,8192,0.03279564250819846,2.6970066221862488e-05,0.0008230442130244462,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,fixed scrambled Sobol 2^13,8192,8192,0.009864348165382213,6.379851432841178e-05,0.006509687374682283,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,94,0.002551846877906929,fixed scrambled Sobol 2^13,8192,8192,0.002542880296565491,8.966581341438105e-06,0.0035137615109542375,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,566,0.0009924840726639665,fixed scrambled Sobol 2^13,8192,8192,0.0009751699502770444,1.7314122386922147e-05,0.017445239539661945,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,293,0.0003006305611687703,fixed scrambled Sobol 2^13,8192,8192,0.000284582744806217,1.6047816362553286e-05,0.053380522260157846,2.2882003329996223,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,fixed scrambled Sobol 2^15,32768,32768,0.13454067106252698,1.5804057138107952e-05,0.00011745296630320415,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,fixed scrambled Sobol 2^15,32768,32768,0.10822653878769505,0.00015214602219430773,0.0014038371332997085,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,fixed scrambled Sobol 2^15,32768,32768,0.06675176947643603,1.9968644948631376e-05,0.00029923731563990955,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,fixed scrambled Sobol 2^15,32768,32768,0.06375303719089233,1.1379194943608728e-05,0.00017852053588458531,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,fixed scrambled Sobol 2^15,32768,32768,0.045968469687372754,2.343356554593279e-06,5.097487730647895e-05,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,fixed scrambled Sobol 2^15,32768,32768,0.03769203675501818,5.898060088061624e-05,0.0015672551450257814,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,fixed scrambled Sobol 2^15,32768,32768,0.036896971988825904,3.6147513380019314e-05,0.0009806485311824283,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,fixed scrambled Sobol 2^15,32768,32768,0.03277841745037628,9.745008399682231e-06,0.0002973879523785314,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,fixed scrambled Sobol 2^15,32768,32768,0.009793477240784465,7.0724102693361934e-06,0.0007216340431044839,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,94,0.002551846877906929,fixed scrambled Sobol 2^15,32768,32768,0.0025507268760811518,1.1200018257772303e-06,0.00043889852305553536,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,566,0.0009924840726639665,fixed scrambled Sobol 2^15,32768,32768,0.0009911063569768394,1.377715687127072e-06,0.0013881489134924753,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,293,0.0003006305611687703,fixed scrambled Sobol 2^15,32768,32768,0.0002967128058634443,3.9177553053259704e-06,0.013031793208564018,8.923400958999991,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,Hybrid A per-winner R=32 x 12 targets,32,384,0.13658981623583186,0.0020333411161667647,0.015111432685483577,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,Hybrid A per-winner R=32 x 12 targets,32,384,0.12493782563186365,0.016559140821974294,0.15278964540879264,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,Hybrid A per-winner R=32 x 12 targets,32,384,0.06623583203352865,0.000495968797958754,0.007432270548357975,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,Hybrid A per-winner R=32 x 12 targets,32,384,0.06403115375789419,0.0002894957619454658,0.004541704295860417,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,Hybrid A per-winner R=32 x 12 targets,32,384,0.056910565918741655,0.010939752874814308,0.23797170749103008,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,Hybrid A per-winner R=32 x 12 targets,32,384,0.046106644352281685,0.008473588198144123,0.22516343513101833,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,Hybrid A per-winner R=32 x 12 targets,32,384,0.03310433019128283,0.0037564942841630533,0.10191020785944081,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,Hybrid A per-winner R=32 x 12 targets,32,384,0.03388938700510544,0.001120714563128837,0.03420079239136963,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,Hybrid A per-winner R=32 x 12 targets,32,384,0.008122096221637478,0.0016784534294163236,0.17126115260646105,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,94,0.002551846877906929,Hybrid A per-winner R=32 x 12 targets,32,384,0.0020999344540544433,0.0004519124238524857,0.17709229647162547,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,566,0.0009924840726639665,Hybrid A per-winner R=32 x 12 targets,32,384,0.0006122038761253096,0.00038028019653865686,0.3831599992511028,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,293,0.0003006305611687703,Hybrid A per-winner R=32 x 12 targets,32,384,0.000400873508095148,0.0001002429469263777,0.3334423038584642,0.39079841600050713,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,Hybrid A per-winner R=128 x 12 targets,128,1536,0.1331317418306955,0.0014247332889695818,0.010588366614854646,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,Hybrid A per-winner R=128 x 12 targets,128,1536,0.11757092774122394,0.009192242931334582,0.0848159667877406,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,Hybrid A per-winner R=128 x 12 targets,128,1536,0.06769453403325384,0.0009627332017664442,0.014426902762560822,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,Hybrid A per-winner R=128 x 12 targets,128,1536,0.06489133268391821,0.0011496746879694902,0.018036472914503745,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,Hybrid A per-winner R=128 x 12 targets,128,1536,0.0493585184843105,0.0033877054403831514,0.07369252828193476,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,Hybrid A per-winner R=128 x 12 targets,128,1536,0.03986215826055637,0.002229102106418808,0.059232556008442315,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,Hybrid A per-winner R=128 x 12 targets,128,1536,0.03574684248503455,0.0011139819904113363,0.03022129879795265,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,Hybrid A per-winner R=128 x 12 targets,128,1536,0.03454107834890647,0.0017724059069298692,0.054088425769101986,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,Hybrid A per-winner R=128 x 12 targets,128,1536,0.008629853134917011,0.0011706965161367901,0.11945212848453977,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,94,0.002551846877906929,Hybrid A per-winner R=128 x 12 targets,128,1536,0.0028553831507628358,0.0003035362728559068,0.11894768274845423,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,566,0.0009924840726639665,Hybrid A per-winner R=128 x 12 targets,128,1536,0.0010403820260869846,4.789795342301814e-05,0.048260677165783944,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,293,0.0003006305611687703,Hybrid A per-winner R=128 x 12 targets,128,1536,0.00032743203655430576,2.6801475385535478e-05,0.08915086770067086,1.517376959000103,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,Hybrid A per-winner R=512 x 12 targets,512,6144,0.13369136900763595,0.0008651061120291403,0.006429316101360233,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,Hybrid A per-winner R=512 x 12 targets,512,6144,0.1085097182185027,0.00013103340861334023,0.0012090330201292836,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,Hybrid A per-winner R=512 x 12 targets,512,6144,0.06631265212965867,0.0004191487018287282,0.0062810938204286085,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,Hybrid A per-winner R=512 x 12 targets,512,6144,0.06338616902605015,0.00035548896989856527,0.005577027348757689,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,Hybrid A per-winner R=512 x 12 targets,512,6144,0.046051106905458106,8.029386153075857e-05,0.0017466269620690388,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,Hybrid A per-winner R=512 x 12 targets,512,6144,0.03789947265418201,0.0002664165000444488,0.007079321407043304,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,Hybrid A per-winner R=512 x 12 targets,512,6144,0.03667293658031311,0.00018788789513277115,0.0050972244328915915,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,Hybrid A per-winner R=512 x 12 targets,512,6144,0.03271234591672195,5.632652525464771e-05,0.0017189138606205343,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,Hybrid A per-winner R=512 x 12 targets,512,6144,0.01004136162869378,0.00024081197763997815,0.024571272654496976,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,94,0.002551846877906929,Hybrid A per-winner R=512 x 12 targets,512,6144,0.002627599963265664,7.575308535873486e-05,0.029685592037116626,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,566,0.0009924840726639665,Hybrid A per-winner R=512 x 12 targets,512,6144,0.0010131626472878199,2.0678574623853377e-05,0.020835170249482372,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,293,0.0003006305611687703,Hybrid A per-winner R=512 x 12 targets,512,6144,0.0002938457613484208,6.784799820349458e-06,0.022568563202530017,5.960003167999275,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.13444299372735816,0.00011348139230693555,0.000843373700195499,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.10829169486174106,8.698994814829164e-05,0.0008026481249600288,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.06672643893738793,5.36189409947041e-06,8.03499086291764e-05,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.06359084125100943,0.00015081674493928887,0.0023660624728160423,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.0459947722714299,2.395922750255547e-05,0.0005211834622037522,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.03760760940066367,2.5446753473892803e-05,0.0006761808918645334,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.036892156557857304,3.133208241141994e-05,0.0008500103526520735,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.0327714528453175,2.7804033409031814e-06,8.48494349542672e-05,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.009843845275419441,4.329562436563954e-05,0.004417673080303632,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,94,0.002551846877906929,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.0025561366120414267,4.289734134497753e-06,0.001681031166735314,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,566,0.0009924840726639665,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.0009915267645549037,9.573081090627836e-07,0.000964557654303947,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,293,0.0003006305611687703,Hybrid A per-winner R=2048 x 12 targets,2048,24576,0.0002984503922705895,2.18016889818077e-06,0.007251986922769472,23.714788875999147,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,1,0.1345564751196651,qmc_ghk (contrasts) B=256,256,0,0.1333056797885221,0.001250795331143001,0.009295690378561353,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,322,0.10837868480988935,qmc_ghk (contrasts) B=256,256,0,0.11010309425841498,0.0017244094485256295,0.015910964887149843,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,889,0.0667318008314874,qmc_ghk (contrasts) B=256,256,0,0.06655803755979255,0.0001737632716948545,0.002603905027734008,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,360,0.06374165799594872,qmc_ghk (contrasts) B=256,256,0,0.06436046188821867,0.0006188038922699535,0.009707998061633152,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,10,0.04597081304392735,qmc_ghk (contrasts) B=256,256,0,0.04711960698035564,0.0011487939364282912,0.02498963712759578,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,231,0.03763305615413756,qmc_ghk (contrasts) B=256,256,0,0.04095743493845133,0.0033243787843137695,0.08833666792029249,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,211,0.036860824475445884,qmc_ghk (contrasts) B=256,256,0,0.034162580255536645,0.002698244219909239,0.07320086455761785,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,47,0.0327686724419766,qmc_ghk (contrasts) B=256,256,0,0.03237552171870332,0.00039315072327327644,0.011997761702718575,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
1000,3,0.05,3,4.0,26.007602474594137,649,0.009800549651053802,qmc_ghk (contrasts) B=256,256,0,0.008834958622676754,0.0009655910283770473,0.09852417086354155,1.3124896679973972,18,2.18285045883726e-05,0.0002681463772606779
