rank,n,D,seed,margin,points,sharp,method,budget,passes,err,raw_sum,seconds,truth_m,truth_vs_scramble,truth_vs_mc
4,8,0.1,3,4.0,257,13.293679184095348,qmc_ghk (runner contrasts) B=2048 (raw),2048,0,0.00027215603387387155,0.9997587563558025,0.005002584000067145,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,qmc_ghk (runner contrasts) B=2048 (normalised),2048,0,0.00018098355710532976,,0.005002584000067145,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,qmc_ghk (runner contrasts) B=8192 (raw),8192,0,0.0003868428166529658,0.9993149574838189,0.013970708999977433,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,qmc_ghk (runner contrasts) B=8192 (normalised),8192,0,0.00018730000692052107,,0.013970708999977433,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,qmc_ghk (runner contrasts) B=32768 (raw),32768,0,1.7068971703615432e-05,1.000008834096321,0.050097918000119535,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,qmc_ghk (runner contrasts) B=32768 (normalised),32768,0,1.372860844173207e-05,,0.050097918000119535,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A per-winner R=32 (raw),32,256,0.03162402216395488,1.0117785064442304,0.8764259590000165,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A per-winner R=32 (normalised),32,256,0.026854173275931037,,0.8764259590000165,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A shared R=256 (raw),256,256,0.03718209555105126,1.0708675935479939,4.036672917000033,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A shared R=256 (normalised),256,256,0.03503066656973847,,4.036672917000033,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A per-winner R=128 (raw),128,1024,0.004647824210757406,0.9965497899830504,3.417573292000043,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A per-winner R=128 (normalised),128,1024,0.004562487107099326,,3.417573292000043,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A shared R=1024 (raw),1024,1024,0.008401286375725611,1.0183713373109646,16.19129925099992,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A shared R=1024 (normalised),1024,1024,0.006608356663929504,,16.19129925099992,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A per-winner R=512 (raw),512,4096,0.004556295326892709,0.9982888738583624,13.569268417000103,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A per-winner R=512 (normalised),512,4096,0.004691255736084296,,13.569268417000103,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A shared R=4096 (raw),4096,4096,0.004864149370820123,1.0011133173526487,64.66008425099994,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A shared R=4096 (normalised),4096,4096,0.004757556960986148,,64.66008425099994,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A per-winner R=2048 (raw),2048,16383,0.001963372409578945,0.9992033703132691,54.21031941699994,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A per-winner R=2048 (normalised),2048,16383,0.001663485579947499,,54.21031941699994,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A shared R=16384 (raw),16384,16384,0.0010841000392151079,0.996325274039235,252.5988387100001,20,8.076078563512556e-06,0.00031474078011900497
4,8,0.1,3,4.0,257,13.293679184095348,Hybrid A shared R=16384 (normalised),16384,16384,0.0003088926503528461,,252.5988387100001,20,8.076078563512556e-06,0.00031474078011900497
