n,rank,D,seed,margin,sharp,target,truth_p,method,budget,passes,p,abs_err,rel_err,seconds,truth_m,truth_vs_scramble,truth_vs_mc
100000,3,0.05,3,4.0,31.66490149361016,3889,0.10470885517415122,fixed scrambled Sobol 2^7,128,128,0.10356567258355999,0.0011431825905912352,0.01091772600024993,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,596,0.05442543060424438,fixed scrambled Sobol 2^7,128,128,0.050384154444280134,0.004041276159964247,0.07425345312103211,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,1853,0.04542163971081893,fixed scrambled Sobol 2^7,128,128,0.04109703143691646,0.004324608273902471,0.09521030727722489,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,36623,0.03596565748754746,fixed scrambled Sobol 2^7,128,128,0.033260111297013034,0.0027055461905344247,0.07522582317509911,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,1937,0.03584250954252251,fixed scrambled Sobol 2^7,128,128,0.03569377603002906,0.00014873351249344857,0.004149640033351891,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,5289,0.035339368433296804,fixed scrambled Sobol 2^7,128,128,0.03341599606610785,0.0019233723671889524,0.054425770817589036,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,166,0.035027084838722466,fixed scrambled Sobol 2^7,128,128,0.03972066582132884,0.004693580982606374,0.13399861861805917,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,25302,0.03317185034455352,fixed scrambled Sobol 2^7,128,128,0.03133776710035407,0.0018340832441994526,0.05529035085920645,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,11929,0.010678788597120265,fixed scrambled Sobol 2^7,128,128,0.016463476717000925,0.005784688119880661,0.5416989078181218,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
100000,3,0.05,3,4.0,31.66490149361016,58931,0.003166905697940808,fixed scrambled Sobol 2^7,128,128,0.0009326183640144389,0.002234287333926369,0.7055111667452403,8.647605833000853,15,0.00011461693084320861,0.0017754041962235872
