rank,n,D,seed,margin,points,sharp,method,budget,passes,err,raw_sum,seconds,truth_m,truth_vs_scramble,truth_vs_mc
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A per-winner R=32 (raw),32,255,0.013831044209010157,0.99784987758559,1.1036087909999424,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A per-winner R=32 (normalised),32,255,0.014611024158366015,,1.1036087909999424,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A shared R=256 (raw),256,256,0.04252444789059451,1.064990058348887,4.8898406250000335,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A shared R=256 (normalised),256,256,0.03267949629294575,,4.8898406250000335,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A per-winner R=128 (raw),128,1021,0.011158018270823272,1.0251045707964392,4.269548791000034,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A per-winner R=128 (normalised),128,1021,0.00797526745763491,,4.269548791000034,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A shared R=1024 (raw),1024,1024,0.01820203443310517,1.044351827043871,19.62709654199989,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A shared R=1024 (normalised),1024,1024,0.010716729299009353,,19.62709654199989,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A per-winner R=512 (raw),512,4088,0.004418742718772878,1.001682973747433,16.9043347490001,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A per-winner R=512 (normalised),512,4088,0.004059970848730665,,16.9043347490001,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A shared R=4096 (raw),4096,4096,0.005294807587659378,0.9958197201456556,78.91123391699989,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A shared R=4096 (normalised),4096,4096,0.005060193193035439,,78.91123391699989,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A per-winner R=2048 (raw),2048,16347,0.0010734570101409158,0.9992323736174191,66.85671612400006,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A per-winner R=2048 (normalised),2048,16347,0.0011957015410065108,,66.85671612400006,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A shared R=16384 (raw),16384,16384,0.0024411079541397096,0.9981976571229949,298.717731876,20,1.0711546968869556e-05,0.00040702648503498917
5,8,0.1,3,4.0,257,15.357042974845442,Hybrid A shared R=16384 (normalised),16384,16384,0.002231002601367882,,298.717731876,20,1.0711546968869556e-05,0.00040702648503498917
