rank,n,D,seed,margin,points,sharp,method,budget,passes,err,raw_sum,seconds,truth_m,truth_vs_scramble,truth_vs_mc
3,8,0.05,3,6.0,257,18.834085254752218,winning default rule,8192,8192,9.458555726907236e-05,,0.3112773750001452,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,fixed Gauss-Hermite Q=15,1317,1317,0.025259379732955167,,0.04861670800005413,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,fixed Gauss-Hermite Q=41,6283,6283,0.010987951326201839,,0.23263937499996246,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,fixed scrambled Sobol 2^7,128,128,0.013899640704872818,,0.00643104100004166,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,fixed scrambled Sobol 2^9,512,512,0.004477755547744461,,0.020326040999862016,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,fixed scrambled Sobol 2^11,2048,2048,0.0008547357126817978,,0.07682304200011458,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,fixed scrambled Sobol 2^13,8192,8192,9.458555726907236e-05,,0.3043851249999534,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=128 (raw),128,0,0.0027612662108180697,0.9937902065120621,0.0012792080001418071,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=128 (normalised),128,0,0.0009602376773060195,,0.0012792080001418071,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=512 (raw),512,0,0.0022096461464207184,0.9974541497634202,0.002557416000172452,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,6.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=512 (normalised),512,0,0.0010470022717882776,,0.002557416000172452,20,3.7506722914693036e-06,0.0001634207971357715
