rank,n,D,seed,margin,points,sharp,method,budget,passes,err,raw_sum,seconds,truth_m,truth_vs_scramble,truth_vs_mc
2,8,0.02,3,4.0,257,31.318603162557697,winning default rule,8192,8192,4.2875019239080325e-05,,0.30369249999989734,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,fixed Gauss-Hermite Q=15,145,145,0.036132222582865636,,0.0097238749999633,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,fixed Gauss-Hermite Q=41,413,413,0.007971561770987345,,0.022700792000023284,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,fixed scrambled Sobol 2^7,128,128,0.0033335266434556914,,0.0056060839999645395,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,fixed scrambled Sobol 2^9,512,512,0.0005218612976990444,,0.02019962500003203,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,fixed scrambled Sobol 2^11,2048,2048,0.0006731721984603034,,0.07347695900011786,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,fixed scrambled Sobol 2^13,8192,8192,4.2875019239080325e-05,,0.30224154200004705,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=128 (raw),128,0,0.0038953114693474067,1.002109108484894,0.0011437080001996947,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=128 (normalised),128,0,0.002832600468144153,,0.0011437080001996947,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=512 (raw),512,0,0.00019036486554552257,0.999739793842896,0.0023927500003537716,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=512 (normalised),512,0,0.00011240971180076498,,0.0023927500003537716,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=2048 (raw),2048,0,0.0002566162621057133,1.0003142898421828,0.005141333000437953,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=2048 (normalised),2048,0,9.91149643086997e-05,,0.005141333000437953,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=8192 (raw),8192,0,5.4788989661935794e-05,1.000075032717627,0.014345958000376413,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=8192 (normalised),8192,0,1.7193697200657e-05,,0.014345958000376413,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=32768 (raw),32768,0,3.173364120678812e-05,1.0000274946163854,0.050166167000270434,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,qmc_ghk (runner contrasts) B=32768 (normalised),32768,0,2.3492793433055326e-05,,0.050166167000270434,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A per-winner R=32 (raw),32,224,0.01156389170834854,1.008032667567941,0.4072691250000844,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A per-winner R=32 (normalised),32,224,0.009083517280733422,,0.4072691250000844,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A shared R=256 (raw),256,224,0.013700660160918254,1.0201816005839834,1.4661111670000082,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A shared R=256 (normalised),256,224,0.019358449308568892,,1.4661111670000082,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A per-winner R=128 (raw),128,896,0.0027338974566929915,0.9962201146745175,1.5710964580000564,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A per-winner R=128 (normalised),128,896,0.00297908931073787,,1.5710964580000564,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A shared R=1024 (raw),1024,896,0.005142109059322664,0.9934951721109118,5.8986071670001365,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A shared R=1024 (normalised),1024,896,0.0042833994146820875,,5.8986071670001365,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A per-winner R=512 (raw),512,3584,0.0006751712220341433,0.9995205683590173,6.118754082999885,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A per-winner R=512 (normalised),512,3584,0.0005317393529384318,,6.118754082999885,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A shared R=4096 (raw),4096,3584,0.0008876983881005995,1.0006581562270735,23.258738917000073,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A shared R=4096 (normalised),4096,3584,0.0006899932799213082,,23.258738917000073,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A per-winner R=2048 (raw),2048,14336,4.5281121281742776e-05,1.0000394206766101,24.438877998999942,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A per-winner R=2048 (normalised),2048,14336,4.9586899484907465e-05,,24.438877998999942,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A shared R=16384 (raw),16384,14336,0.00045043939035110947,1.0003271016065685,92.5654864999999,18,1.3338377557459147e-06,0.00041695767926092087
2,8,0.02,3,4.0,257,31.318603162557697,Hybrid A shared R=16384 (normalised),16384,14336,0.0003721107973345683,,92.5654864999999,18,1.3338377557459147e-06,0.00041695767926092087
