rank,n,D,seed,margin,points,sharp,method,budget,passes,err,raw_sum,seconds,truth_m,truth_vs_scramble,truth_vs_mc
2,8,0.1,3,4.0,257,14.006105126363783,winning default rule,8192,8192,3.797176531368518e-05,,0.3374150419999751,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,fixed Gauss-Hermite Q=15,145,145,0.022320913251748564,,0.006563082999946346,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,fixed Gauss-Hermite Q=41,413,413,0.00543411895239565,,0.021242333000145663,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,fixed scrambled Sobol 2^7,128,128,0.004760001207129938,,0.006157666999797584,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,fixed scrambled Sobol 2^9,512,512,0.000713558059056818,,0.022855791999973007,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,fixed scrambled Sobol 2^11,2048,2048,0.0002648652047010924,,0.09082154199995784,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,fixed scrambled Sobol 2^13,8192,8192,3.797176531368518e-05,,0.3469270420000612,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=128 (raw),128,0,0.00079646679205303,1.0012183212542083,0.0012808750000203872,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=128 (normalised),128,0,0.00022719370803886418,,0.0012808750000203872,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=512 (raw),512,0,0.0004247217193347197,0.9993882431364016,0.0025800410001011187,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=512 (normalised),512,0,0.00012152178503466171,,0.0025800410001011187,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=2048 (raw),2048,0,8.537196439994954e-05,1.0001101822844798,0.0054249580000487185,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=2048 (normalised),2048,0,3.074646363349087e-05,,0.0054249580000487185,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=8192 (raw),8192,0,4.247327159867531e-05,1.0000324505532936,0.015281457999890335,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=8192 (normalised),8192,0,2.6385275793738838e-05,,0.015281457999890335,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=32768 (raw),32768,0,4.997740413181795e-06,1.000004842666087,0.051617790999898716,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,qmc_ghk (runner contrasts) B=32768 (normalised),32768,0,2.5970092845661874e-06,,0.051617790999898716,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,Hybrid A per-winner R=32 (raw),32,256,0.008861853466663752,0.9972104434449859,0.4693077919998814,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,Hybrid A per-winner R=32 (normalised),32,256,0.008666730914361417,,0.4693077919998814,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,Hybrid A shared R=256 (raw),256,256,0.01563588749385081,0.9876804619499018,2.7068934999999783,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,Hybrid A shared R=256 (normalised),256,256,0.009647412530058352,,2.7068934999999783,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,Hybrid A per-winner R=128 (raw),128,1024,0.0021510224068315154,1.0035003061924037,1.7665080419999413,18,4.592120069202288e-07,0.00021148814457916387
2,8,0.1,3,4.0,257,14.006105126363783,Hybrid A per-winner R=128 (normalised),128,1024,0.0013916425435356108,,1.7665080419999413,18,4.592120069202288e-07,0.00021148814457916387
