subject,session,run,block,trial_in_block,dominant_symbol,response1,correct1,response2,correct2,rt1,rt2
4,1,1,3,46,4,1,0,,,0.6986,0.0
4,1,1,3,47,6,4,0,,,1.944,0.0
4,1,1,3,48,6,6,1,,,0.1785,0.0
4,1,1,3,49,6,6,1,,,0.2972,0.0
4,1,1,3,50,5,6,0,,,0.282,0.0
4,1,1,4,1,6,6,1,,,0.0698,0.0
4,1,1,4,2,4,5,0,,,1.2021,0.0
4,1,1,4,3,5,6,0,,,0.1547,0.0
4,1,1,4,4,4,3,0,,,2.7499,0.0
4,1,1,4,5,5,6,0,3,0,0.2307,1.7766
4,1,1,4,6,1,1,1,,,0.7542,0.0
4,1,1,4,7,6,6,1,,,0.2247,0.0
4,1,1,4,8,6,6,1,,,0.5338,0.0
4,1,1,4,9,6,1,0,,,0.2866,0.0
4,1,1,4,10,1,6,0,,,0.157,0.0
4,1,1,4,11,6,6,1,,,0.6877,0.0
4,1,1,4,12,3,6,0,,,0.7538,0.0
4,1,1,4,13,1,6,0,4,0,0.2204,1.4475
4,1,1,4,14,5,6,0,5,1,0.6773,1.2292
4,1,1,4,15,2,2,1,,,1.2884,0.0
4,1,1,4,16,5,6,0,5,1,0.578,0.9262
4,1,1,4,17,2,5,0,1,0,0.3256,1.5322
4,1,1,4,18,1,1,1,,,1.2549,0.0
4,1,1,4,19,2,2,1,,,1.3135,0.0
4,1,1,4,20,6,6,1,,,0.2178,0.0
4,1,1,4,21,2,4,0,3,0,1.1985,3.7934
4,1,1,4,22,4,6,0,,,0.2711,0.0
4,1,1,4,23,6,6,1,,,0.1417,0.0
4,1,1,4,24,5,6,0,,,0.5834,0.0
4,1,1,4,25,6,3,0,,,2.3772,0.0
4,1,1,4,26,3,2,0,4,0,3.0094,0.6644
4,1,1,4,27,2,6,0,5,0,0.0073,1.1614
4,1,1,4,28,1,6,0,,,0.2433,0.0
4,1,1,4,29,5,4,0,5,1,1.9075,1.8653
4,1,1,4,30,1,1,1,,,1.4503,0.0
4,1,1,4,31,3,1,0,,,0.4923,0.0
4,1,1,4,32,3,3,1,,,3.4423,0.0
4,1,1,4,33,2,2,1,,,0.9156,0.0
4,1,1,4,34,1,1,1,,,0.5562,0.0
4,1,1,4,35,5,6,0,,,0.2285,0.0
4,1,1,4,36,4,2,0,5,0,1.2677,1.1238
4,1,1,4,37,5,6,0,,,0.431,0.0
4,1,1,4,38,6,6,1,,,0.1033,0.0
4,1,1,4,39,6,6,1,,,0.001,0.0
4,1,1,4,40,3,5,0,3,1,1.7431,1.9796
4,1,1,4,41,4,6,0,2,0,0.2315,1.0583
4,1,1,4,42,3,2,0,,,1.377,0.0
4,1,1,4,43,3,6,0,,,1.106,0.0
4,1,1,4,44,1,6,0,4,0,0.4142,1.0893
4,1,1,4,45,4,6,0,1,0,0.0948,0.3981
4,1,1,4,46,2,2,1,,,0.7906,0.0
4,1,1,4,47,3,1,0,5,0,0.7406,1.0025
4,1,1,4,48,4,6,0,5,0,0.1391,0.8557
4,1,1,4,49,4,6,0,,,0.2705,0.0
4,1,1,4,50,2,2,1,,,0.9893,0.0
4,1,2,1,1,2,1,0,,,1.7338,0.0
4,1,2,1,2,4,6,0,,,0.1993,0.0
4,1,2,1,3,6,6,1,,,0.1375,0.0
4,1,2,1,4,5,5,1,,,0.8185,0.0
4,1,2,1,5,6,6,1,,,0.2062,0.0
4,1,2,1,6,3,2,0,,,1.1087,0.0
4,1,2,1,7,6,6,1,,,0.1132,0.0
4,1,2,1,8,5,5,1,,,0.6503,0.0
4,1,2,1,9,5,4,0,3,0,1.0866,2.5802
4,1,2,1,10,6,6,1,,,0.0009,0.0
4,1,2,1,11,1,1,1,,,0.8657,0.0
4,1,2,1,12,5,6,0,,,0.6365,0.0
4,1,2,1,13,5,5,1,,,0.6046,0.0
4,1,2,1,14,5,6,0,,,0.8344,0.0
4,1,2,1,15,6,6,1,,,0.1058,0.0
4,1,2,1,16,2,2,1,,,1.2521,0.0
4,1,2,1,17,4,4,1,,,1.39,0.0
4,1,2,1,18,1,2,0,5,0,1.0605,0.8918
4,1,2,1,19,2,1,0,,,0.3368,0.0
4,1,2,1,20,4,1,0,,,0.059,0.0
4,1,2,1,21,2,2,1,,,0.6583,0.0
4,1,2,1,22,5,5,1,,,0.6457,0.0
4,1,2,1,23,1,6,0,,,0.2651,0.0
4,1,2,1,24,6,6,1,,,0.1364,0.0
4,1,2,1,25,5,6,0,5,1,0.1926,0.7008
4,1,2,1,26,4,2,0,,,0.5264,0.0
4,1,2,1,27,3,1,0,,,1.4584,0.0
4,1,2,1,28,6,6,1,,,0.0008,0.0
4,1,2,1,29,1,6,0,2,0,0.001,1.7933
4,1,2,1,30,3,5,0,,,0.4983,0.0
4,1,2,1,31,3,2,0,,,0.9187,0.0
4,1,2,1,32,6,6,1,,,0.1389,0.0
4,1,2,1,33,2,1,0,5,0,0.9641,1.8072
4,1,2,1,34,1,1,1,,,0.8473,0.0
4,1,2,1,35,2,2,1,,,1.0345,0.0
4,1,2,1,36,3,3,1,,,0.6864,0.0
4,1,2,1,37,6,6,1,,,0.2405,0.0
4,1,2,1,38,3,3,1,,,0.7732,0.0
4,1,2,1,39,6,6,1,,,0.1958,0.0
4,1,2,1,40,3,5,0,,,1.6105,0.0
4,1,2,1,41,1,1,1,,,0.4016,0.0
4,1,2,1,42,1,1,1,,,0.3038,0.0
4,1,2,1,43,4,6,0,,,0.5942,0.0
4,1,2,1,44,2,6,0,5,0,0.915,1.7446
4,1,2,1,45,1,1,1,,,0.2264,0.0
4,1,2,1,46,4,4,1,,,0.8552,0.0
4,1,2,1,47,2,2,1,,,0.4821,0.0
4,1,2,1,48,3,6,0,,,0.1893,0.0
4,1,2,1,49,4,3,0,4,1,1.1828,0.994
4,1,2,1,50,4,3,0,,,0.6955,0.0
4,1,2,2,1,4,6,0,,,0.2739,0.0
4,1,2,2,2,2,6,0,,,0.1605,0.0
4,1,2,2,3,6,6,1,,,0.0515,0.0
4,1,2,2,4,2,1,0,2,1,0.8797,1.1517
4,1,2,2,5,4,6,0,5,0,0.7664,1.2826
4,1,2,2,6,1,1,1,,,0.3121,0.0
4,1,2,2,7,6,1,0,2,0,0.1847,0.9005
4,1,2,2,8,6,6,1,,,0.1527,0.0
4,1,2,2,9,2,6,0,,,0.1289,0.0
4,1,2,2,10,1,1,1,,,0.7408,0.0
4,1,2,2,11,3,3,1,,,0.9658,0.0
4,1,2,2,12,5,5,1,,,0.9241,0.0
4,1,2,2,13,4,4,1,,,1.3487,0.0
4,1,2,2,14,6,6,1,,,0.1871,0.0
4,1,2,2,15,6,6,1,,,0.2261,0.0
4,1,2,2,16,5,4,0,,,0.6634,0.0
4,1,2,2,17,3,2,0,3,1,1.1891,1.1272
4,1,2,2,18,5,6,0,5,1,0.2959,1.1354
4,1,2,2,19,1,6,0,4,0,0.2393,1.0483
4,1,2,2,20,1,6,0,5,0,0.1347,0.9323
4,1,2,2,21,6,6,1,,,0.2003,0.0
4,1,2,2,22,3,2,0,,,0.9576,0.0
4,1,2,2,23,5,5,1,,,0.6248,0.0
4,1,2,2,24,6,6,1,,,0.1658,0.0
4,1,2,2,25,2,6,0,4,0,0.2521,0.8209
4,1,2,2,26,5,5,1,,,1.1338,0.0
4,1,2,2,27,2,6,0,,,0.8931,0.0
4,1,2,2,28,3,6,0,,,0.1303,0.0
4,1,2,2,29,2,2,1,,,0.7104,0.0
4,1,2,2,30,4,6,0,,,0.3925,0.0
4,1,2,2,31,1,5,0,,,0.8653,0.0
4,1,2,2,32,4,2,0,,,0.952,0.0
4,1,2,2,33,4,3,0,,,0.1867,0.0
4,1,2,2,34,4,4,1,,,0.4276,0.0
4,1,2,2,35,3,2,0,4,0,0.5843,2.3237
4,1,2,2,36,6,3,0,5,0,0.5097,0.4443
4,1,2,2,37,6,6,1,,,0.1797,0.0
4,1,2,2,38,4,2,0,,,0.5858,0.0
4,1,2,2,39,5,1,0,,,0.5397,0.0
4,1,2,2,40,3,2,0,6,0,1.2642,0.7354
4,1,2,2,41,5,5,1,,,0.939,0.0
4,1,2,2,42,1,2,0,4,0,0.5307,1.2972
4,1,2,2,43,1,1,1,,,0.3094,0.0
4,1,2,2,44,3,1,0,,,0.1993,0.0
4,1,2,2,45,2,6,0,2,1,0.0716,0.9846
4,1,2,2,46,1,6,0,,,0.1907,0.0
4,1,2,2,47,3,5,0,,,0.4489,0.0
4,1,2,2,48,2,2,1,,,0.568,0.0
4,1,2,2,49,5,5,1,,,0.3986,0.0
4,1,2,2,50,6,1,0,4,0,0.1889,1.0323
4,1,2,3,1,1,1,1,,,0.2608,0.0
4,1,2,3,2,5,6,0,,,0.0009,0.0
4,1,2,3,3,6,6,1,,,0.2731,0.0
4,1,2,3,4,5,6,0,5,1,0.1486,0.9142
4,1,2,3,5,3,6,0,,,0.1864,0.0
4,1,2,3,6,3,1,0,,,0.3491,0.0
4,1,2,3,7,3,5,0,,,1.6722,0.0
4,1,2,3,8,4,1,0,,,0.3821,0.0
4,1,2,3,9,2,6,0,,,1.2234,0.0
4,1,2,3,10,5,5,1,,,0.8147,0.0
4,1,2,3,11,3,6,0,,,0.412,0.0
4,1,2,3,12,1,1,1,,,0.7718,0.0
4,1,2,3,13,4,1,0,5,0,0.8515,0.8986
4,1,2,3,14,6,6,1,,,0.4083,0.0
4,1,2,3,15,2,5,0,,,1.3169,0.0
4,1,2,3,16,6,6,1,,,0.1046,0.0
4,1,2,3,17,6,6,1,,,0.1795,0.0
4,1,2,3,18,4,6,0,,,0.8579,0.0
4,1,2,3,19,2,3,0,,,1.3612,0.0
4,1,2,3,20,1,6,0,2,0,0.1624,1.3273
4,1,2,3,21,5,6,0,,,0.001,0.0
4,1,2,3,22,1,5,0,,,0.8757,0.0
4,1,2,3,23,2,6,0,,,0.4819,0.0
4,1,2,3,24,4,4,1,,,1.0147,0.0
4,1,2,3,25,6,6,1,,,0.1233,0.0
4,1,2,3,26,3,3,1,,,2.1649,0.0
4,1,2,3,27,5,6,0,,,0.5225,0.0
4,1,2,3,28,4,4,1,,,1.1825,0.0
4,1,2,3,29,4,1,0,4,1,0.2843,1.3155
4,1,2,3,30,3,6,0,,,0.3159,0.0
4,1,2,3,31,5,6,0,,,0.1525,0.0
4,1,2,3,32,2,2,1,,,1.0995,0.0
4,1,2,3,33,6,6,1,,,0.1888,0.0
4,1,2,3,34,3,5,0,,,0.6274,0.0
4,1,2,3,35,4,6,0,,,0.3552,0.0
4,1,2,3,36,2,1,0,4,0,0.3031,1.3819
4,1,2,3,37,1,1,1,,,0.5176,0.0
4,1,2,3,38,4,6,0,1,0,0.5112,0.6064
4,1,2,3,39,6,1,0,4,0,0.2863,0.5337
4,1,2,3,40,1,1,1,,,0.3303,0.0
4,1,2,3,41,6,2,0,,,0.506,0.0
4,1,2,3,42,5,1,0,,,1.0556,0.0
4,1,2,3,43,1,6,0,2,0,0.4145,1.6651
4,1,2,3,44,1,1,1,,,0.2777,0.0
4,1,2,3,45,2,2,1,,,0.8077,0.0
4,1,2,3,46,5,4,0,,,0.5338,0.0
4,1,2,3,47,6,6,1,,,0.553,0.0
4,1,2,3,48,3,1,0,6,0,0.5448,1.1019
4,1,2,3,49,2,6,0,2,1,0.6671,0.7377
4,1,2,3,50,6,6,1,,,0.4021,0.0
4,1,2,4,1,2,5,0,4,0,1.7415,1.4488
4,1,2,4,2,1,6,0,,,0.1991,0.0
4,1,2,4,3,1,2,0,,,1.3056,0.0
4,1,2,4,4,4,6,0,,,0.0295,0.0
4,1,2,4,5,2,2,1,,,0.7412,0.0
4,1,2,4,6,6,6,1,,,0.2773,0.0
4,1,2,4,7,5,5,1,,,0.5038,0.0
4,1,2,4,8,5,1,0,4,0,1.1212,1.6551
4,1,2,4,9,5,6,0,,,0.0443,0.0
4,1,2,4,10,6,2,0,,,0.8207,0.0
4,1,2,4,11,4,1,0,6,0,0.4927,0.7311
4,1,2,4,12,3,6,0,1,0,0.6788,0.4793
4,1,2,4,13,6,6,1,,,0.1486,0.0
4,1,2,4,14,4,6,0,,,0.6525,0.0
4,1,2,4,15,5,5,1,,,0.5556,0.0
4,1,2,4,16,2,2,1,,,0.5468,0.0
4,1,2,4,17,5,6,0,,,0.2032,0.0
4,1,2,4,18,3,2,0,,,0.5563,0.0
4,1,2,4,19,1,1,1,,,0.8788,0.0
4,1,2,4,20,1,2,0,1,1,0.857,1.0488
4,1,2,4,21,5,6,0,,,1.2124,0.0
4,1,2,4,22,4,2,0,,,0.6285,0.0
4,1,2,4,23,3,6,0,5,0,0.0358,1.1899
4,1,2,4,24,4,3,0,4,1,1.582,0.8809
4,1,2,4,25,6,6,1,,,0.001,0.0
4,1,2,4,26,4,6,0,,,0.1366,0.0
4,1,2,4,27,3,1,0,,,1.005,0.0
4,1,2,4,28,3,6,0,,,0.0134,0.0
4,1,2,4,29,5,5,1,,,0.1992,0.0
4,1,2,4,30,6,5,0,1,0,0.001,1.2642
4,1,2,4,31,6,6,1,,,0.5332,0.0
4,1,2,4,32,1,1,1,,,0.2215,0.0
4,1,2,4,33,6,6,1,,,0.1474,0.0
4,1,2,4,34,2,3,0,,,1.9317,0.0
4,1,2,4,35,5,5,1,,,0.9171,0.0
4,1,2,4,36,1,1,1,,,0.3018,0.0
4,1,2,4,37,6,6,1,,,0.0799,0.0
4,1,2,4,38,1,1,1,,,0.3464,0.0
4,1,2,4,39,2,2,1,,,1.0823,0.0
4,1,2,4,40,2,1,0,,,0.6204,0.0
4,1,2,4,41,3,3,1,,,0.5244,0.0
4,1,2,4,42,3,3,1,,,1.0934,0.0
4,1,2,4,43,2,6,0,,,0.2312,0.0
4,1,2,4,44,6,6,1,,,0.1034,0.0
4,1,2,4,45,4,6,0,,,0.6413,0.0
4,1,2,4,46,1,1,1,,,0.1771,0.0
4,1,2,4,47,2,6,0,,,0.1993,0.0
4,1,2,4,48,4,4,1,,,0.8898,0.0
4,1,2,4,49,3,1,0,,,0.4195,0.0
4,1,2,4,50,6,6,1,,,0.1071,0.0
4,1,3,1,1,6,6,1,,,0.1155,0.0
4,1,3,1,2,2,2,1,,,0.7164,0.0
4,1,3,1,3,3,6,0,4,0,0.2221,1.112
4,1,3,1,4,6,6,1,,,0.0036,0.0
4,1,3,1,5,4,6,0,5,0,0.2413,0.7627
4,1,3,1,6,4,6,0,,,0.1816,0.0
4,1,3,1,7,2,2,1,,,0.9039,0.0
4,1,3,1,8,3,3,1,,,1.6169,0.0
4,1,3,1,9,6,2,0,,,1.0371,0.0
4,1,3,1,10,6,1,0,,,0.7483,0.0
4,1,3,1,11,5,6,0,4,0,0.0061,0.9862
4,1,3,1,12,5,4,0,2,0,1.7073,0.9516
4,1,3,1,13,6,2,0,5,0,0.5542,0.4227
4,1,3,1,14,5,1,0,,,0.5274,0.0
4,1,3,1,15,4,4,1,,,1.0116,0.0
4,1,3,1,16,3,1,0,,,0.8074,0.0
4,1,3,1,17,4,1,0,5,0,0.4329,0.7217
4,1,3,1,18,4,6,0,4,1,0.2385,3.5435
4,1,3,1,19,1,1,1,,,1.3168,0.0
4,1,3,1,20,5,6,0,,,0.3171,0.0
4,1,3,1,21,1,1,1,,,0.3454,0.0
4,1,3,1,22,3,6,0,,,0.1375,0.0
4,1,3,1,23,4,5,0,4,1,1.0699,1.2365
4,1,3,1,24,2,2,1,,,0.672,0.0
4,1,3,1,25,5,3,0,,,1.1239,0.0
4,1,3,1,26,6,1,0,,,1.8235,0.0
4,1,3,1,27,1,1,1,,,0.4779,0.0
4,1,3,1,28,6,6,1,,,0.1045,0.0
4,1,3,1,29,6,1,0,2,0,0.0824,1.1226
4,1,3,1,30,3,3,1,,,0.6864,0.0
4,1,3,1,31,5,3,0,1,0,0.8808,0.7038
4,1,3,1,32,5,1,0,,,0.5886,0.0
4,1,3,1,33,2,2,1,,,0.8468,0.0
4,1,3,1,34,1,2,0,,,0.3297,0.0
4,1,3,1,35,3,2,0,,,0.8702,0.0
4,1,3,1,36,1,6,0,4,0,0.5722,0.9677
4,1,3,1,37,6,1,0,5,0,0.6654,1.0737
4,1,3,1,38,3,2,0,,,1.3112,0.0
4,1,3,1,39,5,3,0,,,0.82,0.0
4,1,3,1,40,4,6,0,,,0.5715,0.0
4,1,3,1,41,6,6,1,,,0.4143,0.0
4,1,3,1,42,2,1,0,,,0.2505,0.0
4,1,3,1,43,2,2,1,,,0.9702,0.0
4,1,3,1,44,4,2,0,,,0.4488,0.0
4,1,3,1,45,1,1,1,,,0.5686,0.0
4,1,3,1,46,2,2,1,,,0.719,0.0
4,1,3,1,47,1,5,0,2,0,0.4796,1.5037
4,1,3,1,48,3,4,0,2,0,2.6362,1.4099
4,1,3,1,49,1,6,0,,,0.1462,0.0
4,1,3,1,50,2,2,1,,,0.6931,0.0
4,1,3,2,1,3,6,0,,,0.2286,0.0
4,1,3,2,2,5,6,0,,,0.0687,0.0
4,1,3,2,3,2,2,1,,,0.636,0.0
4,1,3,2,4,6,6,1,,,0.1919,0.0
4,1,3,2,5,1,5,0,,,0.3259,0.0
4,1,3,2,6,5,5,1,,,0.3857,0.0
4,1,3,2,7,5,6,0,,,0.2407,0.0
4,1,3,2,8,3,3,1,,,0.8012,0.0
4,1,3,2,9,6,6,1,,,0.2857,0.0
4,1,3,2,10,4,3,0,4,1,0.5604,1.2935
4,1,3,2,11,1,3,0,2,0,1.5741,3.113
4,1,3,2,12,6,6,1,,,0.1622,0.0
4,1,3,2,13,3,6,0,,,0.17,0.0
4,1,3,2,14,5,4,0,2,0,1.4998,1.1539
4,1,3,2,15,4,5,0,4,1,0.3168,0.915
4,1,3,2,16,2,2,1,,,0.5237,0.0
4,1,3,2,17,2,6,0,2,1,0.2604,0.8446
4,1,3,2,18,1,1,1,,,0.3924,0.0
4,1,3,2,19,2,6,0,2,1,0.3577,0.7628
4,1,3,2,20,4,4,1,,,0.7134,0.0
4,1,3,2,21,3,2,0,4,0,0.5219,0.6004
4,1,3,2,22,4,3,0,,,0.3284,0.0
4,1,3,2,23,1,1,1,,,0.1967,0.0
4,1,3,2,24,6,6,1,,,0.0009,0.0
4,1,3,2,25,3,1,0,3,1,0.6014,2.0511
4,1,3,2,26,3,2,0,,,0.7815,0.0
4,1,3,2,27,6,6,1,,,0.439,0.0
4,1,3,2,28,4,5,0,,,0.4994,0.0
4,1,3,2,29,2,6,0,,,0.1527,0.0
4,1,3,2,30,4,2,0,,,0.7477,0.0
4,1,3,2,31,5,1,0,,,0.3746,0.0
4,1,3,2,32,6,6,1,,,0.0811,0.0
4,1,3,2,33,1,1,1,,,2.027,0.0
4,1,3,2,34,5,6,0,,,0.7272,0.0
4,1,3,2,35,1,2,0,,,0.9309,0.0
4,1,3,2,36,5,6,0,2,0,0.3417,1.691
4,1,3,2,37,4,2,0,4,1,0.4782,0.7823
4,1,3,2,38,6,3,0,,,0.7492,0.0
4,1,3,2,39,1,1,1,,,0.2639,0.0
4,1,3,2,40,5,6,0,5,1,0.2189,0.853
4,1,3,2,41,2,3,0,,,0.8007,0.0
4,1,3,2,42,3,3,1,,,0.4253,0.0
4,1,3,2,43,6,3,0,2,0,0.6618,0.7988
4,1,3,2,44,2,2,1,,,0.5038,0.0
4,1,3,2,45,1,6,0,,,0.0011,0.0
4,1,3,2,46,3,6,0,4,0,0.1542,0.8395
4,1,3,2,47,6,6,1,,,0.0627,0.0
4,1,3,2,48,6,6,1,,,0.0009,0.0
4,1,3,2,49,4,3,0,,,0.7924,0.0
4,1,3,2,50,2,4,0,,,1.6337,0.0
4,1,3,3,1,3,3,1,,,0.7729,0.0
4,1,3,3,2,5,5,1,,,0.6921,0.0
4,1,3,3,3,2,2,1,,,0.7102,0.0
4,1,3,3,4,4,5,0,,,0.6945,0.0
4,1,3,3,5,1,1,1,,,0.7076,0.0
4,1,3,3,6,6,6,1,,,0.294,0.0
4,1,3,3,7,3,5,0,,,0.9188,0.0
4,1,3,3,8,3,6,0,,,0.6038,0.0
4,1,3,3,9,6,6,1,,,0.3648,0.0
4,1,3,3,10,4,4,1,,,0.8594,0.0
4,1,3,3,11,6,3,0,4,0,0.6792,0.8789
4,1,3,3,12,6,6,1,,,0.0676,0.0
4,1,3,3,13,3,5,0,6,0,0.7039,1.2368
4,1,3,3,14,3,5,0,,,0.6206,0.0
4,1,3,3,15,2,1,0,,,0.7165,0.0
4,1,3,3,16,4,4,1,,,0.633,0.0
4,1,3,3,17,6,6,1,,,0.1737,0.0
4,1,3,3,18,1,1,1,,,1.2373,0.0
4,1,3,3,19,6,4,0,6,1,0.8799,0.943
4,1,3,3,20,4,3,0,,,1.4948,0.0
4,1,3,3,21,6,6,1,,,2.1782,0.0
4,1,3,3,22,1,4,0,3,0,1.1108,1.1805
4,1,3,3,23,5,6,0,5,1,0.262,0.7669
4,1,3,3,24,2,6,0,,,0.1573,0.0
4,1,3,3,25,5,5,1,,,0.5764,0.0
4,1,3,3,26,4,6,0,,,0.1672,0.0
4,1,3,3,27,1,6,0,1,1,0.1859,1.0612
4,1,3,3,28,2,2,1,,,0.4871,0.0
4,1,3,3,29,2,1,0,,,0.7851,0.0
4,1,3,3,30,3,6,0,,,0.235,0.0
4,1,3,3,31,5,2,0,,,0.6671,0.0
4,1,3,3,32,5,4,0,,,1.6409,0.0
4,1,3,3,33,1,6,0,1,1,0.1914,0.6835
4,1,3,3,34,2,1,0,2,1,0.6215,0.5189
4,1,3,3,35,4,2,0,,,0.5117,0.0
4,1,3,3,36,1,1,1,,,0.5961,0.0
4,1,3,3,37,6,5,0,,,0.3786,0.0
4,1,3,3,38,5,5,1,,,0.7875,0.0
4,1,3,3,39,3,3,1,,,0.386,0.0
4,1,3,3,40,4,3,0,,,1.4413,0.0
4,1,3,3,41,3,4,0,,,0.7834,0.0
4,1,3,3,42,5,5,1,,,0.329,0.0
4,1,3,3,43,5,5,1,,,0.0733,0.0
4,1,3,3,44,4,2,0,,,0.6292,0.0
4,1,3,3,45,2,6,0,2,1,0.6446,1.054
4,1,3,3,46,6,1,0,3,0,0.4487,0.7856
4,1,3,3,47,1,6,0,,,0.0009,0.0
4,1,3,3,48,1,6,0,1,1,1.285,0.4825
4,1,3,3,49,6,6,1,,,0.1253,0.0
4,1,3,3,50,2,4,0,2,1,0.8554,0.7907
4,1,3,4,1,6,6,1,,,0.2104,0.0
4,1,3,4,2,6,6,1,,,0.0874,0.0
4,1,3,4,3,2,2,1,,,0.4824,0.0
4,1,3,4,4,4,1,0,,,0.2535,0.0
4,1,3,4,5,2,2,1,,,0.589,0.0
4,1,3,4,6,3,6,0,,,0.1952,0.0
4,1,3,4,7,6,6,1,,,0.9008,0.0
4,1,3,4,8,3,2,0,,,1.1974,0.0
4,1,3,4,9,1,2,0,,,0.7746,0.0
4,1,3,4,10,2,6,0,5,0,0.5108,0.7821
4,1,3,4,11,6,6,1,,,0.0714,0.0
4,1,3,4,12,4,4,1,,,1.3945,0.0
4,1,3,4,13,4,3,0,,,0.7114,0.0
4,1,3,4,14,2,3,0,4,0,0.5152,0.7385
4,1,3,4,15,5,1,0,,,0.4623,0.0
4,1,3,4,16,3,6,0,5,0,0.0836,0.3715
4,1,3,4,17,4,6,0,5,0,0.0946,0.4301
4,1,3,4,18,4,4,1,,,0.7742,0.0
4,1,3,4,19,6,6,1,,,0.2595,0.0
4,1,3,4,20,4,2,0,,,0.4714,0.0
4,1,3,4,21,2,2,1,,,0.8294,0.0
4,1,3,4,22,2,6,0,,,0.8732,0.0
4,1,3,4,23,1,1,1,,,0.2227,0.0
4,1,3,4,24,2,2,1,,,0.5644,0.0
4,1,3,4,25,3,3,1,,,0.9871,0.0
4,1,3,4,26,5,2,0,4,0,0.5286,1.2152
4,1,3,4,27,5,6,0,,,0.1338,0.0
4,1,3,4,28,1,6,0,2,0,0.6033,0.933
4,1,3,4,29,6,6,1,,,0.5202,0.0
4,1,3,4,30,5,6,0,5,1,0.1289,0.6548
4,1,3,4,31,4,3,0,,,1.1868,0.0
4,1,3,4,32,1,1,1,,,1.02,0.0
4,1,3,4,33,6,6,1,,,0.209,0.0
4,1,3,4,34,5,5,1,,,0.166,0.0
4,1,3,4,35,4,4,1,,,0.6211,0.0
4,1,3,4,36,1,2,0,,,1.0904,0.0
4,1,3,4,37,3,2,0,,,0.8944,0.0
4,1,3,4,38,1,6,0,1,1,0.0996,0.5953
4,1,3,4,39,5,6,0,,,0.5212,0.0
4,1,3,4,40,2,2,1,,,0.6049,0.0
4,1,3,4,41,3,2,0,,,0.8671,0.0
4,1,3,4,42,5,3,0,,,0.6331,0.0
4,1,3,4,43,1,1,1,,,0.6012,0.0
4,1,3,4,44,5,6,0,,,0.1104,0.0
4,1,3,4,45,1,1,1,,,0.1466,0.0
4,1,3,4,46,3,1,0,,,0.2186,0.0
4,1,3,4,47,6,6,1,,,0.2206,0.0
4,1,3,4,48,3,3,1,,,0.7687,0.0
4,1,3,4,49,6,6,1,,,0.128,0.0
4,1,3,4,50,6,5,0,,,1.4172,0.0
4,1,4,1,1,2,1,0,6,0,0.7806,0.4321
4,1,4,1,2,2,2,1,,,0.9363,0.0
4,1,4,1,3,3,5,0,,,0.4958,0.0
4,1,4,1,4,2,2,1,,,0.5656,0.0
4,1,4,1,5,4,6,0,,,0.4931,0.0
4,1,4,1,6,6,6,1,,,0.0812,0.0
4,1,4,1,7,2,1,0,,,0.8117,0.0
4,1,4,1,8,4,2,0,,,0.8039,0.0
4,1,4,1,9,1,6,0,,,0.0134,0.0
4,1,4,1,10,2,2,1,,,0.6945,0.0
4,1,4,1,11,3,6,0,4,0,0.1362,0.9016
4,1,4,1,12,1,1,1,,,0.6982,0.0
4,1,4,1,13,5,6,0,2,0,0.4593,0.6673
4,1,4,1,14,2,6,0,,,0.4108,0.0
4,1,4,1,15,4,2,0,,,1.3624,0.0
4,1,4,1,16,2,3,0,,,0.8685,0.0
4,1,4,1,17,5,2,0,,,0.6665,0.0
4,1,4,1,18,4,6,0,,,0.0011,0.0
4,1,4,1,19,4,4,1,,,1.1377,0.0
4,1,4,1,20,5,3,0,,,0.6094,0.0
4,1,4,1,21,6,6,1,,,0.2906,0.0
4,1,4,1,22,5,5,1,,,0.9968,0.0
4,1,4,1,23,1,5,0,6,0,0.2822,1.7939
4,1,4,1,24,6,6,1,,,0.0491,0.0
4,1,4,1,25,5,6,0,,,0.3334,0.0
4,1,4,1,26,5,5,1,,,0.394,0.0
4,1,4,1,27,3,6,0,,,0.472,0.0
4,1,4,1,28,4,6,0,,,0.2208,0.0
4,1,4,1,29,6,2,0,,,0.5906,0.0
4,1,4,1,30,6,6,1,,,0.1281,0.0
4,1,4,1,31,3,3,1,,,0.4572,0.0
4,1,4,1,32,1,2,0,,,0.7727,0.0
4,1,4,1,33,6,6,1,,,0.0134,0.0
4,1,4,1,34,1,5,0,,,1.1635,0.0
4,1,4,1,35,4,1,0,,,0.4534,0.0
4,1,4,1,36,6,2,0,,,0.7162,0.0
4,1,4,1,37,6,6,1,,,0.1524,0.0
4,1,4,1,38,3,5,0,2,0,0.5281,2.7658
4,1,4,1,39,4,6,0,,,0.262,0.0
4,1,4,1,40,1,2,0,4,0,0.6603,0.6846
4,1,4,1,41,5,5,1,,,2.0426,0.0
4,1,4,1,42,6,6,1,,,0.2286,0.0
4,1,4,1,43,3,1,0,,,1.5294,0.0
4,1,4,1,44,3,6,0,5,0,0.1795,0.56
4,1,4,1,45,5,6,0,,,0.2425,0.0
4,1,4,1,46,1,4,0,,,1.1855,0.0
4,1,4,1,47,6,6,1,,,0.5862,0.0
4,1,4,1,48,3,1,0,,,0.9447,0.0
4,1,4,1,49,1,6,0,,,0.2589,0.0
4,1,4,1,50,2,2,1,,,0.578,0.0
4,1,4,2,1,2,2,1,,,0.55,0.0
