subject,session,run,block,trial_in_block,dominant_symbol,response1,correct1,response2,correct2,rt1,rt2
7,1,3,2,1,3,3,1,,,3.042,0.0
7,1,3,2,2,5,5,1,,,0.2598,0.0
7,1,3,2,3,1,5,0,1,1,0.1512,0.3409
7,1,3,2,4,4,2,0,,,0.6131,0.0
7,1,3,2,5,2,4,0,,,1.3972,0.0
7,1,3,2,6,5,6,0,,,0.1812,0.0
7,1,3,2,7,5,1,0,,,1.7835,0.0
7,1,3,2,8,4,4,1,,,0.7607,0.0
7,1,3,2,9,6,6,1,,,0.3908,0.0
7,1,3,2,10,2,2,1,,,0.325,0.0
7,1,3,2,11,3,6,0,5,0,0.9192,1.0441
7,1,3,2,12,1,5,0,2,0,0.5789,0.5416
7,1,3,2,13,1,1,1,,,0.6415,0.0
7,1,3,2,14,3,5,0,,,0.8695,0.0
7,1,3,2,15,5,2,0,,,0.7,0.0
7,1,3,2,16,5,2,0,,,0.345,0.0
7,1,3,2,17,6,3,0,,,0.9314,0.0
7,1,3,2,18,5,4,0,2,0,1.1907,0.7457
7,1,3,2,19,2,2,1,,,0.5008,0.0
7,1,3,2,20,1,5,0,2,0,0.6702,0.5658
7,1,3,2,21,5,1,0,6,0,0.4401,0.4253
7,1,3,2,22,2,2,1,,,0.5931,0.0
7,1,3,2,23,6,6,1,,,0.9516,0.0
7,1,3,2,24,6,2,0,,,0.6224,0.0
7,1,3,2,25,4,2,0,,,1.0399,0.0
7,1,3,2,26,4,4,1,,,0.9587,0.0
7,1,3,2,27,1,1,1,,,0.9651,0.0
7,1,3,2,28,3,4,0,,,1.0678,0.0
7,1,3,2,29,1,6,0,,,0.2186,0.0
7,1,3,2,30,6,6,1,,,1.0829,0.0
7,1,3,2,31,2,2,1,,,0.3167,0.0
7,1,3,2,32,3,3,1,,,2.334,0.0
7,1,3,2,33,6,6,1,,,0.6842,0.0
7,1,3,2,34,4,2,0,,,0.3497,0.0
7,1,3,2,35,1,6,0,,,0.7933,0.0
7,1,3,2,36,4,2,0,,,0.6266,0.0
7,1,3,2,37,2,2,1,,,0.4022,0.0
7,1,3,2,38,6,6,1,,,0.8316,0.0
7,1,3,2,39,1,2,0,4,0,0.5071,0.8102
7,1,3,2,40,3,2,0,,,1.5383,0.0
7,1,3,2,41,3,5,0,,,0.9096,0.0
7,1,3,2,42,4,3,0,,,0.6894,0.0
7,1,3,2,43,2,2,1,,,0.4311,0.0
7,1,3,2,44,6,2,0,,,0.5395,0.0
7,1,3,2,45,5,6,0,,,0.0009,0.0
7,1,3,2,46,2,5,0,2,1,0.6007,1.1392
7,1,3,2,47,4,4,1,,,0.1937,0.0
7,1,3,2,48,6,6,1,,,0.025,0.0
7,1,3,2,49,3,3,1,,,0.5816,0.0
7,1,3,2,50,6,6,1,,,0.1239,0.0
7,1,3,3,1,2,2,1,,,1.0106,0.0
7,1,3,3,2,5,5,1,,,0.9048,0.0
7,1,3,3,3,4,1,0,,,0.6419,0.0
7,1,3,3,4,1,2,0,,,0.2411,0.0
7,1,3,3,5,5,5,1,,,0.0009,0.0
7,1,3,3,6,6,6,1,,,0.5601,0.0
7,1,3,3,7,1,6,0,,,0.1837,0.0
7,1,3,3,8,3,1,0,3,1,0.6007,0.7074
7,1,3,3,9,6,6,1,,,1.157,0.0
7,1,3,3,10,2,2,1,,,0.6607,0.0
7,1,3,3,11,3,3,1,,,0.7275,0.0
7,1,3,3,12,1,5,0,6,0,0.9504,0.7232
7,1,3,3,13,1,1,1,,,0.6395,0.0
7,1,3,3,14,6,6,1,,,0.8204,0.0
7,1,3,3,15,3,6,0,2,0,0.8653,0.8166
7,1,3,3,16,3,2,0,,,0.6495,0.0
7,1,3,3,17,4,1,0,5,0,0.6803,0.4156
7,1,3,3,18,2,2,1,,,0.5194,0.0
7,1,3,3,19,1,1,1,,,0.4655,0.0
7,1,3,3,20,5,6,0,1,0,1.3235,0.5045
7,1,3,3,21,5,2,0,5,1,0.2858,0.5333
7,1,3,3,22,2,2,1,,,0.238,0.0
7,1,3,3,23,5,4,0,6,0,0.658,0.362
7,1,3,3,24,2,2,1,,,0.6454,0.0
7,1,3,3,25,6,6,1,,,0.1211,0.0
7,1,3,3,26,4,4,1,,,0.6898,0.0
7,1,3,3,27,5,6,0,,,0.7407,0.0
7,1,3,3,28,4,6,0,5,0,0.3843,0.6588
7,1,3,3,29,6,6,1,,,0.401,0.0
7,1,3,3,30,2,2,1,,,0.5109,0.0
7,1,3,3,31,3,3,1,,,0.6641,0.0
7,1,3,3,32,1,6,0,,,0.7465,0.0
7,1,3,3,33,4,5,0,,,0.6138,0.0
7,1,3,3,34,4,3,0,4,1,0.7737,0.537
7,1,3,3,35,6,6,1,,,0.6898,0.0
7,1,3,3,36,6,2,0,,,0.6601,0.0
7,1,3,3,37,6,6,1,,,0.6745,0.0
7,1,3,3,38,1,6,0,,,0.5016,0.0
7,1,3,3,39,2,2,1,,,0.3471,0.0
7,1,3,3,40,4,6,0,5,0,0.7782,0.8136
7,1,3,3,41,5,5,1,,,0.3099,0.0
7,1,3,3,42,3,2,0,,,0.7276,0.0
7,1,3,3,43,2,2,1,,,0.1478,0.0
7,1,3,3,44,5,2,0,,,0.5234,0.0
7,1,3,3,45,1,6,0,,,0.2401,0.0
7,1,3,3,46,3,2,0,,,1.7601,0.0
7,1,3,3,47,6,6,1,,,0.6892,0.0
7,1,3,3,48,4,2,0,,,0.2275,0.0
7,1,3,3,49,6,6,1,,,0.3079,0.0
7,1,3,3,50,3,2,0,5,0,0.7412,0.6829
7,1,3,4,1,2,2,1,,,0.15,0.0
7,1,3,4,2,1,1,1,,,0.8141,0.0
7,1,3,4,3,6,6,1,,,0.1062,0.0
7,1,3,4,4,5,2,0,5,1,0.66,0.6682
7,1,3,4,5,4,4,1,,,0.7513,0.0
7,1,3,4,6,6,6,1,,,0.3189,0.0
7,1,3,4,7,5,2,0,5,1,0.6408,0.3296
7,1,3,4,8,6,6,1,,,0.2012,0.0
7,1,3,4,9,6,6,1,,,0.001,0.0
7,1,3,4,10,5,5,1,,,0.1264,0.0
7,1,3,4,11,3,1,0,,,0.1986,0.0
7,1,3,4,12,3,2,0,,,0.0724,0.0
7,1,3,4,13,4,2,0,,,0.3996,0.0
7,1,3,4,14,2,2,1,,,0.2,0.0
7,1,3,4,15,1,6,0,,,0.83,0.0
7,1,3,4,16,3,1,0,2,0,0.0225,0.8399
7,1,3,4,17,2,2,1,,,0.159,0.0
7,1,3,4,18,3,3,1,,,0.7431,0.0
7,1,3,4,19,2,2,1,,,0.3112,0.0
7,1,3,4,20,4,4,1,,,0.6804,0.0
7,1,3,4,21,6,6,1,,,0.5228,0.0
7,1,3,4,22,3,4,0,3,1,0.5796,0.6867
7,1,3,4,23,6,2,0,6,1,1.0733,0.001
7,1,3,4,24,1,3,0,5,0,0.6632,0.4955
7,1,3,4,25,1,4,0,2,0,1.2363,0.2926
7,1,3,4,26,5,4,0,,,0.8812,0.0
7,1,3,4,27,3,6,0,4,0,0.6624,0.5591
7,1,3,4,28,3,6,0,,,0.5777,0.0
7,1,3,4,29,4,4,1,,,0.7553,0.0
7,1,3,4,30,3,6,0,2,0,0.099,0.5308
7,1,3,4,31,1,1,1,,,0.5182,0.0
7,1,3,4,32,1,4,0,,,0.6075,0.0
7,1,3,4,33,5,5,1,,,0.1926,0.0
7,1,3,4,34,2,3,0,4,0,0.6297,0.5122
7,1,3,4,35,5,6,0,2,0,0.1162,0.6915
7,1,3,4,36,4,5,0,,,0.2246,0.0
7,1,3,4,37,5,6,0,,,0.3841,0.0
7,1,3,4,38,6,4,0,,,0.3952,0.0
7,1,3,4,39,2,2,1,,,0.1164,0.0
7,1,3,4,40,2,2,1,,,0.6693,0.0
7,1,3,4,41,6,2,0,6,1,0.4808,0.72
7,1,3,4,42,4,4,1,,,0.7204,0.0
7,1,3,4,43,6,5,0,,,0.6894,0.0
7,1,3,4,44,1,1,1,,,0.8476,0.0
7,1,3,4,45,1,1,1,,,0.1225,0.0
7,1,3,4,46,4,4,1,,,0.532,0.0
7,1,3,4,47,2,2,1,,,0.4123,0.0
7,1,3,4,48,6,6,1,,,0.8571,0.0
7,1,3,4,49,4,4,1,,,1.0609,0.0
7,1,3,4,50,5,6,0,,,0.3583,0.0
7,1,4,1,1,3,2,0,,,0.2826,0.0
7,1,4,1,2,1,4,0,,,0.4408,0.0
7,1,4,1,3,2,4,0,,,0.6561,0.0
7,1,4,1,4,5,2,0,,,0.576,0.0
7,1,4,1,5,3,3,1,,,1.0088,0.0
7,1,4,1,6,3,2,0,,,0.7578,0.0
7,1,4,1,7,6,3,0,4,0,0.9763,0.4433
7,1,4,1,8,1,5,0,,,1.011,0.0
7,1,4,1,9,2,2,1,,,0.339,0.0
7,1,4,1,10,4,6,0,,,0.5632,0.0
7,1,4,1,11,4,4,1,,,0.9977,0.0
7,1,4,1,12,3,4,0,,,0.6835,0.0
7,1,4,1,13,6,6,1,,,0.6644,0.0
7,1,4,1,14,5,5,1,,,0.7159,0.0
7,1,4,1,15,5,3,0,,,0.6046,0.0
7,1,4,1,16,6,6,1,,,0.8287,0.0
7,1,4,1,17,5,5,1,,,0.8258,0.0
7,1,4,1,18,4,4,1,,,0.7739,0.0
7,1,4,1,19,4,4,1,,,0.1486,0.0
7,1,4,1,20,5,5,1,,,0.2363,0.0
7,1,4,1,21,4,4,1,,,0.6255,0.0
7,1,4,1,22,2,2,1,,,0.5337,0.0
7,1,4,1,23,6,5,0,,,0.1421,0.0
7,1,4,1,24,4,3,0,,,0.8013,0.0
7,1,4,1,25,5,6,0,5,1,0.4112,0.7818
7,1,4,1,26,1,4,0,3,0,0.7314,0.4331
7,1,4,1,27,1,1,1,,,0.7134,0.0
7,1,4,1,28,3,3,1,,,0.618,0.0
7,1,4,1,29,3,3,1,,,0.5111,0.0
7,1,4,1,30,3,5,0,,,0.552,0.0
7,1,4,1,31,6,4,0,3,0,0.3305,0.2413
7,1,4,1,32,4,4,1,,,0.656,0.0
7,1,4,1,33,2,2,1,,,0.2115,0.0
7,1,4,1,34,2,4,0,,,0.2808,0.0
7,1,4,1,35,4,2,0,,,0.5036,0.0
7,1,4,1,36,1,1,1,,,0.6522,0.0
7,1,4,1,37,6,6,1,,,0.5916,0.0
7,1,4,1,38,2,2,1,,,0.8863,0.0
7,1,4,1,39,3,2,0,6,0,0.1926,0.8443
7,1,4,1,40,1,4,0,,,0.803,0.0
7,1,4,1,41,2,2,1,,,0.2675,0.0
7,1,4,1,42,6,4,0,,,0.8941,0.0
7,1,4,1,43,6,3,0,4,0,0.9467,0.72
7,1,4,1,44,1,1,1,,,0.5395,0.0
7,1,4,1,45,6,2,0,,,0.4527,0.0
7,1,4,1,46,1,3,0,,,1.1316,0.0
7,1,4,1,47,2,2,1,,,0.2785,0.0
7,1,4,1,48,5,6,0,,,0.201,0.0
7,1,4,1,49,6,1,0,3,0,1.5626,0.7824
7,1,4,1,50,5,6,0,,,0.3761,0.0
7,1,4,2,1,3,3,1,,,0.9266,0.0
7,1,4,2,2,1,1,1,,,0.8715,0.0
7,1,4,2,3,1,3,0,4,0,0.833,0.4827
7,1,4,2,4,3,2,0,,,0.8882,0.0
7,1,4,2,5,2,2,1,,,0.7822,0.0
7,1,4,2,6,3,2,0,,,0.5716,0.0
7,1,4,2,7,4,6,0,5,0,0.7665,0.146
7,1,4,2,8,3,2,0,,,0.6786,0.0
7,1,4,2,9,4,2,0,4,1,0.4672,0.8195
7,1,4,2,10,6,6,1,,,0.4804,0.0
7,1,4,2,11,5,2,0,,,0.1712,0.0
7,1,4,2,12,2,2,1,,,0.11,0.0
7,1,4,2,13,6,6,1,,,0.5354,0.0
7,1,4,2,14,4,4,1,,,0.623,0.0
7,1,4,2,15,6,6,1,,,0.6439,0.0
7,1,4,2,16,3,2,0,,,0.6321,0.0
7,1,4,2,17,1,1,1,,,0.423,0.0
7,1,4,2,18,6,6,1,,,1.8118,0.0
7,1,4,2,19,3,3,1,,,0.664,0.0
7,1,4,2,20,2,2,1,,,0.554,0.0
7,1,4,2,21,5,2,0,,,0.4982,0.0
7,1,4,2,22,6,6,1,,,0.3921,0.0
7,1,4,2,23,2,2,1,,,0.4379,0.0
7,1,4,2,24,6,6,1,,,0.8509,0.0
7,1,4,2,25,6,6,1,,,0.2858,0.0
7,1,4,2,26,5,5,1,,,0.1603,0.0
7,1,4,2,27,2,2,1,,,0.8235,0.0
7,1,4,2,28,2,2,1,,,0.2449,0.0
7,1,4,2,29,5,5,1,,,0.296,0.0
7,1,4,2,30,1,1,1,,,0.7944,0.0
7,1,4,2,31,6,6,1,,,0.5997,0.0
7,1,4,2,32,4,6,0,1,0,0.6688,0.9964
7,1,4,2,33,5,5,1,,,0.7419,0.0
7,1,4,2,34,2,5,0,,,0.2772,0.0
7,1,4,2,35,4,4,1,,,0.7549,0.0
7,1,4,2,36,3,5,0,,,0.5619,0.0
7,1,4,2,37,4,2,0,,,0.8527,0.0
7,1,4,2,38,5,5,1,,,0.8748,0.0
7,1,4,2,39,1,5,0,2,0,0.2938,0.5734
7,1,4,2,40,1,1,1,,,0.8628,0.0
7,1,4,2,41,4,3,0,,,0.778,0.0
7,1,4,2,42,6,5,0,,,0.5316,0.0
7,1,4,2,43,6,6,1,,,1.7517,0.0
7,1,4,2,44,5,6,0,,,0.7173,0.0
7,1,4,2,45,1,5,0,,,0.634,0.0
7,1,4,2,46,5,5,1,,,0.2661,0.0
7,1,4,2,47,1,1,1,,,1.0214,0.0
7,1,4,2,48,2,2,1,,,0.8808,0.0
7,1,4,2,49,3,3,1,,,1.0514,0.0
7,1,4,2,50,4,5,0,,,0.5257,0.0
7,1,4,3,1,6,2,0,,,0.7833,0.0
7,1,4,3,2,5,5,1,,,0.1373,0.0
7,1,4,3,3,4,4,1,,,0.85,0.0
7,1,4,3,4,6,6,1,,,0.3485,0.0
7,1,4,3,5,2,2,1,,,0.9724,0.0
7,1,4,3,6,5,5,1,,,1.0274,0.0
7,1,4,3,7,5,1,0,3,0,1.3829,0.5306
7,1,4,3,8,2,2,1,,,0.6936,0.0
7,1,4,3,9,1,1,1,,,0.3909,0.0
7,1,4,3,10,3,3,1,,,0.8696,0.0
7,1,4,3,11,1,1,1,,,0.7837,0.0
7,1,4,3,12,6,2,0,5,0,1.0219,1.1756
7,1,4,3,13,6,6,1,,,0.1604,0.0
7,1,4,3,14,2,2,1,,,0.5677,0.0
7,1,4,3,15,1,2,0,,,0.4786,0.0
7,1,4,3,16,6,6,1,,,0.5643,0.0
7,1,4,3,17,6,6,1,,,0.2037,0.0
7,1,4,3,18,5,5,1,,,0.2896,0.0
7,1,4,3,19,3,4,0,,,0.8679,0.0
7,1,4,3,20,2,3,0,,,0.1068,0.0
7,1,4,3,21,4,2,0,,,0.2874,0.0
7,1,4,3,22,5,1,0,,,0.5264,0.0
7,1,4,3,23,3,3,1,,,0.9463,0.0
7,1,4,3,24,5,5,1,,,0.201,0.0
7,1,4,3,25,3,4,0,,,0.5913,0.0
7,1,4,3,26,4,4,1,,,1.2326,0.0
7,1,4,3,27,2,2,1,,,0.3631,0.0
7,1,4,3,28,4,4,1,,,0.7141,0.0
7,1,4,3,29,6,2,0,,,0.2839,0.0
7,1,4,3,30,6,6,1,,,0.6654,0.0
7,1,4,3,31,4,4,1,,,0.9407,0.0
7,1,4,3,32,1,4,0,,,0.5643,0.0
7,1,4,3,33,1,4,0,3,0,0.6628,1.1512
7,1,4,3,34,2,5,0,2,1,0.7617,0.525
7,1,4,3,35,3,3,1,,,0.6782,0.0
7,1,4,3,36,1,5,0,,,1.2564,0.0
7,1,4,3,37,6,3,0,4,0,0.4785,0.67
7,1,4,3,38,1,3,0,4,0,0.7166,0.6262
7,1,4,3,39,4,4,1,,,0.5777,0.0
7,1,4,3,40,6,6,1,,,0.2163,0.0
7,1,4,3,41,1,2,0,,,1.1145,0.0
7,1,4,3,42,2,6,0,5,0,0.5506,0.5308
7,1,4,3,43,4,4,1,,,0.519,0.0
7,1,4,3,44,2,2,1,,,0.5117,0.0
7,1,4,3,45,3,3,1,,,0.6804,0.0
7,1,4,3,46,5,1,0,,,0.1551,0.0
7,1,4,3,47,3,4,0,5,0,0.958,0.586
7,1,4,3,48,4,5,0,,,0.4119,0.0
7,1,4,3,49,3,6,0,,,0.3882,0.0
7,1,4,3,50,5,3,0,4,0,0.7022,0.5958
7,1,4,4,1,2,2,1,,,1.4114,0.0
7,1,4,4,2,2,3,0,4,0,1.0632,0.8946
7,1,4,4,3,2,1,0,6,0,0.8189,0.501
7,1,4,4,4,6,6,1,,,0.1373,0.0
7,1,4,4,5,6,6,1,,,0.2268,0.0
7,1,4,4,6,5,5,1,,,0.6636,0.0
7,1,4,4,7,1,1,1,,,0.6979,0.0
7,1,4,4,8,1,2,0,5,0,0.3962,0.4146
7,1,4,4,9,1,1,1,,,0.6948,0.0
7,1,4,4,10,4,4,1,,,1.2402,0.0
7,1,4,4,11,6,6,1,,,0.1486,0.0
7,1,4,4,12,6,1,0,,,1.9482,0.0
7,1,4,4,13,2,6,0,,,0.3899,0.0
7,1,4,4,14,3,4,0,,,0.7507,0.0
7,1,4,4,15,5,5,1,,,0.0906,0.0
7,1,4,4,16,1,6,0,,,0.3568,0.0
7,1,4,4,17,4,1,0,6,0,2.095,1.8853
7,1,4,4,18,6,6,1,,,0.6653,0.0
7,1,4,4,19,3,3,1,,,2.8916,0.0
7,1,4,4,20,3,6,0,,,2.9798,0.0
7,1,4,4,21,6,6,1,,,0.658,0.0
7,1,4,4,22,2,2,1,,,1.237,0.0
7,1,4,4,23,3,3,1,,,1.5048,0.0
7,1,4,4,24,2,2,1,,,1.0575,0.0
7,1,4,4,25,1,1,1,,,1.172,0.0
7,1,4,4,26,5,5,1,,,1.8908,0.0
7,1,4,4,27,5,3,0,,,1.8428,0.0
7,1,4,4,28,3,3,1,,,2.2243,0.0
7,1,4,4,29,5,5,1,,,0.8353,0.0
7,1,4,4,30,1,1,1,,,0.8472,0.0
7,1,4,4,31,2,2,1,,,0.4737,0.0
7,1,4,4,32,1,5,0,6,0,1.9572,0.8086
7,1,4,4,33,2,2,1,,,0.8485,0.0
7,1,4,4,34,3,4,0,5,0,0.8433,0.5402
7,1,4,4,35,4,4,1,,,0.688,0.0
7,1,4,4,36,4,2,0,,,0.8829,0.0
7,1,4,4,37,3,2,0,,,0.7756,0.0
7,1,4,4,38,4,4,1,,,0.5767,0.0
7,1,4,4,39,1,5,0,4,0,0.3117,0.7656
7,1,4,4,40,6,6,1,,,0.856,0.0
7,1,4,4,41,4,4,1,,,0.468,0.0
7,1,4,4,42,6,6,1,,,0.6706,0.0
7,1,4,4,43,6,6,1,,,0.0337,0.0
7,1,4,4,44,4,4,1,,,0.6065,0.0
7,1,4,4,45,4,4,1,,,0.5956,0.0
7,1,4,4,46,5,5,1,,,0.1374,0.0
7,1,4,4,47,5,6,0,,,0.3052,0.0
7,1,4,4,48,5,5,1,,,0.0301,0.0
7,1,4,4,49,3,2,0,,,0.9064,0.0
7,1,4,4,50,6,6,1,,,0.4634,0.0
7,1,5,1,1,6,6,1,,,0.2298,0.0
7,1,5,1,2,5,5,1,,,0.3154,0.0
7,1,5,1,3,5,4,0,,,0.5246,0.0
7,1,5,1,4,6,6,1,,,0.3521,0.0
7,1,5,1,5,2,1,0,,,0.2714,0.0
7,1,5,1,6,6,6,1,,,0.0937,0.0
7,1,5,1,7,4,2,0,3,0,0.9358,0.3883
7,1,5,1,8,5,5,1,,,0.206,0.0
7,1,5,1,9,1,2,0,,,0.2931,0.0
7,1,5,1,10,2,2,1,,,0.3218,0.0
7,1,5,1,11,2,2,1,,,0.1949,0.0
7,1,5,1,12,3,6,0,,,0.2168,0.0
7,1,5,1,13,1,5,0,4,0,0.9059,0.8242
7,1,5,1,14,4,6,0,,,0.9284,0.0
7,1,5,1,15,3,3,1,,,0.8359,0.0
7,1,5,1,16,5,6,0,,,0.6549,0.0
7,1,5,1,17,6,6,1,,,0.7819,0.0
7,1,5,1,18,2,3,0,4,0,0.7318,0.7213
7,1,5,1,19,2,4,0,,,1.4533,0.0
7,1,5,1,20,1,5,0,,,0.9878,0.0
7,1,5,1,21,1,1,1,,,0.8771,0.0
7,1,5,1,22,3,1,0,,,0.7266,0.0
7,1,5,1,23,6,6,1,,,0.4821,0.0
7,1,5,1,24,2,2,1,,,0.2359,0.0
7,1,5,1,25,2,2,1,,,0.7205,0.0
7,1,5,1,26,5,5,1,,,0.6583,0.0
7,1,5,1,27,6,6,1,,,0.437,0.0
7,1,5,1,28,1,1,1,,,0.7368,0.0
7,1,5,1,29,3,3,1,,,0.658,0.0
7,1,5,1,30,4,2,0,,,0.7571,0.0
7,1,5,1,31,6,6,1,,,0.5751,0.0
7,1,5,1,32,1,1,1,,,0.7252,0.0
7,1,5,1,33,6,6,1,,,0.6942,0.0
7,1,5,1,34,3,3,1,,,0.7916,0.0
7,1,5,1,35,3,6,0,,,0.3573,0.0
7,1,5,1,36,2,2,1,,,0.3997,0.0
7,1,5,1,37,5,6,0,,,0.9092,0.0
7,1,5,1,38,3,2,0,3,1,0.3207,0.5669
7,1,5,1,39,5,5,1,,,0.4778,0.0
7,1,5,1,40,4,3,0,4,1,0.4085,0.0008
7,1,5,1,41,4,5,0,,,0.0736,0.0
7,1,5,1,42,1,3,0,,,0.7207,0.0
7,1,5,1,43,5,5,1,,,0.0009,0.0
7,1,5,1,44,6,6,1,,,0.5706,0.0
7,1,5,1,45,4,5,0,,,0.625,0.0
7,1,5,1,46,1,1,1,,,0.5601,0.0
7,1,5,1,47,4,5,0,,,0.1039,0.0
7,1,5,1,48,4,4,1,,,0.5239,0.0
7,1,5,1,49,3,1,0,,,0.8682,0.0
7,1,5,1,50,6,6,1,,,0.5387,0.0
7,1,5,2,1,6,6,1,,,0.3523,0.0
7,1,5,2,2,6,6,1,,,0.5606,0.0
7,1,5,2,3,4,4,1,,,0.552,0.0
7,1,5,2,4,2,2,1,,,0.3666,0.0
7,1,5,2,5,2,2,1,,,0.2861,0.0
7,1,5,2,6,3,6,0,,,0.6565,0.0
7,1,5,2,7,1,1,1,,,0.7352,0.0
7,1,5,2,8,4,2,0,,,0.4947,0.0
7,1,5,2,9,4,5,0,,,0.4211,0.0
7,1,5,2,10,3,1,0,,,0.6525,0.0
7,1,5,2,11,4,2,0,,,0.2673,0.0
7,1,5,2,12,1,1,1,,,0.7304,0.0
7,1,5,2,13,3,3,1,,,0.523,0.0
7,1,5,2,14,1,1,1,,,0.7397,0.0
7,1,5,2,15,3,2,0,,,0.6436,0.0
7,1,5,2,16,5,5,1,,,0.001,0.0
7,1,5,2,17,6,6,1,,,0.1453,0.0
7,1,5,2,18,6,2,0,,,0.9697,0.0
7,1,5,2,19,3,3,1,,,0.8595,0.0
7,1,5,2,20,5,5,1,,,0.8377,0.0
7,1,5,2,21,5,2,0,,,0.8171,0.0
7,1,5,2,22,1,6,0,1,1,0.4404,0.1061
7,1,5,2,23,3,1,0,4,0,0.02,0.3745
7,1,5,2,24,1,1,1,,,0.1448,0.0
7,1,5,2,25,2,2,1,,,0.3445,0.0
7,1,5,2,26,2,2,1,,,0.1361,0.0
7,1,5,2,27,2,2,1,,,0.5289,0.0
7,1,5,2,28,6,6,1,,,0.5695,0.0
7,1,5,2,29,3,6,0,,,0.0324,0.0
7,1,5,2,30,2,2,1,,,0.5524,0.0
7,1,5,2,31,4,6,0,2,0,0.7202,0.6292
7,1,5,2,32,1,4,0,2,0,0.6141,0.1761
7,1,5,2,33,4,6,0,,,0.0662,0.0
7,1,5,2,34,6,6,1,,,0.1685,0.0
7,1,5,2,35,2,2,1,,,0.3527,0.0
7,1,5,2,36,4,4,1,,,0.7517,0.0
7,1,5,2,37,1,3,0,,,0.6557,0.0
7,1,5,2,38,5,5,1,,,0.2061,0.0
7,1,5,2,39,6,6,1,,,0.5637,0.0
7,1,5,2,40,5,5,1,,,0.1383,0.0
7,1,5,2,41,5,5,1,,,0.0674,0.0
7,1,5,2,42,3,2,0,,,0.4636,0.0
7,1,5,2,43,5,5,1,,,0.1663,0.0
7,1,5,2,44,6,5,0,6,1,0.1247,0.3791
7,1,5,2,45,5,5,1,,,0.3941,0.0
7,1,5,2,46,4,2,0,,,0.6307,0.0
7,1,5,2,47,6,6,1,,,0.5193,0.0
7,1,5,2,48,2,2,1,,,0.4956,0.0
7,1,5,2,49,6,2,0,,,0.1697,0.0
7,1,5,2,50,1,3,0,,,0.7312,0.0
7,1,5,3,1,2,2,1,,,0.2446,0.0
7,1,5,3,2,2,1,0,,,0.744,0.0
7,1,5,3,3,5,6,0,5,1,0.2274,0.1247
7,1,5,3,4,4,4,1,,,0.6458,0.0
7,1,5,3,5,3,4,0,3,1,0.2812,1.0411
7,1,5,3,6,2,2,1,,,0.1338,0.0
7,1,5,3,7,6,6,1,,,0.7344,0.0
7,1,5,3,8,2,2,1,,,0.4944,0.0
7,1,5,3,9,3,4,0,2,0,0.5037,0.2297
7,1,5,3,10,3,3,1,,,0.5826,0.0
7,1,5,3,11,6,6,1,,,0.4279,0.0
7,1,5,3,12,1,2,0,,,0.633,0.0
7,1,5,3,13,5,6,0,,,0.9361,0.0
7,1,5,3,14,4,4,1,,,0.8124,0.0
7,1,5,3,15,5,5,1,,,0.7449,0.0
7,1,5,3,16,6,6,1,,,0.5681,0.0
7,1,5,3,17,3,4,0,,,0.5595,0.0
7,1,5,3,18,6,1,0,,,0.8331,0.0
7,1,5,3,19,1,5,0,,,0.6644,0.0
7,1,5,3,20,4,1,0,,,0.9835,0.0
7,1,5,3,21,5,5,1,,,0.3597,0.0
7,1,5,3,22,5,6,0,1,0,0.4557,0.1999
7,1,5,3,23,6,6,1,,,0.4416,0.0
7,1,5,3,24,1,5,0,6,0,0.6139,0.4648
7,1,5,3,25,1,6,0,4,0,0.3261,0.0009
7,1,5,3,26,2,2,1,,,0.5663,0.0
7,1,5,3,27,3,3,1,,,0.7174,0.0
7,1,5,3,28,3,2,0,,,0.6699,0.0
7,1,5,3,29,4,4,1,,,0.5564,0.0
7,1,5,3,30,4,4,1,,,0.4521,0.0
7,1,5,3,31,5,5,1,,,0.4638,0.0
7,1,5,3,32,1,5,0,,,0.491,0.0
7,1,5,3,33,6,5,0,6,1,0.3201,0.166
7,1,5,3,34,6,6,1,,,0.4447,0.0
7,1,5,3,35,6,5,0,6,1,0.4889,0.3284
7,1,5,3,36,1,2,0,,,0.4084,0.0
7,1,5,3,37,2,4,0,1,0,1.5371,0.4364
7,1,5,3,38,6,6,1,,,0.4928,0.0
7,1,5,3,39,1,4,0,,,1.0146,0.0
7,1,5,3,40,3,3,1,,,0.5341,0.0
7,1,5,3,41,1,1,1,,,0.7027,0.0
7,1,5,3,42,5,5,1,,,0.2085,0.0
7,1,5,3,43,4,6,0,,,0.421,0.0
7,1,5,3,44,4,4,1,,,0.6851,0.0
7,1,5,3,45,3,4,0,5,0,0.7512,0.8515
7,1,5,3,46,4,2,0,,,0.7458,0.0
7,1,5,3,47,2,2,1,,,0.3887,0.0
7,1,5,3,48,6,3,0,5,0,1.1232,0.4882
7,1,5,3,49,2,2,1,,,0.2223,0.0
7,1,5,3,50,5,4,0,3,0,0.7072,0.713
7,1,5,4,1,5,1,0,,,0.9316,0.0
7,1,5,4,2,4,4,1,,,0.5187,0.0
7,1,5,4,3,6,5,0,,,0.0161,0.0
7,1,5,4,4,3,6,0,,,0.0886,0.0
7,1,5,4,5,6,6,1,,,0.1111,0.0
7,1,5,4,6,2,2,1,,,0.6492,0.0
7,1,5,4,7,4,4,1,,,0.6528,0.0
7,1,5,4,8,6,5,0,4,0,0.6241,0.6178
7,1,5,4,9,2,2,1,,,0.4745,0.0
7,1,5,4,10,4,4,1,,,0.6615,0.0
